Partners_in_Crime_(UK_TV_series),Zinnie_Harris
Terra_Nostra_(novel),Carlos_Fuentes
The_Oasis_(novel),Mary_McCarthy_(author)
Spell_of_the_Witch_World,Andre_Norton
Swami_and_Friends,R._K._Narayan
We_Got_It_Made,Bob_Brunner
All_Marketers_Are_Liars,Seth_Godin
"R-T,_Margaret,_and_the_Rats_of_NIMH",Jane_Leslie_Conly
Black_Hat_Jack,Joe_R._Lansdale
TechnoKill,Dan_Cragg
The_Circle_(novel),Sara_Bergmark_Elfgren
The_Tony_Randall_Show,Michael_Zinberg
Seeing_Things_(TV_series),Louis_Del_Grande
Full_Service_(book),Scotty_Bowers
Acacia:_The_War_with_the_Mein,David_Anthony_Durham
Ornithological_Dictionary,George_Montagu_(naturalist)
Ayako_(manga),Osamu_Tezuka
Beautiful_Redemption_(novel),Margaret_Stohl
Dragons_of_Winter_Night,Tracy_Hickman
"Ceres,_Celestial_Legend",Yuu_Watase
Neanderthals_(anthology),Robert_Silverberg
Fifty_Classic_Climbs_of_North_America,Allen_Steck
The_Dance:_The_History_of_American_Minstrelsy,Jason_Christophe_White
The_Demon's_Covenant,Sarah_Rees_Brennan
A_Soldier_of_the_Great_War,Mark_Helprin
Devil's_Hill_(novel),Nan_Chauncy
The_Devil_Wears_Prada_(novel),Lauren_Weisberger
The_Road_to_Mecca_(book),Muhammad_Asad
The_Blithedale_Romance,Nathaniel_Hawthorne
Hawksbill_Station,Robert_Silverberg
Magic_Steps,Tamora_Pierce
Intruders_(miniseries),Tracy_Tormé
Friendly_Fire_(1979_film),Fay_Kanin
An_Apology_for_the_Life_of_Mrs._Shamela_Andrews,Henry_Fielding
Fräulein_Else_(novella),Arthur_Schnitzler
The_Willows_(story),Algernon_Blackwood
Rite_of_Passage_(novel),Alexei_Panshin
Lenny_Henry_in_Pieces,Martin_Trenaman
Public_Morals_(2015_TV_series),Edward_Burns
Comedy_World_Cup,Dan_Swimer
The_Huckleberry_Hound_Show,Warren_Foster
Dragon_Bones,Lisa_See
Revolution_in_the_Valley,Andy_Hertzfeld
The_David_Kopay_Story,David_Kopay
Psychology_of_art,Leonardo_da_Vinci
The_Emperor_of_Ice-Cream_(novel),Brian_Moore_(novelist)
Christ_and_the_Woman_Taken_in_Adultery_(Bruegel),Pieter_Bruegel_the_Elder
The_Genius_of_Charles_Darwin,Richard_Dawkins
Way_Up_High,Roger_Zelazny
Song_of_the_Gargoyle,Zilpha_Keatley_Snyder
On_Liberty,John_Stuart_Mill
The_Short_Reign_of_Pippin_IV,John_Steinbeck
Picasso_at_the_Lapin_Agile,Steve_Martin
At_Home:_A_Short_History_of_Private_Life,Bill_Bryson
Gaslight_series,Barbara_Hambly
Beat_Generation_(play),Jack_Kerouac
Kim_Possible_Movie:_So_the_Drama,Bob_Schooley
Handbook_of_British_Birds,Francis_Charles_Robert_Jourdain
Dora_Maar_au_Chat,Pablo_Picasso
Julie_(George_novel),Jean_Craighead_George
Three_Discourses_on_Imagined_Occasions,Søren_Kierkegaard
Mule_Bone,Langston_Hughes
Kuroko's_Basketball,Tadatoshi_Fujimaki
McQueen_(play),James_Phillips_(playwright)
Surviving_the_Applewhites,Stephanie_S._Tolan
Night_of_the_Fox_(novel),Jack_Higgins
The_Lotus_and_the_Robot,Arthur_Koestler
List_of_Buffyverse_guidebooks,Nancy_Holder
The_Titans_(novel),John_Jakes
A_Man_of_No_Importance_(musical),Terrence_McNally
Thurston_House_(novel),Danielle_Steel
On_Our_Own_(1994_TV_series),Timothy_Stack
Tree_Fu_Tom,Richard_Preddy
Mob_Girl,Teresa_Carpenter
Blood_on_the_Forge,William_Attaway
The_Rogues_Gallery,Jean_Wells
Barsa_(novel),Khadija_Mumtaz
Magic_in_Ithkar,Robert_Adams_(science_fiction_writer)
Dastaan_(TV_series),Samira_Fazal
Modern_Humorist,John_Aboud
Slowness_(novel),Milan_Kundera
The_Secret_Agent,Joseph_Conrad
Split_Image_(novel),Robert_B._Parker
The_Virgin_and_Child_with_St_Anne_and_St_John_the_Baptist,Leonardo_da_Vinci
Murder_in_Millennium_VI,Curme_Gray
The_City_Addicted_to_Crystal_Meth,Louis_Theroux
Canada's_Got_Talent,Sabrina_Jalees
Footloose_(musical),Dean_Pitchford
Searching_for_Whitopia,Rich_Benjamin
A_Shade_of_Difference,Allen_Drury
The_Great_Degeneration:_How_Institutions_Decay_and_Economies_Die,Niall_Ferguson
Andromeda_Chained_to_the_Rocks,Rembrandt
The_Color_Purple_(musical),Marsha_Norman
The_Battle_of_Evernight,Cecilia_Dart-Thornton
Journal_of_a_Sad_Hermaphrodite,Michael_de_Larrabeiti
ALISON_(company),Mike_Feerick
Indian_Tales,Jaime_de_Angulo
City_of_Pearl,Karen_Traviss
Year's_Best_SF_9,Kathryn_Cramer
Doctor_Thorne,Anthony_Trollope
Play_Dead_(Coben_novel),Harlan_Coben
Historia_de_Belgrano_y_de_la_Independencia_Argentina,Bartolomé_Mitre
Pandas_(software),Wes_McKinney
Birth_of_a_Notion_(short_story),Isaac_Asimov
Tugs_(TV_series),Robert_D._Cardona
Mary_Barton,Elizabeth_Gaskell
Between_Planets,Robert_A._Heinlein
Blessings_(film),Joyce_Eliason
Vikalpahin_nahin_hai_duniya,Kishen_Pattanayak
Frescoes_in_the_Cartuja_de_Aula_Dei,Francisco_Goya
Elegías_de_varones_ilustres_de_Indias,Juan_de_Castellanos
The_Beloved_(Faulkner_novel),Annah_Faulkner
The_Lock_Artist,Steve_Hamilton_(author)
Isaac_Asimov_Presents_The_Great_SF_Stories_23_(1961),Martin_H._Greenberg
Shelley:_A_Life_Story,Edmund_Blunden
The_Age_of_Bronze,Auguste_Rodin
The_Sons_of_Avalon_Saga,Dee_Marie
The_Racketeer_(novel),John_Grisham
"Lucy_Must_Be_Traded,_Charlie_Brown",Charles_M._Schulz
Oregon_Pioneer,Ulric_Ellerhusen
I_Am_Brian_Wilson:_A_Memoir,Ben_Greenman
The_Fire_Kimono,Laura_Joh_Rowland
Fleabee's_Fortune,Robin_Jarvis
Jaqo's_Dispossessed,Mikheil_Javakhishvili
The_Best_Science_Fiction_of_the_Year_13,Terry_Carr
A_Perfect_Day_for_Love_Letters,George_Asakura
Dark_Celebration,Christine_Feehan
Shamo_(manga),Izo_Hashimoto
The_Creation_of_Adam,Michelangelo
Self_(novel),Yann_Martel
Dirty_Sally,Leonard_Katzman
N.Y.P.D._(TV_series),Arnold_Perl
The_Pea-Pickers,Eve_Langley
The_Height_of_the_Scream,Ramsey_Campbell
The_War_Machines__The_War_Machines__1,Ian_Stuart_Black
Adventures_of_Huckleberry_Finn,Mark_Twain
Conan_the_Marauder,John_Maddox_Roberts
The_Latham_Diaries,Mark_Latham
He's_a_Lady,Tommy_Campbell_(actor)
Letters_from_Rifka,Karen_Hesse
Twin_Peaks_(2017_TV_series),Mark_Frost
No_Reservations:_Around_the_World_on_an_Empty_Stomach,Anthony_Bourdain
Submarine_Super_99,Leiji_Matsumoto
Frankie_Boyle's_Tramadol_Nights,Frankie_Boyle
Game_Change,Mark_Halperin
Save_Me_from_Myself,Brian_Welch
Justice_Hall,Laurie_R._King
Chewing_Gum_(TV_series),Michaela_Coel
Memoirs:_1939–1993,Brian_Mulroney
The_Young_Country,Roy_Huggins
Blooms_of_Dublin,Anthony_Burgess
Poldark_(1975_TV_series),John_Wiles
Cassidy_(miniseries),Joanna_Murray-Smith
Looking_for_X,Deborah_Ellis
Snowbeast,Joseph_Stefano
Underworld_(Doctor_Who)__Doctor_Who_and_the_Underworld__1,Terrance_Dicks
Tomoe_Gozen_(novel),Jessica_Amanda_Salmonson
The_Disunited_States_of_America,Harry_Turtledove
The_Return_of_the_Condor_Heroes_(Singaporean_TV_series),Jin_Yong
Eternal_Fragrance,Masoumeh_Ramhormozi
A_Cabin_on_the_Coast,Gene_Wolfe
Escape_from_Mr._Lemoncello's_Library,Chris_Grabenstein
The_Second_of_May_1808,Francisco_Goya
Fidel_Castro_Handbook,George_Galloway
Skellig_(film),David_Almond
Code_to_Zero,Ken_Follett
Subways_Are_for_Sleeping,Adolph_Green
A_Child_of_the_Revolution,Emma_Orczy
The_Sting_of_the_Scorpion,Franklin_W._Dixon
The_Sign_of_the_Beaver,Elizabeth_George_Speare
Crouching_Boy,Michelangelo
Black_Belt_Patriotism,Chuck_Norris
Instapaper,Marco_Arment
The_High_Fructose_Adventures_of_Annoying_Orange,Dani_Michaeli
Sheep_in_the_Big_City,Joey_Mazzarino
Neidontanssi,Kaari_Utrio
Revenge_of_the_Mysterons_from_Mars,Tony_Barwick
Charley_Weaver's_Hobby_Lobby,Cliff_Arquette
Homecoming_(2001_play),Lauren_Weedman
The_Invasion_of_1910,William_Le_Queux
HMS_Ulysses_(novel),Alistair_MacLean
The_Wurms_of_Blearmouth,Steven_Erikson
What_Happened,Scott_McClellan
The_Janitor's_Boy,Andrew_Clements
Omega_(novel),Jack_McDevitt
Anatomy_of_Gray,Jim_Leonard
"The_Entrance_to_the_Grand_Canal,_Venice",Canaletto
A_Christmas_Story_(1972_TV_special),Joe_Ruby
The_Roundheads,Mark_Gatiss
Point_Blanc,Anthony_Horowitz
The_Rats_of_Hamelin,Adam_McCune_(novelist)
Sir_Nobonk_and_the_Terrible_Dreadful_Awful_Naughty_Nasty_Dragon,Spike_Milligan
This_Is_Water,David_Foster_Wallace
Zmiennicy,Stanisław_Bareja
A_Walk-On_Part_in_the_War,Stephen_Dedman
The_Valkhof_at_Nijmegen,Aelbert_Cuyp
Tribulation_Force,Tim_LaHaye
Paradox_Lost,George_Mann_(writer)
The_Taggerung,Brian_Jacques
Into_the_Sun_&_Other_Stories,Robert_Duncan_Milne
Crisis_in_the_Built_Environment,Jamel_Akbar
Through_a_Glass_Darkly_(Koen_novel),Karleen_Koen
Marlowe_Memorial,Edward_Onslow_Ford
Headlong_(Ings_novel),Simon_Ings
The_Crossing_of_the_Red_Land,Lucius_de_Mello
The_Legend_of_the_Condor_Heroes,Jin_Yong
The_Abominations_of_Yondo,Clark_Ashton_Smith
John_Safran_vs_God,John_Safran
The_Farther_Shore_(Star_Trek),Christie_Golden
The_Next_Decade_(book),George_Friedman
The_Pit_and_the_Pendulum,Edgar_Allan_Poe
Days_of_Infamy_series,Harry_Turtledove
A_Gesture_Life,Chang-Rae_Lee
The_Ghost_War,Alex_Berenson
Sense_of_Place,George_Seddon
The_Tony_Years,Craig_Brown_(satirist)
Early_Morning_Dream,Patti_Smith
Pursuit_(novel),Andy_Mangels
Dark_Emperor_&_Other_Poems_of_the_Night,Joyce_Sidman
Dolly_(TV_series),Brett_Butler_(actress)
The_Affluent_Society,John_Kenneth_Galbraith
Love_on_a_Branch_Line_(TV_series),David_Nobbs
The_Hireling_Shepherd,William_Holman_Hunt
Fantasy_Twin,Stanley_G._Weinbaum
Parade's_End_(TV_series),Tom_Stoppard
Time_of_Wonder,Robert_McCloskey
The_Bean_Trees,Barbara_Kingsolver
Marilyn:_A_Biography,Norman_Mailer
The_Theory_of_Island_Biogeography,Robert_MacArthur
The_Travelling_Grave_and_Other_Stories,L._P._Hartley
What_is_Philosophy%3F_(Heidegger),Martin_Heidegger
The_Elephant's_Journey,José_Saramago
Not_Forgotten_(Angel_novel),Nancy_Holder
The_Resurrectionists,Kim_Wilkins
Fangface,Norman_Maurer
The_Divorce_(TV_series),Joanna_Murray-Smith
Tanha_(TV_series),Haseena_Moin
Hag's_Nook,John_Dickson_Carr
Pride_and_Prejudice_(1980_TV_series),Fay_Weldon
A_Hand_Is_on_the_Gate,Roscoe_Lee_Browne
The_Snowball:_Warren_Buffett_and_the_Business_of_Life,Alice_Schroeder
Tightrope_Walker_(sculpture),Kees_Verkade
Wild_Fire_(novel),Nelson_DeMille
The_Lady_in_Question_(1999_film),Gene_Wilder
More_Dark_Than_Shark,Brian_Eno
Tutinama,Nakhshabi
A_Tale_Etched_in_Blood_and_Hard_Black_Pencil,Christopher_Brookmyre
Gutenberg!_The_Musical!,Anthony_King_(writer)
Ash_(Lo_novel),Malinda_Lo
Misfits_(TV_series),Howard_Overman
Flying_Colors_(musical),Corey_Ford
Swords_Against_the_Shadowland,Robin_Wayne_Bailey
Metzengerstein,Edgar_Allan_Poe
Kitty_Carstairs,John_Joy_Bell
Dark_Age_Ahead,Jane_Jacobs
Make_Death_Love_Me,Ruth_Rendell
St._Mark_Preaching_in_Alexandria,Giovanni_Bellini
Back_to_the_Stone_Age,Edgar_Rice_Burroughs
Escogedoras_de_café,Alba_Calderón
Madonna_and_Child_(Lippi),Filippo_Lippi
Supervolcano_(film),Edward_Canfor-Dumas
The_Dalek_Factor,Simon_Clark_(novelist)
Halloween_Rain,Nancy_Holder
Xavras_Wyżryn,Jacek_Dukaj
Portrait_of_Jakob_Fugger,Albrecht_Dürer
Singing_in_the_Shrouds,Ngaio_Marsh
The_Adventures_of_Sajo_and_her_Beaver_People,Grey_Owl
Jason_and_Medea,John_William_Waterhouse
The_Drummer_(Flanagan),Barry_Flanagan
Sleepwalker_(Štyrský),Jindřich_Štyrský
Changes_(The_Dresden_Files),Jim_Butcher
1636:_The_Devil's_Opera,Eric_Flint
Tales_from_Jabba's_Palace,William_F._Wu
Seeing_Redd,Frank_Beddor
The_Grim_Adventures_of_Billy_&_Mandy,Vincent_Waller
Argo_(Liberman),Alexander_Liberman
Saiwai_Qixia_Zhuan,Liang_Yusheng
11_Birthdays,Wendy_Mass
Vikings_of_the_Gloves,Robert_E._Howard
The_Count_of_Monte_Cristo_(1975_film),Sidney_Carroll
Live_Bait_(novel),P._J._Tracy
An_Episode_in_the_Life_of_a_Landscape_Painter,César_Aira
Super_Friends:_The_Legendary_Super_Powers_Show,Jerry_Siegel
A_Marcha_das_Utopias,Oswald_de_Andrade
The_Edge_of_Sadness,Edwin_O'Connor
Conceived_in_Liberty,Murray_Rothbard
Basket_of_Bread,Salvador_Dalí
The_Secret_History,Donna_Tartt
Towards_a_Sociology_of_the_Novel,Lucien_Goldmann
Family_Under_the_Bridge,Natalie_Savage_Carlson
Autumn_Mist,David_A._McIntee
Charity_with_Four_Children,Gian_Lorenzo_Bernini
Mantram_Handbook,Eknath_Easwaran
The_Day_of_Reckoning_(novel),Jude_Watson
Judge_and_Jury,James_Patterson
The_Phenomenological_Quest_between_Avicenna_and_Heidegger,Nader_El-Bizri
Doomsday_Virus,David_Israel
Princess_Aurora_(TV_series),Im_Sung-han
Joanie_Loves_Chachi,Lowell_Ganz
Furies_of_Calderon,Jim_Butcher
The_Cop-Killer_(short_story),Rex_Stout
Amor_en_silencio,Eric_Vonn
Secret_of_the_Sirens,Julia_Golding
Mum_(TV_series),Stefan_Golaszewski
The_Lawnmower_Man,Stephen_King
Frisk_(novel),Dennis_Cooper
De_Kooning:_An_American_Master,Annalyn_Swan
Pale_Gray_for_Guilt,John_D._MacDonald
The_Sarah_Jane_Adventures_Collection,Justin_Richards
Metropolis_(manga),Osamu_Tezuka
Foreign_Exchange_(TV_series),Annie_Fox_(author)
Peter_&_Max:_A_Fables_Novel,Bill_Willingham
Occult_Chemistry,Annie_Besant
Her_Hidden_Children,Chas_S._Clifton
Jamie_and_the_Magic_Torch,Brian_Trueman
The_Hand_of_Fear__Doctor_Who_and_the_Hand_of_Fear__1,Terrance_Dicks
Hajime_no_Ippo,George_Morikawa
Alexandr_v_tramvaji,Pavel_Řezníček
The_Tragedy_of_Liberation,Frank_Dikötter
Dickensian_(TV_series),Julie_Rutterford
More_Sideways_Arithmetic_from_Wayside_School,Louis_Sachar
The_Best_Science_Fiction_of_the_Year_7,Terry_Carr
Obos_(fountain),George_Tsutakawa
Creature_of_the_Night_(novel),Kate_Thompson_(author)
The_Civilizing_Process,Norbert_Elias
Smoke_and_Mirrors_(Gaiman_book),Neil_Gaiman
Blood_Contact,Dan_Cragg
Tanequil,Terry_Brooks
The_Brighter_Buccaneer,Leslie_Charteris
Raising_Steam,Terry_Pratchett
Songs_of_paradise:_a_harvest_of_poetry_and_verse,James_Munange_Ogoola
Black_Athena,Martin_Bernal
Allan's_Wife_and_Other_Tales,H._Rider_Haggard
The_Winds_of_War,Herman_Wouk
En_canot_sur_les_chemins_d'eau_du_Roi,Jean_Raspail
Hoot_(novel),Carl_Hiaasen
Dusty_–_The_Original_Pop_Diva,John-Michael_Howson
Ghostquake,Anthony_C._Ferrante
Suicide_Circle:_The_Complete_Edition,Sion_Sono
Carry_Me_Across_the_Water,Ethan_Canin
A_Darkness_More_Than_Night,Michael_Connelly
The_Omnivore's_Dilemma,Michael_Pollan
Ritson's_North-Country_Chorister_1809,Joseph_Ritson
I_Remember_Babylon,Arthur_C._Clarke
Another_Part_of_the_Forest,Lillian_Hellman
Gossip_Girl_(novel_series),Cecily_von_Ziegesar
Freesia_(manga),Jiro_Matsumoto
Radio_Free_Albemuth,Philip_K._Dick
The_Red_Peri_(collection),Stanley_G._Weinbaum
"Adam_Mickiewicz_Monument,_Kraków",Teodor_Rygier
Equestrian_Statue_of_King_Louis_XIV_(Bernini),Gian_Lorenzo_Bernini
The_Virginian_(TV_series),Leslie_Stevens
The_Eerie_Silence,Paul_Davies
Sumire_16_sai!!,Takeru_Nagayoshi
Invaders_from_the_Dark,Greye_La_Spina
The_Steel_Bonnets,George_MacDonald_Fraser
An_Englishman's_Castle,Philip_Mackie
Baigneuses_(Metzinger),Jean_Metzinger
Boa_(web_server),Paul_Phillips_(poker_player)
Mino_(miniseries),Sandro_Petraglia
Cubi_XI,David_Smith_(sculptor)
The_Cloud_(painting),Odd_Nerdrum
The_Heaven_Makers,Frank_Herbert
A_Time_for_Singing,John_Morris_(composer)
Red_Shadows_(novel),Mitchel_Scanlon
Blackadder,Ben_Elton
The_Heathen,Jack_London
Sexy_(novel),Joyce_Carol_Oates
Finding_Neverland_(musical),James_Graham_(playwright)
The_Frost-Giant's_Daughter,Robert_E._Howard
"Ecoscience:_Population,_Resources,_Environment",Anne_H._Ehrlich
Why_We_Love_Women,Mircea_Cărtărescu
The_New_Phil_Silvers_Show,Rod_Amateau
Abraham_Lincoln_(Brown),Henry_Kirke_Brown
Himalaya_(book),Michael_Palin
Flesh_and_Fire,Laura_Anne_Gilman
She_Fought_Alone,John_Leekley
Kill_Alex_Cross,James_Patterson
Toll_The_Hounds,Steven_Erikson
Mari-chan,Kimiko_Uehara
The_Slugger's_Game,Robert_E._Howard
The_Choice_of_Hercules,Annibale_Carracci
Skinner's_Ghosts,Quintin_Jardine
Eleven_Blue_Men,Berton_Roueché
Landlocked_(novel),Doris_Lessing
Zorro_(musical),Helen_Edmundson
Robinson_Crusoe,Daniel_Defoe
Starmind_(novel),Jeanne_Robinson
Allan_and_the_Sundered_Veil,Alan_Moore
The_Strange_Adventures_of_Rangergirl,Tim_Pratt
Ninku,Kōji_Kiriyama
TextSecure,Moxie_Marlinspike
Heavy_Weather_(Wodehouse_novel),P._G._Wodehouse
Nittany_Lion_Shrine,Heinz_Warneke
The_Golden_Spiders,Rex_Stout
The_Time_of_Infinity,August_Derleth
The_Scarlet_Empress_(novel),Paul_Magrs
The_Gem_in_the_Tower,L._Sprague_de_Camp
The_Piano_Tuner,Daniel_Mason
The_Heaven_Sword_and_Dragon_Saber,Jin_Yong
The_Slap,Christos_Tsiolkas
Nanako_SOS,Hideo_Azuma
Full_Moon_City,Martin_H._Greenberg
View_of_Haarlem_with_Bleaching_Fields,Jacob_van_Ruisdael
Six_Days_of_the_Condor,James_Grady_(author)
Where_Reincarnation_and_Biology_Intersect,Ian_Stevenson
We_Couldn't_Leave_Dinah,Mary_Treadgold
Extremes_(novel),Kristine_Kathryn_Rusch
Avoidance_(novel),Michael_Lowenthal
Arcadia_(play),Tom_Stoppard
The_Comics_We_Loved,Zdravko_Zupan
Real_(manga),Takehiko_Inoue
Gacha_Gacha,Hiroyuki_Tamakoshi
Columbus_Doors,Randolph_Rogers
Assholes_Finish_First,Tucker_Max
The_Trinity_and_Mystic_Pietà,Hans_Baldung
How_Awful_About_Allan,Henry_Farrell
Lay_the_Marble_Tea,Richard_Brautigan
The_Polly_Bergen_Show,Marvin_Worth
A_Sinless_Season,Damon_Galgut
Pac-Man_and_the_Ghostly_Adventures,Paul_Rugg
Too_Good_to_Be_True_(film),Ben_Ames_Williams
The_Adventure_of_the_Greek_Interpreter,Arthur_Conan_Doyle
The_Way_We_Live_Now_(2001_TV_serial),Andrew_Davies_(writer)
Proof_(play),David_Auburn
For_Love_of_Evil,Piers_Anthony
The_War_in_the_Air,H._G._Wells
Finn_Family_Moomintroll,Tove_Jansson
A_Waterfall_in_a_Rocky_Landscape,Jacob_van_Ruisdael
Guan_Gong_(TV_series),Luo_Guanzhong
Advogato,Raph_Levien
Christ_Falling_on_the_Way_to_Calvary,Raphael
The_Death_of_the_Lion,Henry_James
Orleans_(TV_series),Toni_Graphia
Werewolf_(TV_series),Frank_Lupo
A_History_of_the_American_People,Paul_Johnson_(writer)
Napoleon_Bonaparte:_An_Intimate_Biography,Vincent_Cronin
The_Range_Rider,Jack_Townley
Adrian_Mole:_The_Prostrate_Years,Sue_Townsend
"The_Love_Embrace_of_the_Universe,_the_Earth_(Mexico),_Myself,_Diego,_and_Señor_Xolotl",Frida_Kahlo
Artemis_Fowl:_The_Opal_Deception,Eoin_Colfer
The_Wednesday_Wars,Gary_D._Schmidt
The_Comfort_Women,Chunghee_Sarah_Soh
The_Great_Lover_(novel),Jill_Dawson
History_of_the_Loss_of_Vietnam,Phan_Bội_Châu
A_Book_of_Giants,Ruth_Manning-Sanders
Innumeracy_(book),John_Allen_Paulos
Tree_(novel),F._Sionil_José
Immortals_(anthology),Gardner_Dozois
Everything_(Henry_Rollins_album)__Eye_Scream__1,Henry_Rollins
Pipe_Dream_(musical),Oscar_Hammerstein_II
The_Ultimate_(novel),K._A._Applegate
Natsuko's_Sake,Akira_Oze
Indian_Hunter_(sculpture),John_Quincy_Adams_Ward
Hana_to_Hina_wa_Hōkago,Milk_Morinaga
Kill_Now—Pay_Later,Rex_Stout
1001_Children's_Books_You_Must_Read_Before_You_Grow_Up,Julia_Eccleshare
Rising_Tides,Taylor_Anderson
So_Long_Been_Dreaming,Nalo_Hopkinson
Sink_or_Swim_(TV_series),Alex_Shearer
The_Investigation_(play),Peter_Weiss
Black_Tide_(novel),Peter_Temple
I_Am_Not_Spock,Leonard_Nimoy
Agnisakshi_(novel),Lalithambika_Antharjanam
Djihad_(TV_series),Richard_Schlesinger_(filmmaker)
Hibiki's_Magic,Jun_Maeda
The_King_of_the_Sea,Emilio_Salgari
Prom_Nights_from_Hell,Michele_Jaffe
Pictures_of_Hollis_Woods,Patricia_Reilly_Giff
Going_Bananas_(U.S._series),Richard_Dimitri
Arthur!_and_the_Square_Knights_of_the_Round_Table,Alex_Buzo
Something_Else_(book),Kathryn_Cave
Buffalo_Bill_Jr.,Orville_H._Hampton
I_Dreamed_a_Dream_(musical),Elaine_C._Smith
Yumemiru_Happa,Hisaya_Nakajo
The_Saint_in_Trouble,Terence_Feely
The_Philosophical_Corps,Everett_B._Cole
Masterpiece_(Roy_Lichtenstein),Roy_Lichtenstein
Okay_for_Now,Gary_D._Schmidt
Second_Nature_(book),Michael_Pollan
The_Blue_and_the_Gray_(miniseries),Bruce_Catton
The_Miracle_at_Speedy_Motors,Alexander_McCall_Smith
The_Jucklins,Opie_Read
The_People_of_Sparks,Jeanne_DuPrau
The_Oregon_Trail:_A_New_American_Journey,Rinker_Buck
Stories_to_Caution_the_World,Feng_Menglong
Making_Fiends_(TV_series),Amy_Winfrey
Moses_Jones,Joe_Penhall
Kalash_(2015_TV_series),Nivedita_Basu
Rock_Jaw:_Master_of_the_Eastern_Border,Jeff_Smith_(cartoonist)
Empire_of_the_Sun,J._G._Ballard
Alamut_(Bartol_novel),Vladimir_Bartol
Exodus_(Bertagna_novel),Julie_Bertagna
Citizen:_An_American_Lyric,Claudia_Rankine
Counter-Clock_World,Philip_K._Dick
My_Story_(Julia_Gillard_autobiography),Julia_Gillard
Pobby_and_Dingan,Ben_Rice
Beend_Banoongaa_Ghodi_Chadhunga,Amit_Senchoudhary
The_Last_Dickens,Matthew_Pearl
The_Booth_at_the_End,Christopher_Kubasik
Open_All_Night_(short_story_collection),Paul_Morand
West_Side,George_Bellak
The_Legend_of_Chu_Liuxiang_(2007_TV_series),Gu_Long
Testimonies_2001,Pande_Petrovski
Captain_Scarlet_vs._the_Mysterons,Sylvia_Anderson
Witches_Incorporated,Karen_Miller
The_Wind_at_Your_Door,R._D._Fitzgerald
Samuels_bok,Sven_Delblanc
You're_Beautiful_(TV_series),Hong_Sisters
Awful_End,Philip_Ardagh
The_Outpost_(Prus_novel),Bolesław_Prus
The_Fellowship_of_the_Ring,J._R._R._Tolkien
Mack_and_Mabel,Michael_Stewart_(playwright)
Die_Anarchisten,John_Henry_Mackay
The_WotWots,Peter_Salmon_(filmmaker)
The_Fire_in_the_Borgo,Giulio_Romano
The_Fire-Fairy,Pavel_Bazhov
Journey_in_North_America,Sándor_Bölöni_Farkas
Five_Have_a_Mystery_to_Solve,Enid_Blyton
The_First_Men_in_the_Moon,H._G._Wells
Fathers_and_Sons_(novel),Ivan_Turgenev
Energy_Flash,Simon_Reynolds
Swami_Vivekananda_in_the_West:_New_Discoveries,Sister_Gargi
God_of_Carnage,Yasmina_Reza
Dans_l'enfer_des_tournantes,Samira_Bellil
Glamorama,Bret_Easton_Ellis
The_Man_Who_Loved_Only_Numbers,Paul_Hoffman_(science_writer)
Our_Story_(book),Kray_twins
Spaced,Jessica_Hynes
Android_Kikaider,Shotaro_Ishinomori
Lady_in_Danger_(play),Alexander_Kirkland
Flight_from_Nevèrÿon,Samuel_R._Delany
Queen_of_the_Elephants,Mark_Shand
The_Agunah,Chaim_Grade
Saturday_Night_Fever_(musical),Nan_Knighton
Ghost_Dance_(novel),John_Norman
Crime_and_Punishment_(manga),Osamu_Tezuka
The_Ancestor_Cell,Stephen_Cole_(writer)
High-Rise_(novel),J._G._Ballard
The_Religion_of_China:_Confucianism_and_Taoism,Max_Weber
Lovecraft:_A_Biography,L._Sprague_de_Camp
Message_to_Adolf,Osamu_Tezuka
No_Highway,Nevil_Shute
Two_Weeks_(TV_series),So_Hyun-kyung
The_Raw_Shark_Texts,Steven_Hall_(author)
The_Perks_of_Being_a_Wallflower,Stephen_Chbosky
The_Mad_Man,Samuel_R._Delany
An_embassy_from_the_East-India_Company,Johan_Nieuhof
Robertsoner_Ruby,Satyajit_Ray
Heartbroken_(novel),Lisa_Unger
Together_(UK_TV_series),Jonny_Sweet
The_Life_and_Times_of_Multivac,Isaac_Asimov
The_Birds_(story),Daphne_du_Maurier
How_to_Stop_Worrying_and_Start_Living,Dale_Carnegie
The_Tik-Tok_Man_of_Oz,L._Frank_Baum
Girls_in_Prison_(1994_film),Christa_Lang
Fallen_In_Love,Lauren_Kate
A_Hat_Full_of_Sky,Terry_Pratchett
Cyber_Team_in_Akihabara__manga__1,Tsukasa_Kotobuki
Triumph_of_the_Nerds,Robert_X._Cringely
Bro_(novel),Vladimir_Sorokin
Divine_Madness_(novel),Robert_Muchamore
Scared_Shrekless,Gary_Trousdale
Jerico-Jim_Crow,Langston_Hughes
The_School_of_Night_(play),Peter_Whelan
"Surely_You're_Joking,_Mr._Feynman!",Richard_Feynman
Colour_Me_English,Caryl_Phillips
The_Mysterious_Benedict_Society_and_the_Prisoner's_Dilemma,Trenton_Lee_Stewart
Pride's_Crossing,Tina_Howe
IT_Examiner,Mike_Magee_(journalist)
Kosher_Jesus,Shmuley_Boteach
Reservation_Blues,Sherman_Alexie
"Unbroken:_A_World_War_II_Story_of_Survival,_Resilience,_and_Redemption",Laura_Hillenbrand
Isaac_Asimov_Presents_The_Great_SF_Stories_25_(1963),Isaac_Asimov
Bringing_Up_Buddy,George_Tibbles
