Francis_Burdett,Francis_Burdett_(1743)
Kelly_Jean_Van_Dyke,Jerry_Van_Dyke
Joanna_of_Bavaria,"Albert_I,_Duke_of_Bavaria"
John_I_Orsini,Richard_Orsini
Princess_Frederica_Amalia_of_Denmark,Sophie_Amalie_of_Brunswick-Lüneburg
Efren_Reyes_Jr.,Efren_Reyes_Sr.
Salman_of_Saudi_Arabia,Ibn_Saud
Princess_Maria_Sophia_of_Thurn_and_Taxis,"Karl_Alexander,_5th_Prince_of_Thurn_and_Taxis"
John_I_of_Chalon-Arlay,"John,_Count_of_Chalon"
Napoléon_Charles_Bonaparte,Louis_Bonaparte
Sarah_Franklin_Bache,Deborah_Read
Janus_of_Cyprus,Helvis_of_Brunswick-Grubenhagen
Bhanurangsi_Savangwongse,Mongkut
Udayin,Ajatashatru
Alejandro_Ibarra,Julissa
"James,_Duke_of_Rothesay_(born_1507)",Margaret_Tudor
"Philip_I,_Count_of_Savoy",Margaret_of_Geneva
Grand_Duke_Dmitri_Pavlovich_of_Russia,Grand_Duchess_Alexandra_Georgievna_of_Russia
"Albert_Casimir,_Duke_of_Teschen",Augustus_III_of_Poland
Norodom_Yuvaneath,Norodom_Sihanouk
Prince_Christian_of_Hesse,Prince_Charles_of_Hesse-Kassel
Francis_Anthony_Drexel,Francis_Martin_Drexel
"Louis,_Dauphin_of_France_(son_of_Louis_XV)",Marie_Leszczyńska
"Margaret,_Countess_of_Blois",Alix_of_France
Kshama_Metre,Waman_Bapuji_Metre
Mrkša_Žarković,Žarko_(nobleman)
Eugenie_Bonaparte,"Napoléon_Charles_Bonaparte,_5th_Prince_of_Canino"
George_Mason_III,George_Mason_II
Anna_Juliana_Gonzaga,"Guglielmo_Gonzaga,_Duke_of_Mantua"
Mike_Minor_(actor),Don_Fedderson
"Christian_I,_Count_Palatine_of_Birkenfeld-Bischweiler","Charles_I,_Count_Palatine_of_Zweibrücken-Birkenfeld"
Peter_Llewelyn_Davies,Arthur_Llewelyn_Davies
Yang_Lihua,Dugu_Qieluo
Goodwill_Zwelithini_kaBhekuzulu,Cyprian_Bhekuzulu_kaSolomon
"Dorothy_Bentinck,_Duchess_of_Portland","William_Cavendish,_4th_Duke_of_Devonshire"
Kaʻiulani,Likelike
"Francis_Greville,_3rd_Baron_Brooke","Robert_Greville,_2nd_Baron_Brooke"
"Prince_William_Henry,_Duke_of_Gloucester_and_Edinburgh",Princess_Augusta_of_Saxe-Gotha
Grand_Duchess_Tatiana_Nikolaevna_of_Russia,Nicholas_II_of_Russia
Loke_Wan_Tho,Loke_Yew
Antiochus_XI_Epiphanes,Antiochus_VIII_Grypus
Fujiwara_no_Kiyonari,Fujiwara_no_Umakai
Peter_Lawford,Sydney_Turing_Barlow_Lawford
Robert_C._Jones,Harmon_Jones
Stanisław_Lubomirski_(1704–1793),Jerzy_Aleksander_Lubomirski
Infante_Alfonso_of_Spain,"Infante_Juan,_Count_of_Barcelona"
Princess_Anne_Charlotte_of_Lorraine,"Leopold,_Duke_of_Lorraine"
Princess_Isabel_Maria_of_Braganza,Princess_Maria_Theresa_of_Löwenstein-Wertheim-Rosenberg
Prince_Karl_Franz_of_Prussia,Prince_Joachim_of_Prussia
"Philip_III,_Landgrave_of_Hesse-Butzbach","George_I,_Landgrave_of_Hesse-Darmstadt"
"Soběslav_I,_Duke_of_Bohemia",Vratislaus_II_of_Bohemia
Archduchess_Maria_Karoline_of_Austria_(1825-1915),"Archduke_Charles,_Duke_of_Teschen"
Maud_Powell,William_Bramwell_Powell
Catherine_Howard,Lord_Edmund_Howard
Princess_Sophie_Auguste_of_Anhalt-Zerbst,Sophie_Augusta_of_Holstein-Gottorp
Edmund_Mortimer_(1302–1331),"Joan_de_Geneville,_2nd_Baroness_Geneville"
Princess_Elisabeth_of_Denmark,"Knud,_Hereditary_Prince_of_Denmark"
Peter_II_of_Cyprus,Peter_I_of_Cyprus
Henry_the_Fowler,Hedwiga
Yotfa,Chairachathirat
Jigme_Dorji_Wangchuck_(born_1986),Tshering_Yangdon
"John_II,_Duke_of_Opava-Ratibor","John_I,_Duke_of_Opava-Ratibor"
Khwaja_Hassan_Askari,Khwaja_Habibullah
Prince_Christian_of_Hanover_(1885–1901),Princess_Thyra_of_Denmark
Huitzilatzin,Huehue_Zaca
"Christopher,_Duke_of_Lolland",Valdemar_IV_of_Denmark
"Anthony_Ulrich,_Duke_of_Brunswick-Wolfenbüttel","Augustus_the_Younger,_Duke_of_Brunswick-Lüneburg"
Władysław_IV_Vasa,Sigismund_III_Vasa
"Henry_III,_Holy_Roman_Emperor","Conrad_II,_Holy_Roman_Emperor"
Gustavus_Adolphus_of_Sweden,Christina_of_Holstein-Gottorp
Causantín_mac_Cináeda,Kenneth_MacAlpin
Louise_Elisabeth_of_Courland,Jacob_Kettler
Erdmann_August_of_Brandenburg-Bayreuth,"Marie_of_Prussia,_Margravine_of_Brandenburg-Bayreuth"
"Kirill_Vladimirovich,_Grand_Duke_of_Russia",Duchess_Marie_of_Mecklenburg-Schwerin
Constantine_II_of_Bulgaria,Ivan_Sratsimir_of_Bulgaria
Murad_III,Selim_II
Artavasdes_I_of_Media_Atropatene,Ariobarzanes_I_of_Media_Atropatene
"Louis_I,_Count_of_Montpensier","John_I,_Duke_of_Bourbon"
Moses_Asch,Sholem_Asch
Min_Khin_Saw,Bayinnaung
Prince_Carl_of_Solms-Braunfels,Prince_Frederick_William_of_Solms-Braunfels
"Salman,_Crown_Prince_of_Bahrain",Hamad_bin_Isa_Al_Khalifa
"Henry_Percy,_9th_Earl_of_Northumberland","Henry_Percy,_8th_Earl_of_Northumberland"
Priyanka_Gandhi,Rajiv_Gandhi
John_Paul_Clarkin,Paul_Clarkin
Philip_VI_of_France,"Charles,_Count_of_Valois"
Nicola_Shulman,Drusilla_Beyfus
Duke_Ludwig_Wilhelm_in_Bavaria_(1884–1968),Infanta_Maria_Josepha_of_Portugal
Robert_I_of_France,Adelaide_of_Tours
Scott_Menville,Chuck_Menville
"Carlos_Fitz-James_Stuart,_19th_Duke_of_Alba","Cayetana_Fitz-James_Stuart,_18th_Duchess_of_Alba"
"Judith_of_Flanders,_Countess_of_Northumbria",Eleanor_of_Normandy
"Thimo_the_Brave,_Count_of_Wettin","Theodoric_II,_Margrave_of_Lower_Lusatia"
Nebettawy,Ramesses_II
Prince_Giorgi_Mikhailovitch_Shervashidze,"Mikhail,_Prince_of_Abkhazia"
Peter_Jacobson,Walter_Jacobson
Maria_Feodorovna_(Sophie_Dorothea_of_Württemberg),"Frederick_II_Eugene,_Duke_of_Württemberg"
"Richard_Neville,_5th_Earl_of_Salisbury","Joan_Beaufort,_Countess_of_Westmorland"
Grace_Julian_Clarke,George_Washington_Julian
Infanta_Maria_Josepha_of_Portugal,Adelaide_of_Löwenstein-Wertheim-Rosenberg
Jenna_Stern,Samantha_Eggar
Kazuko_Takatsukasa,Empress_Kōjun
Princess_Alexia_of_Greece_and_Denmark,Queen_Anne-Marie_of_Greece
"Princess_Charlotte,_Duchess_of_Valentinois",Marie_Juliette_Louvet
Wolfgang_Abel,Othenio_Abel
Minkhaung_of_Prome,Chit_Mi_of_Prome
"Christian_Louis_I,_Duke_of_Mecklenburg",Anna_Maria_of_Ostfriesland
Chen_Yu-hui,Chen_Li-an
"Elisabeth_of_Austria,_Duchess_of_Lorraine",Albert_I_of_Germany
Mary_of_Waltham,Philippa_of_Hainault
Constance_of_Toulouse,"Raymond_VI,_Count_of_Toulouse"
Konstanty_Jacek_Lubomirski,Zofia_Ostrogska
"Fernando,_Lord_of_Serpa","Urraca_of_Castile,_Queen_of_Portugal"
Seth_Jeffs,Rulon_Jeffs
Henry_Melville_Whitney,James_Scollay_Whitney
"Georg_Friedrich,_Prince_of_Prussia",Countess_Donata_of_Castell-Rüdenhausen
Nell_Williams,Helen_Baxendale
Benbadhanabongse,Chulalongkorn
Stephen_Tomašević_of_Bosnia,Vojača
Sidhartha_Siva,Kaviyoor_Sivaprasad
Princess_Paula_of_Brazil,Maria_Leopoldina_of_Austria
Luv_Sinha,Shatrughan_Sinha
Princess_Elisabeth_of_Saxe-Altenburg_(1826–1896),"Joseph,_Duke_of_Saxe-Altenburg"
"John_VI,_Prince_of_Anhalt-Zerbst","Rudolph,_Prince_of_Anhalt-Zerbst"
Agaja,Houegbadja
"Prince_Lorenz_of_Belgium,_Archduke_of_Austria-Este","Robert,_Archduke_of_Austria-Este"
Princess_Charlotte_Sophie_of_Saxe-Coburg-Saalfeld,"Francis_Josias,_Duke_of_Saxe-Coburg-Saalfeld"
"Edmund_Sheffield,_1st_Earl_of_Mulgrave","Douglas_Sheffield,_Baroness_Sheffield"
Matilda_of_Frisia,"Liudolf,_Margrave_of_Frisia"
Henry_VIII_of_England,Elizabeth_of_York
"Cristina,_daughter_of_Edward_the_Exile","Agatha,_wife_of_Edward_the_Exile"
"Ernie_Hudson,_Jr.",Ernie_Hudson
"Thomas_West,_8th_Baron_De_La_Warr","Richard_West,_7th_Baron_De_La_Warr"
Vilhelmine_Ullmann,Conradine_Birgitte_Dunker
"Otto_VIII,_Count_of_Hoya","Jobst_II,_Count_of_Hoya"
Joachim_Gutkeled,Stephen_I_Gutkeled
Cardinal-Infante_Afonso_of_Portugal,"Maria_of_Aragon,_Queen_of_Portugal"
Kumbha_of_Mewar,Mokal_Singh
Enrichetta_d'Este,Duchess_Charlotte_of_Brunswick-Lüneburg
"Isabella_Mortimer,_lady_of_Clun_and_Oswestry","Maud_de_Braose,_Baroness_Mortimer"
Theodora_Komnene_Angelina,Alexios_I_Komnenos
"Frederick_Lothrop_Ames,_Jr.",Frederick_Lothrop_Ames
Edward_I_of_England,Henry_III_of_England
Enid_Kent,Irene_Tedrow
George_Henry_Abbott,Joseph_Abbott_(New_South_Wales_politician)
A._Felix_du_Pont,Francis_Gurney_du_Pont
Thado_Minsaw_of_Prome,Atula_Thiri_Maha_Yaza_Dewi_of_Ava
Will_Peltz,Nelson_Peltz
"George_William,_Duke_of_Liegnitz",Louise_of_Anhalt-Dessau
Princess_Victoria_of_Saxe-Coburg-Saalfeld,"Francis,_Duke_of_Saxe-Coburg-Saalfeld"
George_I_of_Great_Britain,Sophia_of_Hanover
Godfrey_of_Bouillon,Ida_of_Lorraine
Prince_Louis_Charles_of_Prussia,Frederika_Louisa_of_Hesse-Darmstadt
"Robert_Stuart,_Duke_of_Kintyre_and_Lorne",Anne_of_Denmark
Matthew_Ansara,Barbara_Eden
David_I_of_Iberia,Bagrat_I_of_Iberia
"Prince_Carl_Philip,_Duke_of_Värmland",Queen_Silvia_of_Sweden
Shalim-ahum,Puzur-Ashur_I
Tracy_Nelson_(actress),Kristin_Nelson
Harald_Astrup,Sigurd_Astrup
Princess_Elisabeth_of_Saxony,Amalie_Auguste_of_Bavaria
Harshal_Pushkarna,Nagendra_Vijay
Princess_Irene_of_Greece_and_Denmark,Paul_of_Greece
Agnes_of_Meissen,Margaret_of_Sicily
August_Anheuser_Busch_Sr.,Adolphus_Busch
John_Angelus_of_Syrmia,Margaret_of_Hungary
Gauharara_Begum,Mumtaz_Mahal
Sviatopolk_II_of_Kiev,Iziaslav_I_of_Kiev
Jean_de_Baroncelli,Jacques_de_Baroncelli
J._K._L._Ross,James_Ross_(Canadian_businessman)
"George_I,_Prince_of_Waldeck_and_Pyrmont","Karl_August,_Prince_of_Waldeck_and_Pyrmont"
Reema_bint_Bandar_Al_Saud,Bandar_bin_Sultan
Joyce_Carey,Gerald_Lawrence
Yuen_Shun-yi,Yuen_Siu-tien
Perieres,Enarete
Mehmed_the_Conqueror,Murad_II
Keōua,Keeaumoku_Nui
Archduchess_Maria_Isabella_of_Austria,"Leopold_II,_Grand_Duke_of_Tuscany"
Ahmad_bin_Yahya,Yahya_Muhammad_Hamid_ed-Din
Patrick_O'Neal_(sportscaster),Ryan_O'Neal
"Leopold,_Prince_of_Salerno",Ferdinand_I_of_the_Two_Sicilies
Eleanor_of_Prussia,Marie_Eleonore_of_Cleves
"William_IV,_Duke_of_Brunswick-Lüneburg",Cecilia_of_Brandenburg
Tamasin_Day-Lewis,Cecil_Day-Lewis
Kulothunga_Chola_III,Rajaraja_Chola_II
Margrave_Christian_Ludwig_of_Brandenburg-Schwedt,"Frederick_William,_Elector_of_Brandenburg"
Agnes_of_Merania_(1215-1263),"Beatrice_II,_Countess_of_Burgundy"
Lapo_Elkann,Alain_Elkann
Bill_Browder,Felix_Browder
Antiochus_IV_of_Commagene,Antiochus_III_of_Commagene
"Danilo,_Crown_Prince_of_Montenegro",Milena_Vukotić
Tom_Parker_Bowles,Andrew_Parker_Bowles
"Ferdinand_I,_Holy_Roman_Emperor",Philip_I_of_Castile
"William_Louis,_Count_of_Nassau-Dillenburg",Countess_Elisabeth_of_Leuchtenberg
Erol_Sabancı,Hacı_Ömer_Sabancı
"Manasses_V,_Count_of_Rethel","Hugh_II,_Count_of_Rethel"
Photisarath,Visoun
Beatrice_of_Nuremberg,"Frederick_V,_Burgrave_of_Nuremberg"
Diarmait_mac_Énna_meic_Murchada,Énna_Mac_Murchada
Balthazar_Getty,John_Paul_Getty_III
Philippe_Jules_Mancini,Girolama_Mazzarini
Alvira_Khan_Agnihotri,Salim_Khan
Swara_Bhaskar,Chitrapu_Uday_Bhaskar
Anthony_Walter_Dayrell_Brooke,Bertram_Willes_Dayrell_Brooke
K'inich_K'uk'_Bahlam_II,K'inich_Ahkal_Mo'_Nahb_III
"Simon_III,_Lord_of_Lippe","Otto,_Lord_of_Lippe"
Andrew_Moray,Andrew_Moray_(justiciar)
Al-Awhad_Ayyub,Al-Adil_I
Astrid_Olofsdotter_of_Sweden,Edla
"Joseph,_Count_of_Harcourt","Alphonse_Henri,_Count_of_Harcourt"
Beth_Rudin_DeWoody,Lewis_Rudin
"Henry_III,_Count_of_Schauenburg-Holstein","Henry_II,_Count_of_Holstein-Rendsburg"
Empress_Matilda,Matilda_of_Scotland
María_Elena_Dávila,Guillermo_Dávila
Maria_Caterina_Farnese,"Ranuccio_I_Farnese,_Duke_of_Parma"
"Henry_I,_Count_of_Louvain",Gerberga_of_Lower_Lorraine
"Charles_FitzRoy,_2nd_Duke_of_Cleveland",Charles_II_of_England
"Ulrich_IV,_Count_of_Pfannberg","Henry,_Count_of_Pfannberg"
"Engelbert_II,_Count_of_Gorizia","Meinhard_I,_Count_of_Gorizia"
Romanos_II,Constantine_VII
Seniha_Sultan,Abdülmecid_I
Jobst_of_Moravia,"John_Henry,_Margrave_of_Moravia"
James_Thiérrée,Victoria_Chaplin
"Frederick_Anton,_Prince_of_Schwarzburg-Rudolstadt",Anna_Sophie_of_Saxe-Gotha-Altenburg
Gediminas,Butvydas
Grand_Duchess_Elizabeth_Nicholaevna_of_Russia,Alexandra_Feodorovna_(Charlotte_of_Prussia)
Kristin_Nelson,Elyse_Knox
Anne_Evans_(arts_patron),John_Evans_(governor)
Infanta_María_Amalia_of_Spain_(1779–1798),Charles_IV_of_Spain
"Edmund_Tudor,_Duke_of_Somerset",Elizabeth_of_York
Moses_Taylor_Pyne,Percy_Rivington_Pyne_I
Sancho_III_of_Pamplona,García_Sánchez_II_of_Pamplona
Princess_Louise_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Friedrich,_Duke_of_Schleswig-Holstein-Sonderburg-Glücksburg"
Riteish_Deshmukh,Vilasrao_Deshmukh
"Philip_II,_Count_of_Nassau-Wiesbaden","Philip_I,_Count_of_Nassau-Wiesbaden-Idstein"
Seth_Gabel,Ron_Howard
Minkhaung_I_of_Toungoo,Tarabya_of_Toungoo
Phil_Knight,William_W._Knight_(publisher)
"George_Mikhailovich,_Count_Brasov",Grand_Duke_Michael_Alexandrovich_of_Russia
Trần_Thánh_Tông,Thuận_Thiên_(Trần_dynasty_empress)
Princess_Louise_of_France,Louis_XV_of_France
Gegeen_Khan,Ayurbarwada_Buyantu_Khan
Robin_Llwyd_ab_Owain,Owain_Owain
Maestro_Armando_Ortega,Don_Aurelio_Ortega_Castañeda
Dennis_Allen_(criminal),Kath_Pettingill
Miklós_Zrínyi,Juraj_V_Zrinski
Charles_IV_of_France,Joan_I_of_Navarre
Tereza_Brodská,Vlastimil_Brodský
Madeleine_of_Valois,Claude_of_France
Grant_DePorter,Bobbi_DePorter
Guru_Arjan,Mata_Bhani
Keratsa_of_Bulgaria,Ivan_Alexander_of_Bulgaria
Hans_Rausing,Ruben_Rausing
Elisabeth_of_Bavaria_(1478–1504),"Hedwig_Jagiellon,_Duchess_of_Bavaria"
Hafsa_Sultan_(daughter_of_Selim_I),Selim_I
"Otto_IV,_Count_of_Rietberg","Otto_III,_Count_of_Rietberg"
"John_Frederick,_Prince_of_Schwarzburg-Rudolstadt","Frederick_Anton,_Prince_of_Schwarzburg-Rudolstadt"
"Berthold_I,_Count_of_Tyrol","Albert_II,_Count_of_Tyrol"
Philippe_Cousteau,Simone_Melchior
Princess_Yuan_of_Lu,Emperor_Gaozu_of_Han
Yazakumar,Thanbula
Abdulaziz_bin_Turki_Al_Saud,Turki_bin_Faisal_Al_Saud
"Henry_Bourchier,_1st_Earl_of_Essex",Anne_of_Gloucester
Sinéad_Cusack,Cyril_Cusack
"Frederick_III,_Holy_Roman_Emperor","Ernest,_Duke_of_Austria"
"Victoria,_Princess_Royal",Queen_Victoria
George_II_of_Great_Britain,Sophia_Dorothea_of_Celle
Sajeeb_Wazed,M._A._Wazed_Miah
"Otto_I,_Count_of_Salm",Hermann_of_Salm
"Gonzalo,_Duke_of_Aquitaine","Infante_Jaime,_Duke_of_Segovia"
George_I_of_Greece,Christian_IX_of_Denmark
George_Cabot_Lodge,Henry_Cabot_Lodge
Holmger_Knutsson,Canute_II_of_Sweden
"Eberhard_I,_Count_of_the_Mark","Engelbert_I,_Count_of_the_Mark"
"Prince_Benedetto,_Duke_of_Chablais",Charles_Emmanuel_III_of_Sardinia
Marie_of_Anjou,Yolande_of_Aragon
Tyrone_Power_Sr,Ethel_Lavenu
"James_Stewart,_1st_Earl_of_Moray",Margaret_Erskine
Adalbert_of_Saxony,"Ernest,_Elector_of_Saxony"
"Albert_IV,_Duke_of_Mecklenburg","Ingeborg_of_Denmark,_Duchess_of_Mecklenburg"
Harald_Quandt,Günther_Quandt
"Philipp_Ludwig_II,_Count_of_Hanau-Münzenberg","Philipp_Ludwig_I,_Count_of_Hanau-Münzenberg"
Murtaza_Bhutto,Zulfikar_Ali_Bhutto
Herbert_M._Harriman,Oliver_Harriman
Sev_Aszkenazy,Severyn_Ashkenazy
Hayder_of_Crimea,Hacı_I_Giray
"Simon_Henry_Adolph,_Count_of_Lippe-Detmold","Frederick_Adolphus,_Count_of_Lippe-Detmold"
Princess_Marie_Alexandrine_of_Saxe-Weimar-Eisenach,Princess_Sophie_of_the_Netherlands
Albert_II_of_Germany,Joanna_Sophia_of_Bavaria
Chris_Cuomo,Mario_Cuomo
Valerie_Goulding,"Walter_Monckton,_1st_Viscount_Monckton_of_Brenchley"
Joe_Armstrong_(actor),Alun_Armstrong
"Marguerite_of_Burgundy,_Countess_of_Savoy","Hugh_III,_Duke_of_Burgundy"
Bayezid_II,Mehmed_the_Conqueror
"Philip_II,_Duke_of_Savoy",Anne_of_Cyprus
Mia_Farrow,Maureen_O'Sullivan
"Mary,_Queen_of_Scots",Mary_of_Guise
Mary_Boyce_Temple,Oliver_Perry_Temple
Jenna_Bush_Hager,George_W._Bush
John_III_of_Nassau-Weilburg,"Philip_II,_Count_of_Nassau-Weilburg"
Shobhana_Bhartia,Krishna_Kumar_Birla
Roger_Devereux_of_Norfolk,William_d'Évreux
Shaw-Lan_Wang,Wang_Tiwu
Kamehameha_I,Keōua
Cenwalh_of_Wessex,Cynegils_of_Wessex
Lewis_Elton,Victor_Ehrenberg_(historian)
Eric_Eisner,Michael_Eisner
Tessa_Dahl,Patricia_Neal
Volodar_of_Peremyshl,Rostislav_of_Tmutarakan
John_III_of_Rietberg,"Edzard_II,_Count_of_East_Frisia"
Elizabeth_Antonovna_of_Brunswick,Duke_Anthony_Ulrich_of_Brunswick
Philip_III_of_France,Louis_IX_of_France
Yazdegerd_II,Bahram_V
"Louis_Spencer,_Viscount_Althorp",Victoria_Aitken
Duchess_Maria_Elisabeth_in_Bavaria,Countess_Palatine_Maria_Anna_of_Zweibrücken-Birkenfeld
Tamara_Gustavson,B._Wayne_Hughes
"Jane_Howard,_Countess_of_Westmorland","Frances_de_Vere,_Countess_of_Surrey"
Anne_de_Mortimer,"Roger_Mortimer,_4th_Earl_of_March"
Grand_Duke_Michael_Mikhailovich_of_Russia,Grand_Duke_Michael_Nikolaevich_of_Russia
Charles_Louis-Dreyfus,Léopold_Louis-Dreyfus
Jungjong_of_Joseon,Queen_Jeonghyeon
Princess_Louise_of_Orange-Nassau,"Wilhelmina_of_Prussia,_Princess_of_Orange"
Elisabeth_of_Anhalt-Zerbst,"Joachim_Ernest,_Prince_of_Anhalt"
Princess_Marie_Louise_of_Bourbon-Parma,Princess_Maria_Pia_of_Bourbon-Two_Sicilies_(1849–1882)
"Edward_I,_Count_of_Bar","Henry_III,_Count_of_Bar"
Chudadhuj_Dharadilok,Chulalongkorn
Alan_Kirschenbaum,Freddie_Roman
Victoria_of_France,Henry_II_of_France
Tiye,Tjuyu
Joanna_of_Flanders,"Louis_I,_Count_of_Nevers"
Sylvester_Stallone,Jackie_Stallone
Ahmad_El_Jallaludin_Rumi,Maia_Estianty
Khentkaus_III,Khentkaus_II
"Anthony-Maria_Browne,_2nd_Viscount_Montagu",Anthony_Browne_(1552–1592)
Maria_of_Nassau-Dillenburg,Countess_Elisabeth_of_Leuchtenberg
Prince_George_of_Cambridge,"Catherine,_Duchess_of_Cambridge"
"Joan_II,_Countess_of_Burgundy","Otto_IV,_Count_of_Burgundy"
Abdul_Rahman_of_Negeri_Sembilan,Muhammad_of_Negeri_Sembilan
Alexander_Bagration-Gruzinsky,Prince_Bagrat_of_Georgia
"Herman_I,_Count_of_Henneberg",Jutta_of_Thuringia
"Julius_Francis,_Duke_of_Saxe-Lauenburg","Julius_Henry,_Duke_of_Saxe-Lauenburg"
"William_Parr,_1st_Marquess_of_Northampton",Sir_Thomas_Parr
"George_Spencer-Churchill,_Marquess_of_Blandford","Jamie_Spencer-Churchill,_12th_Duke_of_Marlborough"
"John_I,_Duke_of_Brittany","Alix,_Duchess_of_Brittany"
"Casimir,_Margrave_of_Brandenburg-Bayreuth","Sophia_Jagiellon,_Margravine_of_Brandenburg-Ansbach"
Min_Phyu_of_Toungoo,Laygyun_Mibaya
Anne-Marie_Campora,Charles_Campora
Nabhanka_Nibandhabongs,Chulalongkorn
Alan_McCullough_(loyalist),William_McCullough_(loyalist)
Alaa_Mubarak,Suzanne_Mubarak
Armand_Viellard-Migeon,François_Viellard-Migeon
"Franz_Joseph_II,_Prince_of_Liechtenstein",Prince_Aloys_of_Liechtenstein
Maria_Anna_Sophia_of_Saxony,Augustus_III_of_Poland
"Charles_Jules,_Prince_of_Rochefort","Charles,_Prince_of_Rochefort"
"Diana,_Princess_of_Wales","John_Spencer,_8th_Earl_Spencer"
John_Pyke,Lawrence_Pyke
Prince_Joseph_Ferdinand_of_Saxe-Coburg_and_Gotha,Prince_Ludwig_August_of_Saxe-Coburg_and_Gotha
Hong_Tianguifu,Hong_Xiuquan
Şah_Sultan_(daughter_of_Selim_I),Hafsa_Sultan_(wife_of_Selim_I)
Linda_Ulvaeus,Agnetha_Fältskog
Nebetah,Tiye
Carlota_Joaquina_of_Spain,Maria_Luisa_of_Parma
Adeliza_of_Louvain,"Godfrey_I,_Count_of_Louvain"
"William_de_Beauchamp,_1st_Baron_Bergavenny","Thomas_de_Beauchamp,_11th_Earl_of_Warwick"
Mika_Urbaniak,Michał_Urbaniak
"Albert,_Duke_of_Prussia","Frederick_I,_Margrave_of_Brandenburg-Ansbach"
Badshah_Begum,Farrukhsiyar
Henry_Ford,William_Ford_(businessman)
Walter_O'Malley,Edwin_Joseph_O'Malley
"Baldwin_II,_Margrave_of_Flanders",Judith_of_Flanders
"Princess_Gabriella,_Countess_of_Carladès","Charlene,_Princess_of_Monaco"
Princess_Sophie_of_Hohenberg,"Sophie,_Duchess_of_Hohenberg"
Qabus,Vushmgir
"Donald_of_Islay,_Lord_of_the_Isles","John_of_Islay,_Lord_of_the_Isles"
"Uroš_II,_Grand_Prince_of_Serbia",Anna_Diogenissa
"George_FitzRoy,_1st_Duke_of_Northumberland",Charles_II_of_England
"Henry_II,_Duke_of_Bavaria",Judith_of_Bavaria
Tiberius_Gracchus,Tiberius_Gracchus_the_Elder
Raghunatha_Tondaiman_II,Vijaya_Raghunatha_Tondaiman
"Kingdon_Gould,_Jr.","Kingdon_Gould,_Sr."
Tisha_Sterling,Robert_Sterling
Damodarasena,Prabhavatigupta
Adam_Hieronim_Sieniawski_(1576–1616),Hieronim_Jarosz_Sieniawski
"Edgar,_Duke_of_Cambridge",Anne_Hyde
"George_William,_Duke_of_Brunswick-Lüneburg","George,_Duke_of_Brunswick-Lüneburg"
Taksony_of_Hungary,Zoltán_of_Hungary
Prince_Djedi,Prince_Rahotep
Princess_Marie_Adélaïde_of_France,Louis_XV_of_France
Princess_Theresa_of_Liechtenstein,"Aloys_II,_Prince_of_Liechtenstein"
Giovanna_Mezzogiorno,Vittorio_Mezzogiorno
Margaret_of_Artois,Blanche_of_Brittany
Lord_Pingyuan,King_Wuling_of_Zhao
Hu_Haifeng,Liu_Yongqing
Amitov_Teja,Teja_(film_director)
Sophie_of_Brandenburg,"John_George,_Elector_of_Brandenburg"
"Ferdinand_IV,_Grand_Duke_of_Tuscany","Leopold_II,_Grand_Duke_of_Tuscany"
Princess_Ortrud_of_Schleswig-Holstein-Sonderburg-Glücksburg,Prince_Albrecht_of_Schleswig-Holstein-Sonderburg-Glücksburg
"Richard,_1st_Earl_of_Cornwall",Isabella_of_Angoulême
Eurydice_I_of_Macedon,Sirras
"Constance,_Queen_of_Sicily",Roger_II_of_Sicily
"Frederick,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym","Victor_I,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym"
Siddhartha_Lal,Vikram_Lal
Christoph_Frankopan,Bernardin_Frankopan
Lý_Anh_Tông,Lý_Thần_Tông
"Friedrich_Günther,_Prince_of_Schwarzburg",Princess_Alexandra_of_Anhalt
Michael_Paine,Lyman_Paine
Jonathan_Jackson_(activist),Jesse_Jackson
"Jonathan_Harmsworth,_4th_Viscount_Rothermere","Vere_Harmsworth,_3rd_Viscount_Rothermere"
Princess_Katarina_of_Yugoslavia,Princess_Margarita_of_Baden
Arcadius,Theodosius_I
Christabel_Pankhurst,Richard_Pankhurst
Theodore_Roosevelt_V,Theodore_Roosevelt_IV
Elma_Yerburgh,Daniel_Thwaites
David_Ladd,Alan_Ladd
Hovhannes-Smbat_III_of_Armenia,Gagik_I_of_Armenia
Barclay_Harding_Warburton_II,Barclay_Harding_Warburton_I
"Christina_of_Denmark,_Queen_of_Norway",Ingeborg_of_Kiev
"Hethum_II,_King_of_Armenia","Leo_II,_King_of_Armenia"
"John_George_I,_Prince_of_Anhalt-Dessau","Joachim_Ernest,_Prince_of_Anhalt"
Landgravine_Caroline_Louise_of_Hesse-Darmstadt,"Louis_VIII,_Landgrave_of_Hesse-Darmstadt"
Charles_Scribner_IV,Charles_Scribner_III
Jann_Turner,Barbara_Follett_(politician)
Manchu_Vishnu,Mohan_Babu
Maria_Elisabeth_of_Saxony_(1736–1818),Maria_Josepha_of_Austria
Carolyn_Waters_Broe,Warren_P._Waters
Nephi_Jeffs,Rulon_Jeffs
%60Abdu'l-Bahá,Ásíyih_Khánum
Mediha_Sultan,Abdülmecid_I
Jonathan_Falwell,Jerry_Falwell
