Samuel_Bogley,Blair_Lee_III
Robert_Pemberton_Milnes,John_Smyth_(1748–1811)
Vanessa_Redgrave,Michael_Redgrave
Richard_Posner,Ronald_Reagan
MacCallum_Grant,George_V
George_Randolph_Hearst,William_Randolph_Hearst
Éamon_de_Valera,John_A._Costello
Hannibal_Hamlin,John_C._Breckinridge
Ann_Wagner,Barack_Obama
Harry_Hasso,Viveca_Lindfors
Bilal_Erdoğan,Berat_Albayrak
Janet_C._Hall,Bill_Clinton
Price_Daniel,Tom_Connally
Dennis_Roldan,Mike_Defensor
Electra_Waggoner,Guy_Waggoner
Roland_Doré_(administrator),Ray_Hnatyshyn
2009_MLS_All-Star_Game__Phil_Neville__1,Phil_Neville
Tony_Secunda,Marianne_Faithfull
Christian_Lasson,Holger_Drachmann
Gordon_Nuttall,Vicky_Darling
Jean_Chrétien,John_Turner
Edmund_Francis_Dunne,C._G._W._French
Franklin_D._Roosevelt,William_O._Douglas
Walter_Raleigh,"William_Herbert,_3rd_Earl_of_Pembroke"
Leonore_Annenberg,Ronald_Reagan
Robert_Maxwell,Elisabeth_Maxwell
Edmund_Randolph,Thomas_Jefferson
Captain_Phasma,J._J._Abrams
Margaret_Heckler,George_H._W._Bush
Chelsea_Kane,Bristol_Palin
Donald_Kerr,George_W._Bush
W._E._%22Pete%22_Snelson,Dorsey_B._Hardeman
Ernesto_Sabato,Leo_Tolstoy
Deborah_K._Jones,Barack_Obama
Richard_W._Story,Bill_Clinton
Adam_Carter,Rupert_Penry-Jones
Izzy_Asper,Leonard_Claydon
Elizabeth_Schuyler_Hamilton,Peggy_Schuyler
Schuyler_Hamilton,Alexander_Hamilton
Zuhrah_ibn_Kilab,Muhammad
Graham_Greene,Robert_Louis_Stevenson
Manmohan_Singh,P._V._Narasimha_Rao
Suniel_Shetty,Mana_Shetty
John_D._Feeley,Barack_Obama
Larry_Alan_Burns,George_W._Bush
"Charles_Paulet,_2nd_Duke_of_Bolton",John_Richmond_Webb
Michael_Eisner,Ron_W._Miller
Carl_Roth_II,Carl_Roth_of_Nedre_Fösked
Mehriban_Aliyeva,Ilham_Aliyev
Vikram_Prabhu,Ramkumar_Ganesan
Leo_Rudolf_Raubal_Jr.,Adolf_Hitler
Nawaz_Sharif,Farooq_Leghari
Fakhruddin_Ahmed,Sheikh_Hasina
Robert_Tilton,Leigh_Valentine
Miangul_Aurangzeb,Mohammad_Shafiq
Neville_Chamberlain,Winston_Churchill
"Vere_Fane,_4th_Earl_of_Westmorland","Henry_Sydney,_1st_Earl_of_Romney"
John_F._Kennedy,Henry_Cabot_Lodge_Jr.
Sharman_Macdonald,Will_Knightley
David_Lloyd_George,"James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury"
Faye_Wong,Dou_Wei
Jim_Henson,Fozzie_Bear
Charles_Philip_Yorke,"Robert_Jenkinson,_2nd_Earl_of_Liverpool"
Richard_Yates_(novelist),Charles_Dickens
Vice_presidency_of_Al_Gore,Tipper_Gore
Ryan_Crocker,George_W._Bush
W._Garfield_Case,"William_Pattison_Telford,_Jr."
Edward_Fleetford_Sise,Paul_Fleetford_Sise
Dharmendra,Hema_Malini
Balakh_Sher_Mazari,Nawaz_Sharif
Kem_Sokha,Sam_Rainsy
Roy_Blunt,Dennis_Hastert
Niobe_of_the_Voreni,Indira_Varma
Daniel_Fried,Bill_Clinton
Rachel_Kempson,Michael_Redgrave
John_Masterman_(MP),Lionel_de_Rothschild
Victor_Pastor,Gildo_Pastor
Brian_Henson,John_Henson_(puppeteer)
Duff_Cooper,Winston_Churchill
John_Hay,Theodore_Roosevelt
Abel_Smith_(1717–1788),"Aubrey_Beauclerk,_5th_Duke_of_St_Albans"
Jacobo_Árbenz,Maria_Cristina_Villanova_de_Árbenz
Joseph_Barton_Elam,Jefferson_Davis
Timothy_B._Dyk,Bill_Clinton
Robert_Evans,Camilla_Sparv
Dorothy_Payne_Whitney,William_Collins_Whitney
Joseph_A._Presel,Bill_Clinton
Katherine_Tudor_(1503),Henry_VII_of_England
Tirey_L._Ford,Ulysses_S._Webb
Målfrid_Grude_Flekkøy,Halvdan_Koht
Gulzarilal_Nanda,Jawaharlal_Nehru
Tarique_Rahman,Arafat_Rahman
Dick_Thornburgh,Ronald_Reagan
Sylvia_Llewelyn_Davies,George_du_Maurier
"Rosamund_Greaves,_11th_Countess_of_Dysart","Katherine_Grant,_12th_Countess_of_Dysart"
John_Leckie_(Australian_politician),Parker_Moloney
Ryan_O'Neal,Farrah_Fawcett
Frank_Sanchez,Barack_Obama
Arthur_Meighen,George_V
Ed_Derwinski,George_H._W._Bush
Richard_Seddon,William_Hall-Jones
Frederick_Whitaker,Thomas_Bartley_(politician)
Meryl_Streep,Maggie_Smith
Begum_Akhtar_Riazuddin,Asma_Jahangir
Giorgos_Papakonstantinou,George_Papandreou
Tuck),Julia_McNamara
Tricky_Stewart,Britney_Spears
Cameron_Douglas,Peter_Douglas
William_A._Clark,Paris_Gibson
William_Byrd_Traxler_Jr.,Bill_Clinton
Gerald_Ford,Richard_Nixon
Marie_Pedersen,Einar_Sverre_Pedersen
Clifton_R._Wharton_Jr.,Bill_Clinton
John_J._Davis_(congressman),Isaac_H._Duval
Judith_Keep,Jimmy_Carter
Basil_Ellenbogen,Kate_Whiteman
Raúl_Castro,José_Ramón_Machado_Ventura
Nelson_W._Aldrich,Benjamin_T._Eames
José_Sarney,Antônio_Carlos_Magalhães
Sanjida_Khatun,Qazi_Anwar_Hussain
Franklin_D'Olier,Christopher_Reeve
Charles_Cotesworth_Pinckney,George_Washington
"Harriet_Leveson-Gower,_Countess_Granville","William_Cavendish,_5th_Duke_of_Devonshire"
Roy_Blunt,Kit_Bond
Serge_Cormier,Dominic_LeBlanc
Luis_Batlle_Berres,Alberto_Fermín_Zubiría
Cornelius_Vanderbilt_II,William_Henry_Vanderbilt
Zhang_Zuolin,Duan_Qirui
Andrew_Hamilton_(New_Jersey),William_Penn
John_Tyler,William_Henry_Harrison
"Vere_Fane,_4th_Earl_of_Westmorland","Sir_William_Twysden,_3rd_Baronet"
William_Randolph_Hearst,Millicent_Hearst
Jamie_Delgado,Andy_Murray
Vyjayanthimala,Vasundhara_Devi
Lady_Sarah_Lennox,George_Napier
Jill_Kargman,Drew_Barrymore
Daniel_O'Connell,"Sir_Frederick_Shaw,_3rd_Baronet"
Gerald_Ford,Rogers_Morton
William_Paul_Jarrett,Henry_Alexander_Baldwin
Gunnar_Neels-Hansson,Thora_Hansson
Purvis_Young,Jane_Fonda
Aang,Appa_(character)
Rajkumar_(actor),Vinay_Rajkumar
Iqbal_Zafar_Jhagra,Nawaz_Sharif
Ann_Wagner,Barack_Obama
Gerald_Ford,Donald_Rumsfeld
Raj_Babbar,Anup_Soni
Grover_Cleveland,William_Lyne_Wilson
James_Franklin_Collins,Bill_Clinton
Emma_Richler,Jacob_Richler
Martin_D._Hardin,Isaac_Shelby
Mark_Antony,Augustus
Leon_Trotsky,Mikhail_Tereshchenko
Zbigniew_Brzezinski,David_L._Aaron
Daniel_Kellogg_(settler),Thomas_Benedict
"Francis_Fane,_1st_Earl_of_Westmorland","Robert_Sidney,_1st_Earl_of_Leicester"
"Peregrine_Cavendish,_12th_Duke_of_Devonshire","Princess_Alice,_Duchess_of_Gloucester"
Dharmendra,Hema_Malini
Dora_Spenlow,Charles_Dickens
Pavlo_Skoropadskyi,Volodymyr_Vynnychenko
Christian_Swartz,Walter_C._Quintard
Han_Zheng,Xi_Jinping
Franklin_D._Roosevelt,Gordon_Woodbury
Norman_H._Stahl,George_H._W._Bush
"Harriet_Sutherland-Leveson-Gower,_Duchess_of_Sutherland","Georgiana_Howard,_Countess_of_Carlisle"
Patrick_Holland_(author),Emily_Brontë
Samuel_Keeler,Joseph_Platt
"Archibald_Gordon,_5th_Marquess_of_Aberdeen_and_Temair","Dudley_Gordon,_3rd_Marquess_of_Aberdeen_and_Temair"
Bardish_Chagger,Justin_Trudeau
Henning_Thorvaldssøn_Astrup,Eivind_Astrup
Shimon_Sofer,Moses_Sofer
Ellen_Axson_Wilson,Helen_Herron_Taft
Wahb_ibn_Abd_Manaf,Muhammad
H._Lawrence_Gibbs,Shady_Wall
Grace_Adler,David_Kohan
Herbert_Baxter_Adams,Frederick_Jackson_Turner
Necmettin_Erbakan,Mesut_Yılmaz
Xu_Guangqi,Chongzhen_Emperor
Loretta_Anne_Rogers,Edward_Samuel_Rogers
Duncan_Idaho,Murbella
Mackenzie_Browning,David_Shaughnessy
Ryan_Crocker,Bill_Clinton
Elizabeth_Rees-Williams,Jonathan_Aitken
Kermit_Roosevelt,Ethel_Roosevelt_Derby
Elisabeth_Murdoch_(philanthropist),Keith_Murdoch
Stuart_Alan_Jones,Aidan_Gillen
Ghulam_Ishaq_Khan,Benazir_Bhutto
Elizabeth_Schuyler_Hamilton,Philip_Jeremiah_Schuyler
Ann_Keen,"Frederick_Curzon,_7th_Earl_Howe"
Artful_Dodger,Charles_Dickens
"Francis_Fane,_1st_Earl_of_Westmorland",James_VI_and_I
Tom_Frieden,Barack_Obama
Ricky_Lee_Cox,Ray_H._Altman
Osmyn_Baker,George_Ashmun
A._Linwood_Holton_Jr.,Richard_Nixon
Kwa_Geok_Choo,Tan_Choo_Leng
Lu_Dingyi,Mao_Zedong
Georges_Lafontaine,Rodolphe_Tourville
"Richard_Casey,_Baron_Casey",Robert_Menzies
Murat_Karayalçın,Erdal_İnönü
Pramod_Mahajan,Rangarajan_Kumaramangalam
Najmaddin_Sadigov,Ilham_Aliyev
Helen_Johnson-Leipold,Winnie_Johnson-Marquart
Lady_Jessica,Ghanima_Atreides
Amy_Van_Nostrand,Tim_Daly
Anil_Moonesinghe,Anagarika_Dharmapala
Pramod_Mahajan,Arun_Shourie
Phil_Margera,April_Margera
Edward_Walpole,"Stephen_Fox-Strangways,_1st_Earl_of_Ilchester"
Anthony_J._Celebrezze,Abraham_A._Ribicoff
Sheppard_Solomon,Paris_Hilton
Kate_McGarrigle,Loudon_Wainwright_III
"Janet_Royall,_Baroness_Royall_of_Blaisdon","Thomas_Galbraith,_2nd_Baron_Strathclyde"
Frederick_Hinde_Zimmerman,Jacob_Zimmerman
Ghulam_Ishaq_Khan,Benazir_Bhutto
Arif_Ali-Shah,Omar_Ali-Shah
Donald_C._MacDonald,Stephen_Lewis
Xi_Zhongxun,Ren_Zhongyi
Lisa_Marie_Presley,Michael_Lockwood_(guitarist)
Mike_Davison,Sheila_Copps
Jonathan_L._Austin,Thomas_Harris
Courtney_Love,Kurt_Cobain
Henry_Clay,Thomas_Metcalfe_(Kentucky)
Sheila_Dikshit,Arvind_Kejriwal
Writings_of_Cicero,John_Adams
John_Hay,William_McKinley
Adolphe_de_Chambrun,René_de_Chambrun
John_Ewasew,Pierre_Trudeau
Joseph_Pallache,Samuel_Pallache
Ji_Pengfei,Hua_Guofeng
Sulla,Publius_Servilius_Vatia_Isauricus_(consul_79_BC)
List_of_Ghost_Whisperer_characters,Aisha_Tyler
Andrei_Galbur,Pavel_Filip
Dariusz_Rosati,Włodzimierz_Cimoszewicz
Robert_Foxworth,Elizabeth_Montgomery
Taqi_al-Din_al-Nabhani,Muhammad
José_Antonio_Ocampo,Alfonso_López_Caballero
Jane_Wyman,Ronald_Reagan
Charles_H._Bronson,Jeb_Bush
"Charles_Paget,_6th_Marquess_of_Anglesey","Henry_Paget,_7th_Marquess_of_Anglesey"
Reno_L._Harnish,George_W._Bush
Joseph_Kasa-Vubu,Patrice_Lumumba
David_Dimbleby,Josceline_Dimbleby
Ed_Balls,Ed_Miliband
Ramon_Mitra_Jr.,Corazon_Aquino
Michael_Robert_Hogan,George_H._W._Bush
"Henry_Howard,_1st_Earl_of_Northampton","Robert_Cecil,_1st_Earl_of_Salisbury"
Ali_Bahadur,Shamsher_Bahadur_I_(Krishna_Rao)
List_of_Queer_as_Folk_characters,Dean_Armstrong
Robert_de_Rothschild,Guy_de_Rothschild
Marie_Hüni,Emil_Walter
"Frank_Stallone,_Sr.",Frank_Stallone
Sheikh_Mujibur_Rahman,Khondaker_Mostaq_Ahmad
Hishammuddin_Hussein,Najib_Razak
Wasim_Sajjad,Benazir_Bhutto
Nursultan_Nazarbayev,Bakhytzhan_Zhumagulov
Saddam_Hussein,Ahmed_Hassan_al-Bakr
Constantine_Ypsilantis,Alexander_Ypsilantis_(1725–1805)
Onésiphore_Turgeon,William_Lyon_Mackenzie_King
Ray_Lyman_Wilbur,Roy_Owen_West
Rufus_King,John_Quincy_Adams
Millard_Fillmore,Thomas_Corwin
"Reginald_Manningham-Buller,_1st_Viscount_Dilhorne",Winston_Churchill
T._John_Ward,Bill_Clinton
"Henry_Somerset,_2nd_Duke_of_Beaufort","Charles_Beauclerk,_1st_Duke_of_St_Albans"
"Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury","Ivor_Windsor-Clive,_2nd_Earl_of_Plymouth"
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma",George_VI
Trudie_Styler,Sting_(musician)
Balaji_Sadasivan,Lee_Hsien_Loong
Samuel_Comstock,James_Lockwood_(Connecticut_politician)
"Anne_Seymour,_Duchess_of_Somerset","Edward_Seymour,_1st_Duke_of_Somerset"
Charles_Cary_Rumsey,W._Averell_Harriman
Paul_K._Holmes_III,Bill_Clinton
"Cecil_Harmsworth,_1st_Baron_Harmsworth","Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood"
Gebran_Tueni,Ghassan_Tueni
Mark_Birley,Hugh_Hornby_Birley
Louis_Tourville,Trefflé_Berthiaume
Benjamin_Roden,Lois_Roden
Harold_Hongju_Koh,Bill_Clinton
Roger_Vadim,Jane_Fonda
"Sibylla,_Queen_of_Jerusalem",Guy_of_Lusignan
Henry_Gullett,Frederick_Francis_(Australian_politician)
Kim_Carnes,David_Cassidy
Nicolas_Sarkozy,Dominique_de_Villepin
Lakshman_Wickremasinghe,Lakdasa_De_Mel
Michael_Chertoff,Bill_Clinton
Theodore_Roosevelt,William_Howard_Taft
Thomas_Stevenson,Alan_Stevenson
William_J._Kayatta_Jr.,Barack_Obama
Stan_Cornyn,Nancy_Sinatra
Sam_Dees,Aretha_Franklin
Roger_Tubby,Richard_Nixon
Ron_Dellums,Floyd_Spence
Eliphalet_Lockwood_(deacon),Joseph_Platt
Dennis_Hightower,Barack_Obama
Ghost_of_Christmas_Yet_to_Come,Charles_Dickens
Elizabeth_Sarancheva,Ivan_Tereshchenko
"Charles_Wellesley,_9th_Duke_of_Wellington","Maurice_FitzGerald,_9th_Duke_of_Leinster"
François_Mitterrand,Òscar_Ribas_Reig
"Arthur_Nicolson,_1st_Baron_Carnock",Nicholas_II_of_Russia
Wojciech_Jaruzelski,Lech_Wałęsa
H._H._Asquith,"Herbert_Kitchener,_1st_Earl_Kitchener"
E._Bronson_Ingram_II,Orrin_Henry_Ingram
Robert_Mueller,George_W._Bush
Mia_Farrow,Tisa_Farrow
Samuel_Meredith,George_Washington
Saadat_Hasan_Manto,Oscar_Wilde
"Sir_John_Gilmour,_2nd_Baronet",Winston_Churchill
Neoptolemus_I_of_Epirus,Alcetas_I_of_Epirus
Murali_Pillai,Lee_Hsien_Loong
Silvio_Berlusconi,Roberto_Maroni
Joseph_St._Denis,Edmond_Proulx
Richard_MacDonnell_(scholar),Franc_Sadleir
Princess_Leia,Misty_Lee
Maneka_Gandhi,Narendra_Modi
Andy_Lau,Leon_Lai
Livia_Soprano,David_Chase
Hugh_McCracken,Aretha_Franklin
"F._E._Smith,_1st_Earl_of_Birkenhead","Sydney_Olivier,_1st_Baron_Olivier"
Thomas_Cromwell,"John_de_Vere,_15th_Earl_of_Oxford"
Judy_Loe,Roy_Battersby
Ingmar_Bergman,Ingrid_von_Rosen
Nissanka_Wijeyeratne,Heen_Banda_Udurawana
Miss_Havisham,Charles_Dickens
"Samuel_Hoare,_1st_Viscount_Templewood",Neville_Chamberlain
Terence_Donovan_(actor),Sue_McIntosh
Alan_Wrigley,Bob_Hawke
Patrick_R._Daley,John_P._Daley
Bethsabée_de_Rothschild,Alphonse_James_de_Rothschild
Arlene_Alda,Alan_Alda
Henson_Moore,George_H._W._Bush
"William_Keppel,_7th_Earl_of_Albemarle","William_Mansfield,_1st_Viscount_Sandhurst"
Jonathan_Hunt_(Vermont_congressman),Jarvis_Hunt
Olivia_Dunham,Peter_Bishop
Tarique_Rahman,Arafat_Rahman
Richard_Evans_Schultes,Oakes_Ames_(botanist)
Jack_Carter_(politician),Jimmy_Carter
Julian_Estrada,Gherome_Ejercito
Harry_Melling_(actor),Michael_Troughton
Marco_Rubio,Kendrick_Meek
Donald_Gips,Barack_Obama
Gough_Whitlam,Elizabeth_II
Jack_Huston,Danny_Huston
Richard_Edmund_Lyng,Ronald_Reagan
Gareth_Evans_(politician),Kim_Beazley
Arlene_Dahl,Fernando_Lamas
James_P._McGranery,Harry_S._Truman
Festus_Mogae,Ian_Khama
Vallabhbhai_Patel,Jawaharlal_Nehru
Margaret_B._Seymour,Bill_Clinton
Sheikh_Mujibur_Rahman,Sheikh_Fazilatunnesa_Mujib
Anita_Dunn,Barack_Obama
Joan_M._Plaisted,Bill_Clinton
Cecil_W._Stoughton,John_F._Kennedy
Gaius_Helen_Mohiam,Zuzana_Geislerová
"Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",Austen_Chamberlain
Nigel_Lawson,"Peter_Walker,_Baron_Walker_of_Worcester"
Özdemir_Sabancı,İhsan_Sabancı
Robert_Louis_Stevenson,Charles_Dickens
David_Glass_(sociologist),William_Beveridge
"David_Ormsby-Gore,_5th_Baron_Harlech",Patrick_Dean
Nikolai_Bulganin,Joseph_Stalin
Włodzimierz_Brus,Joseph_Stalin
Henry_Brown_Floyd_MacFarland,William_McKinley
Al-Muhtadee_Billah,Hassanal_Bolkiah
"William_Grenville,_1st_Baron_Grenville","Robert_Jenkinson,_2nd_Earl_of_Liverpool"
Charles_Collier,James_G._Woodward
Jim_Jeffords,Ted_Kennedy
Lana_Turner,Lex_Barker
Cassius_Marcellus_Clay_(politician),Simon_Cameron
Lawrence_Durrell,Oscar_Wilde
Joseph_Anderson,Samuel_Smith_(Maryland)
Rebecca_Akufo-Addo,Nana_Akufo-Addo
Dan_Sullivan_(U.S._Senator),George_W._Bush
Sylvia_Llewelyn_Davies,Mary_Anne_Clarke
Bo_Yibo,Bo_Guagua
Jean_Spencer_Ashbrook,John_M._Ashbrook
Mats_Bergman,Lena_Bergman
Samuel_Davis_McReynolds,Joseph_Edgar_Brown
James_L._Connaughton,George_W._Bush
Richard_Stengel,Barack_Obama
Drucilla_Winters,David_Shaughnessy
William_J._Hume,George_H._Hume
Gregory_Hemingway,Patrick_Hemingway
Charles_Henry_King,Steven_Ford
S._W._R._D._Bandaranaike,Wijeyananda_Dahanayake
Early_life_and_career_of_Thomas_Jefferson,John_Harvie
Joely_Richardson,Tim_Bevan
Catherine_Eagles,Barack_Obama
Larisa_Golubkina,Andrei_Mironov_(actor)
"Katharine_Macmillan,_Viscountess_Macmillan_of_Ovenden","William_Ormsby-Gore,_4th_Baron_Harlech"
"John_Betts,_Jr.",Samuel_Cluckston
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Queen_Victoria
George_B._McClellan_Jr.,Seth_Low
Birger_Jarl,Ingeborg_Eriksdotter_of_Sweden
Lisa_Brenner,Dean_Devlin
Pierre_Trudeau,Sheila_Finestone
Rebecca_R._Pallmeyer,Bill_Clinton
Lyonel_Tollemache,Ralph_Tollemache
Valerie_E._Caproni,Barack_Obama
Albert_Gore_Sr.,Bill_Brock
"George_Calvert,_1st_Baron_Baltimore",Thomas_Lake
William_E._Miller,John_R._Pillion
Denise_Robins,Herman_Klein
Raymond_Le_Bourdon,"Louis_II,_Prince_of_Monaco"
Frederick_Dent_Grant,Ulysses_S._Grant
Basil_A._Paterson,Mario_Cuomo
Margene_Heffman,Nicolette_Grant
William_Stubbs_(Canadian_politician),Robert_Smeaton_White
Fathia_Nkrumah,Mildred_Christina_Akosiwor_Fugar
John_Eisenhower,Mamie_Eisenhower
Olof_Palme,Matthías_Árni_Mathiesen
Amy_J._St._Eve,George_W._Bush
David_R._Hansen,George_H._W._Bush
"William_Christian_Bullitt,_Jr.",Jesse_I._Straus
Archibald_Alexander,William_S._Reid
Jon_Huntsman_Jr.,Bill_Clinton
Bill_Byrne_(politician),John_McVeigh_(politician)
JV_Ejercito,Jinggoy_Estrada
Benjamin_Ives_Gilman_(1766),John_McIntire_(pioneer)
Bill_Henrickson,Nicolette_Grant
Edmund_Bowyer_(died_1627),George_More
Jules_Allard,Victor_Gladu
Nicholas_Katzenbach,Ramsey_Clark
J._Paul_Getty,John_Paul_Getty_III
Pandolfo_IV_Malatesta,Cesare_Borgia
James_B._Longacre,Andrew_Johnson
"Sir_James_Lamb,_1st_Baronet","Thomas_Villiers,_2nd_Earl_of_Clarendon"
Rhea_Kohan,Buz_Kohan
K._Sripavan,Mahinda_Rajapaksa
André_Birotte_Jr.,Barack_Obama
Lawrence_M._Baskir,Bill_Clinton
"Georgiana_Spencer,_Countess_Spencer","John_Spencer,_1st_Earl_Spencer"
Theresa_Lazar_Springmann,George_W._Bush
James_Richard_Cheek,Bill_Clinton
Eric_Tsang,Law_Kar-ying
An_Xuan,Ai_Xuan
"Sir_Watkin_Williams-Wynn,_10th_Baronet","Sir_Watkin_Williams-Wynn,_9th_Baronet"
List_of_The_Cleveland_Show_characters,Reagan_Gomez-Preston
Lewis_Powell_(conspirator),John_Wilkes_Booth
Richard_Ravitch,David_Paterson
Cicero_Price,"George_Spencer-Churchill,_8th_Duke_of_Marlborough"
"William_Cavendish-Bentinck,_7th_Duke_of_Portland","Ivy_Cavendish-Bentinck,_Duchess_of_Portland"
Barbara_Follett_(politician),Margaret_Hodge
Arun_Majumdar,Barack_Obama
Julia_Gillard,Simon_Crean
Tom_Coburn,James_Lankford
Judy_Garland,Mark_Herron
Edwin_H._Conger,Benjamin_Harrison
Ramil_Usubov,Ilham_Aliyev
Mel_Blanc,Daffy_Duck
Susan_Moody,"Mary,_Crown_Princess_of_Denmark"
S._I._Hayakawa,John_V._Tunney
"Thomas_Sackville,_1st_Earl_of_Dorset",Elizabeth_I_of_England
Harriet_Hemings,John_Hemings
John_McKeithen,Edwin_Edwards
Melissa_McDermott,Mika_Brzezinski
"James_E._Allen,_Jr.",Richard_Nixon
Nancy_Walker_Bush_Ellis,Dorothy_Walker_Bush
Ola_Thommessen,Anne_Thommessen
Frank_S._Black,Theodore_Roosevelt
Nikitas_Kaklamanis,Dora_Bakoyannis
Mari_Hulman_George,Tony_Hulman
Julio_César_Turbay_Ayala,Gabriel_París_Gordillo
Karol_Stanisław_Radziwiłł_(1669–1719),Katarzyna_Sobieska
Eliphalet_Lockwood_(deacon),Matthew_Gregory_(deacon)
Stevens_Thomson_Mason_(Virginia),James_Monroe
Antonio_Sabàto_Jr.,Virginia_Madsen
Gabby_Eigenmann,Geoff_Eigenmann
August_Anheuser_Busch_Sr.,Adolphus_Busch
Wang_Yeping,Zhuo_Lin
Charles_A._Wickliffe,Manlius_Valerius_Thomson
Thomas_Betts,John_Belding
Ronald_Reagan,Howard_Keel
Konstantin_Chernenko,Anna_Chernenko
Tony_Blinken,Barack_Obama
Joseph_P._Kennedy_Sr.,Robert_Worth_Bingham
William_J._Bell,John_F._Smith
Ted_Stevens,Robert_P._Griffin
Romy_Schneider,Alain_Delon
Luis_Muñoz_Marín,Roberto_Sánchez_Vilella
Marietta_Peabody_Tree,Endicott_Peabody
Katara_(Avatar:_The_Last_Airbender),Aang
William_Scranton,Daniel_Patrick_Moynihan
Liu_Shaoqi,Soong_Ching-ling
Phyllis_J._Hamilton,Bill_Clinton
Patrick_Fitzgerald,George_W._Bush
Kathleen_Sebelius,K._Gary_Sebelius
Gloria_Macapagal_Arroyo,Roberto_Puno
Sherrod_Brown,Bob_Taft
Michelle_Obama,Barack_Obama
Sulla,Lucius_Cornelius_Cinna
Jane_McDowell_Foster_Wiley,Stephen_Foster
Casey_Kasem,Jean_Kasem
Jeremy_Fogel,Bill_Clinton
Laidback_Luke,Avicii
Waytha_Moorthy_Ponnusamy,Najib_Razak
Wen_Jiabao,Li_Lanqing
Neil_Kinnock,Roy_Hattersley
Jacob_Walles,Barack_Obama
Nancy_Reagan,Gloria_Deukmejian
"Elizabeth_Seymour,_Lady_Cromwell","John_Paulet,_2nd_Marquess_of_Winchester"
Tina_Kaidanow,Barack_Obama
Robert_G._Ingersoll,Lew_Wallace
Charles_Crombie,Charles_George_Arbuthnot
Winston_Bryant,Bill_Clinton
Ted_Kennedy,Jim_Jeffords
"Mary_Wilson,_Baroness_Wilson_of_Rievaulx","Audrey_Callaghan,_Baroness_Callaghan_of_Cardiff"
John_Egerton_(bishop),Henry_Egerton
Irwin_Steingut,Irving_Ives
Thomas_Kwok,Walter_Kwok
Rose_Mofford,Fife_Symington
Liz_Whitney_Tippett,John_Hay_Whitney
John_L._Mitchell,Joseph_V._Quarles
Arthur_MacArthur_Sr.,Coles_Bashford
Henry_Clay,Philip_Pendleton_Barbour
James_H._%22Jim%22_Brown,W._Fox_McKeithen
Loi_Ejercito,Joseph_Estrada
Lloyd_Axworthy,Pierre_Trudeau
Naim_Frashëri,Sami_Frashëri
Mark_Latham,Simon_Crean
Herbert_Hoover,William_F._Whiting
"George_Lascelles,_7th_Earl_of_Harewood","Princess_Margaret,_Countess_of_Snowdon"
Choice_B._Randell,Morris_Sheppard
Grover_Cleveland,Chester_A._Arthur
Charles_T._Cross,Jimmy_Carter
William_S._Burroughs,Genesis_P-Orridge
James_Earp,Newton_Earp
Alice_Rivlin,Bill_Clinton
Reginald_C._Lindsay,Bill_Clinton
Giorgio_van_Straten,Michael_John_Fles
Gough_Whitlam,Bert_Lazzarini
Calvin_Coolidge,Frank_B._Kellogg
Ruth_Carter_Stapleton,Gloria_Carter_Spann
Mark_Antony,Augustus
Arthur_D._Ganong,James_H._Ganong
"George_Eustis,_Sr.",William_Eustis
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough",Arthur_Balfour
Abel_Smith_(1788–1859),Samuel_Smith_(1754–1834)
William_Henry_Hunt_(judge),William_Howard_Taft
Stephen_H._Glickman,Bill_Clinton
Birger_Jarl,Eric_XI_of_Sweden
David_Rockefeller,Willard_C._Butcher
Marta_Domingo,Plácido_Domingo_Ferrer
Jalal_Talabani,Nouri_al-Maliki
Gretchen_Corbett,Robin_Gammell
Grant_Mitchell_(politician),Laurence_Decore
John_Randolph_(politician),John_Holloway_(Virginia_politician)
"John_Trollope,_1st_Baron_Kesteven",Matthew_Talbot_Baines
Charles_Scribner_IV,Charles_Scribner_III
"Mabell_Ogilvy,_Countess_of_Airlie","Arthur_Gore,_5th_Earl_of_Arran"
Richard_N._Gardner,Jimmy_Carter
Adalberto_Jordan,Barack_Obama
Gregory_Howard_Woods,Barack_Obama
William_Clay_Ford_Jr.,Edsel_Ford
Ron_Dellums,Charles_Diggs
Franklin_D._Roosevelt,Harry_S._Truman
Martin_Van_Buren,Thomas_J._Oakley
Navarone_Garibaldi,Lisa_Marie_Presley
William_P._Fessenden,Robert_P._Dunlap
"Charles_Grey,_2nd_Earl_Grey",John_Courtenay_(1738–1816)
Barbara_Bush,Ronald_Reagan
"Richard_Ryder_(politician,_born_1766)","Robert_Jenkinson,_2nd_Earl_of_Liverpool"
William_F._Knowland,Robert_A._Taft
John_Sharp_(Texas_politician),Carole_Keeton_Strayhorn
Ricky_Van_Veen,Allison_Williams_(actress)
Ted_Mosby,Craig_Thomas_(screenwriter)
Mikhail_Artsybashev,Johann_Wolfgang_von_Goethe
Alfred_Newman_(composer),Emil_Newman
"James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury",Arthur_Balfour
