Samuel_Bogley,Blair_Lee_III
Gebran_Tueni,Ghassan_Tueni
Mark_Birley,Hugh_Hornby_Birley
Louis_Tourville,Trefflé_Berthiaume
Benjamin_Roden,Lois_Roden
Harold_Hongju_Koh,Bill_Clinton
Roger_Vadim,Jane_Fonda
"Sibylla,_Queen_of_Jerusalem",Guy_of_Lusignan
Henry_Gullett,Frederick_Francis_(Australian_politician)
Kim_Carnes,David_Cassidy
Nicolas_Sarkozy,Dominique_de_Villepin
Lakshman_Wickremasinghe,Lakdasa_De_Mel
Michael_Chertoff,Bill_Clinton
Theodore_Roosevelt,William_Howard_Taft
Thomas_Stevenson,Alan_Stevenson
William_J._Kayatta_Jr.,Barack_Obama
Stan_Cornyn,Nancy_Sinatra
Sam_Dees,Aretha_Franklin
Roger_Tubby,Richard_Nixon
Ron_Dellums,Floyd_Spence
Eliphalet_Lockwood_(deacon),Joseph_Platt
Dennis_Hightower,Barack_Obama
Ghost_of_Christmas_Yet_to_Come,Charles_Dickens
Elizabeth_Sarancheva,Ivan_Tereshchenko
"Charles_Wellesley,_9th_Duke_of_Wellington","Maurice_FitzGerald,_9th_Duke_of_Leinster"
François_Mitterrand,Òscar_Ribas_Reig
"Arthur_Nicolson,_1st_Baron_Carnock",Nicholas_II_of_Russia
Wojciech_Jaruzelski,Lech_Wałęsa
H._H._Asquith,"Herbert_Kitchener,_1st_Earl_Kitchener"
E._Bronson_Ingram_II,Orrin_Henry_Ingram
Robert_Mueller,George_W._Bush
Mia_Farrow,Tisa_Farrow
Samuel_Meredith,George_Washington
Saadat_Hasan_Manto,Oscar_Wilde
"Sir_John_Gilmour,_2nd_Baronet",Winston_Churchill
Neoptolemus_I_of_Epirus,Alcetas_I_of_Epirus
Murali_Pillai,Lee_Hsien_Loong
Silvio_Berlusconi,Roberto_Maroni
Joseph_St._Denis,Edmond_Proulx
Richard_MacDonnell_(scholar),Franc_Sadleir
Princess_Leia,Misty_Lee
Maneka_Gandhi,Narendra_Modi
Andy_Lau,Leon_Lai
Livia_Soprano,David_Chase
Hugh_McCracken,Aretha_Franklin
"F._E._Smith,_1st_Earl_of_Birkenhead","Sydney_Olivier,_1st_Baron_Olivier"
Thomas_Cromwell,"John_de_Vere,_15th_Earl_of_Oxford"
Judy_Loe,Roy_Battersby
Ingmar_Bergman,Ingrid_von_Rosen
Nissanka_Wijeyeratne,Heen_Banda_Udurawana
Miss_Havisham,Charles_Dickens
"Samuel_Hoare,_1st_Viscount_Templewood",Neville_Chamberlain
Terence_Donovan_(actor),Sue_McIntosh
Alan_Wrigley,Bob_Hawke
Patrick_R._Daley,John_P._Daley
Bethsabée_de_Rothschild,Alphonse_James_de_Rothschild
Arlene_Alda,Alan_Alda
Henson_Moore,George_H._W._Bush
"William_Keppel,_7th_Earl_of_Albemarle","William_Mansfield,_1st_Viscount_Sandhurst"
Jonathan_Hunt_(Vermont_congressman),Jarvis_Hunt
Olivia_Dunham,Peter_Bishop
Tarique_Rahman,Arafat_Rahman
Richard_Evans_Schultes,Oakes_Ames_(botanist)
Jack_Carter_(politician),Jimmy_Carter
Julian_Estrada,Gherome_Ejercito
Harry_Melling_(actor),Michael_Troughton
Marco_Rubio,Kendrick_Meek
Donald_Gips,Barack_Obama
Gough_Whitlam,Elizabeth_II
Jack_Huston,Danny_Huston
Richard_Edmund_Lyng,Ronald_Reagan
Gareth_Evans_(politician),Kim_Beazley
Arlene_Dahl,Fernando_Lamas
James_P._McGranery,Harry_S._Truman
Festus_Mogae,Ian_Khama
Vallabhbhai_Patel,Jawaharlal_Nehru
Margaret_B._Seymour,Bill_Clinton
Sheikh_Mujibur_Rahman,Sheikh_Fazilatunnesa_Mujib
Anita_Dunn,Barack_Obama
Joan_M._Plaisted,Bill_Clinton
Cecil_W._Stoughton,John_F._Kennedy
Gaius_Helen_Mohiam,Zuzana_Geislerová
"Robert_Cecil,_1st_Viscount_Cecil_of_Chelwood",Austen_Chamberlain
Nigel_Lawson,"Peter_Walker,_Baron_Walker_of_Worcester"
Özdemir_Sabancı,İhsan_Sabancı
Robert_Louis_Stevenson,Charles_Dickens
David_Glass_(sociologist),William_Beveridge
"David_Ormsby-Gore,_5th_Baron_Harlech",Patrick_Dean
Nikolai_Bulganin,Joseph_Stalin
Włodzimierz_Brus,Joseph_Stalin
Henry_Brown_Floyd_MacFarland,William_McKinley
Al-Muhtadee_Billah,Hassanal_Bolkiah
"William_Grenville,_1st_Baron_Grenville","Robert_Jenkinson,_2nd_Earl_of_Liverpool"
Charles_Collier,James_G._Woodward
Jim_Jeffords,Ted_Kennedy
Lana_Turner,Lex_Barker
Cassius_Marcellus_Clay_(politician),Simon_Cameron
Lawrence_Durrell,Oscar_Wilde
Joseph_Anderson,Samuel_Smith_(Maryland)
Rebecca_Akufo-Addo,Nana_Akufo-Addo
Dan_Sullivan_(U.S._Senator),George_W._Bush
Sylvia_Llewelyn_Davies,Mary_Anne_Clarke
Bo_Yibo,Bo_Guagua
Jean_Spencer_Ashbrook,John_M._Ashbrook
Mats_Bergman,Lena_Bergman
Samuel_Davis_McReynolds,Joseph_Edgar_Brown
James_L._Connaughton,George_W._Bush
Richard_Stengel,Barack_Obama
Drucilla_Winters,David_Shaughnessy
William_J._Hume,George_H._Hume
Gregory_Hemingway,Patrick_Hemingway
Charles_Henry_King,Steven_Ford
S._W._R._D._Bandaranaike,Wijeyananda_Dahanayake
Early_life_and_career_of_Thomas_Jefferson,John_Harvie
Joely_Richardson,Tim_Bevan
Catherine_Eagles,Barack_Obama
Larisa_Golubkina,Andrei_Mironov_(actor)
"Katharine_Macmillan,_Viscountess_Macmillan_of_Ovenden","William_Ormsby-Gore,_4th_Baron_Harlech"
"John_Betts,_Jr.",Samuel_Cluckston
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Queen_Victoria
George_B._McClellan_Jr.,Seth_Low
Birger_Jarl,Ingeborg_Eriksdotter_of_Sweden
Lisa_Brenner,Dean_Devlin
Pierre_Trudeau,Sheila_Finestone
Rebecca_R._Pallmeyer,Bill_Clinton
Lyonel_Tollemache,Ralph_Tollemache
Valerie_E._Caproni,Barack_Obama
Albert_Gore_Sr.,Bill_Brock
"George_Calvert,_1st_Baron_Baltimore",Thomas_Lake
William_E._Miller,John_R._Pillion
Denise_Robins,Herman_Klein
Raymond_Le_Bourdon,"Louis_II,_Prince_of_Monaco"
Frederick_Dent_Grant,Ulysses_S._Grant
Basil_A._Paterson,Mario_Cuomo
Margene_Heffman,Nicolette_Grant
William_Stubbs_(Canadian_politician),Robert_Smeaton_White
Fathia_Nkrumah,Mildred_Christina_Akosiwor_Fugar
John_Eisenhower,Mamie_Eisenhower
Olof_Palme,Matthías_Árni_Mathiesen
Amy_J._St._Eve,George_W._Bush
David_R._Hansen,George_H._W._Bush
"William_Christian_Bullitt,_Jr.",Jesse_I._Straus
Archibald_Alexander,William_S._Reid
Jon_Huntsman_Jr.,Bill_Clinton
Bill_Byrne_(politician),John_McVeigh_(politician)
JV_Ejercito,Jinggoy_Estrada
Benjamin_Ives_Gilman_(1766),John_McIntire_(pioneer)
Bill_Henrickson,Nicolette_Grant
Edmund_Bowyer_(died_1627),George_More
Jules_Allard,Victor_Gladu
Nicholas_Katzenbach,Ramsey_Clark
J._Paul_Getty,John_Paul_Getty_III
Pandolfo_IV_Malatesta,Cesare_Borgia
James_B._Longacre,Andrew_Johnson
"Sir_James_Lamb,_1st_Baronet","Thomas_Villiers,_2nd_Earl_of_Clarendon"
Rhea_Kohan,Buz_Kohan
K._Sripavan,Mahinda_Rajapaksa
André_Birotte_Jr.,Barack_Obama
Lawrence_M._Baskir,Bill_Clinton
"Georgiana_Spencer,_Countess_Spencer","John_Spencer,_1st_Earl_Spencer"
Theresa_Lazar_Springmann,George_W._Bush
James_Richard_Cheek,Bill_Clinton
Eric_Tsang,Law_Kar-ying
An_Xuan,Ai_Xuan
"Sir_Watkin_Williams-Wynn,_10th_Baronet","Sir_Watkin_Williams-Wynn,_9th_Baronet"
List_of_The_Cleveland_Show_characters,Reagan_Gomez-Preston
Lewis_Powell_(conspirator),John_Wilkes_Booth
Richard_Ravitch,David_Paterson
Cicero_Price,"George_Spencer-Churchill,_8th_Duke_of_Marlborough"
"William_Cavendish-Bentinck,_7th_Duke_of_Portland","Ivy_Cavendish-Bentinck,_Duchess_of_Portland"
Barbara_Follett_(politician),Margaret_Hodge
Arun_Majumdar,Barack_Obama
Julia_Gillard,Simon_Crean
Tom_Coburn,James_Lankford
Judy_Garland,Mark_Herron
Edwin_H._Conger,Benjamin_Harrison
Ramil_Usubov,Ilham_Aliyev
Mel_Blanc,Daffy_Duck
Susan_Moody,"Mary,_Crown_Princess_of_Denmark"
S._I._Hayakawa,John_V._Tunney
"Thomas_Sackville,_1st_Earl_of_Dorset",Elizabeth_I_of_England
Harriet_Hemings,John_Hemings
John_McKeithen,Edwin_Edwards
Melissa_McDermott,Mika_Brzezinski
"James_E._Allen,_Jr.",Richard_Nixon
Nancy_Walker_Bush_Ellis,Dorothy_Walker_Bush
Ola_Thommessen,Anne_Thommessen
Frank_S._Black,Theodore_Roosevelt
Nikitas_Kaklamanis,Dora_Bakoyannis
Mari_Hulman_George,Tony_Hulman
Julio_César_Turbay_Ayala,Gabriel_París_Gordillo
Karol_Stanisław_Radziwiłł_(1669–1719),Katarzyna_Sobieska
Eliphalet_Lockwood_(deacon),Matthew_Gregory_(deacon)
Stevens_Thomson_Mason_(Virginia),James_Monroe
Antonio_Sabàto_Jr.,Virginia_Madsen
Gabby_Eigenmann,Geoff_Eigenmann
August_Anheuser_Busch_Sr.,Adolphus_Busch
Wang_Yeping,Zhuo_Lin
Charles_A._Wickliffe,Manlius_Valerius_Thomson
Thomas_Betts,John_Belding
Ronald_Reagan,Howard_Keel
Konstantin_Chernenko,Anna_Chernenko
Tony_Blinken,Barack_Obama
Joseph_P._Kennedy_Sr.,Robert_Worth_Bingham
William_J._Bell,John_F._Smith
Ted_Stevens,Robert_P._Griffin
Romy_Schneider,Alain_Delon
Luis_Muñoz_Marín,Roberto_Sánchez_Vilella
Marietta_Peabody_Tree,Endicott_Peabody
Katara_(Avatar:_The_Last_Airbender),Aang
William_Scranton,Daniel_Patrick_Moynihan
Liu_Shaoqi,Soong_Ching-ling
Phyllis_J._Hamilton,Bill_Clinton
Patrick_Fitzgerald,George_W._Bush
Kathleen_Sebelius,K._Gary_Sebelius
Gloria_Macapagal_Arroyo,Roberto_Puno
Sherrod_Brown,Bob_Taft
Michelle_Obama,Barack_Obama
Sulla,Lucius_Cornelius_Cinna
Jane_McDowell_Foster_Wiley,Stephen_Foster
Casey_Kasem,Jean_Kasem
Jeremy_Fogel,Bill_Clinton
Laidback_Luke,Avicii
Waytha_Moorthy_Ponnusamy,Najib_Razak
Wen_Jiabao,Li_Lanqing
Neil_Kinnock,Roy_Hattersley
Jacob_Walles,Barack_Obama
Nancy_Reagan,Gloria_Deukmejian
"Elizabeth_Seymour,_Lady_Cromwell","John_Paulet,_2nd_Marquess_of_Winchester"
Tina_Kaidanow,Barack_Obama
Robert_G._Ingersoll,Lew_Wallace
Charles_Crombie,Charles_George_Arbuthnot
Winston_Bryant,Bill_Clinton
Ted_Kennedy,Jim_Jeffords
"Mary_Wilson,_Baroness_Wilson_of_Rievaulx","Audrey_Callaghan,_Baroness_Callaghan_of_Cardiff"
John_Egerton_(bishop),Henry_Egerton
Irwin_Steingut,Irving_Ives
Thomas_Kwok,Walter_Kwok
Rose_Mofford,Fife_Symington
Liz_Whitney_Tippett,John_Hay_Whitney
John_L._Mitchell,Joseph_V._Quarles
Arthur_MacArthur_Sr.,Coles_Bashford
Henry_Clay,Philip_Pendleton_Barbour
James_H._%22Jim%22_Brown,W._Fox_McKeithen
Loi_Ejercito,Joseph_Estrada
Lloyd_Axworthy,Pierre_Trudeau
Naim_Frashëri,Sami_Frashëri
Mark_Latham,Simon_Crean
Herbert_Hoover,William_F._Whiting
"George_Lascelles,_7th_Earl_of_Harewood","Princess_Margaret,_Countess_of_Snowdon"
Choice_B._Randell,Morris_Sheppard
Grover_Cleveland,Chester_A._Arthur
Charles_T._Cross,Jimmy_Carter
William_S._Burroughs,Genesis_P-Orridge
James_Earp,Newton_Earp
Alice_Rivlin,Bill_Clinton
Reginald_C._Lindsay,Bill_Clinton
Giorgio_van_Straten,Michael_John_Fles
Gough_Whitlam,Bert_Lazzarini
Calvin_Coolidge,Frank_B._Kellogg
Ruth_Carter_Stapleton,Gloria_Carter_Spann
Mark_Antony,Augustus
Arthur_D._Ganong,James_H._Ganong
"George_Eustis,_Sr.",William_Eustis
"Charles_Spencer-Churchill,_9th_Duke_of_Marlborough",Arthur_Balfour
Abel_Smith_(1788–1859),Samuel_Smith_(1754–1834)
William_Henry_Hunt_(judge),William_Howard_Taft
Stephen_H._Glickman,Bill_Clinton
Birger_Jarl,Eric_XI_of_Sweden
David_Rockefeller,Willard_C._Butcher
Marta_Domingo,Plácido_Domingo_Ferrer
Jalal_Talabani,Nouri_al-Maliki
Gretchen_Corbett,Robin_Gammell
Grant_Mitchell_(politician),Laurence_Decore
John_Randolph_(politician),John_Holloway_(Virginia_politician)
"John_Trollope,_1st_Baron_Kesteven",Matthew_Talbot_Baines
Charles_Scribner_IV,Charles_Scribner_III
"Mabell_Ogilvy,_Countess_of_Airlie","Arthur_Gore,_5th_Earl_of_Arran"
Richard_N._Gardner,Jimmy_Carter
Adalberto_Jordan,Barack_Obama
Gregory_Howard_Woods,Barack_Obama
William_Clay_Ford_Jr.,Edsel_Ford
Ron_Dellums,Charles_Diggs
Franklin_D._Roosevelt,Harry_S._Truman
Martin_Van_Buren,Thomas_J._Oakley
Navarone_Garibaldi,Lisa_Marie_Presley
William_P._Fessenden,Robert_P._Dunlap
"Charles_Grey,_2nd_Earl_Grey",John_Courtenay_(1738–1816)
Barbara_Bush,Ronald_Reagan
"Richard_Ryder_(politician,_born_1766)","Robert_Jenkinson,_2nd_Earl_of_Liverpool"
William_F._Knowland,Robert_A._Taft
John_Sharp_(Texas_politician),Carole_Keeton_Strayhorn
Ricky_Van_Veen,Allison_Williams_(actress)
Ted_Mosby,Craig_Thomas_(screenwriter)
Mikhail_Artsybashev,Johann_Wolfgang_von_Goethe
Alfred_Newman_(composer),Emil_Newman
"James_Gascoyne-Cecil,_4th_Marquess_of_Salisbury",Arthur_Balfour
Roseanne_Conner,Roseanne_Barr
Giacomo_Leopardi,Arthur_Schopenhauer
Arpachshad,Shem
Thaddeus_H._Caraway,William_J._Driver
"Sir_Charles_Fergusson,_7th_Baronet","Archibald_Kennedy,_3rd_Marquess_of_Ailsa"
J._Howard_Marshall,Anna_Nicole_Smith
John_Young_(Hawaii),Kamehameha_I
Sheppard_Solomon,Britney_Spears
John_Foster_Dulles,Christian_Herter
Zbigniew_Brzezinski,Jimmy_Carter
List_of_Divergent_characters,Tony_Goldwyn
Nelson_W._Aldrich,Henry_B._Anthony
Susan_L._Carney,Barack_Obama
Gina_McCarthy,Barack_Obama
François_Lesieur_Desaulniers,Louis-Joseph_Papineau
John_W._Hulbert,Henry_Shaw_(Massachusetts)
C._B._Ratnayake,Mahinda_Rajapaksa
Paul_W._Grimm,Barack_Obama
Catelyn_Stark,Ned_Stark
Sid_Bass,Robert_Bass
Malcolm_R._Barnebey,Ronald_Reagan
Lucrezia_Landriani,Galeazzo_Maria_Sforza
Calvin_Coolidge,Samuel_W._McCall
Cory_Gardner,Michael_Bennet
Lalith_Kotelawala,Justin_Kotalawela
Jax_Teller,Tara_Knowles
John_Redmond,Richard_Power_(Parnellite_MP)
Véronique_Sanson,Michel_Berger
Balaji_Baji_Rao,Kashibai
Roy_Padilla_Sr.,Amado_Cortez
Hyman_G._Rickover,Jimmy_Carter
Havva_Mammadova,Ilham_Aliyev
John_Osborne_(politician),David_Brandt_(politician)
Peter_Douglas,Michael_Douglas
Nick_Clooney,Miguel_Ferrer
Andrew_Goodpaster,John_F._Kennedy
Alejandro_Végh_Villegas,Carlos_Végh_Garzón
Seán_Moylan,Éamon_de_Valera
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",John_Charles_Herries
John_McKeithen,Edwin_Edwards
Mark_Arnold-Forster,Matthew_Arnold
Hale_Boggs,Paul_H._Maloney
Abhishek_Bachchan,Amitabh_Bachchan
Nelson_W._Aldrich,Ambrose_Burnside
Yogi_Horton,Aretha_Franklin
Eleanor_%22Sis%22_Daley,Patrick_R._Daley
"Charles_Mordaunt,_3rd_Earl_of_Peterborough","Richard_Savage,_4th_Earl_Rivers"
Douglas_J._Bennet,William_Chace
George_F._Ward,Bill_Clinton
Michele_J._Sison,George_W._Bush
Robert_Hill_(Australian_politician),Richard_Alston_(politician)
Frank_Crean,Gough_Whitlam
Cesar_A._Perales,Andrew_Cuomo
"Charles_Paulet,_2nd_Duke_of_Bolton","William_Cowper,_1st_Earl_Cowper"
Anne_Lockhart_(actress),June_Lockhart
Pedro_Pablo_Kuczynski,Carlos_Ferrero
Daniel_O._Hastings,"Thomas_F._Bayard,_Jr."
Matthew_Brend,Nicholas_Brend
Doug_McKay_(public_servant),Jim_Scully_(public_servant)
Cecil_B._DeMille,Henry_Churchill_de_Mille
Lord_Charles_FitzRoy_(politician),"Frederick_Hervey,_2nd_Marquess_of_Bristol"
John_Verney_(judge),John_Willes_(judge)
David_G._Campbell,George_W._Bush
Sulla,Lucius_Cornelius_Cinna
Robert_Coldwell_Wood,Robert_C._Weaver
Anura_Kumara_Dissanayaka,Ranil_Wickremesinghe
Samuel_Curtis_Johnson_Jr.,Herbert_Fisk_Johnson_Jr.
"Andrés_Hurtado_de_Mendoza,_3rd_Marquis_of_Cañete",Melchor_Bravo_de_Saravia
Firoza_Begum_(singer),Kamal_Dasgupta
Wen_Jiabao,Hu_Yaobang
Cornelius_Newton_Bliss,Ethan_A._Hitchcock_(Interior)
Ruhollah_Khomeini,Mohammad-Reza_Mahdavi_Kani
Bohemond_II_of_Antioch,Roger_of_Salerno
"Benedict_Calvert,_4th_Baron_Baltimore","Charles_Calvert,_3rd_Baron_Baltimore"
David_M._Walker_(U.S._Comptroller_General),Bill_Clinton
Alec_Douglas-Home,Thomas_Scott_Dickson
Alanna_Masterson,Jordan_Masterson
Matthew_Marvin_Jr.,James_Olmsted
Joan_Abrahamson,George_H._W._Bush
Liz_Lemon,Julia_Louis-Dreyfus
Roberto_Gómez_Fernández,Chantal_Andere
William_Wirt_(Attorney_General),John_Quincy_Adams
Michael_Huemer,David_D._Friedman
Ulysses_S._Grant,James_William_Marshall
William_Bromley-Davenport_(British_Army_officer),"Edward_Stanley,_17th_Earl_of_Derby"
John_Clint_Williamson,George_W._Bush
Raj_Kapoor,Shammi_Kapoor
Céline_Cousteau,Jean-Michel_Cousteau
Clive_James,Philip_Larkin
Julissa,Luis_de_Llano_Macedo
Michael_Kerr_(judge),Matthew_Kneale
Leocadia_I._Zak,Barack_Obama
Cameron_Douglas,Eric_Douglas
Philippe_Garrel,Maurice_Garrel
Edris_Eckhardt,Louis_Comfort_Tiffany
Neil_Kinnock,Romano_Prodi
Oscar_Straus_(politician),Theodore_Roosevelt
Karunanidhi,V._R._Nedunchezhiyan
Julie_Cooper_(The_O.C.),Ryan_Atwood
Carl_Held,Sarah_Marshall_(British_actress)
José_Sarney,Aureliano_Chaves
Samuel_Blatchford,Andrew_Johnson
Ojetta_Rogeriee_Thompson,Barack_Obama
Dorothea_Jordan,Tate_Wilkinson
"Richard_Temple-Nugent-Brydges-Chandos-Grenville,_3rd_Duke_of_Buckingham_and_Chandos","Granville_Leveson-Gower,_2nd_Earl_Granville"
Parkash_Singh_Badal,Mahendra_Mohan_Choudhry
Warren_Allmand,Edmund_Tobin_Asselin
George_Randolph_Hearst_Jr.,William_Randolph_Hearst
Johnnie_B._Rawlinson,Bill_Clinton
John_W._Thomas,William_Borah
Lady_Pansy_Lamb,"Victor_Child_Villiers,_7th_Earl_of_Jersey"
Dan_Tangherlini,Barack_Obama
Maheish_Girri,Sandeep_Dikshit
Nawaz_Sharif,Benazir_Bhutto
Mohan_Kumaramangalam,M._Bhaktavatsalam
B._Lynn_Winmill,Bill_Clinton
Joseph-Adolphe_Chapleau,"Frederick_Stanley,_16th_Earl_of_Derby"
Edward_Joseph_McManus,John_F._Kennedy
John_F._Kennedy,Anthony_J._Celebrezze
James_Fox,Frederick_Lonsdale
"F._E._Smith,_1st_Earl_of_Birkenhead",George_V
Eleanor_Lansing_Dulles,Avery_Dulles
Mike_Keneally,Dweezil_Zappa
Nathaniel_Silsbee,Daniel_Webster
Michael_Ratney,Barack_Obama
Denver_S._Dickerson,John_Sparks_(Nevada_politician)
Jon_Cleary_(musician),Bonnie_Raitt
Rufus_King,John_Smith_(New_York_politician_born_1752)
"Charles_Paulet,_1st_Duke_of_Bolton",John_Hooke_(politician)
Michael_Henderson,Marvin_Gaye
Mary_Elsie_Moore,Brooke_Shields
Carine_Roitfeld,Emmanuelle_Alt
John_D._Rockefeller_III,Abby_Aldrich_Rockefeller
April_Glaspie,George_H._W._Bush
Xi_Zhongxun,Zhou_Rongxin
Ronald_Reagan,Nelle_Wilson_Reagan
Charles_Maurice_de_Talleyrand-Périgord,Jean-Baptiste_de_Nompère_de_Champagny
Damian_Marley,Stephen_Marley_(musician)
Peg_Yorkin,Bud_Yorkin
William_B._Calhoun,John_Quincy_Adams
Zalmay_Khalilzad,Cheryl_Benard
"Thomas_Boleyn,_1st_Earl_of_Wiltshire","Elizabeth_Boleyn,_Countess_of_Wiltshire"
Evil_Queen_(Disney),Lana_Parrilla
Alexander_Cassatt,Frank_Thomson
Mark_Gilbert,Barack_Obama
Wunna_Maung_Lwin,Aung_San_Suu_Kyi
Rip_Torn,Sissy_Spacek
Anna_Roosevelt_Halsted,Clarence_John_Boettiger
Matthew_Marvin_Jr.,Samuel_Hayes_(settler)
Augustus_Frederick_Warr,"Henry_de_Worms,_1st_Baron_Pirbright"
Richard_Briers,Ann_Davies_(actress)
Luis_Batlle_Berres,Matilde_Ibáñez_Tálice
Edward_L._Stanton_III,Barack_Obama
Özdemir_Sabancı,Sakıp_Sabancı
Robert_G._Ingersoll,William_Shakespeare
Lewis_B._Schwellenbach,Franklin_D._Roosevelt
Nicholas_Biddle_(banker),John_Quincy_Adams
Thomas_Gladstone,Philip_Charles_Durham
Adam,Eve
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury","Edward_Smith-Stanley,_14th_Earl_of_Derby"
Mary_Jolliffe,James_Alexander_Cowan
Earle_I._Mack,George_W._Bush
William_Ewart_Gladstone,William_Farnworth_Handley
Murrah_ibn_Ka'b,Ka'b_ibn_Lu'ayy
Antonia_Novello,George_H._W._Bush
Dawoud_Rajiha,Bashar_al-Assad
Andrew_Jackson,Rachel_Jackson
Lewis_F._Powell_Jr.,Richard_Nixon
Minyon_Moore,Bill_Clinton
Diosdado_Macapagal,Ferdinand_Marcos
Adelbert_Ames,John_Marshall_Stone
Malik_Mehr_un_Nisa_Afridi,Benazir_Bhutto
John_Adams_Dix,Abraham_Lincoln
Frank_Sobotka,Chris_Bauer
Jane_Garvey_(aviation_administrator),George_W._Bush
Billie_Mae_Richards,Bill_Richards_(musician)
Hannah_Milhous_Nixon,Tricia_Nixon_Cox
Kim_Sung-il_(general),Kim_Jong-il
Han_Suyin,Mao_Zedong
Jamsai_Silpa-archa,Banharn_Silpa-archa
Navin_Dissanayake,Ranil_Wickremesinghe
Rose_Kennedy,John_F._Fitzgerald
Gordon_MacRae,Sheila_MacRae
Penleigh_Boyd,David_Boyd_(artist)
Victoria_Kinoiki_Kekaulike,David_Kawānanakoa
"Charles_Paulet,_2nd_Duke_of_Bolton",Charles_II_of_England
Leto_II_Atreides,Ghanima_Atreides
Byron_Mallott,Dennis_Egan
"Edmund_Robertson,_1st_Baron_Lochee",Winston_Churchill
Frederic_Clay_Bartlett,Florence_Dibell_Bartlett
C._O._Simpkins_Sr.,Tommy_Armstrong_(American_politician)
James_L._Hodges,John_Quincy_Adams
Yoshitha_Rajapaksa,Mahinda_Rajapaksa
"Herbert_Samuel,_1st_Viscount_Samuel",Winston_Churchill
"Frederick_Stanley,_16th_Earl_of_Derby","Edward_Stanley,_15th_Earl_of_Derby"
Elaine_Kellett-Bowman,Stanley_Henig
Antonia_Handler_Chayes,Assistant_Secretary_of_the_Air_Force_(Manpower_&_Reserve_Affairs)
Tricia_Nixon_Cox,Julie_Nixon_Eisenhower
John_O._Brennan,Barack_Obama
John_Foster_Dulles,Dwight_D._Eisenhower
Christian_Lasson,Christian_Krohg
Duncan_Sandys,Alec_Douglas-Home
Sextus_Barbour,James_Barbour
Jane_Engelhard,Fritz_Mannheimer
Frank_H._Mayfield,Bob_Taft
"John_Spencer-Churchill,_11th_Duke_of_Marlborough","John_Spencer-Churchill,_10th_Duke_of_Marlborough"
Ri_Sol-ju,Kim_Jong-un
Thomas_Benedict_(II),James_Lockwood_(Connecticut_politician)
Thiagarajan,Peketi_Sivaram
Jeremy_Irons,Daniel_Day-Lewis
George_Green_Foster,Robert_Mackay
Willard_C._Butcher,David_Rockefeller
Katharine_Sergeant_Angell_White,Ernest_Angell
Maud_Chaworth,"Henry,_3rd_Earl_of_Lancaster"
Isabella_Linton,Emily_Brontë
Kim_Jong-nam,Kim_Jong-un
Stanley_Ho,Ho_Fook
Birger_Jarl,Matilda_of_Holstein
Fakhruddin_G._Ebrahim,Benazir_Bhutto
Omar_Ali_Saifuddien_III,Ahmad_Tajuddin
John_Verney_(judge),"Anthony_Duncombe,_1st_Baron_Feversham"
Chiril_Gaburici,Natalia_Gherman
Gideon_Granger,James_Madison
James_McCombs,Michael_Joseph_Savage
Tomicah_Tillemann,Hillary_Clinton
"William_Wellesley-Pole,_3rd_Earl_of_Mornington","Robert_Dundas,_2nd_Viscount_Melville"
Golden_Horn_(horse),Anthony_Oppenheimer
Bora_Laskin,Louis-Philippe_de_Grandpré
Sebetwane,Setlutlu
James_Pattison_(London_MP),Lionel_de_Rothschild
Charlotte_von_Rothschild,Lionel_de_Rothschild
Anita_Morris,Grover_Dale
Heusted_W._R._Hoyt,William_C._Street
Nadira_Babbar,Sajjad_Zaheer
Pandolfo_IV_Malatesta,Cesare_Borgia
William_Pember_Reeves,Maud_Pember_Reeves
Michael_Lohan_Jr.,Ali_Lohan
Martin_Hellberg,Yon_Tumarkin
Mark_Antony,Aulus_Hirtius
Rutherford_B._Hayes,Edward_Follansbee_Noyes
Ernest_Willard_Gibson,Porter_H._Dale
Samuel_Hanford,Samuel_Keeler
Diana_Quick,Bill_Nighy
Mamie_Eisenhower,Dwight_D._Eisenhower
"Henry_Pelham-Clinton,_5th_Duke_of_Newcastle","John_Ponsonby,_4th_Earl_of_Bessborough"
Jesse_Jackson,Richard_H._Stallings
Matthew_Marvin_Jr.,Andrew_Messenger
Joseph_E._Widener,Peter_Arrell_Brown_Widener
Tom_Luken,Ted_Berry
Henry_Potter_(judge),Thomas_Jefferson
Girija_Prasad_Koirala,Gyanendra_of_Nepal
Kaydean,Ky-Mani_Marley
Edith_Roosevelt,William_McKinley
Duncan_Sandys,Edward_Heath
Pranab_Mukherjee,R._Venkataraman
"Beilby_Lawley,_2nd_Baron_Wenlock","Richard_Monckton_Milnes,_1st_Baron_Houghton"
Frank_Sinatra,Ava_Gardner
Jacob_Marley,Charles_Dickens
Lester_B._Pearson,Louis_St._Laurent
Tom_Arnold_(literary_scholar),Matthew_Arnold
M._K._Alagiri,Srikant_Kumar_Jena
Pierre_Gemayel,Pierre_Amine_Gemayel
Soha_Ali_Khan,Kareena_Kapoor
John_Woodcock_(politician),Ed_Miliband
Jacqueline_Kennedy_Onassis,Janet_Lee_Bouvier
