Shobha_Mohan,Anu_Mohan
Lolo_Soetoro,Barack_Obama
Edmund_Hillary,Peter_Hillary
John_Barlow_(veterinary_scientist),John_Henry_Barlow
William_Reeves_(journalist),William_Pember_Reeves
Win_Aung,Thaung_Su_Nyein
Joseph_Stephen_Crane,Lana_Turner
Harvey_Cushing,Mary_Benedict_Cushing
Charles_Dickens,Walter_Landor_Dickens
James_Roosevelt_Roosevelt,Tadd_Roosevelt
Antal_Stašek,Ivan_Olbracht
Gretchen_Corbett,Winslow_Corbett
William_Hazlitt_(Unitarian_minister),William_Hazlitt
Faye_Kellerman,Jesse_Kellerman
Henry_Hobhouse_(author),Will_Hobhouse
James_H._Ganong,William_Francis_Ganong
Dorothy_Bridges,Beau_Bridges
Mahatma_Gandhi,Manilal_Gandhi
George_Mason,William_Mason_(1757–1818)
Qian_Kuan,Qian_Liu
Mahabali,Banasura
Sophia_Hawthorne,Julian_Hawthorne
Ulysses_S._Grant,Frederick_Dent_Grant
Mel_Karmazin,Craig_Karmazin
Charlie_Davao,Ricky_Davao
Spencer_Perceval,John_Thomas_Perceval
C._W._Post,Marjorie_Merriweather_Post
William_Dormer,Jane_Dormer
"Lauchlan_Maclean,_2nd_Laird_of_Brolas","Donald_Maclean,_3rd_Laird_of_Brolas"
Gough_Whitlam,Tony_Whitlam
Betty_Lou_Bredemus,Eric_Roberts
Béla_H._Bánáthy,Béla_A._Bánáthy
"John_Stuart,_3rd_Earl_of_Bute",Lady_Louisa_Stuart
Mary_Virginia_Terhune,Christine_Terhune_Herrick
Anna_Gmeyner,Eva_Ibbotson
Sila_María_Calderón,Sila_María_González_Calderón
Taylor_W._O'Hearn,Paul_A._Kennon
John_Bruce_Norton,Eardley_Norton
Xi_Jinping,Xi_Mingze
Leong_On-kei,Sabrina_Ho
William_Close,Glenn_Close
Olga_Masters,Chris_Masters_(writer)
Benito_Mussolini,Romano_Mussolini
Adi_Godrej,Nisa_Godrej
Jeffrey_Lyons,Ben_Lyons
Isaac_Roosevelt_(businessman),James_Roosevelt_I
Caitlyn_Jenner,Kylie_Jenner
Senzangakhona_kaJama,Mpande_kaSenzangakhona
George_Palmer_Putnam,George_Haven_Putnam
R._P._Goenka,Harsh_Goenka
Bert_Remsen,Kerry_Remsen
"George_Lascelles,_7th_Earl_of_Harewood","David_Lascelles,_8th_Earl_of_Harewood"
Roy_O._Disney,Roy_E._Disney
"Mary_Elphinstone,_Lady_Elphinstone",Margaret_Rhodes
Anthony_Lispenard_Bleecker,Anthony_Bleecker
Pierre_Trudeau,Justin_Trudeau
Ralph_Miliband,Ed_Miliband
Jean_Garcia,Jennica_Garcia
Emma_Minnie_Boyd,Penleigh_Boyd
Cyril_Cusack,Sorcha_Cusack
Anne_Cox_Chambers,James_Cox_Chambers
Chani,Ghanima_Atreides
Katia_Mann,Golo_Mann
Bryan_Lourd,Billie_Lourd
Mila_Mulroney,Caroline_Mulroney_Lapham
Leon_Yehuda_Recanati,Raphael_Recanati
Archibald_Baxter,James_K._Baxter
Marion_Barry,Marion_Christopher_Barry
Kailash_Chandra_Meher,Jayanta_Meher
Matthew_Marvin_Sr.,Matthew_Marvin_Jr.
Jeremiah_Watkins_Clapp,W._L._Clapp
"Patrick_J._Stapleton,_Jr.",Patrick_J._Stapleton_III
Charles_Haughey,Seán_Haughey
Amiri_Baraka,Ras_J._Baraka
Jon_Huntsman_Jr.,Abby_Huntsman
Tommy_Chong,Robbi_Chong
V._P._Raman,P._S._Raman
Bharathan,Sidharth_Bharathan
Kaderbad_Narasinga_Rao,Kaderbad_Ravindranath
James_Guy_(Australian_politician),Allan_Guy
Fernand_Choquette,Auguste_Choquette
Susan_L._Tepper,Arielle_Tepper_Madover
Bhrigu,Chyavana
Cuba_Gooding_Sr.,Cuba_Gooding_Jr.
John_Seward_Johnson_I,Jamie_Johnson_(filmmaker)
María_Lorenza_Barreneche,Ricardo_Alfonsín
George_Estregan,Gherome_Ejercito
"William_Slim,_1st_Viscount_Slim","John_Slim,_2nd_Viscount_Slim"
Moran_family,Jason_Moran
Betty_Ford,Susan_Ford
Hiram_Maxim,Hiram_Percy_Maxim
Lucy_Mancini,Vincent_Corleone
Antonio_Stradivari,Omobono_Stradivari
Frederick_Trump,John_G._Trump
Stephen_Gyllenhaal,Maggie_Gyllenhaal
Ludwig_von_Westphalen,Edgar_von_Westphalen
William_Stevenson_(athlete),Helen_Stevenson_Meyner
Edward_Everett,William_Everett
Emmanuel_Agassi,Andre_Agassi
Milton_Wright_(bishop),Katharine_Wright
Louis_Fles,George_Fles
Lorna_Tolentino,Renz_Fernandez
"John_Savage,_2nd_Earl_Rivers","Thomas_Savage,_3rd_Earl_Rivers"
Stanley_Lupino,Ida_Lupino
"Henry_Dundas,_1st_Viscount_Melville","Robert_Dundas,_2nd_Viscount_Melville"
Oakes_Ames,Oakes_Angier_Ames
August_Belmont,Raymond_Rodgers_Belmont
"Antony_Armstrong-Jones,_1st_Earl_of_Snowdon","David_Armstrong-Jones,_Viscount_Linley"
Sayyid_Shamsullah_Qadri,Sayyid_Ahmedullah_Qadri
Joe_Ricketts,Pete_Ricketts
"Wenefryde_Scott,_10th_Countess_of_Dysart","Katherine_Grant,_12th_Countess_of_Dysart"
Tom_Hughes_(Australian_politician),Lucy_Turnbull
Elyse_Knox,Kelly_Harmon
Jacob_Lindley,Daniel_Lindley
Lee_J._Cobb,Julie_Cobb
Nancy_Reagan,Patti_Davis
Linda_Harrison_(actress),Dean_Zanuck
Milton_Joseph_Cunningham,William_Tharp_Cunningham
Christina_de_Valognes,Sir_William_Maule
Thomas_John_Barnardo,Syrie_Maugham
Pamela_Chopra,Uday_Chopra
Lazarus_Joseph,Jacob_Joseph
Robert_Chambers_(publisher_born_1802),Robert_Chambers_(publisher_born_1832)
Lenore_Romney,G._Scott_Romney
Brynne_Chandler,Mallory_Reaves
Gwynne_Shipman,Nina_Shipman
K._V._Vijayendra_Prasad,S._S._Rajamouli
Josiah_Ogden_Hoffman,Charles_Fenno_Hoffman
James_McBride_(politician),George_W._McBride
Nathan_Petrelli,Claire_Bennet
"Edmund_Roche,_5th_Baron_Fermoy","Maurice_Roche,_6th_Baron_Fermoy"
William_R._Rivkin,Charles_Rivkin
Chester_C._Bolton,Oliver_P._Bolton
Sinéad_Cusack,Max_Irons
Maureen_Watt,Stuart_Donaldson_(Scottish_politician)
"Ivy_Cavendish-Bentinck,_Duchess_of_Portland",Lady_Anne_Cavendish-Bentinck
Henry_de_Jouvenel,Bertrand_de_Jouvenel
Archibald_Thomas_Pechey,Fanny_Cradock
Richard_Basset,William_Basset
William_Trickett_Smith,William_Trickett_Smith_II
Richard_Lawson_(actor),Bianca_Lawson
Ola_Thommessen,Rolf_Thommessen
Kingsley_Amis,Sally_Amis
Dan_Duncan,Dannine_Avara
Mariel_Hemingway,Dree_Hemingway
Sun_Fo,Nora_Sun
Lionel_Richie,Nicole_Richie
Dénes_Pázmándy_(1781–1854),Dénes_Pázmándy_(1816–1856)
Bertolt_Brecht,Barbara_Brecht-Schall
Cleveland_Abbe,"Cleveland_Abbe,_Jr."
William_Byrd_III,Charles_Willing_Byrd
Isidore_Proulx,Edmond_Proulx
Purushottama_Lal,Ananda_Lal
Frederick_Mansfield,Walter_R._Mansfield
Giuseppe_De'Longhi,Fabio_De'Longhi
Thomas_Hinde,Thomas_S._Hinde
Fos_Williams,Jenny_Williams_(sportsperson)
John_Vernou_Bouvier_III,Jacqueline_Kennedy_Onassis
Ellen_Horn,Emilie_Stoesen_Christensen
Frances_Adeline_Seward,Augustus_Henry_Seward
Sumner_Redstone,Shari_Redstone
Frank_A._Barrett,James_Emmett_Barrett
Peter_Hall_(director),Edward_Hall_(director)
Drew_Bundini_Brown,Ruth_Brown
Erik_Bergman_(Lutheran_minister),Ingmar_Bergman
Dharmendra,Esha_Deol
Heinz_Bauer_(publisher),Yvonne_Bauer
"William_Horsley_Orrick,_Jr.",William_H._Orrick_III
Javed_Siddiqui,Sameer_Siddiqui
Robert_Barbers,Robert_%22Ace%22_Barbers
Ivan_Yuvachev,Daniil_Kharms
Richard_J._Daley,William_M._Daley
Sabu_Dastagir,Paul_Sabu
Cecilia_Caballero_Blanco,Alfonso_López_Caballero
Dennis_Waterman,Hannah_Waterman
William_Wilde,Willie_Wilde
Michael_Mates,James_Mates
"Michael_Beaumont,_22nd_Seigneur_of_Sark","Christopher_Beaumont,_23rd_Seigneur_of_Sark"
Rosa_María_Bianchi,José_María_de_Tavira
Mills_E._Godwin_Jr.,Becky_Godwin
Senzangakhona_kaJama,Dingane_kaSenzangakhona
Rudolf_Hess,Wolf_Rüdiger_Hess
Morgan_Stanislaus_Grace,William_Russell_Grace
Zainab_bint_Muhammad,Umamah_bint_Zainab
Presidency_of_Rodrigo_Duterte,Paolo_Duterte
Kim_Jong-il,Kim_Yo-jong
Peter_Wintonick,Mira_Burt-Wintonick
Rick_Wakeman,Oliver_Wakeman
"Frances_Anne_Spencer-Churchill,_Duchess_of_Marlborough",Lord_Randolph_Churchill
Allan_Massie,Alex_Massie_(journalist)
Oona_O'Neill,Victoria_Chaplin
Sven_O._Høiby,"Mette-Marit,_Crown_Princess_of_Norway"
William_Scranton,William_Scranton_III
Kaikeyi,Bharata_(Ramayana)
"Harriet_Leveson-Gower,_Countess_Granville","Granville_Leveson-Gower,_2nd_Earl_Granville"
Shahid_Nadeem,Savera_Nadeem
Richard_Cheatham,Boyd_M._Cheatham
Sheikh_Hasina,Sajeeb_Wazed
"Charles_W._Engelhard,_Jr.",Sally_E._Pingree
Mark_Antony,Antonia_(daughter_of_Mark_Antony)
"Louisa_Hamilton,_Duchess_of_Abercorn","James_Hamilton,_2nd_Duke_of_Abercorn"
Raúl_Castro,Mariela_Castro
Harvey_Putnam,James_O._Putnam
"Peregrine_Cavendish,_12th_Duke_of_Devonshire","William_Cavendish,_Earl_of_Burlington"
Braj_Kachru,Shamit_Kachru
Ossip_Klarwein,Mati_Klarwein
Hasan_al-Askari,Muhammad_al-Mahdi
"Rupert_Guinness,_2nd_Earl_of_Iveagh",Lady_Brigid_Guinness
John_Vernou_Bouvier_III,Lee_Radziwill
Sitting_Bull,Crow_Foot
Isaac_Parsons_(American_military_officer),Isaac_Parsons_(Virginia_politician)
Abel_Seyler_the_Younger,Georg_Seyler
Sheila_MacRae,Meredith_MacRae
"William_Byron,_3rd_Baron_Byron","Richard_Byron,_2nd_Baron_Byron"
Ann_Beach,Lisa_Coleman_(actress)
Jacob_F._Schoellkopf,Henry_Schoellkopf
William_Worsley,"Katharine,_Duchess_of_Kent"
Loretta_Anne_Rogers,Edward_Rogers_III
Jack_Watling,Dilys_Watling
Robert_Sanderson_McCormick,Robert_R._McCormick
Malcolm_X,Ilyasah_Shabazz
Stephen_Lewis,Avi_Lewis
Walter_Mondale,Eleanor_Mondale
Jayne_Mansfield,Jayne_Marie_Mansfield
Yang_Changji,Yang_Kaihui
Guru_Arjan,Guru_Hargobind
"Hugo_Black,_Jr.",Hugo_Black_III
Sayyid_Ajjal_Shams_al-Din_Omar,Nasr_al-Din_(Yunnan)
Martha_Jefferson_Randolph,Thomas_Jefferson_Randolph
Warren_A._Bechtel,Kenneth_K._Bechtel
Michele_Dotrice,Peter_Woodward
Marvin_Pierce,Scott_Pierce
Mark_Henig,Stanley_Henig
Abdul_Razak_Hussein,Najib_Razak
John_Parke_Custis,Martha_Parke_Custis_Peter
Alfie_Byrne,Patrick_Byrne_(Irish_politician)
Barbara_Siggers_Franklin,Aretha_Franklin
E._H._Harriman,W._Averell_Harriman
Nancy_Lee_Bass,Edward_Bass
"Katherine_Villiers,_Duchess_of_Buckingham","George_Villiers,_2nd_Duke_of_Buckingham"
"Frederick_North,_Lord_North","Frederick_North,_5th_Earl_of_Guilford"
Walter_Reed,Walter_L._Reed
Bias_Bernhoft,Unni_Bernhoft
William_S._Peck_Sr.,William_S._Peck_Jr.
Jay_Sekulow,Jordan_Sekulow
Sergey_Aksakov,Ivan_Aksakov
John_Brice_Jr.,John_Brice_III
Martin_Balsam,Talia_Balsam
"Alfredo_d'Escragnolle_Taunay,_Viscount_of_Taunay",Afonso_d'Escragnolle_Taunay
Michael_Bruxner,Tim_Bruxner
Ruhollah_Khomeini,Mostafa_Khomeini
Cynthia_Lennon,Julian_Lennon
Mario_Cuomo,Chris_Cuomo
Max_Reinhardt,Wolfgang_Reinhardt_(producer)
Dnyaneshwar_Agashe,Ashutosh_Agashe
Anthony_Minghella,Max_Minghella
Christoffel_Brand,Johannes_Brand
Xi_Zhongxun,Xi_Jinping
Debesh_Bhattacharya,Debapriya_Bhattacharya
"William_Paget,_1st_Baron_Paget",Edward_Paget
Anthony_Eisley,David_Glen_Eisley
William_Penn,"William_Penn,_Jr."
Itzhak_Bentov,Sharona_Ben-Tov_Muir
Mohammed_Burhanuddin,Mufaddal_Saifuddin
D._L._Hawkins,Micah_Sanders
David_Lloyd_George,"Richard_Lloyd_George,_2nd_Earl_Lloyd-George_of_Dwyfor"
Carrie_Fisher,Billie_Lourd
Mamie_Eisenhower,John_Eisenhower
Robert_Alda,Alan_Alda
A._K._Fazlul_Huq,A._K._Faezul_Huq
Paul_Anka,Amanda_Anka
Ahmed_Juffali,Walid_Juffali
"Anne_Isabella_Byron,_Baroness_Byron",Ada_Lovelace
Bess_Truman,Margaret_Truman
Anny_Duperey,Sara_Giraudeau
Henry_Beveridge,William_Beveridge
Catherine_Dickens,Mary_Dickens
John_Minson,Lawrie_Minson
Eddie_Stobart,William_Stobart
Aristotle_Onassis,John_F._Kennedy_Jr.
Jerzy_Stuhr,Maciej_Stuhr
Meyer_Guggenheim,Daniel_Guggenheim
Vanessa_Bell,Angelica_Garnett
Richard_Davalos,Elyssa_Davalos
Arthur_Watts_(illustrator),Margaret_Furse
Abigail_Campbell_Kawānanakoa,Abigail_Kapiolani_Kawānanakoa
Amos_Bronson_Alcott,Elizabeth_Sewall_Alcott
Walter_Pagel,Bernard_Pagel
Doug_Holyday,Stephen_Holyday
Erik_Benzelius_the_Elder,Jakob_Benzelius
Milward_L._Simpson,Alan_K._Simpson
John_Betjeman,Candida_Lycett_Green
Leonard_Lewisohn_(philanthropist),Alice_Lewisohn
Jorge_Mas_Canosa,Jorge_Mas
Abdul_Taib_Mahmud,Sulaiman_Abdul_Rahman_Taib
Zafar_Hussain_Mirza,Zulfiqar_Mirza
Michael_Redgrave,Corin_Redgrave
Harry_Diamond_(engineer),Zelda_Fichandler
William_Rogers_Coe,William_Robertson_Coe_II
Frank_Fertitta_Jr.,Frank_Fertitta_III
Carol_Schmidt,Alexander_Schmidt_(politician)
Hashim_ibn_Abd_Manaf,Abdul-Muttalib
"Louisa_Hamilton,_Duchess_of_Abercorn","Albertha_Spencer-Churchill,_Duchess_of_Marlborough"
Charles_Lindbergh,Jon_Lindbergh
Frank_Zappa,Moon_Zappa
Bing_Crosby,Lindsay_Crosby
"James_Scott,_1st_Duke_of_Monmouth","James_Scott,_Earl_of_Dalkeith"
Franklin_Graham,Will_Graham_(evangelist)
Mary_Brooks,John_Peavey
Elizabeth_Jarvis_Colt,Caldwell_Hart_Colt
Muna_Wassef,Ammar_Abdulhamid
Samuel_W._Johnson,James_Johnson_(railway_engineer)
Greg_Morris,Iona_Morris
Richard_de_Luci,Godfrey_de_Luci
Ferdinand_E._Kuhn,Oliver_Kuhn
Harvey_Fields,T._T._Fields
"Francis_Fane,_1st_Earl_of_Westmorland",George_Fane
Maria_Montez,Tina_Aumont
Rosemarie_Gil,Cherie_Gil
Mari_Hulman_George,Tony_George
Samuel_Sachs,Walter_E._Sachs
Rose_Kennedy,John_F._Kennedy
Frank_Altschul,Arthur_Altschul
Gloria_Guinness,Dolores_Guinness
Bjørnstjerne_Bjørnson,Bjørn_Bjørnson
Moshe_Feinstein,Reuven_Feinstein
Jonas_Howe,Jonas_H._Howe
Honey_Irani,Farhan_Akhtar
Thilakan,Shammi_Thilakan
"Carr_Collins,_Sr.",James_M._Collins
T._P._Madhavan,Raja_Krishna_Menon
Robert_F._Kennedy,Rory_Kennedy
Shah_Nawaz_Bhutto,Zulfikar_Ali_Bhutto
Forrest_Mars_Sr.,Forrest_Mars_Jr.
Honey_Irani,Zoya_Akhtar
Edward_Baines_(1774–1848),Thomas_Baines_(journalist)
Maggie_Smith,Toby_Stephens
William_Thorne_Buckland,John_Channing_Buckland
David_Eccles_(businessman),George_S._Eccles
Leigh_Taylor-Young,Patrick_O'Neal_(sportscaster)
The_Mother_(How_I_Met_Your_Mother),David_Henrie
Sumitra,Shatrughna
Robert_Wood_Johnson_I,John_Seward_Johnson_I
Joseph-Octave_Arsenault,Joseph-Félix_Arsenault
Letitia_Stevenson,Lewis_Stevenson_(politician)
Ahmed_Muhtar_Pasha,Mahmud_Muhtar_Pasha
Abiah_Darby,Abraham_Darby_III
"Lavinia_Spencer,_Countess_Spencer",Ignatius_Spencer
Anka_Muhlstein,Stéphane_Dujarric
Bijoya_Ray,Sandip_Ray
John_H._Addams,Jane_Addams
Slobodan_Penezić,Relja_Penezic
Jackie_Chan,Jaycee_Chan
Jack_Palance,Holly_Palance
John_Bigger,Samuel_Bigger
Augustus_Brandegee,Frank_B._Brandegee
Shaheen_Khan,Alam_Khan
Yang_Ye,Yang_Yanzhao
Murasoli_Maran,Dayanidhi_Maran
Nicolás_Maduro,Nicolás_Maduro_Guerra
Emine_Erdoğan,Ahmet_Burak_Erdoğan
Ron_Cephas_Jones,Jasmine_Cephas_Jones
Harrington_Emerson,Louise_Emerson_Ronnebeck
Grigori_Rasputin,Maria_Rasputin
Michele_Ferrero,Giovanni_Ferrero
César_Gaviria,Simón_Gaviria_Muñoz
Glen_Corbett,Christopher_Holden
Sissy_Spacek,Schuyler_Fisk
Howard_F._Ahmanson_Sr.,Howard_Ahmanson_Jr.
Weston_Adams_(diplomat),Julian_Adams
Samuel_Wilbore,"Samuel_Wilbur,_Jr."
"Charles_Paulet,_2nd_Duke_of_Bolton","John_Mordaunt,_Viscount_Mordaunt"
April_Margera,Bam_Margera
"Sir_Charles_Fergusson,_7th_Baronet","Bernard_Fergusson,_Baron_Ballantrae"
Helen_Giuliani,Rudy_Giuliani
Frederick_Attenborough,David_Attenborough
Virochana,Mahabali
Raj_Kapoor,Ritu_Nanda
Lucas_Sullivant,William_Starling_Sullivant
Santu_Mukhopadhyay,Swastika_Mukherjee
Luis_Carlos_Galán,Juan_Manuel_Galán_Pachón
Daniel_Coit_Gilman,Elisabeth_Gilman
Taina_Elg,Raoul_Björkenheim
Garry_Marshall,Scott_Marshall_(director)
"Matilda_of_Chester,_Countess_of_Huntingdon","John_of_Scotland,_Earl_of_Huntingdon"
Hiram_Bingham_III,Jonathan_Brewster_Bingham
Eric_Hobsbawm,Andy_Hobsbawm
Naseem_Banu,Saira_Banu
Portus_Baxter,Jedediah_Hyde_Baxter
Henry_Mildred,Henry_Hay_Mildred
Ivan_Franko,Petro_Franko
Oscar_Wilde,Vyvyan_Holland
Nicolas_Sarkozy,Jean_Sarkozy
Warren_Cowan,Claudia_Cowan
Powhatan_(Native_American_leader),Pocahontas
Barbara_Henrickson,Nicolette_Grant
Paul_Atreides,Leto_II_Atreides
"Eugène_Schneider,_II",Charles_Schneider_(businessman)
Adolphe_Clément-Bayard,Albert_Clément
Henry_Morgenthau_III,Kramer_Morgenthau
Cornelius_Vanderbilt_II,Gladys_Vanderbilt_Széchenyi
Leonard_Lewisohn_(philanthropist),Irene_Lewisohn
Ralph_Norman_Bauer,Carl_W._Bauer
Gladys_Mills_Phipps,Ogden_Phipps
Stephen_Stanley_Parker,Stephen_Henry_Parker
Daniel_James_(businessman),Daniel_Willis_James
Jack_Reagan,Neil_Reagan
Inukai_Tsuyoshi,Takeru_Inukai
Michel_Besnier,Emmanuel_Besnier
Lisbet_Palme,Joakim_Palme
Younes_Nazarian,Sam_Nazarian
Robert_Fleming_(financier),Valentine_Fleming
Henry_B._Payne,Nathan_P._Payne
John_Percival_Postgate,Raymond_Postgate
Domingo_Tamargo,Margarita_Tamargo-Sanchez
Rohese_of_Monmouth,"Walter_de_Lacy,_Lord_of_Meath"
Morgan_Mason,James_Duke_Mason
Charlotte_von_Rothschild,"Nathan_Rothschild,_1st_Baron_Rothschild"
Bernard_Dowiyogo,Valdon_Dowiyogo
Imelda_Marcos,Imee_Marcos
Ian_Balding,Clare_Balding
Shakuni,Uluka
Julien_Green,Éric_Jourdan
Charles_Dickens,Henry_Fielding_Dickens
"David_Montagu,_4th_Baron_Swaythling","Charles_Montagu,_5th_Baron_Swaythling"
Guy_Ecker,Jon-Michael_Ecker
George_Haven_Putnam,Palmer_Cosslett_Putnam
"Charles_Paulet,_2nd_Duke_of_Bolton","Charles_Powlett,_3rd_Duke_of_Bolton"
George_Herbert_Walker,"George_Herbert_Walker,_Jr."
Edward_Highmore,Freddie_Highmore
Walter_Maule,Henry_Maule
Géza_Révész_(psychologist),Judith_Révész
Mahmudun_Nabi,Samina_Chowdhury
Nikollë_Bojaxhiu,Mother_Teresa
Luis_Alberto_Lacalle,Luis_Alberto_Lacalle_Pou
Googie_Withers,Joanna_McCallum
"Mildmay_Fane,_2nd_Earl_of_Westmorland",Lady_Mary_Fane
Thomas_Harrison_Montgomery,James_Alan_Montgomery
Pilar_Bardem,Javier_Bardem
Ismail_Pasha_al-Azm,As'ad_Pasha_al-Azm
Catherine_Gladstone,William_Henry_Gladstone
Paul_Atreides,Ghanima_Atreides
Abubakar_Olusola_Saraki,Bukola_Saraki
Enmebaragesi,Aga_of_Kish
Tom_Gries,Jon_Gries
John_Randolph_(politician),John_Randolph_(loyalist)
Darryl_F._Zanuck,Richard_D._Zanuck
Jack_Suchet,David_Suchet
Charles_Robert_Sherman,Hoyt_Sherman
Birgit_Rausing,Kirsten_Rausing
Aleksandr_Solzhenitsyn,Ignat_Solzhenitsyn
Lady_Elizabeth_Murray,"George_Finch-Hatton,_10th_Earl_of_Winchilsea"
Min_Swe,Thein_Swe
Robert_Clarke,Cam_Clarke
Robert_Stout,Thomas_Duncan_MacGregor_Stout
Christine_Terhune_Herrick,Horace_Terhune_Herrick
W._T._Cosgrave,Liam_Cosgrave
Dora_Bakoyannis,Kostas_Bakoyannis
Pru_Goward,Kate_Fischer
Frank_P._Bennett,"Frank_P._Bennett,_Jr."
Idries_Shah,Saira_Shah
Roger_Wolcott_(Connecticut),Oliver_Wolcott
Silvio_Berlusconi,Pier_Silvio_Berlusconi
Izzy_Asper,Leonard_Asper
Armando_Hart,Celia_Hart
David_Belden_Lyman,Rufus_Anderson_Lyman
Sulla,Cornelia_(daughter_of_Sulla)
Beth_Holloway,Disappearance_of_Natalee_Holloway
Kirsten_Cohen,Ryan_Atwood
Homer_Edwin_Young,Ed_Young_(pastor)
Shamshi-Adad_V,Adad-nirari_III
Gopichand_Hinduja,Dheeraj_Hinduja
Harald_Astrup_(born_1831),Eivind_Astrup
Charles_von_Hügel,Anatole_von_Hügel
Jaquelin_H._Hume,George_H._Hume
V._V._Whittington,Walter_O._Bigby
Peter_Davison,Georgia_Moffett
Leonard_Shoen,Mark_Shoen
Louis_Stokes,Lori_Stokes
Jenny_Hu,Terence_Yin
Rafael_Spinola,Magdalena_Spínola
Sheree_Winton,Dale_Winton
Olave_Baden-Powell,Betty_Clay
Cynthia_Hedge-Morrell,Jean-Paul_Morrell
William_Frank_Buckley_Sr.,James_L._Buckley
Howard_Smith_(director),Cass_Calder_Smith
Herbert_Marcus,Stanley_Marcus
John_Scott_(representative),George_Washington_Scott
Edwin_Hatch,Evelyn_Hatch
Pat_Brown,Kathleen_Brown
Richard_Melancthon_Hurd,Clement_Hurd
Daniel_Wildenstein,Alec_N._Wildenstein
John_Kooiker,Sam_Kooiker
Henry_Hobhouse_(author),Janet_Hobhouse
Jay_Gould,George_Jay_Gould_I
John_Henry_Wright,Austin_Tappan_Wright
Jack_Ah_Kit,Ngaree_Ah_Kit
Stewart_Udall,Tom_Udall
"Frederick_Calvert,_6th_Baron_Baltimore",Henry_Harford
Marcus_Raskin,Jamie_Raskin
George_Valentine_McInerney,Ralph_McInerney
Patty_Duke,Mackenzie_Astin
Thomas_Christie_(Canadian_politician),"Thomas_Christie,_Jr."
"Barbara_Palmer,_1st_Duchess_of_Cleveland","George_FitzRoy,_1st_Duke_of_Northumberland"
Wolfgang_Reitherman,Bruce_Reitherman
Sufia_Kamal,Sultana_Kamal
Donald_Sinden,Jeremy_Sinden
Joe_Ricketts,Todd_Ricketts
Helen_Hay_Whitney,Joan_Whitney_Payson
Peter_Lindgren_(actor),Monica_Nielsen
Stephen_Oliver_(bishop),Simon_Oliver_(priest)
Francis_Ford_Coppola,Gian-Carlo_Coppola
John_Platt_(settler),Samuel_Kellogg
Samudrala_Raghavacharya,Samudrala_Ramanujacharya
Kathleen_Merrell_White,Robert_Barney_Dallenbach
Francis_Bland,Henry_Bland_(public_servant)
Michael_Flanders,Stephanie_Flanders
Fiona_Dickson,Ben_Castle
Sivakumar,Karthi
Henry_Morgenthau_Jr.,Robert_M._Morgenthau
Maud_Chaworth,Joan_of_Lancaster
Ronald_Reagan,Ron_Reagan
Adel_Abdel_Bari,Abdel-Majed_Abdel_Bary
Patrick_Cudahy,John_Cudahy
Ernest_Winch,Harold_Edward_Winch
J._Burton_Angelle,Scott_Angelle
Mikołaj_%22the_Black%22_Radziwiłł,Krystyna_Radziwiłł
Steve_Biko,Hlumelo_Biko
Mohan_V._Raman,Vidyullekha_Raman
Susanna_Wesley,Mehetabel_Wesley_Wright
Sylvia_Llewelyn_Davies,Nicholas_Llewelyn_Davies
Godtfred_Kirk_Christiansen,Kjeld_Kirk_Kristiansen
Foster_V._Brown,Joseph_Edgar_Brown
Lennart_Ekdal,Albin_Ekdal
Izzy_Asper,Gail_Asper
Daniel_Samper_Pizano,Daniel_Samper_Ospina
Richard_Boone_Cheatham,Kitty_Cheatham
Javed_Akhtar,Farhan_Akhtar
Laura_Ingalls_Wilder,Rose_Wilder_Lane
Carl_Roth_II,Carl_Reinhold_Roth
Yanagihara_Naruko,Emperor_Taishō
Jacques_Cousteau,Jean-Michel_Cousteau
Kern_Alexander,F._King_Alexander
Will_Smith,Willow_Smith
Momofuku_Ando,Koki_Ando
Chiang_Ching-kuo,Chiang_Hsiao-chang
Barbara_Cox_Anthony,James_C._Kennedy
Glenda_Jackson,Dan_Hodges
C._P._Ramaswami_Iyer,C._R._Pattabhiraman
Kirsten_Cohen,Sandy_Cohen
Seetha_(actress),P._S._Keerthana
Frederick_S._Coolidge,Marcus_A._Coolidge
William_Harrison_Rice,Anna_Rice_Cooke
William_Pike_Hall_Sr.,Pike_Hall_Jr.
John_Walsh_(television_host),Murder_of_Adam_Walsh
Nao_Takasugi,Tricia_Takasugi
Peter_Hall_(director),Christopher_Hall_(producer)
James_H._Laughlin,James_Laughlin
Mustafa_Ruhi_Efendi,Hayrullah_Fişek
Norman_Mitchell,Christopher_Mitchell_(actor)
Tlacaelel,Tlilpotoncatzin
Fujiwara_no_Otomuro,Emperor_Saga
Chang_Chi-yun,Chang_Jen-Hu
Vasundhara_Devi,Vyjayanthimala
Peter_Sellers,Michael_Sellers_(actor)
Maria_Louisa_Bustill,Paul_Robeson
Mayer_Amschel_de_Rothschild,"Hannah_Primrose,_Countess_of_Rosebery"
Susan_Buffett,Susan_Alice_Buffett
Marta_Suplicy,Supla
Sir_Richard_Pole,"Ursula_Pole,_Baroness_Stafford"
John_Steinbeck,John_Steinbeck_IV
Ašmu-nikal,Tudhaliya_II
Edith_Roosevelt,Archibald_Roosevelt
George_Huntington_Hartford,George_Ludlum_Hartford
Princess_Leia,Kylo_Ren
Roman_Vetulani,Kazimierz_Vetulani
Gwyneth_Dunwoody,Tamsin_Dunwoody
