1989_(Ryan_Adams_album),Ryan_Adams
Hedda_(film),Peter_Eyre
Port_of_Shadows,Pierre_Mac_Orlan
Gaiking,Go_Nagai
The_Wiz_Live!,Matthew_Diamond
Shady_Deal_at_Sunny_Acres,Leslie_H._Martinson
Kung_Fu_Cult_Master,Jin_Yong
Flood_Tide_(novel),Dirk_Pitt
I'll_Let_You_Know_When_I_Get_There,Dawn_Prestwich
Tales_of_Frankenstein,Anton_Diffring
Ryōmaden,Tetsuya_Takeda
The_Protectors,Tony_Barwick
Footloose_(soundtrack),Jim_Steinman
Bailey's_Comets,Joe_Ruby
Star_Trek_Continues,Gene_Roddenberry
Piss_Factory,Patti_Smith
Nero_Wolfe_(1982_radio_series),Rex_Stout
Studio_4_(TV_series),James_MacTaggart
To_Be_or_Not_to_Be_(The_Hitler_Rap),Mel_Brooks
Max_Dugan_Returns,Neil_Simon
Robot_(Doctor_Who),Barry_Letts
Extraordinary_Popular_Delusions_and_the_Madness_of_Crowds,Nostradamus
Loitering_with_Intent_(film),Adam_Rapp
Travels_with_My_Aunt_(film),Graham_Greene
Karin_Daughter_of_Ingmar,Selma_Lagerlöf
Tokumei_Sentai_Go-Busters_the_Movie:_Protect_the_Tokyo_Enetower!,Yasuko_Kobayashi
Gotita_de_gente,Liliana_Abud
All_Ashore,Blake_Edwards
Love's_Christmas_Journey,Ryan_Wynott
Skor-Sten_i_den_tidlösa_tiden,Anders_Jacobsson_and_Sören_Olsson
The_Messenger_Boy,Percy_Greenbank
Hirak_Rajar_Deshe,Satyajit_Ray
The_Brain_Leeches,Fred_Olen_Ray
Don's_Party__Don's_Party__1,David_Williamson
Divine_Retribution_(TV_series),Wai_Ka-fai
H.P._Lovecraft's:_Necronomicon,Kazunori_Itō
Anything_Goes_(1936_film),Howard_Lindsay
The_Howling:_Reborn,Gary_Brandner
The_Loss_of_a_Teardrop_Diamond,Tennessee_Williams
Six_Feet_Under_(TV_series),Alan_Ball_(screenwriter)
Amityville_4:_The_Evil_Escapes,Jane_Wyatt
The_Constant_Woman,Eugene_O'Neill
Beauty_No._1,Andy_Warhol
"Lt._Robin_Crusoe,_U.S.N.",Daniel_Defoe
Miss_1917,Otto_Harbach
The_Anatomy_Of,Nikki_Sixx
"It_Was_a_Short_Summer,_Charlie_Brown",Charles_M._Schulz
Serpent_Crest,Paul_Magrs
Days_in_the_Country,Raúl_Ruiz_(director)
Hungry_Heart,Bruce_Springsteen
Six_Weeks,David_Seltzer
It_(miniseries),Stephen_King
Concerto_(The_Avengers),Terrance_Dicks
Rebecca_(1940_film),Alfred_Hitchcock
Somewhere_Over_the_Rainbow_(album),Willie_Nelson
First_Men_in_the_Moon_(1964_film),Nigel_Kneale
The_Red-Light_Sting,Harold_Gould
Ancillary_Sword,Adjoa_Andoh
A_Christmas_Carol_(Shower_of_Stars),Maxwell_Anderson
Girl_Happy,Harvey_Bullock_(writer)
They_Came_to_Rob_Las_Vegas,Jo_Eisinger
Hearts_in_Atlantis_(film),Stephen_King
Garfield_Gets_a_Life,Jim_Davis_(cartoonist)
Manhattan_(film),Woody_Allen
Switch_(TV_series),Glen_A._Larson
Conan_the_Adventurer_(animated_series),Robert_E._Howard
City_of_Glass_(comics),Paul_Auster
The_Tall_Man_(TV_series),Tay_Garnett
Shaktimaan,Surendra_Pal
50_Cent:_The_New_Breed,50_Cent
The_Users_(1978_film),Carrie_Nye
Cat_on_a_Hot_Tin_Roof_(1984_film),Tennessee_Williams
Workforce_(Star_Trek:_Voyager),Bryan_Fuller
Moon_in_Taurus,Steff_Gruber
The_Passionate_Thief_(film),Alberto_Moravia
Madea's_Big_Happy_Family_(film),Tyler_Perry
Terry_Pratchett's_The_Colour_of_Magic,Terry_Pratchett
Gears_of_War_3,Karen_Traviss
Girl_Crazy_(1943_film),Guy_Bolton
Lifeboat_(film),John_Steinbeck
The_Quality_of_Mercy_(Babylon_5),J._Michael_Straczynski
Brooklyn_Bridge_(TV_series),Armin_Shimerman
Empty_Glass,Pete_Townshend
Something_Big_(film),James_Lee_Barrett
Roll_Me_Up_and_Smoke_Me_When_I_Die,Willie_Nelson
Crash_Canyon,Jennifer_Irwin
"Button,_Button_(The_Twilight_Zone)",Richard_Matheson
Alias_Smith_and_Jones,Roy_Huggins
Star_Trek:_The_Motion_Picture,Alan_Dean_Foster
Michael_Strogoff_(1944_film),Jules_Verne
Capitol_(TV_series),Rory_Calhoun
Unfinished_Sky,Peter_Duncan_(director)
Only_the_Loot_Can_Make_Me_Happy,R._Kelly
Nightside_(film),Stephen_J._Cannell
Loose_(Nelly_Furtado_album),Robert_Christgau
The_Revelations_of_Becka_Paulson,Stephen_King
Jennifer_Slept_Here,Ann_Jillian
Vi_hade_i_alla_fall_tur_med_vädret,Tobias_Swärd
Trapped_in_the_Closet_Chapters_1–12,R._Kelly
The_Tourist_(2010_film),Steven_Berkoff
Confide_in_Me,Kylie_Minogue
Great_Catherine_(film),Hugh_Leonard
Why_Don't_You_Want_My_Love%3F,La_Toya_Jackson
Read_'Em_and_Weep,Jim_Steinman
The_Hound_of_the_Baskervilles_(1932_film),Arthur_Conan_Doyle
The_Raven_(1935_film),Edgar_Allan_Poe
The_Stand_(comics),Stephen_King
Psychos_(TV_series),John_McKay_(director)
Season_of_Glass,Yoko_Ono
The_Kreutzer_Sonata_(1911_film),Leo_Tolstoy
Swami_Vivekananda_statue,Swami_Vivekananda
Clear_(visual_novel),Yukiwo
Silas_Marner,William_Blackwood
Andaman_Kadhali,Sivaji_Ganesan
The_Bengali_Night,Mircea_Eliade
Top_Gear_(series_23),Brian_Cox_(physicist)
Clear_History,Greg_Mottola
9_Standards_(Quartet)_1993,Oscar_Hammerstein_II
Madea's_Family_Reunion,Tyler_Perry
Paris_(1994_TV_series),Arthur_Mathews_(writer)
A_Boy_Named_Charlie_Brown,Charles_M._Schulz
Dead_On:_The_Life_and_Cinema_of_George_A._Romero,Stephen_King
The_Devil_and_Miss_Jones,Norman_Krasna
Kickin'_It,Marc_Warren_(TV_producer)
Attack_of_the_Graske,Russell_T_Davies
Brendan's_Death_Song,Anthony_Kiedis
Serpico_(TV_series),Paul_Stanley_(director)
Shakedown:_Return_of_the_Sontarans,Terrance_Dicks
Voice_from_the_Grave,John_Terlesky
The_Country_of_the_Blind,C._S._Lewis
Spectre_(1977_film),Gene_Roddenberry
There_Is_Nothing_Like_a_Dame,Oscar_Hammerstein_II
Bullets_over_Broadway,Harvey_Fierstein
Sherlock_Holmes_and_the_Deadly_Necklace,Arthur_Conan_Doyle
They_Do_It_with_Mirrors,Robert_A._Heinlein
Bug_Out,Everett_Greenbaum
The_Best_Laid_Plans_(TV_series),Jodi_Balfour
Generationwhy,Maya_Angelou
Master_of_None,Aziz_Ansari
"Just_You_and_Me,_Kid",George_Burns
The_Borrowers_(1997_film),Mary_Norton_(author)
Bluey_(TV_series),Lucky_Grills
'Allo_'Allo!,Vicki_Michelle
No_Time_to_Marry,Paul_Gallico
Silversun,Mandy_Smith
Soap_(TV_series),Dinah_Manoff
Tattingers,Tom_Fontana
Weeds_(TV_series),Indigo_(actress)
List_of_The_Tonight_Show_with_Jay_Leno_episodes_(2010),Mitt_Romney
Odorono,Pete_Townshend
We're_No_Angels_(1989_film),David_Mamet
Cosmo_Warrior_Zero,Leiji_Matsumoto
Filming_The_Trial,Orson_Welles
Modern_Romance_(film),Albert_Brooks
"Frankenstein,_or_The_Vampire's_Victim",Meyer_Lutz
Starflight:_The_Plane_That_Couldn't_Land,Ray_Milland
Angels_of_Sin,Jean_Giraudoux
Breakfast_at_Tiffany's_(musical),Truman_Capote
Watch_the_Throne,Leslie_Bricusse
Live_on_Ten_Legs,John_Lydon
List_of_The_Late_Late_Show_with_James_Corden_episodes_(2015),Eric_Idle
The_Vampire_Who_Admires_Me,Wong_Jing
Jimmy_Durante's_Way_of_Life...,Betty_Comden
For_Your_Consideration_(film),Christopher_Guest
Amy's_Choice_(Doctor_Who),Simon_Nye
Women's_Murder_Club_(TV_series),James_Patterson
It's_Been_a_Bad_Week,Steve_Punt
The_Lateness_of_the_Hour,Rod_Serling
Mi_primer_amor,Mimí_Bechelani
Once_in_a_Lifetime_(1994_film),Danielle_Steel
Folksy_Nina,Nina_Simone
Canada_98,Farley_Mowat
This_Wheel's_on_Fire,Bob_Dylan
Blue_Moon_(1934_song),Lorenz_Hart
Annihilator_(film),Frank_Mazzola
25_Minutes_to_Go,Shel_Silverstein
Bring_Back_Birdie,Lee_Adams
Eaten_Alive_(album),Michael_Jackson
Bait_(1950_film),Peter_Curran_(director)
What's_Up_(TV_series),Lee_Soo-hyuk
The_Assistant_(1998_film),Bernard_Malamud
Who'll_Stop_the_Rain,Robert_Stone_(novelist)
Touché_and_Go,Chuck_Jones
The_Stand_(miniseries),Stephen_King
The_Hound_of_the_Baskervilles_(1978_film),Arthur_Conan_Doyle
Music_of_Little_Busters!,Jun_Maeda
Zack_and_Miri_Make_a_Porno,Kevin_Smith
The_Four_Skulls_of_Jonathan_Drake,Orville_H._Hampton
My_Girl_(2005_TV_series),Lee_Da-hae
The_Night_They_Saved_Christmas,Art_Carney
Brand_X_with_Russell_Brand,Slash_(musician)
I_Corrupt_All_Cops,Wong_Jing
Fire_and_Filigree,Otto_Harbach
The_Academy_in_Peril,Robert_Christgau
Father_Ted,Arthur_Mathews_(writer)
The_Deep_(unfinished_film),Orson_Welles
The_Haunted_Mouse,Michael_Maltese
Caravans_(1978_film),James_A._Michener
The_Unicorn_and_the_Wasp,Russell_T_Davies
The_Prodigal_Son_(1923_film),Hall_Caine
The_Knowledge_(film),Mick_Ford
"Good_Morning,_World",Joby_Baker
Strip_Search_(film),Paul_Chihara
The_Twilight_Zone_(1959_TV_series),Rod_Serling
Getting_By,Marc_Warren_(TV_producer)
The_Awakening_Land,Hal_Holbrook
The_High_End_of_Low,Marilyn_Manson
Five_Gates_to_Hell,James_Clavell
Fire_and_Ice_(1983_film),Gerry_Conway
The_Elevator_(The_Twilight_Zone),Ray_Bradbury
Alligator_Pie,Frank_Newfeld
Unfinished_Sky,Peter_Duncan_(director)
Trust_the_Saint,Simon_Templar
The_Quick_Draw_McGraw_Show,William_Hanna
The_Rats_of_Tobruk_(1944_film),George_Wallace_(Australian_comedian)
Sgt_–_Save_My_Boy!,David_Croft_(TV_producer)
Tales_of_the_Zombie,Marv_Wolfman
A_Young_Doctor's_Notebook_(TV_series),Kenton_Allen
Women_&_Men_2,Suzanne_Vega
The_Monkey_King:_Quest_for_the_Sutra,Dicky_Cheung
Anyone_Lived_in_a_Pretty_How_Town_(film),George_Lucas
Take_Cover_(album),Andrew_Lloyd_Webber
Speechless_(Alicia_Keys_song),Alicia_Keys
Ivanhoe_(1982_film),Sam_Neill
Girlfriend_(Alicia_Keys_song),Alicia_Keys
Building_Hope,Willie_Nelson
The_Day_of_the_Doctor,Steven_Moffat
Mr._Merlin,Jonathan_Prince
The_Night_Flier_(film),Stephen_King
Hoppity_Hooper,Chris_Hayward
Where's_Wally%3F:_The_Animated_Series,Martin_Handford
An_Inconvenient_Tax,Noam_Chomsky
The_Tartars,Orson_Welles
Lost_Signs,Adama_Niane
Secretprojectrevolution,Madonna_(entertainer)
Babel_(film),Guillermo_Arriaga
Under_the_Dome_(TV_series),Stephen_King
Where_the_Red_Fern_Grows_(1974_film),Wilson_Rawls
The_Green_Man_(TV_serial),Nicky_Henson
Ishq_Ki_Inteha,Sarwat_Gilani
Monty_Python_Live_at_Aspen,Michael_Palin
Under_the_Dome_(TV_series),Stephen_King
The_Adventures_of_Sherlock_Holmes_(film),Arthur_Conan_Doyle
A_Fairly_Odd_Christmas,Tony_Cox_(actor)
New_Moon_(1930_film),Oscar_Hammerstein_II
Spotlight_(Madonna_song),Madonna_(entertainer)
Dead_End_(1937_film),Lillian_Hellman
Thou_Swell,Lorenz_Hart
Icon_(film),Patrick_Bergin
Standing_on_a_Beach,Robert_Christgau
Victoria_Cross_Heroes,Kenneth_Cranham
Erik_the_Viking,Neil_Innes
Alien_Nation:_Body_and_Soul,Terri_Treas
Kapurush,Satyajit_Ray
Munro_(film),Jules_Feiffer
In_Memoriam_(film),José_Luis_Borau
The_Range_Rider,Walter_Greene
The_Lady_of_Death,Robert_Louis_Stevenson
Candy_Girl_(album),Robert_Christgau
Head_(Julian_Cope_song),Julian_Cope
The_Dead_Zone_(TV_series),Stephen_King
Monkey_Trousers,Alex_Lowe
"It's_the_Great_Pumpkin,_Charlie_Brown",Bill_Melendez
Fumoon,Osamu_Tezuka
The_Watcher_in_the_Woods,Brian_Clemens
Trapped_in_the_Closet:_Chapters_23–33,R._Kelly
The_Big_Bang_Theory,Sara_Gilbert
Darling_Lili,Blake_Edwards
The_Strange_Case_of_the_End_of_Civilization_as_We_Know_It,Connie_Booth
A_Gentleman_of_Leisure_(1915_film),P._G._Wodehouse
The_Lost_Worlds_of_Planet_Earth,Neil_deGrasse_Tyson
The_Super_Powers_Team:_Galactic_Guardians,Paul_Vitello
Trucks_(film),Stephen_King
"Wake,_Rattle,_and_Roll",Michael_Tavera
20th_Century_Blues_(Marianne_Faithfull_album),Bertolt_Brecht
Pinoy_Boyband_Superstar,Simon_Cowell
Hyena_Road,Paul_Gross
Kurt_Vonnegut's_Monkey_House,Kurt_Vonnegut
Dinosaurs_on_a_Spaceship,Steven_Moffat
Goopy_Gyne_Bagha_Byne_(film_series),Satyajit_Ray
Jefferson's_Tree_of_Liberty,Woody_Guthrie
Kung_Fu:_The_Next_Generation,Brianne_Murphy
Complaints_and_Grievances,George_Carlin
Grim_&_Evil,Grey_DeLisle
Kabuto-O_Beetle,Go_Nagai
Are_You_Dave_Gorman%3F__The_Dave_Gorman_Collection__1,Dave_Gorman
Let_My_Love_Open_the_Door,Pete_Townshend
Reaper_Man,Victor_Gollancz
Knights_of_the_Desert_(film),Emilio_Salgari
Family_Reunion_(film),Lucy_Jarvis_(producer)
Tom_Goes_to_the_Mayor,Bob_Odenkirk
The_Accidental_Husband,Sam_Shepard
AKA_the_Rugged_Child,RZA
A_Christmas_Carol_(1960_film),Charles_Dickens
List_of_Late_Night_with_Seth_Meyers_episodes_(2014),Stephen_King
Veep_(TV_series),Tony_Roche_(writer)
The_Adventures_of_Twizzle,Gerry_Anderson
Intimate_and_Live_(album),Kylie_Minogue
Zoot_Suit_Riot_(album),Alan_Jay_Lerner
The_Human_Operators,Harlan_Ellison
Kaizoku_Sentai_Gokaiger,Shotaro_Ishinomori
Loved_Ones_(album),Ira_Gershwin
Pro-Wres_no_Hoshi_Aztecaser,Go_Nagai
Beautiful_Minds_(documentary_series),Richard_Dawkins
Brideshead_Revisited_(film),Andrew_Davies_(writer)
Kiss_Unplugged,Ace_Frehley
Boy_Meets_World,Michael_Jacobs
Honey's_Money,John_W._Dunn_(animator)
Vampires_vs._Zombies,Sheridan_Le_Fanu
List_of_Late_Night_with_Seth_Meyers_episodes_(2016),Michelle_Obama
DC_Showcase:_The_Spectre,Alan_Burnett
Have_a_Little_Talk_with_Myself_(album),John_Lennon
Alanna:_The_First_Adventure,David_Wiesner
Scary_Movie_3,George_Carlin
The_Client_List,Eric_Laneuville
Alice_in_Wonderland_(1985_film),Stephen_Deutsch
Poison_Ivy:_The_Secret_Society,Greg_Evigan
Collected_Stories_for_Children,Robin_Jacques
Thazhvaram,M._T._Vasudevan_Nair
Jehovahkill,Julian_Cope
The_Revelations_of_Becka_Paulson,Stephen_King
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1983),Bill_Cosby
Halal_(film),Chinmay_Mandlekar
Hoboken_Hollow,C._Thomas_Howell
Queen_Christina_(film),Ben_Hecht
Take_Care_of_Amelia,Georges_Feydeau
Oklahoma!_(1999_film),Oscar_Hammerstein_II
The_Persuaders!,David_Greene_(director)
Elvis_Presley_and_America,Brian_Eno
Pumping_(My_Heart),Patti_Smith
Killing_Lincoln_(film),Tony_Scott
Henderson's_Boys,Robert_Muchamore
Dororon_Enma-kun__tv_series__1,Go_Nagai
As_Time_Goes_By_(Bobby_Vinton_and_George_Burns_album),Tim_Rice
Are_We_Changing_Planet_Earth%3F,David_Attenborough
The_Englishman's_Boy__The_Englishman's_Boy__1,R._H._Thomson
A_Christmas_Carol_(musical),Charles_Dickens
The_Deadly_Attachment,David_Croft_(TV_producer)
Do-Re-Mi,Oscar_Hammerstein_II
Diamonds_(musical),Gerard_Alessandrini
Nils_Karlsson_Pyssling,Astrid_Lindgren
Teflon_Don_(album),Kanye_West
Sherlock_Holmes_(2013_TV_series),Arthur_Conan_Doyle
Thriller_(U.S._TV_series),Robert_Bloch
Slacker_Uprising,Michael_Moore
Khaspush,Raffi_(novelist)
One_Rainy_Afternoon,Preston_Sturges
Dirty_Diana,Michael_Jackson
Pagliacci_(1936_film),Bertolt_Brecht
Piel_de_otoño,Eric_Vonn
Hit_&_Stay,Noam_Chomsky
White_Rose_(film),Mór_Jókai
"Good_Luck_Charlie,_It's_Christmas!",Jason_Dolley
Bade_Achhe_Lagte_Hain,Sakshi_Tanwar
The_Guns_of_Will_Sonnett,Jud_Taylor
Nightmares_and_Geezenstacks,Hieronymus_Bosch
The_Meerkats,Alexander_McCall_Smith
Vessel_of_Wrath,W._Somerset_Maugham
The_Merv_Griffin_Show_(Seinfeld),Jim_Fowler
Aparajito,Satyajit_Ray
Run_Run_Run_(Tokio_Hotel_song),Kelly_Clarkson
The_Gift_(The_Sarah_Jane_Adventures),Gary_Russell
Freakazoid!,Paul_Rugg
William_Shatner's_Gonzo_Ballet,William_Shatner
Verdades_Secretas,Agatha_Moreira
In_God_We_Tru$t,John_Morris_(composer)
Red_vs._Blue,Shannon_McCormick
"Rip,_Sew_and_Stitch",Moe_Howard
Cat_on_a_Hot_Tin_Roof_(1958_film),Tennessee_Williams
Salt_Water_Tabby,William_Hanna
The_Chicken_Song,Rob_Grant
Apple_of_Sodom_(song),Marilyn_Manson
Liberian_Girl,Michael_Jackson
Masked_and_Anonymous,Bob_Dylan
Too_Many_Girls_(musical),Lorenz_Hart
Nadie_dijo_nada,Raúl_Ruiz_(director)
Okkupert,Jo_Nesbø
Don_Dracula__tv_series__1,Osamu_Tezuka
House_of_Lies,Don_Cheadle
None_but_the_Lonely_Heart_(film),Clifford_Odets
Tormenta_de_pasiones,Caridad_Bravo_Adams
Destination_Moon_(film),Robert_A._Heinlein
Thirty-Day_Princess,Preston_Sturges
Primortals,Isaac_Asimov
G.I._Joe:_The_Movie,Buzz_Dixon
Silent_Tongue,Sam_Shepard
Classic_Country_Music:_A_Smithsonian_Collection,Dolly_Parton
Grojband,Dwayne_Hill
Black_Saddle,Boris_Sagal
Molloy_album),Tony_Martin_(comedian)
SpongeBob_SquarePants_vs._The_Big_One,Paul_Tibbitt
Buddy_in_Africa,Ben_Hardaway
Time_Bandits,Michael_Palin
The_Very_Best_of_Travis_Tritt,Steve_Earle
Martian_Gothic:_Unification,Stephen_Marley_(writer)
PhoneShop,Martin_Trenaman
The_Ice_Palace_(1987_film),Tarjei_Vesaas
I_Wanna_Be_Where_You_Are,Michael_Jackson
Hearts_in_Atlantis_(film),Stephen_King
The_Cricket_on_the_Hearth_(1909_film),Charles_Dickens
Witness_to_Yesterday,Adolf_Hitler
The_Rise_and_Fall_of_Charlie_Parker,Dorothy_Fields
Stealth_(film),Sam_Shepard
We're_No_Bad_Guys,Wong_Jing
The_Golden_Girls_(season_1),Barry_Fanaro
Tacky_(song),%22Weird_Al%22_Yankovic
Autumn_Leaves_(1945_song),Bob_Dylan
Who_Is_Harry_Kellerman_and_Why_Is_He_Saying_Those_Terrible_Things_About_Me%3F,Herb_Gardner
Nancherrow,Susan_Hampshire
The_Shining_(miniseries),Stephen_King
Super_Friends:_The_Legendary_Super_Powers_Show,E._Nelson_Bridwell
Revolting_People,Paul_Mayhew-Archer
Southern_Comfort_(1981_film),Ry_Cooder
Tennessee_Tuxedo_and_His_Tales,Allen_Swift
Blackadder_II,Richard_Curtis
Moby_Dick_(1956_film),Ray_Bradbury
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1987),Steve_Martin
A_Christmas_Carol_(1960_film),Charles_Dickens
Blue_Smoke_(album),Maurice_Gibb
The_Loop_(U.S._TV_series),Bret_Harrison
Listen_Against,Jon_Holmes
Hercules_(miniseries),Leelee_Sobieski
Creepshow,Stephen_King
Brief_Encounter_(1974_film),Alan_Bridges
Seven_Deadly_Sins_(miniseries),Martin_Armiger
Renegade_of_Kregen,Michael_Whelan
March_of_the_Dinosaurs,Stephen_Fry
Soursweet,Ian_McEwan
"Hello_Sister,_Goodbye_Life",Lacey_Chabert
Who_Wants_to_Be_a_Millionaire%3F_(Australian_game_show),Vincent_van_Gogh
Quadrophenia_(film),Pete_Townshend
Jana_Aranya,Satyajit_Ray
He_Knows_You're_Alone,Don_Scardino
The_Tarnished_Angels,William_Faulkner
Chess_with_the_Doomsday_Machine,Paul_Sprachman
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1966),Woody_Allen
Ultravox!_(album),Brian_Eno
Kull_the_Conqueror,Harvey_Fierstein
Bop_Gun_(Homicide:_Life_on_the_Street),David_Simon
Wise_Blood_(film),Flannery_O'Connor
A_Raisin_in_the_Sun_(1961_film),Lorraine_Hansberry
Inside_Amy_Schumer,Amy_Schumer
Scenes_of_a_Sexual_Nature,Catherine_Tate
Housesitter,Steve_Martin
In_the_Land_of_Don_Quixote,Orson_Welles
A_Colbert_Christmas:_The_Greatest_Gift_of_All!,Jim_Hoskinson
Bram_Stoker's_Legend_of_the_Mummy,Bram_Stoker
Alcoa_Theatre,Robert_Ellis_Miller
The_Continent_(film),Han_Han
The_Day_of_the_Troll,David_Tennant
The_Secret_Life_of_the_American_Teenager,Molly_Ringwald
Parvardigar_(Pete_Townshend_song),Pete_Townshend
The_Fall_Guy,Glen_A._Larson
The_Adventures_of_the_Thin_Man,Dashiell_Hammett
Witness_to_Yesterday,Sigmund_Freud
Dial_H,China_Miéville
1100_Bel_Air_Place,Brian_Wilson
Lake_of_Ladies,Colette
Spamalot,Neil_Innes
21_Questions,50_Cent
The_Passing_of_Mr._Quin,Agatha_Christie
Needle_in_the_Groove__Needle_in_the_Groove__1,Jeff_Noon
The_Vision_(film),Lee_Remick
Linus_the_Lionhearted,Carl_Reiner
Now_That's_What_I_Call_Music!_61_(UK_series),Kylie_Minogue
Sangue_Bom,Maria_Adelaide_Amaral
Gates_of_Eden_(song),Bob_Dylan
Thomas_&_Friends:_The_Great_Race,Rob_Rackstraw
Dexter_(season_4),Melissa_Rosenberg
Linehaul,Tony_Morphett
The_Dress_(1961_film),Hans_Christian_Andersen
Moondog_Matinee,Bob_Dylan
"Ed,_Edd_n_Eddy",Erin_Fitzgerald
Return_of_the_Crimson_Guard,Steve_Stone_(artist)
Terry_Pratchett's_Going_Postal,Terry_Pratchett
Courthouse_(TV_series),Jesús_Salvador_Treviño
Muñeca_Brava,Norberto_Díaz
In_Case_of_Adversity,Georges_Simenon
Heavy_Rotation_(song),Yasushi_Akimoto
Not_Only..._But_Also,Dick_Clement
Murder_Ahoy!,Agatha_Christie
The_Signalman_(film),Charles_Dickens
Scribner's_Magazine,Ernest_Hemingway
Space_Opera_(1996_anthology),Anne_McCaffrey
Issaq,Dhaval_Gada
L'Homme_du_large,Honoré_de_Balzac
Ironwood_(comics),Bill_Willingham
Royal_Variety_Show_(Only_Fools_and_Horses),John_Sullivan_(writer)
The_Temptation_of_Sarah_Jane_Smith,Gareth_Roberts_(writer)
"Ed,_Edd_n_Eddy",Kathleen_Barr
I_Dream_Too_Much,Dorothy_Fields
Wyrms_(comics),Orson_Scott_Card
Mr._Denning_Drives_North,Alec_Coppel
Kamen_Rider_Amazon,Shotaro_Ishinomori
Mrs._Pammi_Pyarelal,Usha_Nadkarni
Ways_of_Seeing,René_Magritte
The_Dark_Tower_(2017_film),Stephen_King
The_Lucy–Desi_Comedy_Hour,Lucille_Ball
Wyrd_Sisters,William_Shakespeare
En_Aasai_Rasave,Sivaji_Ganesan
Een_Vreemde_Liefde,Tennessee_Williams
Dead_Babies_(film),Martin_Amis
The_Twilight_Zone_(1959_TV_series)_(season_4),Richard_Matheson
Pac-Man_and_the_Ghostly_Adventures,Erin_Mathews
You're_All_I_Need_to_Get_By,RZA
RiP!:_A_Remix_Manifesto,Cory_Doctorow
Two_Left_Feet_(film),John_Hopkins_(writer)
Peter_and_the_Magic_Egg,Romeo_Muller
The_Incorrigible_(film),George_Abbott
Harry_O,Barry_Crane
Don't_Drink_the_Water_(1994_film),Woody_Allen
L'Homme_du_large,Honoré_de_Balzac
Jeeves_and_Wooster,Stephen_Fry
The_Human_Jungle_(TV_series),Bill_MacIlwraith
Head_over_Heels_(1937_film),Fred_Thompson_(writer)
Legacy_(2013_film),Olivia_Grant_(actress_born_1983)
Sharpe's_Enemy_(TV_programme),Daragh_O'Malley
How_to_Live_Forever,Ray_Bradbury
Final_Yamato,Leiji_Matsumoto
A_Short_Film_About_John_Bolton,Neil_Gaiman
The_Luckiest_Girl_in_the_World,Herbert_Fields
Divorce_(TV_series),Tracy_Letts
ThunderCats_(1985_TV_series),Bob_McFadden
A_Swag_of_Aussie_Poetry,Thomas_Keneally
Guin_Saga,Naoyuki_Kato
The_Pickwick_Papers_(1985_film),Charles_Dickens
Heartless_(2009_film),Philip_Ridley
1959_(Patti_Smith_song),Patti_Smith
Star_Trek_Continues,Gene_Roddenberry
Rehearsal_for_Murder,Stephanie_Austin
Baker_Street_(musical),Marian_Grudeff
The_Secret_Adversary_(film),Agatha_Christie
The_Legend_of_Dick_and_Dom,Terry_Jones
Aapki_Antara,Zaynah_Vastani
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1985),Michael_Palin
JoJo's_Bizarre_Adventure:_Stardust_Crusaders,Yasuko_Kobayashi
Revolting_People,Jay_Tarses
Looking_for_Richard,William_Shakespeare
Right_to_Reply,Rory_McGrath
Yurikuma_Arashi,Akiko_Morishima
The_Desert_Song_(1943_film),Oscar_Hammerstein_II
The_Quarterback_(Music_from_the_TV_Series),Bob_Dylan
The_Dirtwater_Dynasty,Steve_Jacobs
The_Ice_Warriors,Brian_Hayles
Pippi_in_the_South_Seas_(film),Astrid_Lindgren
Two_(The_Twilight_Zone),Montgomery_Pittman
Zothique_(collection),George_Barr_(artist)
Cause_I_Sez_So,Robert_Christgau
Chandler_&_Co,Adrian_Lukis
All_Work_and_No_Pay,Donald_James
Super_Troopers,Steve_Lemme
Everybody_Loves_Raymond_(season_2),Lew_Schneider
Tomorrow_Night_(film),Louis_C.K.
Sherlock_Holmes_(1916_film),Arthur_Conan_Doyle
Outback_Bound,Andrew_Gottlieb
Getting_to_Know_You_(song),Oscar_Hammerstein_II
Miss_1917,Victor_Herbert
Jane_Eyre_(2006_miniseries),Georgie_Henley
Superman_On_Trial,Lorelei_King
Episode_2_(Ashes_to_Ashes_series_1),Ashley_Pharoah
"The_5,000_Fingers_of_Dr._T",Dr._Seuss
Hunter_(U.S._TV_series),Frank_Lupo
Introducing_the_Hardline_According_to_Terence_Trent_D'Arby,Robert_Christgau
A_River_Somewhere,Tom_Gleisner
If_Not_for_You__If_Not_for_You__1,George_Harrison
Apogee_of_Fear,Tracy_Hickman
ICarly_(season_3),Dan_Schneider_(TV_producer)
The_Brain_Leeches,Fred_Olen_Ray
The_Adventures_of_Teddy_Ruxpin,Jean_Chalopin
The_Wonderful_Ice_Cream_Suit,Ray_Bradbury
The_Luzhin_Defence,Vladimir_Nabokov
Knowing_Me_Knowing_You_with_Alan_Partridge_(TV_series),Steve_Coogan
Bells_Are_Ringing_(film),Adolph_Green
American_Vampire,Stephen_King
Your_Blue_Room,Brian_Eno
Shadow_Complex,Peter_David
Paws_and_Whiskers,Jacqueline_Wilson
