Lawrence_Saint,Rachel_Saint
Mahinda_Rajapaksa,Yoshitha_Rajapaksa
Helen_Herron_Taft,Helen_Taft_Manning
Elaine_Madsen,Michael_Madsen
"Elizabeth_Herbert,_Countess_of_Pembroke_and_Montgomery","George_Herbert,_11th_Earl_of_Pembroke"
Agnès_Sorel,Charlotte_de_Brézé
Mildred_Cooke,"William_Cecil,_1st_Baron_Burghley"
Dudu_of_Akkad,Shu-turul
Aled_Jones,Emilia_Jones
Samuel_Lightfoot_Flournoy_(West_Virginia_lawyer),Samuel_Lightfoot_Flournoy
Vibhandaka,Rishyasringa
Vlatko_Paskačić,Uglješa_Vlatković
Hughie_Green,Paula_Yates
Joseph_S._Frelinghuysen_Sr.,Joseph_S._Frelinghuysen_Jr.
Paul_Newman,Melissa_Newman
Lin_Jaldati,Jalda_Rebling
George_Randolph_Hearst_Jr.,George_Randolph_Hearst_III
John_Hennessy_Saul,Bernard_Francis_Saul
Kilab_ibn_Murrah,Qusai_ibn_Kilab
Anil_Shastri,Adarsh_Shastri
David_in_Islam,Solomon_in_Islam
Silvio_Berlusconi,Barbara_Berlusconi
Fyodor_Dostoyevsky,Lyubov_Dostoyevskaya
Randhir_Kapoor,Kareena_Kapoor
Jay_Sekulow,Jordan_Sekulow
Robert_Altman,Robert_Reed_Altman
Kwok_Tak-Seng,Raymond_Kwok
Edward_Roderick_Davies,Ann_Romney
"Georgiana_Spencer,_Countess_Spencer","George_Spencer,_2nd_Earl_Spencer"
Diana_Lynn,Dolly_Hall
Nelson_W._Aldrich,Lucy_Aldrich
Fredrikke_Waaler,Rolf_Waaler
Evelyn_Nesbit,Russell_William_Thaw
Joan_Larke,Thomas_Wynter
Steve_Lewis_(racing),Michael_James_Lewis
Dallas_Lore_Sharp,Waitstill_Sharp
"George_Hamilton-Gordon,_5th_Earl_of_Aberdeen","John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
Bhrigu,Chyavana
Irene_Tedrow,Enid_Kent
Kim_Sung-ae,Kim_Pyong-il
Khojaste_Bagherzadeh,Mojtaba_Khamenei
Kenny_Chadway,Ahmad_Chadway
Caitlin_Thomas,Aeronwy_Thomas
Maureen_Cusack,Niamh_Cusack
Nicolae_Ceaușescu,Zoia_Ceaușescu
Jared_(biblical_figure),Enoch_(ancestor_of_Noah)
Bill_Browder,Joshua_Browder
Lee_Huan,Diane_Lee
Tony_Benn,Hilary_Benn
Peter_Butterworth,Tyler_Butterworth
Clement_Attlee,"Martin_Attlee,_2nd_Earl_Attlee"
Bharatkumar_Raut,Om_Raut
Ethel_D._Jacobs,Louis_Wolfson
Thomas_Anthony_Thacher,Thomas_Thacher
Pierre_Dupuy_(diplomat),Michel_Dupuy
Sylvia_Llewelyn_Davies,George_Llewelyn_Davies
Stevens_Thomson_Mason_(Virginia),John_Thomson_Mason_(1787–1850)
Donald_Fisher,John_J._Fisher
Charles_Stewart_Mott,Stewart_Rawlings_Mott
Walter_Sisulu,Zwelakhe_Sisulu
John_Custis,Daniel_Parke_Custis
Nicholas_Porter_Earp,Newton_Earp
Imam_Baksh_Pahalwan,Bholu_Pahalwan
"Harold_Alexander,_1st_Earl_Alexander_of_Tunis","Shane_Alexander,_2nd_Earl_Alexander_of_Tunis"
Khan_Ataur_Rahman,Agun
Hakim_Syed_Karam_Husain,Hakim_Syed_Fazlur_Rahman
Edsel_Ford,Henry_Ford_II
Tashlultum,Rimush
Viktoria_Brezhneva,Galina_Brezhneva
Neptali_Gonzales,Neptali_Gonzales_II
"Thomas_Boleyn,_1st_Earl_of_Wiltshire",Mary_Boleyn
Frances_Shand_Kydd,Lady_Sarah_McCorquodale
Jean_Valjean,Cosette
Charles_Colson,Emily_Colson
Harlan_F._Stone,Marshall_Harvey_Stone
Freddie_Webb,Pinky_Webb
Sajjad_Zaheer,Nadira_Babbar
Major_Ridge,John_Ridge
Salvador_Escudero,Francis_Escudero
Donnchadh_of_Argyll,Eóghan_of_Argyll
Louis_Fles,Barthold_Fles
John_Kay_(flying_shuttle),Robert_Kay_(inventor)
Drupada,Shikhandi
Guru_Gobind_Singh,Jujhar_Singh
Lito_Legaspi,Kier_Legaspi
Paulene_Stone,Domino_Harvey
Yashodhara_Dasappa,Tulasidas_Dasappa
María_Luisa_Piraquive,Alexandra_Moreno_Piraquive
Oliver_Loving,James_C._Loving
Lincoln_Kilpatrick,Erik_Kilpatrick
Sonia_McMahon,Julian_McMahon
Linda_Christian,Romina_Power
Arthur_Livermore,Samuel_Livermore
Vladimir_Zhirinovsky,Igor_Lebedev_(politician)
Abram_Wolf_Edelman,Abram_M._Edelman
Peter_A._Peyser,Penny_Peyser
Mohamed_Hadid,Gigi_Hadid
Umar_al-Zaydani,Zahir_al-Umar
Madhav_Singh_Solanki,Bharatsinh_Madhavsinh_Solanki
Harish_Kapadia,Nawang_Kapadia
Hafez_al-Assad,Maher_al-Assad
Burhan_Asaf_Belge,Murat_Belge
Barry_Diller,Tatiana_von_Fürstenberg
Jesse_Bankston,Larry_S._Bankston
Najam_Sethi,Mira_Sethi
Jesse_Lee_Cuninggim,Merrimon_Cuninggim
Aleksandra_Piłsudska,Wanda_Piłsudska
Francis_Bell_(New_Zealand_politician),Cheviot_Wellington_Rangi_Dillon_Bell
"William_Paget,_1st_Baron_Paget",Edward_Paget
Tingting_Cojuangco,Mikee_Cojuangco-Jaworski
Rajendra_Narayan_Singh_Deo,Ananga_Udaya_Singh_Deo
Ahmed_Ramadan,Mahamudu_Bawumia
Harry_Frederick_Oppenheimer,Nicky_Oppenheimer
William_Power_(Canadian_politician),James_Power_(ice_hockey)
Francis_Scott_Key,John_Ross_Key
Asghar_Khan,Omar_Asghar_Khan
Clive_Evatt,Elizabeth_Evatt
Subhas_Datta,Sayani_Datta
Thaksin_Shinawatra,Panthongtae_Shinawatra
Patrick_Troughton,David_Troughton
Alyque_Padamsee,Raell_Padamsee
Mary_Ball_Washington,John_Augustine_Washington
Blair_Lee_I,E._Brooke_Lee
Bill_France_Sr.,Jim_France
Hawise_of_Monmouth,Baderon_of_Monmouth
Tomáš_Garrigue_Masaryk,Alice_Masaryková
Neil_Aspinall,Mona_Best
Elliott_Fitch_Shepard,Elliott_Shepard
Judy_Loe,Kate_Beckinsale
Jason_Robards,Sam_Robards
William_Campbell_Preston_Breckinridge,Desha_Breckinridge
Bill_Feldman,Luke_Feldman
Kwa_Geok_Choo,Lee_Hsien_Loong
Abigail_Fillmore,Millard_Powers_Fillmore
Eileen_Derbyshire,Oliver_Holt
Vito_Corleone,Fredo_Corleone
Woodrow_Parfrey,Adam_Parfrey
Mithu_Chakrabarty,Arjun_Chakrabarty
Karna,Vrishasena
Roberto_Arlt,Mirta_Arlt
Tabitha_King,Owen_King
"Frederick_Stanley,_16th_Earl_of_Derby",Victor_Stanley_(Royal_Navy_officer)
Ridley_Scott,Luke_Scott_(director)
Charles_H._Brower,Charles_N._Brower
Dion_Boucicault,Aubrey_Boucicault
"Peregrine_Cavendish,_12th_Duke_of_Devonshire","William_Cavendish,_Earl_of_Burlington"
Roose_Bolton,Ramsay_Bolton
Carolyne_Christie,Harry_Waters
Marvin_Gay_Sr.,Frankie_Gaye
Charles_Rothschild,Pannonica_de_Koenigswarter
Latha_Rajinikanth,Aishwarya_R._Dhanush
Hema_Premadasa,Sajith_Premadasa
Melvin_Simon,David_Simon_(CEO)
William_D._Orthwein,William_R._Orthwein
Tom_Holland_(director),Josh_Holland
Jay_Catherwood_Hormel,Geordie_Hormel
Alanson_B._Houghton,Amory_Houghton
Edna_Best,Sarah_Marshall_(British_actress)
Evil_Queen_(Disney),Snow_White_(Disney)
Charles_Evans_Hughes,Charles_Evans_Hughes_Jr.
John_Grey_of_Groby,"Thomas_Grey,_1st_Marquess_of_Dorset"
Lou_Scheimer,Erika_Scheimer
"George_Lascelles,_7th_Earl_of_Harewood",James_Lascelles
Aivars_Leimanis,Elza_Leimane
Jennifer_Schwalbach_Smith,Harley_Quinn_Smith
Ildebrando_Zacchini,Hugo_Zacchini
Joseph_Wijnkoop,David_Wijnkoop
Solomon_Benedict_de_Worms,"Henry_de_Worms,_1st_Baron_Pirbright"
Idriss_Déby,Mahamat_Déby_Itno
Jay_Gould,Anna_Gould
Kay_Robertson,Willie_Robertson
"John_Fremantle,_4th_Baron_Cottesloe","John_Fremantle,_5th_Baron_Cottesloe"
Conrad_Svendsen,Conrad_Bonnevie-Svendsen
"Eric_Lubbock,_4th_Baron_Avebury","Lyulph_Lubbock,_5th_Baron_Avebury"
"William_Paget,_1st_Baron_Paget","Henry_Paget,_2nd_Baron_Paget"
Jagjivan_Ram,Meira_Kumar
Marmaduke_Constable_(died_1545),Robert_Constable_(died_1558)
Richard_DeVos,Dan_DeVos
Andrea_Heinemann_Simon,Joanna_Simon_(mezzo-soprano)
"Charles_Pierrepont,_1st_Earl_Manvers",Evelyn_Pierrepont_(MP)
"Robert_Grosvenor,_1st_Marquess_of_Westminster","Thomas_Egerton,_2nd_Earl_of_Wilton"
Max_Fisher,Mary_Fisher_(activist)
William_Close,Glenn_Close
Prahlada,Virochana
Éamon_de_Valera,Máirin_de_Valéra
Zaynab_bint_Ali,Muhammad
Brij_Sadanah,Kamal_Sadanah
Jacques_Cousteau,Philippe_Cousteau
"William_Slim,_1st_Viscount_Slim","John_Slim,_2nd_Viscount_Slim"
Roberto_Contreras,Luis_Contreras_(actor)
Živojin_Mišić,Aleksandar_Mišić
Mahesh_Bhatt,Pooja_Bhatt
Claude_Frollo,Quasimodo
Mary_French_Rockefeller,Laura_Rockefeller_Chasin
Barbara_T._Bowman,Valerie_Jarrett
Fos_Williams,Mark_Williams_(Australian_footballer_born_1958)
Dick_Scott_(historian),Rosie_Scott
Khadija_bint_Khuwaylid,Abd-Allah_ibn_Muhammad
Pauline_Joachim,Harold_Ritz
Herman_J._Mankiewicz,Don_Mankiewicz
Xue_Zizheng,Charles_Xue
Roger_Cukierman,Edouard_Cukierman
"Vere_Harmsworth,_3rd_Viscount_Rothermere","Jonathan_Harmsworth,_4th_Viscount_Rothermere"
Lady_Charlotte_Guest,Montague_Guest
Zulfugar_Hajibeyov,Niyazi
Theodore_von_Eltz,Lori_March
Crisp_Gascoyne,Bamber_Gascoyne_(the_elder)
John_Jacob_Astor_IV,John_Jacob_Astor_VI
Benjamin_Abalos,"Benjamin_Abalos,_Jr."
Cao_Văn_Viên,Lan_Cao
Carl_Icahn,Brett_Icahn
Walter_Hely-Hutchinson,Victor_Hely-Hutchinson
Aparajita_Mohanty,Babushan
Michał_Kazimierz_Radziwiłł,Karol_Stanisław_Radziwiłł_(1669–1719)
David_I_of_Scotland,Henry_of_Scotland
"Orrin_Henry_Ingram,_Sr.",E._Bronson_Ingram_II
Donald_Sutherland,Kiefer_Sutherland
Luis_Sáenz_Peña,Roque_Sáenz_Peña
Mustafa_Ruhi_Efendi,Hayrullah_Fişek
William_F._Nast,Condé_Montrose_Nast
Frank_Sobotka,Ziggy_Sobotka
David_Poe_Jr.,William_Henry_Leonard_Poe
"Charles_Paulet,_1st_Duke_of_Bolton",Lord_William_Powlett
Gerry_Ryan,Lottie_Ryan
Frances_Adeline_Seward,"William_H._Seward,_Jr."
"Amalie_von_Wallmoden,_Countess_of_Yarmouth","Johann_Ludwig,_Reichsgraf_von_Wallmoden-Gimborn"
Hanno_Drechsler,Wolfgang_Drechsler
Michael_Catt,Erin_Bethea
George_Fisher_Baker,Florence_Bellows_Baker
Virochana,Mahabali
Günther_von_Reibnitz,Princess_Michael_of_Kent
Daniel_C._Roper,John_W._Roper
G._P._Sippy,Ramesh_Sippy
"James_Douglas,_Lord_of_Douglas","William_IV,_Lord_of_Douglas"
Franklin_Benjamin_Sanborn,Thomas_Parker_Sanborn
Wendy_Whiteley,Arkie_Whiteley
Abby_Aldrich_Rockefeller,Nelson_Rockefeller
Nelson_W._Aldrich,Abby_Aldrich_Rockefeller
Adolf_von_Harnack,Ernst_von_Harnack
Edwin_Lusher,Stephen_Lusher
Isaac_Foot,"John_Foot,_Baron_Foot"
William_C._Menninger,Roy_W._Menninger
Kerry_Packer,James_Packer
Bersheba_Leighton_Fristoe,John_Younger
"Dudley_Marjoribanks,_1st_Baron_Tweedmouth","Ishbel_Hamilton-Gordon,_Marchioness_of_Aberdeen_and_Temair"
Wally_Dallenbach_Sr.,Wally_Dallenbach_Jr.
Alfred_Shea_Addis,Yda_Hillis_Addis
Michał_Kazimierz_%22Rybeńko%22_Radziwiłł,Katarzyna_Karolina_Radziwiłł
Ruth_Williams_Khama,Ian_Khama
Max_Joachim,Jimmy_Ritz_(comedian)
Edith_Roosevelt,Ethel_Roosevelt_Derby
"Harriet_Sutherland-Leveson-Gower,_Duchess_of_Sutherland","George_Sutherland-Leveson-Gower,_3rd_Duke_of_Sutherland"
Denis_Thatcher,Mark_Thatcher
Shiv_Nadar,Roshni_Nadar
Frank_Wilkes,Helen_Buckingham
André_Bettencourt,Françoise_Bettencourt_Meyers
Derek_Royle,Amanda_Royle
Wolfgang_Suschitzky,Peter_Suschitzky
Charles_Hoffman_(politician),Alexandra_Hoffman
Jeremiah_S._Black,Chauncey_Forward_Black
Charles_Henry_Robb,Roger_Robb
Catherine_Dickens,Mary_Dickens
J._Mahendran,John_Mahendran
John_Wesley_Hanes_I,John_Wesley_Hanes_II
Georg_Prahl_Harbitz,Johannes_Winding_Harbitz
"Jane_Gordon,_Duchess_of_Gordon","Charlotte_Lennox,_Duchess_of_Richmond"
Marie_Françoise_Catherine_de_Beauvau-Craon,Stanislas_de_Boufflers
George_Huntington_Hartford,George_Ludlum_Hartford
Christopher_Koch,Gareth_Koch
Edward_deGraffenried,"Ryan_DeGraffenried,_Sr."
C._P._Ramaswami_Iyer,C._R._Pattabhiraman
James_Mayer_de_Rothschild,Salomon_James_de_Rothschild
"Thomas_Villiers,_1st_Earl_of_Clarendon","John_Villiers,_3rd_Earl_of_Clarendon"
Lee_Phillip_Bell,Bradley_Bell
Elizabeth_Cady_Stanton,Henry_Brewster_Stanton
Harry_Greene_(television_personality),Sarah_Greene
Philip_Alston_(counterfeiter),Peter_Alston
D._A._Rajapaksa,Basil_Rajapaksa
Denzel_Washington,John_David_Washington
Luis_Cabrera_Lobato,Malú_Block
Ross_Perot,Ross_Perot_Jr.
Giuseppe_Garibaldi,Ricciotti_Garibaldi
Antonio_Borja_Won_Pat,Judith_Won_Pat
Wolfgang_Reinhardt_(producer),Michael_Reinhardt
Maureen_Watt,Stuart_Donaldson_(Scottish_politician)
Anna_Kashfi,Christian_Brando
Giuseppe_Maria_Buonaparte,Carlo_Buonaparte
Jesse_Jackson,Santita_Jackson
Jerry_Buss,Johnny_Buss
Herbert_Standing,Jack_Standing
William_Godwin,William_Godwin_the_Younger
Ann_Cryer,John_Cryer
Christie_Brinkley,Alexa_Ray_Joel
Leslie_Lynch_King_Sr.,Gerald_Ford
Caroline_Howard_Hume,William_J._Hume
Carleton_G._Young,Tony_Young_(actor)
Pan_Mei,Princess_Pan
Max_Joachim,Albert_Ritz
Daniel_Wildenstein,Alec_N._Wildenstein
Thomas_Day_Seymour,Charles_Seymour
Gena_Rowlands,Nick_Cassavetes
Mumtaz_Ali,Anwar_Ali_(actor)
Nicholas_Smith_(actor),Catherine_Russell_(actress)
Nao_Takasugi,Tricia_Takasugi
Gloria_Blackwell,Lurma_Rackley
Madhur_Jaffrey,Sakina_Jaffrey
Wong_Tin-lam,Wong_Jing
Robert_Robinson_(broadcaster),Lucy_Robinson_(actress)
Aja_(Hindu_mythology),Dasharatha
Tagawa_Matsu,Koxinga
Frederick_Frelinghuysen_(lawyer),Frederick_Theodore_Frelinghuysen
John_C._Breckinridge,Mary_Desha
Fred_Flintstone,Pebbles_Flintstone
Edwin_Wijeyeratne,Nissanka_Wijeyeratne
Samuel_Cabot_Jr.,Samuel_Cabot_III
Arthur_Altschul,Stephen_Altschul
Stewart_W._Bainum_Sr.,Stewart_W._Bainum_Jr.
Philippe_Delerm,Vincent_Delerm
Maryse_Joissains,Sophie_Joissains
Will_Rogers,Mary_Howard_de_Liagre
Robert_Fleming_(financier),Philip_Fleming_(banker)
Æthelstan_Mannessune,Ælfwaru
Karl_Engemann,Paul_Engemann
Simon_von_Lämel,Elise_Herz
Judy_Garland,Lorna_Luft
François_Mitterrand,Mazarine_Pingeot
Virgilio_Dávila,José_Antonio_Dávila
Louis-Charles_Greffulhe,Henry_Greffulhe
Roger_Clinton_Sr.,Bill_Clinton
Lydia_Liliuokalani_Kawānanakoa,Abigail_Kinoiki_Kekaulike_Kawānanakoa
Simon_Greenberg,Daniel_Greenberg_(educator)
Rupert_Murdoch,Georgia_May_Jagger
Aquila_Walsh,William_L._Walsh
Angus_Ogilvy,James_Ogilvy
"Charles_Wilson,_1st_Baron_Moran","John_Wilson,_2nd_Baron_Moran"
Jozef_Heriban,Tamara_Heribanová
Tony_Hulman,Tony_George
Julissa,Benny_Ibarra
Rupert_Murdoch,Rupert_Murdoch
C._H._Mohammed_Koya,M._K._Muneer
Barbro_Holmberg,Elin_Nordegren
Ralph_Morgan,Claudia_Morgan
K._B._Lall,Rajiv_Lall
Elizabeth_Buffum_Chace,Arnold_Buffum_Chace
Barry_Diller,Alexander_von_Fürstenberg
William_P._Fessenden,Samuel_Fessenden
Janice_H._Levin,Susan_L._Tepper
Derwent_Coleridge,Christabel_Rose_Coleridge
Sashadhar_Mukherjee,Deb_Mukherjee
Cornelius_Vanderbilt_III,Cornelius_Vanderbilt_IV
George_Huntington_Hartford,John_Augustine_Hartford
"Kingdon_Gould,_Sr.",Edith_Kingdon_Gould
Manfred_Guttmacher,Alan_Edward_Guttmacher
Merryle_Rukeyser,Louis_Rukeyser
"Charles_W._Engelhard,_Jr.",Annette_de_la_Renta
Andree_Layton_Roaf,Willie_Roaf
Peter_O'Toole,Kate_O'Toole_(actress)
John_Russell_(clergyman),Samuel_Russell_(Yale_co-founder)
Arch_A._Moore_Jr.,Shelley_Moore_Capito
John_Young_(seigneur),Thomas_Ainslie_Young
Geoffrey_Palmer_(politician),Matthew_Palmer
Gustave_de_Rothschild,Aline_Caroline_de_Rothschild
Michael_Whitehall,Jack_Whitehall
Sumitro_Djojohadikusumo,J._Soedradjad_Djiwandono
Joseph_P._Kennedy_Sr.,Ted_Kennedy
Bob_Marley,Cedella_Marley
Chuck_Bass,Blair_Waldorf
Steve_Irwin,Bindi_Irwin
Amos_Pinchot,Rosamond_Pinchot
Carmelita_Hinton,William_H._Hinton
Arvin_Sloane,Nadia_Santos
Elizabeth_Schuyler_Hamilton,Philip_Hamilton
Hans_Egede,Niels_Egede
Magnus_Brahe_(1564–1633),Ebba_Brahe
Bebe_Moore_Campbell,Maia_Campbell
"William_Westwood,_1st_Baron_Westwood","William_Westwood,_2nd_Baron_Westwood"
Keke_Geladze,Joseph_Stalin
J._D._Beresford,Elisabeth_Beresford
"Ranulf_le_Meschin,_3rd_Earl_of_Chester","Ranulf_de_Gernon,_4th_Earl_of_Chester"
Beant_Singh_(chief_minister),Tej_Parkash_Singh
R._Muthuraman,Karthik_(actor)
Henry_J._Kaiser,"Edgar_Kaiser,_Sr"
Gemma_Cuervo,Fernando_Guillén_Cuervo
Adam_Egede-Nissen,Ada_Kramm
Ole_Olsen_(comedian),Moya_Lear
Rangimārie_Hetet,Diggeress_Te_Kanawa
Percy_Wyndham_(1835–1911),George_Wyndham
Hubert_Lawrence_Anthony,Doug_Anthony
Antony_Kidman,Nicole_Kidman
Aroon_Purie,Koel_Purie
Isaac_Ross_(planter),Isaac_Ross
Olga_Masters,Sue_Masters
David_Fleeshman,Rosie_Fleeshman
Jaime_Lannister,Joffrey_Baratheon
Herman_Ehrlich,Mira_Klobučar
Muna_Wassef,Ammar_Abdulhamid
Samuel_P._Bush,Prescott_Bush
Olivia_Langdon_Clemens,Susy_Clemens
"Ernest_Simon,_1st_Baron_Simon_of_Wythenshawe",Brian_Simon
Jessie_Oonark,William_Noah
Uma_Nehru,Shyam_Kumari_Khan
Leonard_Shoen,Mark_Shoen
Hugo_Stenbeck,Margaretha_af_Ugglas
Ali_ibn_Husayn_Zayn_al-Abidin,Muhammad_al-Baqir
Herman_Shooster,Stephen_Shooster
David_Hasselhoff,Hayley_Hasselhoff
Vladimir_Harkonnen,Lady_Jessica
Linda_Hogan_(TV_personality),Brooke_Hogan
Timothy_West,Samuel_West
Nydia_Westman,Kate_Williamson
Sharif_Imam,Shafi_Imam_Rumi
"Sir_Robert_McAlpine,_1st_Baronet",Douglas_McAlpine
Arturo_Castro,Benito_Castro
Charles_Langbridge_Morgan_(engineer),Charles_Langbridge_Morgan
Kenesaw_Mountain_Landis,Reed_G._Landis
Piero_Angela,Alberto_Angela
Jonas_Howe,Jonas_H._Howe
"John_Holland,_1st_Duke_of_Exeter","John_Holland,_2nd_Duke_of_Exeter"
Theodore_Roosevelt,Quentin_Roosevelt
James_Roosevelt_I,Franklin_D._Roosevelt
George_H._W._Bush,George_W._Bush
Methuselah,Lamech_(father_of_Noah)
Joseph_P._Kennedy_Sr.,Joseph_P._Kennedy_Jr.
Sting_(musician),Joe_Sumner
David_Opatoshu,Danny_Opatoshu
Joseph_Brittan,Mary_Rolleston
Carolyn_See,Lisa_See
Archibald_Scott_Cleghorn,Kaʻiulani
William_McGillivray,William_McGillivray
Manivannan,Raghuvannan
John_Wilkinson_(American_colonist),John_Wilkinson_(Syracuse_pioneer)
Richard_DeVos,Doug_DeVos
Gerald_Tsai,Christopher_Tsai
Dyan_Cannon,Jennifer_Grant
Annæus_Johannes_Schjødt,Annæus_Schjødt
K._Balaji,Suresh_Balaje
Taher_Saifuddin,Mohammed_Burhanuddin
Debendranath_Tagore,Satyendranath_Tagore
Lewis_J._Selznick,David_O._Selznick
Ed_Hinton_(actor),Darby_Hinton
Zhang_Naiqi,Zhang_Lifan
Alasdair_Milne,Seumas_Milne
Tarun_Gogoi,Gaurav_Gogoi
Bersheba_Leighton_Fristoe,Jim_Younger
Sathyaraj,Sibiraj
James_Sinclair_(politician),Margaret_Trudeau
Nicholas_Porter_Earp,Wyatt_Earp
Patrick_Brontë,Maria_Brontë
Marion_Stein,Jeremy_Lascelles
Ahmed_Jibril,Jihad_Ahmed_Jibril
Don_Alvarado,Joy_Page
David_Hedison,Alexandra_Hedison
Henry_Ford_II,Edsel_Ford_II
Harry_Payne_Whitney,Flora_Payne_Whitney
"Charles_Russell,_Baron_Russell_of_Killowen","Frank_Russell,_Baron_Russell_of_Killowen"
Krit_Ratanarak,Chachchon_Ratanarak
Bruce_Karatz,Matthew_Karatz
Michael_Thomas_Bass,Hamar_Alfred_Bass
Kusumkumari_Das,Jibanananda_Das
Alice_Claypoole_Gwynne,Reginald_Claypoole_Vanderbilt
Ang_Lee,Mason_Lee
Abraham_Hirschfeld,Elie_Hirschfeld
Henry_Maxwell_(bishop),"John_Maxwell-Barry,_5th_Baron_Farnham"
MA_Wadud,Dipu_Moni
Jana_Khayat,George_G._Weston
Chiang_Ching-kuo,Chiang_Hsiao-wen
Imogene_Powers_Johnson,Herbert_Fisk_Johnson_III
Mary_Maxwell_Gates,Bill_Gates
Lady_Randolph_Churchill,John_Strange_Spencer-Churchill
Nandini_Satpathy,Tathagata_Satpathy
Lynne_Franks,Josh_Howie
Su_Tseng-chang,Su_Chiao-hui
Peggy_Bolton,Robert_H._Bolton
Kalyan_Sundaram,Vivan_Sundaram
H._Irving_Grousbeck,Wyc_Grousbeck
Olof_Palme,Mårten_Palme
John_Archer_(actor),Anne_Archer
Desi_Arnaz,Lucie_Arnaz
Geoffrey_Talbot_(died_1129),Geoffrey_Talbot
Erskine_B._Ingram,"Orrin_Henry_Ingram,_Sr."
Law_Kar_Po,Allen_Law
Deneys_Reitz,Francis_William_Reitz
Edsel_Ford,William_Clay_Ford_Sr.
Arnold_Manoff,Dinah_Manoff
Terri_Irwin,Bindi_Irwin
Dharmendra,Esha_Deol
Theresa_Fair_Oelrichs,Hermann_Oelrichs
Alexandra_Remenco,Gheorghe_Remenco
Brian_Mulroney,Ben_Mulroney
"Robert_Gascoyne-Cecil,_3rd_Marquess_of_Salisbury",Lady_Gwendolen_Gascoyne-Cecil
Charlotte_von_Rothschild,Leopold_de_Rothschild
John_Mortimer,Emily_Mortimer
Steve_Doocy,Peter_Doocy
Webster_B._Todd,Christine_Todd_Whitman
C._H._%22Sammy%22_Downs,Jam_Downs
Kathleen_Garman,Theodore_Garman
Pauline_Quirke,Charlie_Quirke
Nicholas_Porter_Earp,Virgil_Earp
Harry_Baweja,Harman_Baweja
George_Getty,J._Paul_Getty
Tom_Corrigan_(Australian_politician),Stan_Corrigan
"Henry_III,_Count_of_Bar","Joan_of_Bar,_Countess_of_Surrey"
Japheth,Madai
"Ranulf_de_Gernon,_4th_Earl_of_Chester","Hugh_de_Kevelioc,_5th_Earl_of_Chester"
Gloria_Sevilla,Suzette_Ranillo
Rance_Howard,Ron_Howard
Fernand_Choquette,Auguste_Choquette
Anthony_Perkins,Elvis_Perkins
Barbara_Bush,Neil_Bush
Ubaidullah_Al_Ubaidi_Suhrawardy,Abdullah_Al-Mamun_Suhrawardy
Raj_K_Aggarwal,Rakesh_Aggarwal
Siân_Phillips,Kate_O'Toole_(actress)
Julia_Grant,Ulysses_S._Grant_Jr.
August_Belmont,Raymond_Rodgers_Belmont
B'alaj_Chan_K'awiil,Wak_Chanil_Ajaw
Sibyl_Hathaway,Francis_William_Beaumont
Fred_Fox_(musician),Alan_C._Fox
Carter_Harrison_Sr.,Carter_Harrison_Jr.
Mamie_Eisenhower,John_Eisenhower
Ulysses_S._Grant,Nellie_Grant
Jean-Pierre_Cassel,Vincent_Cassel
Elisabeth_Langgässer,Cordelia_Edvardson
Siti_Hartinah,Tommy_Suharto
Tony_Curtis,Jamie_Lee_Curtis
Frederick_Coyett,Balthasar_Coyett
Rana_Talia_Muhammad_Khan,Bakhtiar_Rana
Einar_Gerhardsen,Rune_Gerhardsen
Jack_Garfein,Blanche_Baker
Li_Tse-fong,Li_Fook-wo
John_Davis_(Massachusetts_governor),Horace_Davis
Gangadhar_Nehru,Motilal_Nehru
John_de_Lancie,Keegan_de_Lancie
Patti_Newton,Matthew_Newton
Erik_Bergman_(Lutheran_minister),Dag_Bergman
W._Ross_Thatcher,Colin_Thatcher
"Gerald_Grosvenor,_6th_Duke_of_Westminster","Hugh_Grosvenor,_7th_Duke_of_Westminster"
Dylan_Thomas,Aeronwy_Thomas
Lars_Ekborg,Dan_Ekborg
Margaret_Taylor,Sarah_Knox_Taylor
Peter_Arrell_Brown_Widener,George_Dunton_Widener
Arthur_Marshall_(politician),Dixie_Marshall
Alexander_Arbuthnot_(bishop),Alexander_John_Arbuthnot
Bruce_Brown,Dana_Brown
Alexander_H._Holley,Alexander_Lyman_Holley
Frederick_Nassau_de_Zuylestein,"William_Nassau_de_Zuylestein,_1st_Earl_of_Rochford"
Robert_Duncan_Wilmot,Robert_Duncan_Wilmot_Jr.
"Alexander_Comyn,_Earl_of_Buchan","John_Comyn,_Earl_of_Buchan"
Sarwo_Edhie_Wibowo,Pramono_Edhie_Wibowo
Susan_Cummings_(actress),Keith_Larsen
Dominick_Elwes,Cassian_Elwes
Molly_Parkin,Sophie_Parkin
William_Saroyan,Lucy_Saroyan
Charles_Maurice_de_Talleyrand-Périgord,"Charles_Joseph,_comte_de_Flahaut"
Rommel_Padilla,Daniel_Padilla
Ahmad_Faraz,Shibli_Faraz
Gunnar_Heckscher,Sten_Heckscher
David_Railton,Ruth_Railton
Effat_Marashi,Mehdi_Hashemi_Rafsanjani
William_Plumer,"William_Plumer,_Jr."
Minnie_Marx,Harpo_Marx
Henry_Clay_McDowell,"Henry_C._McDowell,_Jr."
Tom_Hanks,Colin_Hanks
