Lawrence_Saint,Rachel_Saint
Ahmad_Jannati,Ali_Jannati
William_Stevenson_(athlete),Helen_Stevenson_Meyner
Hrant_Dink,Arat_Dink
Muzahim_al-Pachachi,Adnan_Pachachi
Prince_Louis_of_Battenberg,"George_Mountbatten,_2nd_Marquess_of_Milford_Haven"
Harriet_Nelson,David_Nelson_(actor)
Pompey,Sextus_Pompey
Tian_Han,Tian_Dawei
Dimple_Kapadia,Rinke_Khanna
Paul_McKinney_(Pennsylvania_politician),Diane_McKinney-Whetstone
William_T._Orr,Gregory_Orr_(filmmaker)
Asaram,Narayan_Sai
Oliver_Cromwell,Henry_Cromwell
Sherwood_Rideout,George_Rideout
Aminah,Muhammad
Katharine_Graham,Donald_E._Graham
Daniel_McCraney,William_McCraney
Esther_Wojcicki,Susan_Wojcicki
Randy_and_Sharon_Marsh,Stan_Marsh
Paul_Joseph_James_Martin,Paul_Martin
Barry_Foster_(actor),Joanna_Foster
Washington_McLean,John_Roll_McLean
Anna_Murdoch_Mann,James_Murdoch
Sandeep_Marwah,Mohit_Marwah
Manuel_Bulnes,Lucia_Bulnes_de_Vergara
Sir_Philip_St_Clere,Thomas_St_Clere
Gabriel_García_Márquez,Rodrigo_García_(director)
Emory_Johnson,Ellen_Hall
Athina_Livanos,Alexander_Onassis
George_Henry_Murray,George_Belcher_Murray
Imelda_Marcos,Imee_Marcos
He_Zizhen,Yang_Yuehua
Ruth_Graham,Franklin_Graham
Guru_Arjan,Guru_Hargobind
Wheeler_Dryden,Spencer_Dryden
Alberto_Fujimori,Keiko_Fujimori
Laurie_Taylor_(sociologist),Matthew_Taylor_(Labour_politician)
Joseph_Stalin,Svetlana_Alliluyeva
Colin_McEvedy,Allegra_McEvedy
Maya_(mother_of_the_Buddha),Gautama_Buddha
Judy_Shepard,Matthew_Shepard
William_Wilde,Oscar_Wilde
Jon_Tenney,Emerson_Tenney
Win_Aung,Thaung_Su_Nyein
A._M._Rathnam,Ravi_Krishna
Milton_Wright_(bishop),Katharine_Wright
Abdulhadi_al-Khawaja,Maryam_al-Khawaja
John_Kerry,Vanessa_Kerry
Jack_C._Taylor,Andrew_C._Taylor
"Geoffrey_Fitz_Peter,_1st_Earl_of_Essex","William_FitzGeoffrey_de_Mandeville,_3rd_Earl_of_Essex"
Nathaniel_Upham,Nathaniel_Gookin_Upham
Ali_al-Hadi,Hasan_al-Askari
Kristoffer_Throndsen,Anna_Throndsen
Happy_Rockefeller,Mark_Rockefeller
"Len_Murray,_Baron_Murray_of_Epping_Forest",David_Murray_(RAF_officer)
Tokugawa_Ienobu,Tokugawa_Ietsugu
Anthony_N._Brady,Nicholas_Frederic_Brady
Tom_Luckey,Spencer_Luckey
Stanley_Ho,Lawrence_Ho
Rosemary_Clooney,Rafael_Ferrer_(actor)
Maren_Sars,Ernst_Sars
Natasha_Parry,Irina_Brook
Casey_Kasem,Kerri_Kasem
Roger_O'Connor,Roderic_O'Connor_(land_commissioner)
Al_Delvecchio,Chachi_Arcola
Susan_Damante,Vinessa_Shaw
"Henry_Cary,_Jr.",Archibald_Cary
Martti_Ahtisaari,Marko_Ahtisaari
"Sir_Lachlan_Maclean,_1st_Baronet","Sir_Hector_Maclean,_2nd_Baronet"
Sheila_Sim,Michael_Attenborough
Frederick_Trump,John_G._Trump
Moses_Yale_Beach,Alfred_Ely_Beach
Ismail_ibn_Ibrahim,Muhammad_al-Bukhari
William_Refshauge,Andrew_Refshauge
A._Felix_du_Pont,Alice_du_Pont_Mills
Raymond_Lovell,Simone_Lovell
Michel_Debré,Bernard_Debré
Francis_Lenn_Taylor,Elizabeth_Taylor
Armando_León_Bejarano,Gloria_Bejarano_Almada
Bob_Holness,Nancy_Nova
Ossip_Klarwein,Mati_Klarwein
"Dudley_Marjoribanks,_1st_Baron_Tweedmouth","Edward_Marjoribanks,_2nd_Baron_Tweedmouth"
Maggie_d'Abo,Olivia_d'Abo
Hélène_Pastor,Gildo_Pallanca_Pastor
Barbara_Euphan_Todd,Ursula_Graham_Bower
Jacob_F._Schoellkopf,Arthur_Schoellkopf
Josceline_Dimbleby,Kate_Dimbleby
John_Mathews_(Augusta_County),Sampson_Mathews
Conrad_Mohr,Anton_Mohr
Faiz_Ahmad_Faiz,Salima_Hashmi
"Hugh_de_Kevelioc,_5th_Earl_of_Chester","Ranulf_de_Blondeville,_6th_Earl_of_Chester"
Jennifer_Lash,Magnus_Fiennes
Z._A._Suleri,Sara_Suleri
Rita_Hayworth,Yasmin_Aga_Khan
Gurbax_Singh_Malhi,Harinder_Malhi
Winnie_Ewing,Annabelle_Ewing
"Francis_Fane,_1st_Earl_of_Westmorland","Francis_Fane,_1st_Earl_of_Westmorland"
Pithana,Anitta
Richard_MacDonnell_(scholar),Richard_Graves_MacDonnell
Mabel_McConnell_Fitzgerald,Garret_FitzGerald
Loudon_Wainwright_Jr.,Sloan_Wainwright
A._Linwood_Holton_Jr.,Woody_Holton
Mary_Steenburgen,Charlie_McDowell
Pappukutty_Bhagavathar,Selma_George
Maggie_Greene,Sophia_Peletier
Johannes_Heesters,Nicole_Heesters
Francisco_José_Urrutia_Olano,Francisco_José_Urrutia_Holguín
Sumitro_Djojohadikusumo,Hashim_Djojohadikusumo
Satyavati,Vyasa
Juan_Cortada_y_Quintana,Juan_Cortada_Tirado
Mahesh_Bhatt,Rahul_Bhatt
Kawab,Meresankh_III
John_Mills,Juliet_Mills
James_Fox,Laurence_Fox
Nicholas_Brend,Matthew_Brend
Alexander_Arbuthnot_(bishop),Charles_George_Arbuthnot
John_Charles_Molteno,James_Tennant_Molteno
Hussein_F._Sabbour,Ahmed_Sabbour
Jonathan_Goldsmith,David_Goldsmith_(actor)
Owen_Oyston,Karl_Oyston
Lakhumal_Hiranand_Hiranandani,Surendra_Hiranandani
Eiji_Okuda,Sakura_Ando
Suleiman_Frangieh,Tony_Frangieh
Kevin_Parsons_Sr.,Kevin_Parsons_(politician)
Michael_Ovitz,Kimberly_Ovitz
Alexander_Hamilton,John_Church_Hamilton
Rune_Gerhardsen,Mina_Gerhardsen
Jess_Yates,Paula_Yates
William_Pike_Hall_Sr.,Pike_Hall_Jr.
Maud_Chaworth,"Blanche_of_Lancaster,_Baroness_Wake_of_Liddell"
Efrem_Zimbalist_Jr.,Stephanie_Zimbalist
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Henry_Bourchier,_5th_Earl_of_Bath"
Shaddam_IV,Wensicia
R._C._Lehmann,Beatrix_Lehmann
Paola_Mori,Beatrice_Welles
Yedidia_Shofet,David_Shofet
Huang_Jing,Yu_Qiangsheng
Elizabeth_Cromwell,Henry_Cromwell
Frank_Fahrenkopf,Thomas_C._Foley
Bernadette_Devlin_McAliskey,Róisín_McAliskey
Lloyd_Bridges,Jeff_Bridges
Otto_Hjersing_Munthe-Kaas,Hugo_Munthe-Kaas
Michael_Keon,Michael_Marcos_Keon
Lewis_Moran,Mark_Moran_(criminal)
Deanna_Lund,Michele_Matheson
Edward_St_John,Madeleine_St_John
"George_de_Worms,_2nd_Baron_de_Worms",Percy_de_Worms
Katara_(Avatar:_The_Last_Airbender),Tenzin_(The_Legend_of_Korra)
Max_Weinreich,Uriel_Weinreich
Doug_McClelland,Robert_McClelland_(Australian_politician)
Nikolaus_Pevsner,Tom_Pevsner
Brian_Miller_(actor),Sadie_Miller
Krzysztof_Mikołaj_Radziwiłł,Anna_Radziwiłł
Javed_Iqbal_(judge),Waleed_Iqbal
"Beatrice_of_Navarre,_Duchess_of_Burgundy","Isabella_of_Burgundy,_Queen_of_Germany"
Vera_Bryan,Colin_Bryan
Deepak_Puri,Ratul_Puri
Lucius_Seymour_Storrs,Margaret_Storrs_Grierson
Harvey_Lembeck,Michael_Lembeck
Henry_Cabot_Lodge_Jr.,George_C._Lodge
Susan_Sarandon,Eva_Amurri
Gail_Zappa,Dweezil_Zappa
Amyntas_III_of_Macedon,Perdiccas_III_of_Macedon
Henry_H._Crapo,William_W._Crapo
Jennifer_Kendal,Kunal_Kapoor_(actor)
Sarika,Shruti_Haasan
"Sir_Richard_Wrottesley,_7th_Baronet","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
Lenore_Romney,Mitt_Romney
Herman_Clarence_Nixon,John_Trice_Nixon
Geraldine_Fitzgerald,Michael_Lindsay-Hogg
Marie_Juliette_Louvet,"Princess_Charlotte,_Duchess_of_Valentinois"
Robert_Gould_Shaw_II,Robert_Gould_Shaw_III
Charles_Stanley,Andy_Stanley
Arthur_Kent_White,Arlene_White_Lawrence
William_Bayard_Cutting,Justine_Ward
Maurice_de_Rothschild,Edmond_Adolphe_de_Rothschild
Harmon_Jones,Robert_C._Jones
Ammar_Abdulhamid,Oula_A._Alrifai
Richard_Borden,M.C.D._Borden
Anne_Fine,Cordelia_Fine
William_Luther_Pierce,William_Luther_Pierce
Said_Sheikh_Samatar,Sofia_Samatar
Lang_Hancock,Gina_Rinehart
Otte_Brahe,Tycho_Brahe
Adelbert_Ames,Blanche_Ames_Ames
Robert_H._Kittleman,Allan_H._Kittleman
Toto_Karaca,Cem_Karaca
Vishrava,Vibhishana
Anne_Cox_Chambers,Katharine_Rayner
Anthony_Eisley,David_Glen_Eisley
Ridley_Scott,Jake_Scott_(director)
Charles_Eusèbe_Casgrain,Thomas_Chase-Casgrain
Wilhelm_Blakstad,Gudolf_Blakstad
Catherine_Deneuve,Chiara_Mastroianni
Jaime_de_Marichalar,Victoria_de_Marichalar_y_Borbón
Sophie_Fillières,Agathe_Bonitzer
Jonathan_Hunt_(Vermont_lieutenant_governor),Jonathan_Hunt_(Vermont_congressman)
Han_Solo,Kylo_Ren
Ronnie_Biggs,Chris_Brent
Sergey_Aksakov,Ivan_Aksakov
Kiliaen_van_Rensselaer_(merchant),Jeremias_van_Rensselaer
Lucille_Ball,Lucie_Arnaz
Tony_Benn,"Stephen_Benn,_3rd_Viscount_Stansgate"
Stephen_King,Joe_Hill_(writer)
Shrabani_Deodhar,Sai_Deodhar
Dennis_Cole,Murder_of_Joe_Cole
Barbara_Blomberg,John_of_Austria
María_Mercader,Manuel_De_Sica
Sumner_Redstone,Brent_Redstone
Hugo_Salinas_Price,Ricardo_Salinas_Pliego
Jaime_Zobel_de_Ayala,Fernando_Zobel_de_Ayala
Charlton_Heston,Fraser_Clarke_Heston
Fernando_Poe_Jr.,Grace_Poe
Bersheba_Leighton_Fristoe,Cole_Younger
Kelly_Moore_(writer),Tucker_Reed
"Consuelo_Montagu,_Duchess_of_Manchester","William_Montagu,_9th_Duke_of_Manchester"
Winnemucca_(Paiute_leader),Sarah_Winnemucca
Edward_Baigent,Henry_Baigent
Arthur_Lehman_Goodhart,Philip_Goodhart
Parmeshwar_Godrej,Pirojsha_Adi_Godrej
Colette_Rossant,Juliette_Rossant
James_Boswell,James_Boswell_(1778-1822)
Amram_Ducovny,Daniel_Ducovny
William_Wilde,Willie_Wilde
"Frederick_Hervey,_4th_Earl_of_Bristol","John_Creighton,_1st_Earl_Erne"
Burhanuddin_Rabbani,Salahuddin_Rabbani
Tom_Hughes_(Australian_politician),Lucy_Turnbull
Sandy_McDonald,David_Tennant
Jason_Miller_(playwright),Joshua_John_Miller
Laurie_Strode,Jamie_Lloyd
John_Timpson_(businessman),Edward_Timpson
Archie_Bunker,Gloria_Stivic
William_Henry_Gregory,Robert_Gregory_(cricketer)
Samuel_Shaw_(politician),Henry_Shaw_(Massachusetts)
Sven_O._Høiby,"Mette-Marit,_Crown_Princess_of_Norway"
George_Jay_Gould_I,Jay_Gould_II
Leona_Roberts,Josephine_Hutchinson
Francis_Noel_Clarke_Mundy,Francis_Mundy
Lakshmi_Sahgal,Subhashini_Ali
Jill_Balcon,Tamasin_Day-Lewis
William_Thomas_Waggoner,E._Paul_Waggoner
Yasuko_Nagazumi,Miki_Berenyi
"Thomas_Grey,_1st_Marquess_of_Dorset",Eleanor_Grey
Jack_Birney,Matt_Birney
Tom_Burke_(Australian_politician),Anne_Field
Fred_Williams_(journalist),James_Alexander_Cowan
Rey_%22PJ%22_Abellana,Carla_Abellana
Khuwaylid_ibn_Asad,Halah_bint_Khuwailid
Isaac_Gilinski_Sragowicz,Jaime_Gilinski_Bacal
Hagorn,Pirena
William_McMahon,Julian_McMahon
George_Burditt_(writer),Jack_Burditt
Robert_C._Maynard,Dori_J._Maynard
Ayesha_Dutt,Tiger_Shroff
Augusto_Pinochet,Lucía_Pinochet
Mercedes_Morán,Mercedes_Scápola
Samuel_Burk_Burnett,Thomas_Lloyd_Burnett
Joseph_Estrada,Jinggoy_Estrada
Bert_Remsen,Kerry_Remsen
Surendranath_Dasgupta,Maitreyi_Devi
Charles_Lindbergh,Jon_Lindbergh
Willie_Barrow,Keith_Barrow
James_Coyne,Andrew_Coyne
Roger_Goldsworthy_(politician),Mark_Goldsworthy
William_Thomas_Waggoner,Electra_Waggoner
Najib_Razak,Riza_Aziz
Laura_Devon,Kevin_Jarre
Zbigniew_Brzezinski,Mika_Brzezinski
Robert_Goelet,Robert_Walton_Goelet
Olivia_Langdon_Clemens,Jean_Clemens
Marcus_Licinius_Crassus,Marcus_Licinius_Crassus_(quaestor)
Kay_Adams-Corleone,Anthony_Corleone
Ernest_Winch,Harold_Edward_Winch
James_Madison_Sr.,James_Madison
Geoffrey_Kendal,Felicity_Kendal
Jaddanbai,Anwar_Hussain_(actor)
Manco_Cápac,Sinchi_Roca
Tan_Cheng_Lock,Tan_Siew_Sin
Philip_Le_Couteur,George_Le_Couteur
Dilīpa,Raghu
Erling_Persson,Lottie_Tham
Rohese_de_Clare,Rohese_of_Monmouth
Til_Schweiger,Lilli_Schweiger
Leonid_Andreyev,Daniil_Andreyev
Harald_Astrup_(born_1831),Eivind_Astrup
Gilbert_de_Botton,Alain_de_Botton
Coleridge_and_opium,Sara_Coleridge
Gisèle_Casadesus,Martine_Pascal
Mark_Hanna,Ruth_Hanna_McCormick
Eric_Taylor_(Friday_Night_Lights),Matt_Saracen
Khedouri_Zilkha,Maurice_Zilkha
"Sir_John_Gladstone,_1st_Baronet",William_Ewart_Gladstone
Wilhelm_Florin,Peter_Florin
Margaret_Mead,Mary_Catherine_Bateson
Zbigniew_Brzezinski,Ian_Brzezinski
Anerood_Jugnauth,Pravind_Jugnauth
Charles_Dickens,Kate_Perugini
B'alaj_Chan_K'awiil,Itzamnaaj_K'awiil
John_Nelson_Goulty,Horatio_Nelson_Goulty
John_R._Adler,Trip_Adler
Arturo_Alessandri,Hernan_Alessandri
Charles_Champagne_(MLA_for_Deux-Montagnes),Louis_Napoléon_Champagne
Michele_Dotrice,Sarah_Woodward
William_Brewster_(Mayflower_passenger),Thomas_Prence
"John_P._Poe,_Sr.",Art_Poe
Géza_Révész_(psychologist),Judith_Révész
"Hugh_Percy,_1st_Duke_of_Northumberland","Hugh_Percy,_2nd_Duke_of_Northumberland"
Peter_L._Pond,Arn_Chorn-Pond
Robert_Woof_(scholar),Emily_Woof
Helen_Kleinbort_Krauze,Enrique_Krauze
Catherine_Deneuve,Christian_Vadim
Lee_Kuan_Yew,Lee_Hsien_Yang
Ruth_Bader_Ginsburg,Jane_Ginsburg
Everard_Hambro,Charles_Eric_Hambro
Ralph_Lauren,David_Lauren
Henry_Huttleston_Rogers_Coe,Hank_Coe
Yevgeny_Samoylov,Tatiana_Samoilova
Woodrow_Wilson,Margaret_Woodrow_Wilson
Hugh_Logue,Antonia_Logue
Mike_Wallace,Chris_Wallace
Maureen_Cusack,Sinéad_Cusack
Lucien_Parent,Mimi_Parent
Uthman_Pasha_al-Kurji,Darwish_Pasha_al-Kurji
George_Bryan_(businessman),Colin_Bryan
David_Janson,Ciara_Janson
Kirsten_Cohen,Ryan_Atwood
Samuel_A._Foot,Andrew_Hull_Foote
Krishan_Kumar_Modi,Charu_Modi
Archibald_McDonald,Ranald_MacDonald
Peter_Grubb_(mason),Curtis_Grubb
Hidimbi,Ghatotkacha
Atikah_bint_Murrah,Muttalib_ibn_Abd_Manaf
Cyril_Cusack,Catherine_Cusack
Khuwaylid_ibn_Asad,Awwam_ibn_Khuwaylid
Edward_Everett,William_Everett
Otis_Skinner,Cornelia_Otis_Skinner
John_D._Driggs,Adam_Driggs
Kishori_Sinha,Nikhil_Kumar
Theodore_Roosevelt,Archibald_Roosevelt
Harold_A._Lafount,Lenore_Romney
Sulla,Cornelia_(daughter_of_Sulla)
John_Shaffer_Phipps,Michael_Grace_Phipps
Charlotte_Hennessey,Lottie_Pickford
"Hariot_Hamilton-Temple-Blackwood,_Marchioness_of_Dufferin_and_Ava",Basil_Temple_Blackwood
William_Kneass,Strickland_Kneass
Michael_Lohan,Michael_Lohan_Jr.
Dorothy_Walker_Bush,Nancy_Walker_Bush_Ellis
George_Cabot_Lodge,John_Davis_Lodge
William_Shawn,Wallace_Shawn
Marcus_Goldman,Julius_Sachs
Mary_Brunner,Charles_Manson
Ganesh_Naik,Sandeep_Naik
Jennifer_Kendal,Karan_Kapoor
Nell_Gwyn,"Charles_Beauclerk,_1st_Duke_of_St_Albans"
Michael_Laskey,Jack_Laskey
Che_Guevara,Aleida_Guevara
Timothy_Dwight_IV,Sereno_Edwards_Dwight
Jane_Hawking,Lucy_Hawking
Jack_Garfein,Herschel_Garfein
King_Sagara,Asamanja
Billy_Crystal,Jennifer_Crystal_Foley
Indu_Jain,Samir_Jain
Stephen_Covey,Sean_Covey
Emil_Rathenau,Walther_Rathenau
"Irlo_Bronson,_Sr.","Irlo_Bronson,_Jr."
Sa'id_al-Shawwa,Rashad_al-Shawwa
Robert_Owen,Robert_Dale_Owen
Veronica_Lario,Barbara_Berlusconi
Ravindra_Mahajani,Gashmeer_Mahajani
Daboo_Malik,Armaan_Malik
Janet_Lee_Bouvier,Jacqueline_Kennedy_Onassis
Władysław_Młynek,Halina_Mlynkova
Stevens_Thomson_Mason_(Virginia),Stevens_T._Mason
Miriam_Hadar_Weingarten,Lea_Fastow
Lawrence_Washington_(1602–1653),John_Washington
George_Hamilton_(actor),Ashley_Hamilton
Vinod_Mehra,Soniya_Mehra
Allu_Rama_Lingaiah,Allu_Aravind
James_Norick,Ron_Norick
Stephen_Wheeler_Downey,Sheridan_Downey
Donald_Trump,Tiffany_Trump
Marlon_Brando,Christian_Brando
Donald_Fisher,Robert_J._Fisher
Jack_Ferguson,Martin_Ferguson
Grace_Conkling,Hilda_Conkling
Sally_Hemings,Harriet_Hemings
Shuja_Khanzada,Jahangir_Khanzada
François_Duvalier,Jean-Claude_Duvalier
George_Heriot_(died_1610),George_Heriot
Phyllida_Law,Emma_Thompson
Pir_Syed_Mohammad_Yaqoob_Shah,Pir_Syed_Muhammad_Binyamin_Rizvi
Ingmar_Bergman,Linn_Ullmann
Henry_Norris_(courtier),"Henry_Norris,_1st_Baron_Norreys"
"Marie_de_Rabutin-Chantal,_marquise_de_Sévigné",Françoise-Marguerite_de_Sévigné
Diane_de_Poitiers,Françoise_de_Brézé
Robert_Warren_Miller,Pia_Getty
Omar_Ali-Shah,Arif_Ali-Shah
Donovan,Donovan_Leitch_(actor)
Lou_Solverson,Molly_Solverson
Matthew_Boulton,Matthew_Robinson_Boulton
Alfie_Byrne,Alfred_P._Byrne
Ali_Khamenei,Mojtaba_Khamenei
Camille_Chamoun,Dany_Chamoun
Gita_Siddharth,Antara_Kak
Edward_Walter_Clark_Jr.,Edward_Walter_Clark_III
Yvonne_Brathwaite_Burke,Autumn_Burke
Peride_Celal,Zeynep_Ergun
Alfonso_Cuarón,Jonás_Cuarón
Charles_Eric_Hambro,Charles_Jocelyn_Hambro
S._Truett_Cathy,Dan_T._Cathy
Alec_Douglas-Home,"David_Douglas-Home,_15th_Earl_of_Home"
Lorna_Tolentino,Renz_Fernandez
Meg_Murry,Polly_O'Keefe
Oscar_Wilde,Vyvyan_Holland
Polly_Perkins,Tim_Arnold_(musician)
"Harry_W._Bass,_Sr.",Richard_Bass
Hilda_Suarez,Justin_Suarez
John_M._Whitall,Hannah_Whitall_Smith
Zelda_Fitzgerald,Frances_Scott_Fitzgerald
Oszkár_Jászi,Andrew_Jaszi
Julia_Warhola,Andy_Warhol
Pope_Paul_III,Costanza_Farnese
Kamala_Kamesh,Uma_Riyaz_Khan
Jon_Voight,Angelina_Jolie
H._S._Rawail,Rahul_Rawail
Ngalama,Ngombala
Ferdinand_Porsche,Louise_Piëch
John_Bell_(farmer),Richard_Williams_Bell
"Luther_Halsey_Gulick,_Sr.",Luther_Gulick_(physician)
Ahmed_Khadr,Abdulkareem_Khadr
George_A._Hormel,Jay_Catherwood_Hormel
"Maurice_Roche,_4th_Baron_Fermoy","Edmund_Roche,_5th_Baron_Fermoy"
Maurice_R._Greenberg,Jeffrey_W._Greenberg
Paul_Milstein,Howard_Milstein
William_Henry_Vanderbilt,Eliza_Osgood_Vanderbilt_Webb
Sylvester_Stallone,Sage_Stallone
Herb_Gilbert,Jack_Gilbert_(rugby_league)
Georg_Stanford_Brown,Kathryne_Dora_Brown
Mary_Surratt,John_Surratt
Richard_Boone_Cheatham,Kitty_Cheatham
Edward_H._Rollins,Frank_W._Rollins
"Emily_FitzGerald,_Duchess_of_Leinster",Lord_Henry_FitzGerald
Te_Uruhina_McGarvey-Tiakiwai,Turuhira_%22Julie%22_Hare
Antonin_Scalia,Eugene_Scalia
"William_Cavendish,_5th_Duke_of_Devonshire","Georgiana_Howard,_Countess_of_Carlisle"
Paul_Desmarais,André_Desmarais
Magnus_von_Braun_(senior),Magnus_von_Braun
Jacob_Safra,Edmond_Safra
George_H._W._Bush,Dorothy_Bush_Koch
Moon_Landrieu,Mary_Landrieu
Francisco_Parra_Duperón,Francisco_Parra_Capó
Michael_Douglas,Cameron_Douglas
Hiranyakashipu,Prahlada
Juan_Montseny_Carret,Federica_Montseny
Perry_Richardson_Bass,Lee_Bass
Eugene_Scanlon,"Eugene_Scanlon,_Jr."
Mala_Sinha,Pratibha_Sinha
Adrienne_Ellis,Christopher_Holden
Flor_Silvestre,"Antonio_Aguilar,_hijo"
Jorge_Mas_Canosa,Jorge_Mas
Ronnie_Barker,Charlotte_Barker
List_of_The_Tribe_characters,List_of_The_Tribe_characters
Bobby_Brown,Bobbi_Kristina_Brown
Elyse_Knox,Kelly_Harmon
Kim_Il-sung,Kim_Jong-il
Björn_Ulvaeus,Linda_Ulvaeus
Charles_E._Merrill,James_Merrill
Manilal_Gandhi,Arun_Manilal_Gandhi
Derrick_Norman_Lehmer,Derrick_Henry_Lehmer
Nicolette_Grant,Ben_Henrickson
Ali_MacGraw,Josh_Evans_(film_producer)
Arthur_Ellis_Franklin,Alice_Franklin
Marietta_Peabody_Tree,Frances_FitzGerald_(journalist)
Vic_Silayan,Chat_Silayan
Jawad_Hussain,Nasser_Hussain
Balamani_Amma,Kamala_Surayya
Mamie_Eisenhower,Doud_Eisenhower
Harry_Morgan_(Dexter),Debra_Morgan
Ioannis_Kefalogiannis,Olga_Kefalogianni
Otto_Fries,Sherwood_Fries
Vivien_Duffield,George_Duffield_(film-maker)
David_Dallin,Alexander_Dallin
Marshall_McDonald,Angus_McDonald_(Virginia_militiaman)
Ivy_Baker_Priest,Pat_Priest_(actress)
Stavros_Niarchos,Elena_Ford
Evelyn_de_Rothschild,David_Mayer_de_Rothschild
"John_Savage,_2nd_Earl_Rivers","Elizabeth_Savage,_Countess_Rivers"
Hans_Sloane_(MP),William_Sloane-Stanley
John_Speed_Smith,Green_Clay_Smith
Josephine_Premice,Susan_Fales-Hill
Marta_Suplicy,Supla
David_Nightingale_Hicks,Edwina_Brudenell
Wilfrid_Scawen_Blunt,"Judith_Blunt-Lytton,_16th_Baroness_Wentworth"
Stanley_Johnson_(writer),Boris_Johnson
Kyle_Reese,John_Connor
Christian_Streit_White,John_Baker_White_(West_Virginia_politician)
Caleb_Deschanel,Zooey_Deschanel
Younes_Nazarian,David_Nazarian
Harry_Donenfeld,Irwin_Donenfeld
Karen_Black,Hunter_Carson
Beau_Bridges,Jordan_Bridges
Henry_Cust,Lady_Diana_Cooper
Mark_Antony,Antonia_Minor
Michael_Keaton,Sean_Douglas_(songwriter)
Keith_Andes,Mark_Andes
Amar_Roy_Pradhan,Arghya_Roy_Pradhan
Dominick_Elwes,Cary_Elwes
Eugene_Luther_Vidal,Gore_Vidal
John_Young_(Hawaii),Keoni_Ana
Mary_Sibbet_Copley,Alice_Cornelia_Thaw
Amos_Pinchot,Gifford_Pinchot
P._C._Sorcar_Jr.,Moubani_Sorcar
Joanna_Clore,Guy_Secretan
Sergey_Aksakov,Konstantin_Aksakov
Ian_Balding,Clare_Balding
Olle_Westling,"Prince_Daniel,_Duke_of_Västergötland"
Mona_Best,Pete_Best
Kim_Jong-il,Kim_Sul-song
Robin_Wright,Dylan_Penn
"Sir_John_Gladstone,_1st_Baronet",John_Neilson_Gladstone
Rafael_Ángel_Calderón_Guardia,Rafael_Ángel_Calderón_Fournier
Pat_Brown,Kathleen_Brown
Maren_Sars,Eva_Nansen
Dean_Martin,Dean_Paul_Martin
William_Dodd_(ambassador),"William_E._Dodd,_Jr."
G._Narasimhan,N._Murali
Gertrude_Vanderbilt_Whitney,Cornelius_Vanderbilt_Whitney
Barbara_Bain,Juliet_Landau
List_of_Dune_secondary_characters,Paul_Atreides
Bette_Midler,Sophie_von_Haselberg
Molade_Okoya-Thomas,Olajumoke_Okoya-Thomas
"Amelia_Osborne,_Marchioness_of_Carmarthen",Augusta_Leigh
Lady_Sarah_Lennox,William_Francis_Patrick_Napier
Barbara_Bush,Marvin_Bush
George_N._Stearns,Avis_Stearns_Van_Wagenen
Cheri_Honkala,Mark_Webber_(actor)
Krishnarao_Shankar_Pandit,Meeta_Pandit
Herbert_Allen_Jr.,Herbert_Allen_III
"Edward_Astley,_22nd_Baron_Hastings","Delaval_Astley,_23rd_Baron_Hastings"
Philomena_Lynott,Phil_Lynott
Asif_Ali_Zardari,Bakhtawar_Bhutto_Zardari
Chiang_Fang-liang,Chiang_Hsiao-chang
Jonathan_Fast,Molly_Jong-Fast
Josef_Korbel,Madeleine_Albright
James_Menzies_(Australian_politician),Robert_Menzies
Wendell_E._Dunn,"Wendell_E._Dunn,_Jr."
Bess_Meredyth,John_Meredyth_Lucas
Ron_Pickering,Shaun_Pickering
Timothy_Daunt,James_Daunt
John_Dalgleish_Donaldson,"Mary,_Crown_Princess_of_Denmark"
Richard_Bennett_(actor),Barbara_Bennett
Laura_Bush,Jenna_Bush_Hager
Gordon_Hunt_(director),Helen_Hunt
Norman_Mitchell,Christopher_Mitchell_(actor)
Dominikus_Böhm,Gottfried_Böhm
Meresankh_IV,Raemka
Leroy_Blunt,Roy_Blunt
William_Carey_(courtier),"Henry_Carey,_1st_Baron_Hunsdon"
John_G._Schwegmann,John_F._Schwegmann
Nancy_Morgan,Tyler_Ritter
John_Eliot_(statesman),Richard_Eliot
Franklin_Graham,Will_Graham_(evangelist)
Robert_F._Kennedy,Christopher_G._Kennedy
Doug_Holyday,Stephen_Holyday
Jack_Lemmon,Chris_Lemmon
Charles_Koch,Chase_Koch
William_Hathaway_Forbes,Edward_W._Forbes
Olive_Osmond,Jay_Osmond
François_Pinault,François-Henri_Pinault
John_Breckinridge_(U.S._Attorney_General),Robert_Jefferson_Breckinridge
Robert_Peel,Frederick_Peel
Patrick_Wayne,Michael_Wayne
Samuel_Pearson_Goddard_Jr.,Terry_Goddard
Hacı_Ömer_Sabancı,Özdemir_Sabancı
Hillary_Clinton,Chelsea_Clinton
Nicholas_Roerich,George_de_Roerich
Zidanta_I,Ammuna
Hussein_Onn,Hishammuddin_Hussein
Viktoria_Brezhneva,Yuri_Brezhnev
Ma_Qi,Ma_Buqing
Kushadhwaja,Mandavi
Eleanor_Roosevelt,Anna_Roosevelt_Halsted
Guru_Gobind_Singh,Ajit_Singh_(Sikhism)
