Curtis_Grubb,"Peter_Grubb,_Jr."
Charles_de_Gaulle,Pierre_Guillaumat
Edwin_Samuel_Montagu,Winston_Churchill
Nancy_Reagan,Rosalynn_Carter
"Edward_Stanley,_Lord_Stanley_(politician,_born_1894)",Neville_Chamberlain
White_King_(Through_the_Looking-Glass),Lewis_Carroll
Harald_Thaulow,Heinrich_Arnold_Thaulow
Charles_Haughey,Neil_Blaney
Arcot_Ramasamy_Mudaliar,Winston_Churchill
Bansi_Lal,Rajiv_Gandhi
Jeremy_Fogel,Jerry_Brown
Allu_Arjun,Allu_Sirish
Bruce_Gelb,George_H._W._Bush
James_Dew_Chaplin,Alexander_Dew_Chaplin
Ferdinand_Marcos,Eulogio_Rodriguez
José_P._Laurel,George_A._Malcolm
Marcus_Morton,George_N._Briggs
Stanley_Armour_Dunham,Maya_Soetoro-Ng
Kim_McLane_Wardlaw,Bill_Clinton
Roland_Fairbairn_McWilliams,William_Johnston_Tupper
"William_Cecil,_3rd_Marquess_of_Exeter",Benjamin_Disraeli
Abraham_Lincoln,Montgomery_Blair
Philip_Dorsheimer,Isaac_V._Vanderpoel
Fernand_Choquette,Philippe-Auguste_Choquette
Dick_Cheney,Joe_Biden
Boyd_Anderson_Tackett,William_Fadjo_Cravens
Harold_Macmillan,George_Chetwynd
Cilia_Flores,Nicolás_Maduro
Hélène_Pastor,Jean-Baptiste_Pastor
Itzcoatl,Chimalpopoca
Suge_Knight,Tupac_Shakur
Edmund_Reggie,Ted_Kennedy
Judith_Heumann,Barack_Obama
L._Richardson_Preyer,John_F._Kennedy
John_Platt_(settler),Thomas_Betts
Camilo_Sesto,Miguel_Bosé
Jack_Straw,Robin_Cook
William_Stafford_(courtier),Mary_Boleyn
Barry_Morse,Sydney_Sturgess
"Charles_Brandon,_1st_Duke_of_Suffolk","Mary_Tudor,_Queen_of_France"
John_Belding,James_Olmsted
Charles_Oman,"Hugh_Cecil,_1st_Baron_Quickswood"
Dorothy_Wright_Nelson,Jimmy_Carter
Wilma_Flintstone,Kristen_Johnston
Lucius_Junius_Brutus,Publius_Valerius_Publicola
Tahir_Hussain,Nasir_Hussain
Robert_Peel,"William_Wellesley-Pole,_3rd_Earl_of_Mornington"
Dasharatha,Kaikeyi
Leslie_Cussons,Alexander_Tom_Cussons
Festus_Mogae,Ian_Khama
Marion_Stein,Jeremy_Thorpe
David_Coss,Javier_Gonzales
"George_Monck,_1st_Duke_of_Albemarle","George_Villiers,_2nd_Duke_of_Buckingham"
Ulysses_S._Grant,Andrew_Johnson
Alfred_Daniel_Williams_King,Alberta_Williams_King
Leopold_de_Rothschild,Charlotte_von_Rothschild
Kit_Lambert,John_Lennon
Abdullah_Ahmad_Badawi,Najib_Razak
Ron_Dellums,Pete_Stark
Augustus_Brandegee,Henry_H._Starkweather
Taylor_Walker_(Days_of_Our_Lives),Ken_Corday
Matthew_Gregory_(deacon),James_Lockwood_(Connecticut_politician)
N._T._Rama_Rao,Nadendla_Bhaskara_Rao
John_Berry_(administrator),George_W._Bush
Seth_Cohen,Sandy_Cohen
Stanley_Ho,Ho_Fook
Philip_J._Levin,Arielle_Tepper_Madover
Henry_Abel_Smith,Abel_Henry_Smith
William_Fitzherbert_(New_Zealand_politician),George_Waterhouse_(politician)
"Frederick_Campbell,_3rd_Earl_Cawdor",Arthur_Balfour
Wyclef_Jean,Avicii
Thomas_Archer,Charles_FitzRoy-Scudamore
Louis_Caldera,Barack_Obama
Jesse_M._Furman,Barack_Obama
John_Dawson_(U.S._politician),Philip_Pendleton_Barbour
"Alexander_Hore-Ruthven,_1st_Earl_of_Gowrie",Robert_Menzies
Thomas_Duane,David_Paterson
Charles_Scribner_IV,Charles_Scribner_III
Pamela_Polland,Bonnie_Raitt
Othman_A._Abbott,Edmund_C._Carns
Wilhelm_Carl_von_Rothschild,Carl_Mayer_von_Rothschild
"Sir_John_Maclean,_4th_Baronet","Sir_Allan_Maclean,_3rd_Baronet"
Lord_George_Cavendish_(died_1794),Lord_Richard_Cavendish_(1752–1781)
Zachary_Taylor,William_Ballard_Preston
Nancy_Pelosi,Barack_Obama
Ilene_Graff,Ben_Lanzarone
"William_King-Noel,_1st_Earl_of_Lovelace",Ada_Lovelace
Eugene_V._Rostow,W._Averell_Harriman
Margaret_of_Hereford,Sibyl_de_Neufmarché
Betty_E._King,Barack_Obama
Clarissa_Eden,Diana_Churchill
Jean-François_Adam,Brigitte_Fossey
Andrew_L._Lewis_Jr.,Ronald_Reagan
Lajos_Kossuth,Bertalan_Szemere
James_R._Thompson,Gerald_Ford
Alexander_Arbuthnot_(bishop),Richard_Mant
Stevens_Thomson_Mason_(Virginia),James_Monroe
Anne_Cox_Chambers,Charles_H._Price_II
Daniel_Kellogg_(settler),John_Gregory_(settler)
"Charles_Paulet,_2nd_Duke_of_Bolton","Charles_Paulet,_1st_Duke_of_Bolton"
Zhou_Enlai,Mao_Zedong
Jake_Siewert,Bill_Clinton
John_F._Tefft,Bill_Clinton
Augustine_Washington,Mildred_Gale
Francis_Collins,Barack_Obama
Georges_Pompidou,Charles_de_Gaulle
Manmohan_Singh,Yashwant_Sinha
Frederick_Hinde_Zimmerman,Jacob_Zimmerman
Miss_Havisham,Compeyson
Silvio_Berlusconi,Carlo_Azeglio_Ciampi
James_L._Graham,Ronald_Reagan
Daniel_Rubinstein,Barack_Obama
Benito_Mussolini,Margherita_Sarfatti
"Dennis_Herbert,_1st_Baron_Hemingford",Arnold_Ward
Phelan_Beale,John_Vernou_Bouvier_III
Geoffrey_le_Scrope,Richard_de_Willoughby
Joseph_Estrada,Salvador_Laurel
James_William_Freshfield,Benjamin_Bond_Cabbell
Balthazar_Getty,Gordon_Getty
Zeya_Aung,Aung_San_Suu_Kyi
Otis_Clark,Charlie_Chaplin
Naina_Yeltsina,Lyudmila_Putina
Eddie_Fisher_(singer),Billie_Lourd
Aiden_Ford,Rainbow_Sun_Francks
Purnomo_Yusgiantoro,Abdurrahman_Wahid
List_of_family_members_and_friends_in_ER,Khandi_Alexander
Kourtney_Kardashian,Rob_Kardashian
W._Willard_Wirtz,Lyndon_B._Johnson
Robert_Todd_Lincoln,Mary_Todd_Lincoln
Kristi_Noem,Stephanie_Herseth_Sandlin
Rex_Harrison,Rachel_Roberts_(actress)
"Henry_Dundas,_1st_Viscount_Melville",Henry_Erskine_(lawyer)
Li_Keqiang,Xi_Jinping
Tara_Knowles,Jax_Teller
Dingiri_Banda_Wijetunga,Chandrika_Kumaratunga
Genta_H._Holmes,George_H._W._Bush
John_Warren_Davis,Thomas_Griffith_Haight
Billie_Jo_Bradley,Meredith_MacRae
Elena_Ceaușescu,Nicolae_Ceaușescu
Pierre-Julien-Léonidas_Bissonnette,Octave_Magnan
Azita_Hajian,Mohammad-Reza_Sharifinia
George_Warren_Russell,Heaton_Rhodes
David_Hamilton_(judge),Barack_Obama
Ben_Henrickson,Sarah_Henrickson
Stanley_Allen_Bastian,Barack_Obama
Charles_de_Gaulle,Michel_Debré
Carlos_Alomar,John_Lennon
"Thomas_Howard,_1st_Earl_of_Berkshire","Charles_Howard,_2nd_Earl_of_Berkshire"
Terry_Gibbs,Steve_Allen
Percy_Orthwein,Gussie_Busch
John_Richards_(MP),"William_Ponsonby,_1st_Baron_de_Mauley"
Mark_Fisher_(politician),Nigel_Fisher
Ulysses_S._Grant,Julia_Grant
Grover_Cleveland,David_B._Hill
Michael_Bluth,Mitchell_Hurwitz
Richard_Olmsted_(settler),Walter_Hoyt
Rory_Kennedy,Robert_F._Kennedy
Thomas_Morrow_Reavley,Jimmy_Carter
Arthur_Stanley_(priest),Richard_Chenevix_Trench
Victor_Silayan,Chat_Silayan
Alexandru_Callimachi,Scarlat_Ghica
Özdemir_Sabancı,Sakıp_Sabancı
Richard_Sleath,Edward_Dickens
Gilbert_Finn,Ray_Hnatyshyn
Luke_Ward,Julie_Cooper_(The_O.C.)
Sophie_Cohen,Seth_Cohen
Samuel_Comstock,John_Betts_(Connecticut_politician)
Lenore_Blum,Manuel_Blum
Renzo_Novatore,Oscar_Wilde
Henry_Cabot_Lodge_Jr.,Maxwell_D._Taylor
William_Stevenson_(athlete),John_F._Kennedy
Bernardo_Mattarella,Alcide_De_Gasperi
Shirley_Jones,Jack_Cassidy
Anthony_J._Celebrezze_Jr.,Sherrod_Brown
Bobby_Ray_Baldock,Ronald_Reagan
Doug_Pettibone,Lisa_Marie_Presley
Rachel_Kempson,Michael_Redgrave
Ali_Abdullah_Saleh,Mohammed_Basindawa
Daniel_Ellsberg,Patricia_Marx_Ellsberg
Matthew_Marvin_Sr.,Richard_Olmsted_(settler)
Frederick_William_Kahapula_Beckley_Sr.,John_E._Bush
Thomas_Betts,Samuel_Hayes_(settler)
"Henry_Percy,_Earl_Percy",Arthur_Balfour
Jase_Robertson,Willie_Robertson
David_Lloyd_George,"Herbert_Kitchener,_1st_Earl_Kitchener"
Eston_Hemings,John_Hemings
Samuel_Comstock,John_Benedict
John_Bartlett_(Connecticut_politician),Joseph_Platt
Grover_Cleveland,David_R._Francis
Li_Peng,Tian_Jiyun
Claude_R._Wickard,Franklin_D._Roosevelt
"James_Hamilton,_1st_Duke_of_Abercorn","James_Hamilton,_2nd_Duke_of_Abercorn"
Chester_J._Straub,Bill_Clinton
Robert_Boochever,Jimmy_Carter
François_Mitterrand,Laurent_Fabius
"George_Calvert,_1st_Baron_Baltimore",Arthur_Aston
William_Joseph_Bauer,Gerald_Ford
Chiang_Pin-kung,Ma_Ying-jeou
Cameron_Douglas,Michael_Douglas
Imelda_Marcos,Benigno_Aquino_III
John_Watkins_(Australian_politician),Andrew_Refshauge
Fantine,Victor_Hugo
Robert_Bacon,Elihu_Root
Lyndon_B._Johnson,Styles_Bridges
Yone_Noguchi,Joaquin_Miller
List_of_Alias_characters,Jack_Bristow
Charles_Woodruff_Yost,George_H._W._Bush
Frank_Pace,Harry_S._Truman
Rufus_King,Thomas_Pinckney
"Geoffrey_Fitz_Peter,_1st_Earl_of_Essex",Richard_I_of_England
Manson_K._Brown,Barack_Obama
Michael_Stivic,Rob_Reiner
Thomas_Chaucer,Richard_Baynard
Rocky_Delgadillo,James_Hahn
Arnold_Schwarzenegger,John_Garamendi
Joseph_Reed_(lawyer),Richard_Rush
Shah_Nawaz_Bhutto,Benazir_Bhutto
Konstantin_von_Neurath,Reinhard_Heydrich
Robert_Louis_Stevenson,Rudyard_Kipling
Susan_Richard_Nelson,Barack_Obama
Grace_Mugabe,Robert_Mugabe
John_Christian_Schultz,"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
Harvey_S._Rosen,George_W._Bush
William_A._Schnader,Gifford_Pinchot
Cassius_Marcellus_Clay_(politician),John_Appleton
Sami_Brady_and_EJ_DiMera,Ken_Corday
Edgar_Adrian,"Arthur_Tedder,_1st_Baron_Tedder"
Inukai_Tsuyoshi,Adachi_Kenzō
Charles_R._Herring,Jock_Scott
Harry_Jenkins_Sr.,Joan_Child
"George_Thomson,_Baron_Thomson_of_Monifieth",Harold_Wilson
Ray_C._Dougherty,Noam_Chomsky
Adelbert_Ames,John_Marshall_Stone
Taher_Fakhruddin,Khuzaima_Qutbuddin
"Spencer_Cavendish,_8th_Duke_of_Devonshire",William_Ewart_Gladstone
Rajiv_Satyal,Albert_Einstein
Queen_Hemas,Joko_Widodo
Eric_Tsang,Leslie_Cheung
"Andrés_Hurtado_de_Mendoza,_3rd_Marquis_of_Cañete",Philip_II_of_Spain
James_Watson_Webb,Abraham_Lincoln
Jerry_P._Lanier,Barack_Obama
James_T._McIntyre,Jimmy_Carter
Franklin_D._Roosevelt,Gordon_Woodbury
Acton_Smee_Ayrton,William_Ewart_Gladstone
Shigeru_Yoshida,Douglas_MacArthur
John_Warner_Fitzgerald,John_Wesley_Fitzgerald
William_D._Hutchinson,Ronald_Reagan
Mike_Rama,Tomas_Osmeña
Hun_Sen,Bun_Rany
İhsan_Sabancı,Özdemir_Sabancı
Paul_Sarbanes,Phil_Gramm
William_Cogswell,Henry_Cabot_Lodge
Brian_Doherty_(drummer),Guy_Davis_(musician)
Tippi_Hedren,Dakota_Johnson
Edwin_F._Hunter,Wellborn_Jack
Ralph_Wilson_Nimmons_Jr.,George_H._W._Bush
Ron_Paul,Tom_DeLay
Anatoliy_Hrytsenko,Yulia_Tymoshenko
Michael_Anderson_(director),Christopher_Holden
John_Murray_Forbes,Thomas_Handasyd_Perkins
Dana_J._Boente,Barack_Obama
Kim_Edward_Beazley,William_McMahon
James_III_of_Cyprus,James_II_of_Cyprus
Bob_Krueger,Bill_Clinton
Dorothy_Graffe_Van_Doren,Mark_Van_Doren
Senzangakhona_kaJama,Jama_kaNdaba
Yosl_Bergner,Arthur_Boyd
Arthur_Elgort,Grethe_Barrett_Holby
Rachel_Kempson,Michael_Redgrave
Patrick_Schwarzenegger,Ted_Kennedy
"Eric_Lubbock,_4th_Baron_Avebury",Ivor_Stanbrook
Srikanth_(Telugu_actor),Sivaranjani_(actress)
Wilma_Flintstone,Alex_Borstein
Stevens_Thomson_Mason_(Virginia),John_Taylor_of_Caroline
Neville_Howse,Eric_Bowden
Consuelo_Araújo,Andrés_Pastrana_Arango
Richard_Wellesley_(1787–1831),"John_Villiers,_3rd_Earl_of_Clarendon"
Günther_Johannes_Paetsch,Priscilla_Paetsch
Joseph_Raymond_Jackson,Franklin_D._Roosevelt
"Francis_Fane,_1st_Earl_of_Westmorland",Percival_Hart_(16th-century_MP)
Elizabeth_Schuyler_Hamilton,Angelica_Schuyler_Church
"Emily_FitzGerald,_Duchess_of_Leinster","Sarah_Lennox,_Duchess_of_Richmond_and_Lennox"
John_Henry_Kyl,Bert_Bandstra
John_C._Frémont,Jessie_Benton_Frémont
"Robert_O._Blake,_Jr.",Barack_Obama
Sun_Fo,He_Yingqin
Alih_Jey,Paulina_Rubio
Nawaz_Sharif,Mir_Hazar_Khan_Khoso
Dylan_Thomas,John_Lennon
Oliver_Cromwell,"Sir_Robert_Bernard,_1st_Baronet"
John_Frederick_Johnston,Armand_Lavergne
John_Kerry,Evelyn_Murphy
Antonin_Scalia,Ronald_Reagan
Ion_Luca_Caragiale,Émile_Zola
Elliot_Richardson,Gerald_Ford
Joel_A._Pisano,Maryanne_Trump_Barry
"Naruhito,_Crown_Prince_of_Japan","Masako,_Crown_Princess_of_Japan"
Height_of_Fashion_(horse),Hamdan_bin_Rashid_Al_Maktoum
Moses,Miriam
Kasia_Livingston,Britney_Spears
MacCallum_Grant,"Julian_Byng,_1st_Viscount_Byng_of_Vimy"
Kim_Tok-hun,Kim_Jong-un
"Waldorf_Astor,_2nd_Viscount_Astor","William_Waldorf_Astor,_1st_Viscount_Astor"
Leon_Trotsky,Natalia_Sedova
George_Herbert_Walker_III,"George_Herbert_Walker,_Jr."
Wyatt_Emory_Cooper,Gloria_Vanderbilt
Sahu_Shanti_Prasad_Jain,Shreyans_Prasad_Jain
Ted_Hughes,Sylvia_Plath
Jerry_Lynn_Williams,Bonnie_Raitt
Mark_Fisher_(politician),Virginia_Bottomley
Rosalynn_Carter,George_H._W._Bush
Nicholas_F._Brady,Ronald_Reagan
Giulio_Andreotti,Arnaldo_Forlani
Yashwant_Sinha,Natwar_Singh
Christian_Lasson,Frits_Thaulow
Thaddeus_H._Caraway,Hattie_Caraway
Mikołaj_Krzysztof_%22the_Orphan%22_Radziwiłł,Elżbieta_Szydłowiecka
Sean_Kingston,Justin_Bieber
John_Cleese,Barbara_Trentham
Kenneth_John_Gonzales,Barack_Obama
Ferdinand_Marcos,Fernando_Lopez
Rohese_of_Monmouth,Gilbert_fitzBaderon
Jesse_Jackson,Lloyd_Bentsen
Narayan_Rane,Eknath_Khadse
Jack_Ferguson,Clarrie_Earl
Les_Crane,Tina_Louise
Jack_Layton,Alexa_McDonough
Rya_W._Zobel,Jimmy_Carter
Natalio_Ecarma_III,Benigno_Aquino_III
Jimmy_Carter,Ronald_Reagan
Perry_Richardson_Bass,Hyatt_Bass
Michael_B._Donley,Barack_Obama
Serge_Dassault,Marcel_Dassault
Maneka_Gandhi,Narendra_Modi
Sylvester_Weaver_(executive),Elizabeth_Inglis
David_E._Lilienthal,Franklin_D._Roosevelt
Robert_B._Pamplin,Robert_B._Pamplin
Charles_Carnan_Ridgely,Levin_Winder
David_Suchet,John_Suchet
Tashlultum,Shar-Kali-Sharri
Joseph_Bradley_Varnum,James_Madison
Peter_George_Peterson,David_Rockefeller
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston",Arthur_Balfour
Andrew_Peacock,Phillip_Lynch
Erol_Sabancı,İhsan_Sabancı
Maya_Soetoro-Ng,Barack_Obama
Thea_Altaras,Jakob_Altaras
Susan_Kramer,Nick_Clegg
Melanie_Griffith,Don_Johnson
Robert_F._Kennedy,Nicholas_Katzenbach
Richard_Olmsted_(settler),Mark_Sension
Olof_Palme,Tage_Erlander
Wendy_J._Olson,Barack_Obama
"Frederick_Stanley,_16th_Earl_of_Derby",John_A._Macdonald
David_B._Dunn,George_W._Bush
James_V._Selna,George_W._Bush
"Eric_Lubbock,_4th_Baron_Avebury",Arthur_Holt_(politician)
Richard_L._Morrill,Merrimon_Cuninggim
George_de_Mohrenschildt,John_F._Kennedy
Daniel_Levin_(attorney),George_W._Bush
Charan_Singh,Morarji_Desai
Jacqueline_Kennedy_Onassis,Mamie_Eisenhower
Fridtjof_Nansen,Eva_Nansen
Andrew_S._Effron,Bill_Clinton
Cornelius_Gurlitt_(art_historian),Fanny_Lewald
Erving_Goffman,Alice_Goffman
Kay_Adams-Corleone,Mario_Puzo
Maureen_Reagan,Ron_Reagan
Bersheba_Leighton_Fristoe,Henry_Washington_Younger
"Francis_Fane,_1st_Earl_of_Westmorland",Laurence_Washington_(MP_for_Maidstone)
"Vere_Fane,_4th_Earl_of_Westmorland",William_III_of_England
Samuel_Hayes_(settler),John_Gregory_(settler)
Guidobaldo_da_Montefeltro,Cesare_Borgia
Ninian_Stephen,Bob_Hawke
William_J._Cabaniss,George_W._Bush
Ernest_Nathan_Morial,Moon_Landrieu
Sun_Fo,Mo_Teh-hui
Harold_L._Ickes,Franklin_D._Roosevelt
Romulus_Linney_(playwright),Romulus_Zachariah_Linney
David_Kappos,Barack_Obama
Len_Lacy,E._L._Henry
Richard_Attenborough,Gerald_Sim
Frederick_Halsey,Benjamin_Disraeli
John_Copp,John_Betts_(Connecticut_politician)
Gabriel_Gustafsson_Oxenstierna,Magnus_Brahe_(1564–1633)
Hugh_Carey,Francis_E._Dorn
Bruce_Campbell_Hopper,John_F._Kennedy
Robert_Anderson_Van_Wyck,Seth_Low
Paul_J._Fishman,Barack_Obama
Ratanji_Tata,Dorabji_Tata
Oya_Eczacıbaşı,Bülent_Eczacıbaşı
Lee_Teng-hui,Chiang_Ching-kuo
Joy_Mukherjee,Shomu_Mukherjee
Geoff_Regan,Justin_Trudeau
Clifton_R._Breckinridge,Ethan_A._Hitchcock_(Interior)
Arthur_Meighen,"Victor_Cavendish,_9th_Duke_of_Devonshire"
George_H._Burnett,Thomas_A._McBride
Ferdinand_Anton_Ernst_Porsche,Louise_Piëch
Lewis_D._Campbell,Robert_C._Schenck
Jesús_Jiménez_Zamora,José_María_Castro_Madriz
Deng_Xiaoping,Yang_Shangkun
List_of_Disney's_Beauty_and_the_Beast_characters,Hattie_Morahan
James_Lockwood_(Connecticut_politician),"John_Betts,_Jr."
Vibeke_Engelstad,Sigurd_Engelstad
Orrin_Henry_Ingram,Julius_Ingram
Nancy_Hollister,Bob_Taft
Jane_Garvey_(aviation_administrator),Bill_Clinton
Alanson_B._Houghton,George_V
John_Q._A._Brackett,Oliver_Ames_(governor)
Daniel_A._Whelton,John_F._Fitzgerald
Qusai_ibn_Kilab,Kilab_ibn_Murrah
Stephen_Byers,Patricia_Hewitt
Shehbaz_Sharif,Makhdoom_Ahmed_Mehmood
William_T._Davies,Chauncey_Forward_Black
Jim_Nussle,George_W._Bush
John_Belding,Joseph_Platt
Niamh_Cusack,Max_Irons
Gordon_R._England,Barack_Obama
Nicholas_Fish_II,James_O._Putnam
"Robert_Grosvenor,_5th_Duke_of_Westminster","Gerald_Grosvenor,_4th_Duke_of_Westminster"
Archibald_Alison_(author),James_Gregory_(physician)
Franklin_D._Roosevelt,Cordell_Hull
John_Copp,Joseph_Platt
Louis_de_Brézé,Agnès_Sorel
Philip_Schuyler,John_Laurance
Hakim_Said,Benazir_Bhutto
Walter_Elliot_(Scottish_politician),"Katharine_Elliot,_Baroness_Elliot_of_Harwood"
Hugo_Llorens,George_W._Bush
List_of_Downton_Abbey_characters,Samantha_Bond
Father_Dámaso,José_Rizal
Ayub_Khan_(general),Chaudhry_Muhammad_Ali
Franklin_D._Roosevelt,Harold_L._Ickes
William_E._Miller,John_R._Pillion
Michael_Ansara,Barbara_Eden
Craig_Blair,Larry_Kump
Les_Mills,Catherine_Tizard
Sawda_bint_Zamʿa,Muhammad
Abeid_Karume,Aboud_Jumbe
2008_FIFA_Club_World_Cup_squads,Gary_Neville
"Princess_Alice,_Duchess_of_Gloucester","John_Montagu_Douglas_Scott,_7th_Duke_of_Buccleuch"
Crystal_Nix-Hines,Barack_Obama
Hau_Lung-pin,Ma_Ying-jeou
Frank_Murphy,Franklin_D._Roosevelt
David_L._Boren,Barack_Obama
Narayan_Rane,Vilasrao_Deshmukh
Mary_Hayley_Bell,John_Mills
Adelbert_Ames,Rebecca_Latimer_Felton
John_Verney_(judge),Matthew_Skinner
Elizabeth_Carlsdotter_Gyllenhielm,Maria_Sofia_De_la_Gardie
Adrian_Pennino,Talia_Shire
"Charles_Grey,_2nd_Earl_Grey","Arthur_Wellesley,_1st_Duke_of_Wellington"
Saba_Waseem_Abbas,Hameed_Akhtar
"William_Leveson-Gower,_4th_Earl_Granville",Montagu_Sherard_Dawes_Butler
Arthur_David-Andersen,David_Andersen_(goldsmith)
Samuel_Benjamin_Sofer,Moses_Sofer
John_Thynne,Richard_Lyster
Olga_Nolla,Rosario_Ferré
Ronald_Reagan,Jerry_Brown
Martin_Luther_King_Jr.,Martin_Luther_King_Sr.
Andrew_Peacock,John_Howard
Piotr_Zborowski,Samuel_Zborowski
Thierry_Roussel,Christina_Onassis
Morris_Lottinger_Sr.,Allen_J._Ellender
Norodom_Ranariddh,Ung_Huot
Coxcoxtli,Huehue_Acamapichtli
Azer_Amiraslanov,Ilham_Aliyev
Kevin_Kline,Phoebe_Cates
Juan_Cancel_Ríos,Miguel_Hernández_Agosto
Ferdinand_Marcos,Cesar_Virata
John_Leventhal,Rosanne_Cash
William_Howard_Taft,Theodore_Roosevelt
Mrs._Dorothy_Quimby,Lynda_Mason_Green
Joseph_W._Twinam,Richard_Nixon
Philip_Heymann,Bill_Clinton
Elizabeth_Brooke_(1503–1560),Thomas_Wyatt_(poet)
Henry_Ernest_Kendall,Angus_Lewis_Macdonald
Paul_Sarbanes,Marjorie_Holt
Yozef_Yozpa_Sofer,Samuel_Benjamin_Sofer
Pedro_Correia_da_Cunha,Afonso_V_of_Portugal
Dasharatha,Aja_(Hindu_mythology)
Dick_Cheney,Al_Gore
William_Cogswell,William_Everett
Thomas_H._Hubbard,"Westel_Willoughby,_Jr."
Early_life_and_career_of_Suharto,Siti_Hartinah
Obadiah_German,Rufus_King
Richmond_P._Hobson,John_H._Bankhead
"Robert_Sidney,_2nd_Earl_of_Leicester",Charles_Williams_(of_Llangibby)
Cecelia_Ager,Milton_Ager
John_C._Breckinridge,Alexander_Keith_Marshall
Vitaliano_Aguirre_II,Rodrigo_Duterte
Lim_Kit_Siang,Koh_Tsu_Koon
Katara_(Avatar:_The_Last_Airbender),Mae_Whitman
Lewis_Washington,Augustine_Washington
Joop_den_Uyl,Juliana_of_the_Netherlands
Ned_Stark,Sean_Bean
Harry_Innes,George_Washington
Philip_Schuyler,Aaron_Burr
Mary_Scales,Robert_W._Scales
Felipe_de_Marichalar_y_Borbón,Victoria_de_Marichalar_y_Borbón
Carey_Martin,Danny_Kallis
"Sydney_Buxton,_1st_Earl_Buxton",Winston_Churchill
Robert_Todd_Lincoln,Benjamin_Harrison
J._William_Stanton,Oliver_P._Bolton
Charles_de_Gaulle,Louis_Joxe
Walter_F._Frear,Theodore_Roosevelt
Richard_C._Wesley,George_W._Bush
Jesse_Jackson,Joe_Biden
Charles_Pasqua,Jean-Louis_Debré
Walter_Cronkite,Dan_Rather
Nicola_Shulman,Alexandra_Shulman
Julio_César_Turbay_Ayala,Alfonso_López_Michelsen
"Prince_Carl_Philip,_Duke_of_Värmland",Queen_Silvia_of_Sweden
Friedelind_Wagner,Adolf_Hitler
Isma'il_ibn_Jafar,Ja'far_al-Sadiq
Shane_Theriot,Dweezil_Zappa
Thomas_Ewing,John_Tyler
Joely_Fisher,Billie_Lourd
Jimmy_Cooper_(The_O.C.),Hailey_Nichol
Giulio_Andreotti,Roberto_Tremelloni
William_Pallister_Hubbard,John_W._Davis
Joseph_Stalin,Nikolai_Voznesensky
Jack_Cohen_(businessman),Hyman_Kreitman
James_McCombs,Dan_Sullivan_(New_Zealand_politician)
Richard_Seddon,Queen_Victoria
Nick_Harvey,Nick_Clegg
"Charles_Grey,_2nd_Earl_Grey","Hugh_Percy,_3rd_Duke_of_Northumberland"
Tim_Wirth,Bill_Clinton
William_Hayes_Ackland,Joseph_H._Acklen
Jay_Rockefeller,Shelley_Moore_Capito
Samuel_L._Kaplan,Barack_Obama
Alice_Roosevelt_Longworth,Nicholas_Longworth
James_Patrick_Mahon,Maurice_O'Connell_(MP)
David_Noyes_Jackson,James_Merrill
Michael_Korda,Lu_Xun
Anastas_Mikoyan,Leonid_Brezhnev
William_McMahon,Athol_Townley
Steve_Smith_(American_Dad!),Hayley_Smith_(American_Dad!)
Mark_Fiennes,Jennifer_Lash
Bernard_Cowen,Charles_Haughey
Purvis_Young,Jane_Fonda
List_of_Modern_Family_characters,Artemis_Pebdani
Thomas_F._Bayard,James_G._Blaine
Eliphalet_Lockwood_(deacon),Joseph_Platt
Johnny_%22J%22,Tupac_Shakur
"William_Larimer_Mellon,_Sr.",Edward_Martin_(Pennsylvania_politician)
Keith_Harper_(lawyer),Barack_Obama
Manuel_Clouthier,Pablo_Emilio_Madero
Goofy,Hal_Smith_(actor)
Lord_Charles_FitzRoy_(politician),"Frederick_Hervey,_2nd_Marquess_of_Bristol"
Walter_Sisulu,Thabo_Mbeki
Gabe_Paul,Lee_MacPhail
Hafiz_Hamdullah,Nawaz_Sharif
Daniel_Kellogg_(settler),John_Gregory_(settler)
"Sir_John_Maclean,_4th_Baronet","Sir_Allan_Maclean,_3rd_Baronet"
Rodrigo_Moynihan,Margaret_Thatcher
Lito_Atienza,Mel_Lopez
Mohammed_Bilal_Khatri,Mohammed_Yusuf_Khatri
"Nathan_Rothschild,_1st_Baron_Rothschild",Lionel_de_Rothschild
Lord_George_Beresford,"Robert_Grosvenor,_1st_Baron_Ebury"
Robb_Stark,Rickon_Stark
Scott_H._DeLisi,George_W._Bush
Robert_Bacon,Francis_B._Loomis
Tokugawa_Tsunayoshi,Tokugawa_Iemitsu
Michael_H._Decker,George_W._Bush
Alfonso_E._Lenhardt,Barack_Obama
Georges_Henri_Boivin,Pierre-Ernest_Boivin
Meylişah_Hatun,Osman_II
Mel_Bourne,Sarah_Marshall_(British_actress)
David_Michaels_(epidemiologist),Barack_Obama
"Charles_Paulet,_2nd_Duke_of_Bolton","Charles_Talbot,_1st_Duke_of_Shrewsbury"
Barbara_Bush,Marilyn_Quayle
Edsel_Ford,Henry_Ford
"Bernhard_III,_Duke_of_Saxe-Meiningen","Ernst,_Prince_of_Saxe-Meiningen"
Sam_Gyimah,Edward_Timpson
Princess_Leia,Misty_Lee
