Curtis_Grubb,"Peter_Grubb,_Jr."
John_Platt_(settler),James_Olmsted
Jefferson_Davis,Sarah_Knox_Taylor
Isabella_Greenway,Lewis_Williams_Douglas
Richard_Ottinger,Robert_F._Kennedy
Irvine_Barrow,Pierre_Trudeau
Levi_Lincoln_Sr.,Thomas_Jefferson
Barbara_Follett_(politician),Rick_Turner_(philosopher)
Kathleen_Sebelius,K._Gary_Sebelius
Otto_von_Bismarck,"Wilhelm_II,_German_Emperor"
Lucius_Cornelius_Cinna,Gaius_Marius
Paula_Vogel,Anne_Fausto-Sterling
"Rupert_Guinness,_2nd_Earl_of_Iveagh","Benjamin_Guinness,_3rd_Earl_of_Iveagh"
William_Cabell_Rives,Littleton_Waller_Tazewell
Joan_M._Plaisted,Bill_Clinton
Fatimah,Muhammad
John_Betts_(Connecticut_politician),Joseph_Platt
Asif_Sandila,Nawaz_Sharif
Richard_de_la_Pole,"John_de_la_Pole,_2nd_Duke_of_Suffolk"
Dickinson_R._Debevoise,Jimmy_Carter
Hiram_Bingham_III,John_H._Trumbull
Rudolph_the_Red-Nosed_Reindeer,Billie_Mae_Richards
Brian_Richard,Andy_Warhol
Brian_Mason,Rachel_Notley
Kendall_Jenner,Kourtney_Kardashian
"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma","Edwina_Mountbatten,_Countess_Mountbatten_of_Burma"
Betty_Hemings,Harriet_Hemings
Ron_Klain,Al_Gore
Alfred_Briggs_Irion,Alvan_Lafargue
Richard_Helms,Gerald_Ford
"Thomas_Villiers,_1st_Earl_of_Clarendon",William_Pitt_the_Younger
Alexander_Hamilton,George_Washington
William_Slade,Jacob_Collamer
Ethel_Roosevelt_Derby,Franklin_D._Roosevelt
George_H._W._Bush,Nicholas_F._Brady
Myra_C._Selby,Evan_Bayh
Benjamin_Wegner,Ludwig_Erdwin_Seyler
A._J._Raffles_(character),Jeremy_Clyde
"Vere_Fane,_4th_Earl_of_Westmorland","Sir_John_Knatchbull,_2nd_Baronet"
William_Jennings_Bryan,William_James_Connell
"Weetman_Pearson,_1st_Viscount_Cowdray",Winston_Churchill
Rosalynn_Carter,Jimmy_Carter
Claudia_Joy_Holden,Roland_Burton
Harvey_Barnett,Bob_Hawke
Thomas_Betts,Joseph_Platt
Nahim_Abraham,Salem_Abraham
Gemini_Ganesan,Savitri_(actress)
James_Franklin_Jeffrey,George_W._Bush
Hugh_Horner,Norval_Horner
"William_Paulet,_1st_Marquess_of_Winchester","William_Cecil,_1st_Baron_Burghley"
Lady_Ann_Cunningham,"James_Cunningham,_7th_Earl_of_Glencairn"
Princess_Dorothea_of_Courland,Pauline_de_Talleyrand-Périgord
H._H._Asquith,"Archibald_Primrose,_5th_Earl_of_Rosebery"
Jack_Lynch,Garret_FitzGerald
"Claire_Windsor,_Countess_of_Ulster","Sarah,_Duchess_of_York"
Rupert_Murdoch,Elisabeth_Murdoch_(philanthropist)
Benjamin_Butler_(politician),John_Davis_Long
Fadi_Abboud,Saad_Hariri
Francis_Bacon,Thomas_Jefferson
Siti_Hasmah_Mohamad_Ali,Ahmad_Shah_of_Pahang
Joseph_Wirth,Walther_Rathenau
Liam_Cosgrave,Donnchadh_Ó_Briain
Chester_A._Arthur,Wayne_MacVeagh
Qusai_ibn_Kilab,Muhammad
Tarun_Gogoi,Bhadreswar_Tanti
William_Kennard,Bill_Clinton
Michael_G._Vickers,Barack_Obama
Teel_Bivins,George_W._Bush
Hugo_Jaeger,Adolf_Hitler
Hillary_Clinton,Bill_Clinton
Gamal_Abdel_Nasser,Kwame_Nkrumah
Earle_C._Clements,Leverett_Saltonstall
Martha_Rivers_Ingram,Julius_Ingram
Emperor_Taizong_of_Song,Emperor_Taizu_of_Song
Azazel_(Supernatural),Eric_Kripke
Judith_of_Schweinfurt,Bretislav_I
Abd_Allah_ibn_Abbas,Muhammad
Carmen_Consuelo_Cerezo,Jimmy_Carter
Manmohan_Singh,Pratibha_Patil
Chen_Zhen_(character),Bruce_Lee
Sohail_Aman,Nawaz_Sharif
Anna_Mikhalkova,Nikita_Mikhalkov
Zhu_Rongji,Jiang_Zemin
Jared_Weinstein,George_W._Bush
Georgia_Frontiere,Dominic_Frontiere
Jenny_Durkan,Barack_Obama
Peter_Griffin,Seth_MacFarlane
Eduardo_De_Filippo,Titina_De_Filippo
Marlin_Fitzwater,Ronald_Reagan
John_Warren_Davis,Woodrow_Wilson
"Charles_Ritchie,_1st_Baron_Ritchie_of_Dundee",Austen_Chamberlain
"Auckland_Geddes,_1st_Baron_Geddes",Neville_Chamberlain
Carlos_Salinas_de_Gortari,Ernesto_Zedillo
James_Irvine_(Pennsylvania),Benjamin_Franklin
"Diana_Wellesley,_Duchess_of_Wellington",Douglas_McConnel
Viktor_Yanukovych,Yulia_Tymoshenko
Abdellatif_Filali,Abderrahmane_Youssoufi
Kiefer_Sutherland,Tommy_Douglas
Andrew_Peacock,Tony_Street
Pamela_Peck,Pai_Hsien-yung
"Orrin_Henry_Ingram,_Sr.",Orrin_Henry_Ingram
Tarzan,Christopher_Lambert
Rixa_of_Werle,Rikissa_Birgersdotter
George_Moscone,Dianne_Feinstein
Patricia_A._Madrid,Tom_Udall
Christopher_Smart,Jonathan_Swift
"Edward_Stanley,_15th_Earl_of_Derby",Benjamin_Disraeli
"Antony_Armstrong-Jones,_1st_Earl_of_Snowdon",Ronald_Armstrong-Jones
Peter_Barry,Gerry_Collins_(politician)
Édouard_Alphonse_James_de_Rothschild,Alphonse_James_de_Rothschild
Vallabhbhai_Patel,C._Rajagopalachari
David_L._Aaron,Bill_Clinton
R._Harmon_Drew_Sr.,Cecil_C._Lowe
Virginie_Boutaud,Supla
Lee_Kong_Chian,Tan_Kah_Kee
Orrin_Henry_Ingram,John_R._Ingram_(businessman)
Christopher_de_Leon,Nora_Aunor
Ali_Yıldırım_Koç,Rahmi_Koç
R._Harmon_Drew_Sr.,Charles_Wheaton_Elam
Wu_Tingfang,Li_Jingxi
Pope_Alexander_VI,Pope_Innocent_VIII
William_Perry,Bill_Clinton
Christian_Vadim,Catherine_Deneuve
Howard_Kent_Walker,Jimmy_Carter
Dillon_Bell,Alfred_Domett
Ellen_Axson_Wilson,Woodrow_Wilson
Marian_Otis_Chandler,Harry_Chandler
Moeenuddin_Ahmad_Qureshi,Benazir_Bhutto
Gamal_Abdel_Nasser,Josip_Broz_Tito
MacCallum_Grant,George_V
Zulfiqar_Mirza,Fahmida_Mirza
"Charles_Paulet,_2nd_Duke_of_Bolton",Francis_Rolle
Anthony_Perkins,Berry_Berenson
Tricky_Stewart,Celine_Dion
Ranjan_Ramanayake,Ranil_Wickremesinghe
David_I_of_Scotland,Saint_Margaret_of_Scotland
Whitelaw_Reid,William_Howard_Taft
Aung_San_Oo,Aung_San_Suu_Kyi
César_Ramírez_(actor),Alicia_Vergel
"Frederick_Stanley,_16th_Earl_of_Derby","Gathorne_Gathorne-Hardy,_1st_Earl_of_Cranbrook"
Pranab_Mukherjee,George_Fernandes
Hans_Lammers,Adolf_Hitler
Giacomo_Leopardi,Arthur_Schopenhauer
John_Bell_(New_Hampshire_politician),Benjamin_Pierce_(governor)
Matthew_Marvin_Jr.,John_Platt_(settler)
Newton_D._Baker,Woodrow_Wilson
Vladimir_Nabokov,Edgar_Allan_Poe
Eleanor_Roosevelt,Franklin_D._Roosevelt
Sydney_Bristow,Jack_Bristow
Robert_F._McLellan,Robert_Stanfield
Juan_Manuel_Santos,Andrés_Pastrana_Arango
Earl_Slick,John_Lennon
Joe_Biden,Richard_Lugar
H._John_Heinz_III,Cyril_Wecht
Aklilu_Habte-Wold,Haile_Selassie
Ulysses_S._Grant,Hamilton_Fish
Recep_Tayyip_Erdoğan,Ahmet_Necdet_Sezer
George_H._W._Bush,James_Baker
"Vere_Fane,_4th_Earl_of_Westmorland","Sir_Thomas_Peyton,_2nd_Baronet"
Ranasinghe_Premadasa,Razik_Fareed
William_Branch_Giles,Armistead_Thomson_Mason
Idries_Shah,Arthur_J._Deikman
Charles_Alvin_Jones,Franklin_D._Roosevelt
Joseph_McManners,Hugh_McManners
Eric_Tsang,Francis_Ng
William_the_Silent,Juliana_of_Stolberg
Giuseppe_Farina,Alberto_Ascari
Reno_L._Harnish,George_W._Bush
Will.i.am,Britney_Spears
Marie_Göranzon,Lars_Amble
Karpal_Singh,Lim_Kit_Siang
George_Mason_I,George_Mason
Joseph_P._Kennedy_Sr.,Robert_Worth_Bingham
"Anne_Dacre,_Countess_of_Arundel",Elizabeth_Leyburne
Lauro_Cavazos,George_H._W._Bush
Harry_Chandler,Marian_Otis_Chandler
Moon_Landrieu,Patricia_Roberts_Harris
Wayne_Berry,Bill_Wood_(politician)
Henry_Michell_Wagner,"Arthur_Wellesley,_2nd_Duke_of_Wellington"
Steve_C._Jones,Barack_Obama
Walter_Wanger,Joan_Bennett
Jennifer_A._Dorsey,Barack_Obama
List_of_The_Producers_characters,Matthew_Broderick
Michael_Aris,Aung_San_Suu_Kyi
Zhu_Rongji,Wen_Jiabao
Henry_George,Arthur_Brisbane
Einar_Gerhardsen,Werna_Gerhardsen
"John_Raymond,_Jr.",Joseph_Platt
Muhammad_Ali_Jinnah,"Louis_Mountbatten,_1st_Earl_Mountbatten_of_Burma"
Rupert_Murdoch,Keith_Murdoch
Joey_Jordison,Seth
Roman_Coppola,Gian-Carlo_Coppola
Cecil_W._Stoughton,John_F._Kennedy
Michele_Thoren_Bond,Barack_Obama
Oswald_Mosley,Lady_Cynthia_Mosley
Joseph_Comstock,"John_Betts,_Jr."
Robert_Hill_(Australian_politician),David_Kemp_(politician)
Ray_J,Kim_Kardashian
"Vere_Fane,_4th_Earl_of_Westmorland","Henry_Sydney,_1st_Earl_of_Romney"
Eilís_Dillon,Vivian_Mercier
Khadija_bint_Khuwaylid,Asad_ibn_Abd-al-Uzza
"James_Hamilton,_2nd_Marquess_of_Hamilton",Lady_Ann_Cunningham
William_Stawell,Thomas_Howard_Fellows
Wan_Li,Duan_Junyi
Shannen_Doherty,Ashley_Hamilton
Nancy_McEldowney,Barack_Obama
Henry_Taylor_(dramatist),"Thomas_Spring_Rice,_1st_Baron_Monteagle_of_Brandon"
Benjamin_Abalos,Neptali_Gonzales
Ajayan_Vincent,Jayanan_Vincent
Margaret_Truman,Clifton_Daniel
William_Branch_Giles,John_Tyler
William_Dozier,Joan_Fontaine
Charles_T._Hinde,Harry_Hinde
Gigi_Pritzker,Jay_Pritzker
William_H._Crawford,Richard_Rush
"Robert_Gascoyne-Cecil,_5th_Marquess_of_Salisbury","Walter_Guinness,_1st_Baron_Moyne"
Arun_Vijay,Preetha_Vijayakumar
William_Ewart_Gladstone,Catherine_Gladstone
Robert_Peel,"Arthur_Wellesley,_1st_Duke_of_Wellington"
Michael_Morell,Barack_Obama
Clarence_M._Kelley,Jimmy_Carter
Elizabeth_Sarancheva,Ivan_Tereshchenko
Arthur_Seldon,Margaret_Thatcher
Sekeletu,Mamochisane
Thomas_More,"Thomas_Audley,_1st_Baron_Audley_of_Walden"
Margaret_Nasha,Ian_Khama
Ann_Morgan_Guilbert,George_Eckstein
Robert_F._Kennedy,Kenneth_Keating
John_Joseph_Tuchi,Barack_Obama
Francis_Mundy,"George_Cavendish,_1st_Earl_of_Burlington"
Daniel_Anthony_O'Donohue,Ronald_Reagan
Sherwood_Boehlert,James_T._Walsh
Christopher_G._Kennedy,David_A._Kennedy
H._H._Asquith,David_Lloyd_George
James_Lockwood_(Connecticut_politician),Joseph_Platt
Surangani_Ellawala,Ranil_Wickremesinghe
"Leonard_Courtney,_1st_Baron_Courtney_of_Penwith",Frederick_Leveson-Gower_(Bodmin)
Carlos_Fuentes,Luis_Buñuel
George_Martin,John_Lennon
Joseph_P._Kennedy_Sr.,James_M._Landis
Jacqueline_Kennedy_Onassis,John_Vernou_Bouvier_III
Roger_Sherman_Baldwin,Isaac_Toucey
Nanette_Kay_Laughrey,Bill_Clinton
Charles_Morris_(surveyor_general),Jonathan_Belcher_(jurist)
Amyntas_IV_of_Macedon,Alexander_II_of_Macedon
Truman_Handy_Newberry,Theodore_Roosevelt
Sylvia_Llewelyn_Davies,Gerald_du_Maurier
John_W._Foster,Benjamin_Harrison
Amihan_(Encantadia),Mine-a
Robert_F._Kennedy,Kenneth_Keating
Rune_Gerhardsen,Fritz_Huitfeldt
Samuel_K._Skinner,Gerald_Ford
Bryan_Green,Will_Hodgman
Gerald_Ford,William_B._Saxbe
Raj_Kapoor,Narendra_Nath
Timur_Novikov,Andy_Warhol
"Thomas_Vaux,_2nd_Baron_Vaux_of_Harrowden","Edward_Seymour,_1st_Duke_of_Somerset"
Joel_Fredrick_Dubina,George_H._W._Bush
James_S._Moody_Jr.,Bill_Clinton
Robin_Carnahan,Roy_Blunt
Frank_Shuster,Joe_Shuster
Sun_Fo,Chen_Mingshu
J._Howard_McGrath,William_Henry_Vanderbilt_III
Trudy_Monk,List_of_Monk_characters
Brian_Rix,"Gulam_Noon,_Baron_Noon"
"Lourenço_José_Boaventura_de_Almada,_13th_Count_of_Avranches",José_da_Avé-Maria_Leite_da_Costa_e_Silva
William_Randolph_Hearst_Jr.,William_Randolph_Hearst
Julia_Lennon,Alfred_Lennon
Seán_Lemass,William_Norton
Eva_Henning,Hasse_Ekman
Richard_Cleveland_Drew,John_T._Watkins
Bartel_J._Jonkman,Gerald_Ford
R._C._Lehmann,Edward_Tyas_Cook
Atotoztli_I,Coxcoxtli
John_Mackarness,Samuel_Wilberforce
Sheila_Gish,Denis_Lawson
Arthur_Penn,Frank_Corsaro
L._Craig_Johnstone,Ronald_Reagan
William_Robertson_Coe,Henry_Huttleston_Rogers
Brian_France,Bill_France_Jr.
Jonathan_D._Farrar,Barack_Obama
Ruhollah_Khomeini,Mohammad-Reza_Mahdavi_Kani
Henry_Cabot_Lodge,William_Everett
Pete_Rouse,Barack_Obama
BloodPop,Justin_Bieber
"Charles_Canning,_1st_Earl_Canning","Granville_Leveson-Gower,_2nd_Earl_Granville"
Felix_Octave_Pavy,Carl_Weiss
MacCallum_Grant,"Julian_Byng,_1st_Viscount_Byng_of_Vimy"
Daniel_Yohannes,Barack_Obama
Joe_Frazier,Muhammad_Ali
"Hugh_Percy,_3rd_Duke_of_Northumberland","Hugh_Percy,_2nd_Duke_of_Northumberland"
Kent_A._Jordan,George_W._Bush
"David_Eccles,_1st_Viscount_Eccles",Winston_Churchill
"Ronald_Charles_Grant,_10th_Baron_de_Longueuil","Raymond_Grant,_11th_Baron_de_Longueuil"
Carole_Keeton_Strayhorn,George_W._Bush
Jeremiah_S._Black,Caleb_Cushing
Irénée_du_Pont,Pierre_S._du_Pont
Bill_Curry_(politician),Bill_Clinton
Dimitri_Tikovoï,Marianne_Faithfull
Christopher_Hitchens,Sam_Harris
Luke_Johnson_(businessman),Daniel_Johnson_(journalist)
Saraswathi_Gora,Hemalatha_Lavanam
Andy_Leslie,Ian_Kirkpatrick
Henry_W._Dwight,Henry_Shaw_(Massachusetts)
Henrik_Janson,Britney_Spears
Elizabeth_Frawley_Bagley,Barack_Obama
Norman_Marjoribanks,George_Frederick_Stanley
Warren_Earp,James_Earp
Ernesto_Sabato,Johann_Wolfgang_von_Goethe
John_Alexander_McClernand,Zadok_Casey
Carmela_Corleone,Mario_Puzo
Joan_A._Polaschik,Barack_Obama
Ulysses_S._Grant,Columbus_Delano
K._C._Ramamurthy,Vijay_Mallya
Ted_Hughes,Sylvia_Plath
Kathleen_Kinmont,Lorenzo_Lamas
Warren_Christopher,Jimmy_Carter
Camilo_José_Cela,Miguel_de_Cervantes
Ernest_Kline,William_Scranton_III
Paul_Giesler,Adolf_Hitler
Johnnie_Carson,George_H._W._Bush
List_of_Ghost_Whisperer_characters,John_Gray_(director)
Prescott_Bush,William_A._Purtell
William_Power_(Canadian_politician),Georges_Parent
Georg_von_Trapp,Maria_von_Trapp
Marlon_Brando,Movita_Castaneda
Kevin_Whitaker,Barack_Obama
Claudio_Teehankee,Ramon_Aquino
William_Ewart_Gladstone,"Spencer_Cavendish,_8th_Duke_of_Devonshire"
Wilfrid_Laurier,"John_Hamilton-Gordon,_1st_Marquess_of_Aberdeen_and_Temair"
Peter_J._Brennan,Gerald_Ford
Gai_Waterhouse,Robbie_Waterhouse
Bibliography_of_Ulysses_S._Grant,William_Tecumseh_Sherman
Jeter_Connelly_Pritchard,Theodore_Roosevelt
Peter_Cadbury,Egbert_Cadbury
Vilhelmine_Ullmann,Mathilde_Schjøtt
"William_Lewis_Moody,_Sr.",Mary_Moody_Northen
Jacob_K._Javits,Robert_F._Kennedy
Thomas_Paine,Abraham_Lincoln
John_Breckinridge_(U.S._Attorney_General),Thomas_Jefferson
Reginald_Hanson,Thomas_Baring_(1831–1891)
Michael_Egan_(Australian_politician),Andrew_Refshauge
Terry_Reid,Bonnie_Raitt
"Charles_Grey,_2nd_Earl_Grey",Thomas_Richard_Beaumont
"Vere_Fane,_4th_Earl_of_Westmorland","Sir_Thomas_Roberts,_4th_Baronet"
"Violet_Attlee,_Countess_Attlee",Clementine_Churchill
Salmon_P._Chase,Morrison_Waite
Sayako,Kōji_Shiraishi
Shah_Farman,Asif_Ali_Zardari
Lord_Charles_FitzRoy_(politician),"Frederick_Hervey,_2nd_Marquess_of_Bristol"
"John_Raymond,_Jr.",John_Betts_(Connecticut_politician)
"Thomas_Hay,_9th_Earl_of_Kinnoull","George_Hay,_8th_Earl_of_Kinnoull"
Bill_Curry_(politician),Bill_Clinton
Robert_Scot,John_Adams
"Mildmay_Fane,_2nd_Earl_of_Westmorland","Nicholas_Tufton,_1st_Earl_of_Thanet"
Malin_Ek,Birgit_Cullberg
Charles_D._Tandy,Anne_Valliant_Burnett_Tandy
Art_Eggleton,Paul_Martin
Richard_H._G._Bonnycastle,Angus_L._Bonnycastle
John_G._Sargent,William_D._Mitchell
Cindy_K._Jorgenson,George_W._Bush
Warren_Christopher,Bill_Clinton
S._W._R._D._Bandaranaike,N._M._Perera
"William_Cavendish,_5th_Duke_of_Devonshire","Charlotte_Cavendish,_Marchioness_of_Hartington"
Henry_Van_Thio,Htin_Kyaw
Ben_Rhodes_(White_House_staffer),Barack_Obama
Paul_Warner_(judge),George_W._Bush
"Ian_Macpherson,_1st_Baron_Strathcarron","Edward_Stanley,_17th_Earl_of_Derby"
George_H._W._Bush,Bill_Clinton
"Sarah_Lyttelton,_Baroness_Lyttelton","George_Spencer,_2nd_Earl_Spencer"
Olof_Palme,Ingvar_Carlsson
Thomas_Theodore_Crittenden,John_J._Crittenden
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston",Stanley_Baldwin
Harold_Wilson,Edward_Heath
"Norman_Fowler,_Baron_Fowler",Jeremy_Hanley
Rafael_Trujillo,Manuel_de_Jesús_Troncoso_de_la_Concha
John_Clint_Williamson,George_W._Bush
James_Springer_White,Ellen_G._White
Josiah_Bartlett,John_Sullivan_(general)
Buddy_MacKay,Bill_Clinton
Ted_Corday,Betty_Corday
Nona_Gaye,Marvin_Gaye
"Thomas_Villiers,_1st_Earl_of_Clarendon","John_Dunning,_1st_Baron_Ashburton"
Alice_More,Thomas_More
Michael_Heseltine,John_Biffen
Nick_Begich,Howard_Wallace_Pollock
Munir_Ertegun,Mustafa_Kemal_Atatürk
"Henry_Lascelles,_6th_Earl_of_Harewood","Henry_Lascelles,_5th_Earl_of_Harewood"
Isaac_Foot,John_Rathbone
Grandma_Tracy,Gordon_Tracy
Theodore_Roosevelt,Frank_S._Black
Geoff_Eigenmann,Mark_Gil
Janet_Sheen,Martin_Sheen
Nandamuri_Kalyan_Ram,Nandamuri_Balakrishna
Andrew_Dickson_White,Clifton_R._Breckinridge
Juanita_Castro,Alejandro_Castro_Espín
Abraham_Tolentino,Benigno_Aquino_III
Jenna_Bush_Hager,George_H._W._Bush
"William_Stanhope,_2nd_Earl_of_Harrington","Augustus_FitzRoy,_3rd_Duke_of_Grafton"
J._S._Woodsworth,Stanley_Knowles
S._W._R._D._Bandaranaike,Dudley_Senanayake
Jerome_Eddy,James_C._Willson
"Jess_Lapid,_Sr.",Lito_Lapid
Gerald_Ford,Alexander_Haig
Ahab,Jehoram_of_Israel
James_Burton_(property_developer),"George_Augustus_Eliott,_1st_Baron_Heathfield"
Frank_Crean,Gough_Whitlam
Ebenezer_J._Hill,Jeremiah_Donovan
Yvon_Godin,Jack_Layton
Shekuba_Saccoh,Ernest_Bai_Koroma
Yogi_Horton,John_Lennon
Alexander_Cassatt,Frank_Thomson
Robert_F._Kennedy,Kenneth_Keating
"Charles_III_Philip,_Elector_Palatine",Ludwika_Karolina_Radziwiłł
George_Furey,Justin_Trudeau
Pádraig_Cusack,Sinéad_Cusack
Clement_Attlee,George_V
Dave_Tennant,David_Tennant
"Thomas_Howard,_1st_Earl_of_Berkshire",Carew_Reynell
Mihail_Roller,Joseph_Stalin
Otis_Skinner,Maud_Durbin
"Harold_Alexander,_1st_Earl_Alexander_of_Tunis",Vincent_Massey
Eleanor_Calvert,John_Parke_Custis
