Matt_Estrada,Northern_Arizona_University
Bill_Wade,Vanderbilt_University
Jed_Hughes,Minnesota_Vikings
Douglas_Lawson,Williams_College
Robert_West_(American_football),Kansas_City_Chiefs
Chuck_Nelson,Los_Angeles_Rams
Alan_Frumin,Colgate_University
Amir_Banoo_Karimi,University_of_Tehran
Frostee_Rucker,Cincinnati_Bengals
Kamil_Piroš,Kölner_Haie
Alexei_Petrov_(ice_hockey),Krylya_Sovetov_Moscow
Steven_Weinberg,"University_of_California,_Berkeley"
"Sir_Alexander_Bannerman,_11th_Baronet",British_Army
Larry_Edwards_(American_football),Florida_Firecats
Tamiko_Thiel,Stanford_University
Dan_Kloeffler,University_of_New_Hampshire
Hugh_McKinnis,BC_Lions
William_Howe_De_Lancey,British_Army
Micah_Pellerin,Indianapolis_Colts
Mark_Renaud,Buffalo_Sabres
Adrian_Clayborn,Atlanta_Falcons
Buford_Long,New_York_Giants
Justin_Sorensen,Winnipeg_Blue_Bombers
Piers_Coleman,Rutgers_University
Anthony_Elding,Ballinamallard_United_F.C.
Rex_Norris_(American_football),University_of_Tennessee
Iván_Ania,Spain_national_under-21_football_team
Geno_Hayes,Chicago_Bears
Harold_Morrow,Arizona_Cardinals
Gordon_Renner,Miami_University
Olli_Palola,Ilves
Stojna_Vangelovska,ŽKK_Partizan
John_Cullen,Pittsburgh_Penguins
Vic_Stelly,Louisiana_State_University
Farrah_Fawcett,University_of_Texas_at_Austin
"Hugh_Percy,_3rd_Duke_of_Northumberland",Eton_College
Aleksandar_Petaković,FK_Pobeda
Bill_Schroll,Green_Bay_Packers
Chris_Garbers,University_of_Pretoria
Deltha_O'Neal,Denver_Broncos
Marc_Dufour,New_York_Rangers
David_Boston,Miami_Dolphins
Gerrit-Jan_van_Velze,University_of_Pretoria
Maldwyn_James,Pontypridd_RFC
Milouš_Kvaček,Kedah_FA
Jack_Little_(American_football),Texas_A&M_University
Walter_Dyett,"University_of_California,_Berkeley"
Leon_McQuay,New_York_Giants
Mohammad_Hajiaghayi,University_of_Waterloo
Rick_Green_(ice_hockey),New_York_Islanders
"Juraj_Mikúš_(ice_hockey,_born_1987)",Dinamo_Riga
Kevin_Shaffer,Atlanta_Falcons
Scott_Ranger,Western_Lacrosse_Association
Jean-Michel_Cavalli,Algeria_national_football_team
James_Kilian,Winnipeg_Blue_Bombers
Michael_Cia,Italy_national_under-19_football_team
Adam_Byström_Johansson,Swedish_Hockey_League
Matthew_H._Smith,Rollins_College
Alfredo_Pacheco,El_Salvador_national_football_team
David_M._Halperin,University_of_Michigan
Wayne_Worcester,Columbia_University
Corinne_Buie,Connecticut_Whale_(NWHL)
Andrei_Antonov_(ice_hockey),Avtomobilist_Yekaterinburg
"Mikhail_Belov_(footballer,_born_1966)",FC_Torpedo_Moscow
Kostiantyn_Kasianchuk,HC_Berkut
Craig_Hillier,Wheeling_Nailers
Benjamin_F._Welty,Ohio_Northern_University
Robert_Rufo,Boston_College
Tricia_Cullop,Toledo_Rockets
Pablo_Alfaro_Armengot,CD_Leganés
Anton_Bulla,MŠK_Žilina
Leslie_Allen_(tennis),USC_Trojans
Andy_Vilk,Benetton_Rugby_Treviso
Michael_Blair,Green_Bay_Packers
Veeti_Vainio,Columbus_Blue_Jackets
Kenard_Lang,Cleveland_Browns
Guss_Scott,New_England_Patriots
Bernie_Parmalee,Oakland_Raiders
Barry_Williams_(rugby_union),Llandovery_RFC
Ken_Wregget,Toronto_Maple_Leafs
Nicklas_Jensen,AIK_IF
"Vítor_Hugo_(footballer,_born_1981)",Esporte_Clube_Guarani
Milt_Ghee,Dartmouth_College
Jake_Murphy,Cincinnati_Bengals
Will_Heller,Seattle_Seahawks
Yoshio_Kato,Thailand_national_football_team
Selmir_dos_Santos_Bezerra,Sampaio_Corrêa_Futebol_Clube
Gary_McAdam,Pittsburgh_Penguins
Arno_Pijpers,Willem_II_(football_club)
Matt_Blanchard,Indianapolis_Colts
Sarah_Chayes,Harvard_University
Maurice_Smith_(American_football),North_Carolina_Agricultural_and_Technical_State_University
Gojko_Zec,Yugoslavia_national_football_team
Valdir_Espinosa,Clube_Atlético_Mineiro
Monica_Bello,Taranto_Cras_Basket
Gabriele_Morganti,L'Aquila_Calcio_1927
Wayne_Stephenson,Washington_Capitals
Jermareo_Davidson,Golden_State_Warriors
Dimitris_Anastassiou,"University_of_California,_Berkeley"
Michael_Wager_(Ohio),American_University
Aleksei_Lipatnikov,FC_Shakhtyor_Prokopyevsk
Liam_Burt,Scotland_national_under-21_football_team
Terry_Shea,Boston_Brawlers
Sam_Jacobson,Los_Angeles_Lakers
Yuri_Aleksandrovich_Petukhov,FC_Darida_Minsk_Raion
Gerrod_Henderson,Antalya_Büyükşehir_Belediyesi
DeAndre_Carter,Oakland_Raiders
"Jimmy_Mullen_(footballer,_born_1952)",Walsall_F.C.
Johnny_Lewis_(baseball),New_York_Mets
Quino_Colom,VTB_United_League
Andrew_Lawrence_(basketball),Kosovo_Basketball_Superleague
Paul_Crossley_(footballer),Loyola_University_Chicago
Charles_Augustus_Goodfellow,British_Army
Bob_Sullivan_(journalist),Fairfield_University
Luke_Pither,KalPa
Scott_Reid_(ice_hockey),Arizona_Sundogs
John_Hudson_(American_football),Philadelphia_Eagles
Raymond_E._Baldwin,Wesleyan_University
Şeref_Görkey,Vefa_S.K.
Dominique_Edison,Dallas_Cowboys
Harry_Galbreath,Miami_Dolphins
Antanas_Sireika,EuroBasket
Nenad_Gračan,NK_Osijek
Wesley_Chesbro,University_of_San_Francisco
Walter_Tullis,Washington_Redskins
Joe_Mycock,Harlequin_F.C.
Review_Raja,Ryerson_University
Allen_Barbre,Seattle_Seahawks
James_S._Voss,University_of_Colorado
Russ_Hathaway,Indiana_University
Tim_Hightower,Arizona_Cardinals
Roseann_Runte,State_University_of_New_York_at_New_Paltz
Fabian_Frei,Switzerland_national_football_team
Ivory_Quinby,Monmouth_College
"Ben_Smith_(ice_hockey,_born_1988)",American_Hockey_League
Bob_Huff,Westmont_College
Claude_Ernest_Dolman,University_of_British_Columbia
Sean_Ellis_(entrepreneur),"University_of_California,_Davis"
Manuel_Gomes_(football_manager),S.C._Braga
Stu_Voigt,Minnesota_Vikings
Fred_Vinson_(basketball),National_Basketball_Association
André_Davis,Buffalo_Bills
Mārtiņš_Karsums,Kontinental_Hockey_League
Mark_Surman,University_of_Toronto
Tyler_Fredrickson,Washington_Redskins
Levin_H._Campbell,Harvard_College
Morten_Thorsby,Norway_national_under-21_football_team
Tomas_Jonsson,Edmonton_Oilers
"Alex_Bruce_(footballer,_born_1984)",Northern_Ireland_national_football_team
Jimmy_Marlu,Union_Bordeaux_Bègles
Ivan_Čiernik,Kölner_Haie
Radike_Samo,Kintetsu_Liners
Kirt_Manwaring,San_Francisco_Giants
Ken_Poulsen,Boston_Red_Sox
Charles_Frédéric_Girard,Georgetown_University
Roy_Hendriksen,RKC_Waalwijk
František_Kaberle,Modo_Hockey
Oleksandr_Kosevych,FC_Avanhard_Kramatorsk
Ragnar_Colvin,Royal_Navy
Coaker_Triplett,Chicago_Cubs
Paul_Rachubka,Bolton_Wanderers_F.C.
Jerry_Butler_(ice_hockey),New_York_Rangers
Charles_Sawyers,Johns_Hopkins_University
"Mick_Jones_(footballer,_born_1947)",Crystal_Palace_F.C.
Sam_Koch,Baltimore_Ravens
Mark_Steven_Davis,University_of_Virginia
Dick_Midkiff,Boston_Red_Sox
Nate_Driggers,University_of_Montevallo
Jabari_Arthur,Winnipeg_Blue_Bombers
Lance_Allred,Halcones_de_Xalapa
Tomoko_Abe,University_of_Tokyo
Kerim_Frei,Turkey_national_football_team
Paulo_Porto_(football_manager),Clube_Atlético_Metropolitano
Shepard_Smith,University_of_Mississippi
Bremer_Whidden_Pond,Dartmouth_College
William_F._Bernhard,Syracuse_University
William_Baylies,Brown_University
Melvin_Baker,New_Orleans_Saints
Wendy_Houvenaghel,Team_Halfords_Bikehut
Bogdan_Buhuș,FC_Vaslui
Paris_Cotton,Hialeah_High_School
Moose_Haas,Milwaukee_Brewers
Trevor_Blackwell,Harvard_University
Anthony_Bass,San_Diego_Padres
Jan_Čaloun,HC_Slovan_Ústečtí_Lvi
Jim_Russell_(ice_hockey),Sudbury_Wolves
Dragi_Kanatlarovski,FK_Radnički_1923
Paul_Dixon_(ice_hockey),Durham_Wasps
Rodney_W._Sippel,University_of_Tulsa
Chevon_Walker,Ottawa_Redblacks
Lappies_Labuschagné,University_of_the_Free_State
C.-F._Jeff_Wu,University_of_Waterloo
Isabel_P._Montañez,"University_of_California,_Davis"
Clancy_Williams,Los_Angeles_Rams
Jito_Kok,Canarias_Basketball_Academy
John_McKee_(rugby_union),ASM_Clermont_Auvergne
Vidas_Ginevičius,National_Basketball_League_(Lithuania)
Dyron_Nix,Cantabria_Baloncesto
Ernest_Sachs,Harvard_University
Emanuel_Tolbert,Calgary_Stampeders
Charles_Edwin_Wilbour,Brown_University
Henry_Makinwa,PSMS_Medan
Brandon_King_(cornerback),Miami_Dolphins
Brandan_Wright,Brentwood_Academy
Stanislav_Vorotilin,FC_Neftyanik_Yaroslavl
Serge_Aubin,Columbus_Blue_Jackets
Lawrence_Nycholat,Colorado_Avalanche
Brent_Ashton,Boston_Bruins
Jonathan_Iilahti,Tranås_AIF
"Harry_C._Goode,_Jr.",Florida_Southern_College
Anton_Klementyev,New_York_Islanders
Yuri_Gunko,Hannover_Scorpions
Kamilė_Nacickaitė,EuroCup_Women
Ildar_Isangulov,Salavat_Yulaev_Ufa
Wallace_Miles,Ottawa_Redblacks
Nick_Robinson_(basketball),William_Jewell_College
Vicente_Piquer,CD_Teruel
Amos_Arbour,Montreal_Canadiens
"Marcus_Brown_(cornerback,_born_1986)",Cincinnati_Bengals
Vitali_Yeremeyev,HC_CSKA_Moscow
Archibald_Montgomery-Massingberd,British_Army
W._Andrew_Robinson,Eton_College
Leonardo_Conti_(ice_hockey),Kassel_Huskies
João_Francisco,Fluminense_de_Feira_Futebol_Clube
Frits_Bolkestein,Oregon_State_University
Donald_Zilversmit,"University_of_California,_Berkeley"
Arne_Carlson,Williams_College
Dave_Running_Deer,Haskell_Indian_Nations_University
Jimmy_Spencer_(American_football),New_Orleans_Saints
Carlos_Cavagnaro,Saint_Kitts_and_Nevis_national_football_team
Dexter_Wynn,Houston_Texans
Giancarlo_Camolese,FC_Chiasso
James_Brewer_(American_football),New_York_Jets
Walter_Presch,Kjøbenhavns_Boldklub
Doug_Allen_(American_football),Buffalo_Bills
Pamela_Geller,Hofstra_University
Willie_Henry,Glenville_High_School
Enrique_Martín_Monreal,CD_Leganés
Volodymyr_Lyutyi,FC_Ternopil
Damien_Anderson,Arizona_Cardinals
Jeremy_Quastel,New_York_University
Kristo_Aab,Baltic_Basketball_League
Laimonas_Kisielius,BC_Prienai
Martin_Grenier,Traktor_Chelyabinsk
Toddrick_McIntosh,Tampa_Bay_Buccaneers
Guido_Ugolotti,S.S._Sambenedettese_Calcio
Marcus_Weldon,Harvard_University
Quin_Snyder,Los_Angeles_Lakers
Jay_Riemersma,Buffalo_Bills
Marcus_T._Reynolds,Columbia_University
Harry_Wunsch,Green_Bay_Packers
Turk_Schonert,Atlanta_Falcons
Otso_Rantakari,Liiga
Dane_Dobbie,Coquitlam_Adanacs
Carlos_Jurado,FBC_Melgar
Tony_Jones_(basketball),Southwestern_High_School_(Michigan)
"Sir_Charles_Russell,_3rd_Baronet",British_Army
John_Perkins_(author),Boston_University
David_Andersen,ASVEL_Basket
Chris_Durno,Colorado_Avalanche
Adrian_Moten,Seattle_Seahawks
Guillermo_Ángel_Hoyos,Aris_Thessaloniki_F.C.
Ashraf_Amaya,Tenerife_CB
Brad_Holland,University_of_San_Diego
Dinorah_de_Jesús_Rodriguez,Boston_University
Mike_O'Neill_(ice_hockey),Anaheim_Ducks
Phil_Costa_(American_football),Dallas_Cowboys
Steve_Diamond_(rugby_union),Sale_Sharks
Bill_White_(rugby_union_born_1913),Queensland_Reds
David_M._McIntosh,Yale_University
Manuel_Hernández_(motorcycle_racer),Aprilia
L._Gary_Leal,Stanford_University
Vijayan_Nair,University_of_Michigan
Andrea_Trinchieri,BC_UNICS
Milt_Palacio,Piratas_de_Quebradillas
Ron_Brown_(American_football),Arizona_State_University
Kent_Manderville,Springfield_Falcons
Leon_Lyszkiewicz,Hamilton_Tiger-Cats
Brett_Parnham,Huntsville_Otters
Warren_Jones_(Canadian_football),Saskatchewan_Roughriders
Wayne_Connelly,Vancouver_Canucks
Mike_Colangelo,Los_Angeles_Angels_of_Anaheim
Bernard_Whittington,Indianapolis_Colts
Jason_Naismith,Scotland_national_under-21_football_team
Nasser_Hejazi,Esteghlal_Ahvaz_F.C.
Lloyd_Burns,Newport_Gwent_Dragons
Michael_Henig,Mississippi_State_University
Alberto_O._Mendelzon,University_of_Toronto
Steven_Means,"Grover_Cleveland_High_School_(Buffalo,_New_York)"
Gareth_Stephens,Wales_national_rugby_league_team
Dominic_Raiola,Detroit_Lions
Al_Dorow,BC_Lions
Nachman_Aronszajn,University_of_Kansas
Robert_Molle,Winnipeg_Blue_Bombers
Gilly_Campbell,Chicago_Cubs
Dewey_King,San_Jose_State_Spartans
Valentin_Volkov,FC_Neftyanik_Yaroslavl
Virgil_Luken,Minnesota_Golden_Gophers
David_Rodman,HK_Acroni_Jesenice
Greg_Huntington,Jacksonville_Jaguars
Roberth_Björknesjö,Värtans_IK
Vladimir_Manolkov,PFC_Beroe_Stara_Zagora
Jake_Browning,University_of_Washington
Michael_Pineda,Seattle_Mariners
Mattias_Guter,Leksands_IF
Harry_Edwards_(sociologist),San_Jose_State_University
Rolf_Ridderwall,Djurgårdens_IF_Hockey
Brady_Hjelle,Tulsa_Oilers
David_Výborný,Modo_Hockey
Viktor_Fomin,FC_Spartak_Ivano-Frankivsk
Lars_Hedén,GAIS
Dick_Gordon_(American_football),Green_Bay_Packers
Alan_Heyman,Columbia_University
Guilherme_Farinha,Casa_Pia_A.C.
Rob_Kelly,Sheffield_Wednesday_F.C.
Sister_Souljah,Rutgers_University
Han_Grijzenhout,K.V._Kortrijk
Jay_Feely,Jesuit_High_School_(Tampa)
Michael_Anderson_(basketball),CB_Zaragoza
Rickey_Paulding,Renaissance_High_School
Gabe_Guentzel,Ritten_Sport
Chen_Je-chang,Chinese_Professional_Baseball_League
Jason_Avant,Philadelphia_Eagles
Dots_Miller,Pittsburgh_Pirates
Daniel_Henry_Chamberlain,Yale_University
Dan_Fritsche,Minnesota_Wild
Scott_Thornton_(ice_hockey),Toronto_Maple_Leafs
José_Ignacio_López_Sanjuán,CD_Tortosa
Yuri_Bykov,FC_Spartak_Shchyolkovo
Gary_Bautell,Michigan_State_University
Fernando_Gaúcho,Clube_Atlético_Taboão_da_Serra
Kurt_Sutter,Northern_Illinois_University
Charlie_Baillie,Montreal_Alouettes
Edward_B._Montgomery,Harvard_University
Frank_Halford,University_of_Nottingham
Brett_Brown,South_Portland_High_School
Cosmin_Olăroiu,Al-Hilal_FC
Oğuz_Sabankay,Turkey_national_under-21_football_team
Dmitri_Ryabykin,SKA_Saint_Petersburg
David_E._Sweet,Duke_University
Mamadou_Keïta,AS_Biton
Mike_Sebastian,Philadelphia_Eagles
Nigel_Guild,Royal_Navy
Timos_Kavakas,Platanias_F.C.
Miquel_Olmo,Girona_FC
Martin_Čech,Salavat_Yulaev_Ufa
Tom_Dougherty,Chicago_White_Sox
Art_Stephenson,University_of_Redlands
Scott_McCrory,Manitoba_Moose
Bobby_Turner,"Washington_High_School_(East_Chicago,_Indiana)"
"John_Ward_(footballer,_born_1951)",Carlisle_United_F.C.
Tom_Johnson_(gridiron_football),Indianapolis_Colts
Bruce_Dal_Canton,Pittsburgh_Pirates
Alvin_Walker,Ottawa_Rough_Riders
Tuineau_Alipate,New_York_Jets
Malcolm_Richard_Wilkey,Harvard_College
Hermenegildo_Santos,BIC_Basket
Jason_French,Hamilton_Tiger-Cats
Steven_Hawley,"University_of_California,_Santa_Cruz"
Radhames_Liz,Baltimore_Orioles
Edward_Bleiberg,University_of_Toronto
Matt_Barnes_(ice_hockey),Tulsa_Oilers
Ingus_Jakovičs,VTB_United_League
William_Marriott_(baseball),Chicago_Cubs
Kelly_Dransfeldt,Chicago_White_Sox
Phillip_Crosby,Washington_State_University
Nick_Martens,San_Antonio_Rampage
Stephen_Thorsett,Princeton_University
2010–11_C.F._Monterrey_season,Deportivo_Toluca_F.C.
Jeron_Mastrud,Tampa_Bay_Buccaneers
Walter_W._Granger,Middlebury_College
Marcus_Richardson,Marlow_F.C.
Kaushik_Basu,Cornell_University
Barry_Helton,Los_Angeles_Rams
Jerry_Hinsley,New_York_Mets
Ishtvan_Sekech,FC_Okean_Nakhodka
Henning_Schulzrinne,University_of_Cincinnati
Pat_Dunsmore,Chicago_Bears
Takanori_Iwata,Keio_University
Pétur_Guðmundsson_(basketball),Portland_Trail_Blazers
LeQuan_Lewis,Dallas_Cowboys
Aasim_Sajjad_Akhtar,Northwestern_University
Ronald_J._Garan_Jr.,Embry–Riddle_Aeronautical_University
Lucien_Reeberg,Detroit_Lions
Alex_Foster_(ice_hockey),Elite_Ice_Hockey_League
Facundo_Isa,RC_Toulonnais
Arthur_Poulter,British_Army
Ramón_Maradiaga,C.S.D._Municipal
Billy_Ray_Bates,Houston_Rockets
Benedict_Joseph_Fenwick,Georgetown_University
Jason_Whittle,Buffalo_Bills
Henry_Twynam,Richmond_F.C.
Robert_Mayer_(ice_hockey),Hamilton_Bulldogs_(AHL)
Bill_Keating_(politician),Boston_College
Graeme_Beveridge,Edinburgh_Rugby
Arlen_F._Gregorio,Stanford_University
Mikael_Granlund,Oulun_Kärpät
Konstantin_Dzutsev,FC_KUZBASS_Kemerovo
Chad_Johnson_(ice_hockey),New_York_Rangers
Hermann_Viets,West_Virginia_University
Igor_Gal,Croatia_national_under-21_football_team
Jerome_Bechard,Moose_Jaw_Warriors
Frank_Bialowas,Toronto_Maple_Leafs
Jumbo_Elliott_(American_football),New_York_Giants
Joe_Giannini,Boston_Red_Sox
Saalim_Hakim,New_Orleans_Saints
Mattie_Hunter,Monmouth_College
Vítek_Vaněček,National_Hockey_League
Károly_Sós,Újpest_FC
Bill_Staley,Cincinnati_Bengals
Rasheim_Wright,Asociación_Deportiva_Atenas
Jacques_van_Staden,North-West_University
Sergei_Gonchar,Ottawa_Senators
Jim_Jones_(offensive_guard),Baltimore_Ravens
Jeff_Dellenbach,Green_Bay_Packers
Blair_Yaworski,Trenton_Titans
Beram_Kayal,Israel_national_under-21_football_team
Dana_Schoenfield,UCLA_Bruins
Leo_Lyons_(basketball),Piper_High_School_(Kansas)
Tavon_Rooks,Kansas_City_Chiefs
Jack_Lyon,British_Army
Steven_J._Davis,"University_of_California,_Irvine"
Kehinde_Wiley,Yale_University
Tyler_Spurgeon,Edmonton_Oilers
Mike_Schofield,Rutgers_University
Demetrin_Veal,Atlanta_Falcons
C._J._Gable,New_Orleans_Saints
Fernand_St._Germain,Providence_College
Brian_Walker_(American_football),Detroit_Lions
Bob_Whitlow,El_Camino_College_Compton_Center
Joe_Fishback,Atlanta_Falcons
Jerry_Chambers,Los_Angeles_Lakers
Henry_Slade_(rugby_player),Exeter_Chiefs
Lendy_Holmes,Washington_Redskins
Alan_Bruce_Blaxland,British_Army
Jay_Cost,University_of_Virginia
Zach_Monroe,New_York_Yankees
Betsy_Palmer,DePaul_University
Rayshaun_Kizer,New_York_Jets
John_B._Floyd,University_of_South_Carolina
Michael_Huey_(American_football),San_Diego_Chargers
Patrick_Aebischer,Brown_University
Wes_Hopkins,Philadelphia_Eagles
Dave_Jennings_(American_football),St._Lawrence_University
John_Helton,Winnipeg_Blue_Bombers
Walter_Roberts_(American_football),San_Jose_State_University
"Kim_Bum-soo_(footballer,_born_1968)",Korea_University
Þórir_Ólafsson,UMF_Selfoss
Colin_Porter,St._Louis_Cardinals
Tobias_Ericsson,AIK_IF
Rob_Bryan,University_of_North_Carolina_at_Chapel_Hill
John_Booty,Philadelphia_Eagles
Cho_Kwi-jea,Shonan_Bellmare
"Ion_Ionescu_(footballer,_born_1936)",FC_CFR_Timișoara
Stefan_Reisch,FC_Amberg
Matt_Norman,BC_Lions
Ramel_Curry,Panathinaikos_B.C.
Basri_Dirimlili,İstanbulspor_A.Ş.
Olivier_Keller,HC_Lugano
Philippe_Streiff,Equipe_Ligier
Mathieu_Garon,Avangard_Omsk
1988–89_Full_Members_Cup,Watford_F.C.
Joe_Watson_(ice_hockey),Boston_Bruins
Brady_Austin,National_Hockey_League
Ben_Davidson,Green_Bay_Packers
David_Anderson_(American_football),Washington_Redskins
David_Clowney,Carolina_Panthers
Randall_W._Hanna,Emory_University
Frederick_William_Borden,Harvard_University
Héctor_Núñez,Real_Valladolid
Tim_Wedderburn,SG_Cortina
Justin_Trottier,University_of_Toronto
Don_Gordon_(baseball),Cleveland_Indians
Nicholas_Angell,Frankfurt_Lions
Alexander_Hoffmann,"University_of_California,_Los_Angeles"
Christie_Repasy,Irvine_Valley_College
Maksym_Pashayev,Ukraine_national_under-18_football_team
Bruce_Appleyard,San_Diego_State_University
Larry_Thomas_(baseball),Chicago_White_Sox
Ladislav_Hudec_(footballer),Al-Nahda_Club_(Saudi_Arabia)
Kirk_Morrison,Buffalo_Bills
Stuart_Struever,Northwestern_University
Scott_Frost,Green_Bay_Packers
Iosif_Rotariu,FC_Vaslui
Mike_Crapo,Brigham_Young_University
Jason_Murphy,Seattle_Seahawks
Bülent_Ünder,Samsunspor
Rosemarie_Esber,Johns_Hopkins_University
Akwasi_Owusu-Ansah,Toronto_Argonauts
Don_Betz,University_of_Denver
Curtis_Darling,Manchester_Monarchs_(AHL)
Lukas_Klostermann,Germany_Olympic_football_team
Chris_O'Hare,Tulsa_Golden_Hurricane
Lamin_Diallo,A.C._ChievoVerona
Charles_LeMaistre,Cornell_University
Tommy_Lewis_(American_football),Ottawa_Rough_Riders
Atul_Gupta,Cleveland_State_University
Ken_Stern,Haverford_College
Juan_Carlos_Lorenzo,Independiente_Santa_Fe
Tom_Wandell,Amur_Khabarovsk
Leandro_García_Morales,Liga_Uruguaya_de_Basketball
Ilkka_Heikkinen,Salavat_Yulaev_Ufa
Daniel_Manzato,Albany_River_Rats
Gennady_Morozov,FC_Dynamo_Barnaul
Clem_Haskins,Chicago_Bulls
George_Ndaira,Lebanon_national_rugby_league_team
Stjepan_Vuleta,Switzerland_national_under-21_football_team
Maverick_Viñales,FTR_Moto
2012–13_West_Ham_United_F.C._season,Crewe_Alexandra_F.C.
Steve_Pelluer,Denver_Broncos
Alyssa_Howell,Creighton_University
Alex_Kruz,Rutgers_University
George_Grantham_(economic_historian),McGill_University
John_Perko,Duquesne_University
L'Damian_Washington,San_Francisco_49ers
Hugh_Gustafson,Newport_Gwent_Dragons
Rudi_Požeg_Vancaš,Slovenia_national_under-21_football_team
John_Goldsmith_(linguist),Swarthmore_College
Robert_Timlin,Georgetown_University
Duncan_Siemens,National_Hockey_League
Adrian_Burgess,Jordan_Grand_Prix
Yeah_Samake,Brigham_Young_University
Karl_Dykhuis,Chicago_Blackhawks
Tony_Cargnelli,F.C._Bari_1908
John_Gilliam,Atlanta_Falcons
Mario_Altmann,Örebro_HK
Gerald_Williams_(American_football),Green_Bay_Packers
Ergün_Teber,Turkey_national_under-20_football_team
Chris_Scott_(offensive_lineman),Pittsburgh_Steelers
Benjamin_Boyet,CS_Bourgoin-Jallieu
Orion_Martin,Miami_Dolphins
Tosanoumi_Toshio,Doshisha_University
1970–71_Cardiff_City_F.C._season,Bristol_City_F.C.
Antonio_Soda,Benevento_Calcio
Sammy_Price_(American_football),Miami_Dolphins
Robin_Truth_Goodman,Florida_State_University
Jack_Calhoun,St._Louis_Cardinals
Willard_Nixon,Boston_Red_Sox
Jean_Marois,Toronto_Maple_Leafs
Víctor_Muñoz,RCD_Mallorca
Kimera_Bartee,Detroit_Tigers
Chuck_Drulis,Chicago_Bears
H._R._Hundley,University_of_Richmond
Paul_Martin_(ice_hockey),New_Jersey_Devils
André_Roy,Ottawa_Senators
Matt_Bahr,Philadelphia_Eagles
Bill_Bates,Farragut_High_School
Fuad_El-Hibri,Stanford_University
Dave_McKay_(baseball),Chicago_Cubs
Vytenis_Lipkevičius,Lietuvos_krepšinio_lyga
Sam_Apple,Columbia_University
Doc_DelCastillo,Omaha_Lancers
Antoine_Bethea,Indianapolis_Colts
Denis_Kazionov,Avtomobilist_Yekaterinburg
Bradford_Jamieson_IV,Chivas_USA
Rinat_Morozov,FC_Kharkiv
Daniel_Přibyl,Montreal_Canadiens
Patrick_Ehelechner,Adler_Mannheim
Amal_McCaskill,Philadelphia_76ers
Suicide_of_Tyler_Clementi,Rutgers_University
Joe_Gallagher_(footballer),Coleshill_Town_F.C.
Vladimir_Antipov,Bulgarian_Hockey_League
Andrea_diSessa,"University_of_California,_Berkeley"
Gerald_Feehery,Syracuse_University
Ivica_Osim,JEF_United_Ichihara_Chiba
Kazuki_Watanabe_(motorcycle_racer),Yamaha_Motor_Company
Curtis_Thomas,Temple_University
Holly_Morris_(television_reporter),Duke_University
Radek_Smoleňák,Lahti_Pelicans
Karol_Marko,FC_Vysočina_Jihlava
Eric_Tillman,Saskatchewan_Roughriders
Kasib_Powell,BC_Körmend
Dallas_Reynolds,Philadelphia_Eagles
Matt_Donovan_(ice_hockey),New_York_Islanders
Lee_Calland,Minnesota_Vikings
Aldemaro_Romero_Jr.,University_of_Miami
George_Foster_Shepley_(Maine_and_Louisiana),Harvard_College
Jeff_Demps,New_England_Patriots
Jermaine_Jones_(gridiron_football),Edmonton_Eskimos
Courtney_Smith_(wide_receiver),New_York_Jets
Harry_Hibbs_(footballer),Walsall_F.C.
Liane_Hansen,University_of_Hartford
David_Griggs_(American_football),San_Diego_Chargers
Dayot_Upamecano,Valenciennes_FC
Kévin_Hecquefeuille,Brûleurs_de_Loups
Juande_Ramos,RCD_Espanyol
Sam_Mitchell_(basketball),Houston_Rockets
Josef_Melichar,Linköpings_HC
Tana_(footballer),Real_Valladolid
Celeste_Baranski,Stanford_University
Don_Brennan_(baseball),New_York_Yankees
Bill_Guerin,Edmonton_Oilers
David_Borden_(politician),University_of_Colorado
Thomas_Benson_(American_football),San_Diego_Chargers
Kieran_Campbell,Ulster_Rugby
Rosaire_Paiement,Philadelphia_Flyers
Komla_Dumor,Harvard_University
Carroll_Hubbard,University_of_Louisville
"Erik_Andersson_(ice_hockey,_born_1982)",Skellefteå_AIK
Dennis_Persson,Portland_Pirates
James_Whitford,University_of_Wisconsin–Madison
Carlton_Bailey,Buffalo_Bills
Dave_Williams_(1900s_pitcher),Boston_Red_Sox
James_Worthy,Ashbrook_High_School_(North_Carolina)
Jim_Leahy,Tolland_High_School
Tyrell_McCrea,Corpus_Christi_Sharks
Matt_Cooke_(cyclist),UnitedHealthcare_(cycling_team)
Lars_Zetterlund,IFK_Eskilstuna
James_Davidson_(American_football),New_York_Giants
Anđelina_Radić,ŽKK_Vršac
Jang_Young-sik,Hanyang_University
Oleksandr_Skrypnyk,SC_Tavriya_Simferopol
Ed_Bishop,Boston_University
2000–01_Manchester_City_F.C._season,Southampton_F.C.
Hilary_A._Herbert,University_of_Virginia
Martin_Atkinson,Ebbsfleet_United_F.C.
Jeff_Van_Gundy,Houston_Rockets
Júlio_César_António_de_Souza,Goianésia_Esporte_Clube
Gabriel_Ascárate,Argentina_national_rugby_sevens_team
John_Sparks_(Oklahoma_politician),Harvard_College
Cam_Severson,Louisiana_IceGators_(ECHL)
Sheldon_Canley,New_York_Jets
Rayfield_Wright,Philadelphia_Eagles
Luka_Modrić,Croatia_national_football_team
Dwight_Siebler,Minnesota_Twins
William_Scranton_III,Yale_University
Neil_Emblen,New_Zealand_national_football_team
