Duchy_of_Ferrara,Ferrara
Falkland_Islands,"Stanley,_Falkland_Islands"
Thuringia,Erfurt
Department_of_Alto_Adige,Trento
Kosala,Ayodhya
First_East_Turkestan_Republic,Kashgar
Tarumanagara,Bekasi
Socialist_Autonomous_Province_of_Vojvodina,Novi_Sad
Principality_of_Terebovlia,Terebovlia
Kiev_Governorate,Kiev_Voivodeship
Chola_dynasty,Thanjavur
Ayyubid_dynasty,Cairo
Emirate_of_Bukhara,Bukhara
Principality_of_Erfurt,Erfurt
Turgay_Oblast_(Russian_Empire),Orenburg
Kingdom_of_Sardinia,Turin
"Northern_Region,_Nigeria",Zungeru
Waldburg-Waldsee,Bad_Waldsee
Second_Spanish_Republic,Barcelona
Reichskommissariat_Kaukasus,Tbilisi
Transpadane_Republic,Milan
Australia,Canberra
Provisional_Government_of_Saskatchewan,"Batoche,_Saskatchewan"
Switzerland_in_the_Napoleonic_era,Lucerne
Duchy_of_Lucca,Lucca
Saxony-Anhalt,Magdeburg
Israel,Jerusalem
Travancore,Padmanabhapuram
Trust_Territory_of_Somaliland,Mogadishu
Governorate_of_Chiloé,Ancud
Tristan_da_Cunha,Edinburgh_of_the_Seven_Seas
Later_Zhou,Kaifeng
Panchala,Kampil
Russia_Eastern_Outskirts,"Chita,_Zabaykalsky_Krai"
Cossack_Hetmanate,Baturyn
Sanjak_of_Prizren,Prizren
Iowa_Territory,"Iowa_City,_Iowa"
Republic_of_Egypt_(1953–58),Cairo
Centre_Region_(Cameroon),Yaoundé
Sultanate_of_Ifat,Zeila
Reuss-Ebersdorf,Saalburg-Ebersdorf
Kingdom_of_Hungary,Székesfehérvár
Era_de_Francia,Santo_Domingo
Government_of_Free_Vietnam,California
Gabon,Libreville
Romania,Bucharest
Dutch_Loango-Angola,Luanda
Subanon_people,Zamboanga_City
"Northern_Region,_Nigeria",Lokoja
Fiji,Suva
Patras_Province,Patras
Kingdom_of_Rwanda,"Nyanza,_Rwanda"
Twenty-ninth_Dynasty_of_Egypt,Mendes
Kingdom_of_Toledo,"Toledo,_Spain"
Herzegovina_Eyalet,Mostar
Late_Period_of_ancient_Egypt,"Sais,_Egypt"
Białystok_Voivodeship_(1919–39),Białystok
Da_Chu,Nanjing
Canton_of_Oberland,Thun
Adal_Sultanate,Asaita
Portuguese_Empire,Lisbon
Kingdom_of_Navarre,Pamplona
Gau_Baden,Strasbourg
Kars_Oblast,Kars
Irbid_Governorate,Irbid
Republic_of_China_(1912–49),Beijing
United_States_of_Venezuela,Caracas
Perm_Governorate,Perm
Washington_(state),"Olympia,_Washington"
Jiangxi–Fujian_Soviet,Ruijin
Novgorod_Viceroyalty,Veliky_Novgorod
Principality_of_Peremyshl,Przemyśl
Odessa_Soviet_Republic,Odessa
West_Virginia,"Charleston,_West_Virginia"
Provisional_Government_of_the_Republic_of_China_(1937–40),Beijing
Emirate_of_Nejd,Riyadh_Region
Dao_(state),"Xi_County,_Henan"
Italian_Tripolitania,Tripoli
Kosovo_Vilayet,Skopje
Achaemenid_Macedonia,Vergina
Taifa_of_Morón,Morón_de_la_Frontera
Fezzan-Ghadames_(French_Administration),"Sabha,_Libya"
Duchy_of_Greater_Poland,Poznań
Shishunaga_dynasty,Pataliputra
Colony_of_Greenland_(1950–53),Nuuk
Saloum,Kahone
Kediri_Kingdom,"Kediri,_East_Java"
Nordfyn_Municipality,Bogense
Mughal_Empire,Delhi
Russian_Soviet_Federative_Socialist_Republic,Moscow
Ilkhanate,Tabriz
South_Africa,Pretoria
Mali_Empire,Kangaba
Vileyka_Voblast,Vileyka
Soviet_Civil_Administration,Pyongyang
Liechtenstein,Vaduz
Fadhli_Sultanate,Shuqrah
Cambodia,Phnom_Penh
Quisling_regime,Oslo
Independent_State_of_Croatia,Zagreb
Andorra,Andorra_la_Vella
Palatinate-Zweibrücken-Vohenstrauss-Parkstein,Vohenstrauß
Trinidad,Port_of_Spain
Taiwan,Taipei
Al_Wahat_District,Ajdabiya
"Gaza_Subdistrict,_Mandatory_Palestine",Gaza_City
Loharu_State,Loharu
Kingdom_of_Dambadeniya,Yapahuwa
Despotate_of_the_Morea,Mystras
Waldsassen_Abbey,Waldsassen
Republic_of_Uhtua,"Kalevala,_Russia"
Egypt,Cairo
Uyunid_Emirate,Qatif
Bocas_del_Toro_Archipelago,"Bocas_Town,_Bocas_del_Toro"
Rouran_Khaganate,Orkhon_River
Central_African_Republic,Bangui
Shun_dynasty,Beijing
Praetorian_prefecture_of_Italy,Ravenna
Montana_Territory,"Helena,_Montana"
Grand_Duchy_of_Baden,Karlsruhe
"Saint_John_Parish,_Dominica","Portsmouth,_Dominica"
Dark_ages_of_Cambodia,Oudong
Germany,Berlin
Kingdom_of_the_Kartvels,Bana_cathedral
Sabha_District,"Sabha,_Libya"
Rûm_Eyalet,Sivas
Qing_dynasty,Beijing
Anhalt-Bernburg,Bernburg
Sanjak_of_Pojega,"Požega,_Croatia"
Jabal_al_Gharbi_District,Gharyan
Niger_Coast_Protectorate,Akwa_Akpa
Kingdom_of_Serbia_(medieval),Skopje
Childir_Eyalet,Çıldır
Duchy_of_Żagań,Żagań
Nanon_Island,Port_Moresby
Belarus,Minsk
Kingdom_of_Haiti,Cap-Haïtien
Baluchistan_(Chief_Commissioner's_Province),Quetta
Don_Republic,Novocherkassk
Eretnids,Sivas
Over-Governor_of_Stockholm,Stockholm
Electorate_of_Saxony,Dresden
Occupation_of_the_Gaza_Strip_by_Egypt,Gaza_City
Saint_Thomas_Middle_Island_Parish,"Middle_Island,_Saint_Kitts_and_Nevis"
Vial_Island,Port_Moresby
Despotate_of_Epirus,"Angelokastro,_Aetolia-Acarnania"
Madaba_Governorate,Madaba
Nurmekund,Pilistvere
Kherson_Governorate,Kherson
Srivijaya,Chaiya_District
Montenegro,Podgorica
Socialist_Republic_of_Romania,Bucharest
Seljuk_Empire,Hamadan
Jhabua_State,Jhabua
Yekaterinoslav_Viceroyalty,Dnipropetrovsk
E_(state),Ezhou
Zombor_District,Sombor
Kraków_Voivodeship_(14th_century_–_1795),Kraków
Yan_(An–Shi),Luoyang
Khazar_Islands,Baku
Travancore,Thiruvananthapuram
Gênes,Genoa
Kingdom_of_Ireland,Dublin
County_of_Sponheim,Traben-Trarbach
Maragheh_Khanate,Maragheh
Allied-occupied_Germany,Berlin
Principality_of_Vitebsk,Vitebsk
Federated_States_of_Micronesia,Palikir
Pak_Island,Port_Moresby
Chingleput_District_(Madras_Presidency),Kanchipuram
Bastar_state,Jagdalpur
Serbian_Empire,Skopje
First_Bulgarian_Empire,Bitola
Principality_of_Debdou,Debdou
Pest-Pilis-Solt-Kiskun_County,Budapest
Sanjak_of_Ohrid,Ohrid
Serbian_Despotate,"Bar,_Montenegro"
Nevada_Territory,"Carson_City,_Nevada"
Thessaloniki_Province,Thessaloniki
Provisional_Siberian_Government_(Vladivostok),Vladivostok
Republic_of_New_Granada,Bogotá
Reformed_Government_of_the_Republic_of_China,Nanjing
Funan_(Southeast_Asia),Óc_Eo
Gau_Moselland,Koblenz
Roman_Republic,Rome
Kingdom_of_France,Paris
Congress_Poland,Warsaw
Brunei,Bandar_Seri_Begawan
New_Caledonia,Nouméa
Kingdom_of_Dalmatia,Zadar
Imperial_County_of_Reuss,Gera
Austro-Hungarian_rule_in_Bosnia_and_Herzegovina,Sarajevo
Kamerun,Buea
Transitional_Federal_Government,Mogadishu
Ba_(state),Hechuan_District
Childir_Eyalet,Oltu
Provisional_Administration_of_South_Ossetia,Tbilisi
Pakistan,Islamabad
Province_of_Kurhessen,Kassel
State_of_Buenos_Aires,Buenos_Aires
Landgraviate_of_Hesse-Darmstadt,Darmstadt
Diauehi,Oltu
British_Ceylon,Colombo
Moson_County,Mosonmagyaróvár
Cilicia_(Roman_province),"Tarsus,_Mersin"
Supreme_Council_for_National_Reconstruction,Seoul
Karadagh_khanate,Ahar
Ganja_Khanate,"Ganja,_Azerbaijan"
National_Transitional_Council,Tripoli
Dominica,Roseau
Empire_of_Vietnam,Huế
Abbasid_Caliphate,Kufa
Spanish_Guinea,Malabo
Kamarupa,Tezpur
Kingdom_of_Kakheti,Gremi
Vardar_Banovina,Skopje
Wallachia,Târgoviște
Parthenopean_Republic,Naples
Captaincy_General_of_Santo_Domingo,Santo_Domingo
Eastern_Ganga_dynasty,Mukhalingam
Elchingen_Abbey,Elchingen
Misrata_District,Misrata
Kingdom_of_Iraq,Baghdad
Kingdom_of_Syunik,Kapan
Rouran_Khaganate,Mongolia
Early_Lê_dynasty,Hoa_Lư
Republic_of_Aras,Nakhchivan_(city)
Donetsk–Krivoy_Rog_Soviet_Republic,Kharkiv
Ajloun_Governorate,Ajloun
Stanisławów_Voivodeship,Ivano-Frankivsk
Syrmia_Oblast,Vukovar
Fukushima_Prefecture,"Fukushima,_Fukushima"
Autonomous_Government_of_Khorasan,Mashhad
Granada_Department,"Granada,_Nicaragua"
Giudicato_of_Gallura,Olbia
Lordship_of_Chios,Chios_(town)
Tajik_Soviet_Socialist_Republic,Dushanbe
Rhodanic_Republic,"Sion,_Switzerland"
Kingdom_of_Gomma,Agaro
Western_Qin,Lanzhou
Mont-Terrible,Porrentruy
Saffarid_dynasty,Afghanistan
Duchy_of_Anhalt,Dessau
Barony_of_Arcadia,Kyparissia
Kirghiz_Soviet_Socialist_Republic,Bishkek
Persian_Armenia_(1502–1828),Yerevan
Alawite_State,Latakia
Rhode_Island,"Providence,_Rhode_Island"
First_Brazilian_Republic,Rio_de_Janeiro
Semigallia,Jelgava
Indo-Parthian_Kingdom,Kabul
Later_Tang,Luoyang
South_Prussia,Warsaw
Sultanate_of_Kano,Kano
Kingdom_of_Limmu-Ennarea,Saqqa
Trakai_Voivodeship,Trakai
Karakalpak_Autonomous_Soviet_Socialist_Republic,Nukus
Upper_Armenia,"Kemah,_Erzincan"
Moscow_Governorate,Moscow
Pays_d'en_Haut,Quebec_City
Spanish_West_Africa,"Dakhla,_Western_Sahara"
Mountainous_Republic_of_the_Northern_Caucasus,Buynaksk
Denkyira,Dunkwa-on-Offin
Quwê,Adana
Michigan_Territory,Detroit
Free_People's_State_of_Württemberg,Stuttgart
Eastern_Chalukyas,Rajahmundry
Malayan_Union,Kuala_Lumpur
French_West_Africa,"Saint-Louis,_Senegal"
Sanjak_of_Sofia,Sofia
Malawi,Lilongwe
Ba_(state),Yuzhong_District
Korea_under_Yuan_rule,Kaesong
Qi_(Henan),"Qi_County,_Kaifeng"
Eastern_Ganga_dynasty,Cuttack
Septinsular_Republic,Corfu_(city)
Hephthalite_Empire,Kunduz
Ecuador,Quito
Schwarzenberg_family,Scheinfeld
Khalkhal_Khanate,"Khalkhal,_Iran"
Phoenicia,"Tyre,_Lebanon"
Hatay_State,Antakya
Tibetan_Empire,Lhasa
Ottoman_Empire,Bursa
Nord_Department_(Ivory_Coast),Korhogo
Bishopric_of_Havelberg,Havelberg
Marstrand_Free_Port,Marstrand
Gau_Westphalia-South,Bochum
Croatian_vilayet,Sinj
Grenada,"St._George's,_Grenada"
Maratha_Empire,Satara_(city)
State_of_Muskogee,"Miccosukee,_Florida"
All-Palestine_Government,Cairo
Zhao_(state),Taiyuan
Kingdom_of_Champasak,Champasak_(town)
Vogtland,"Weida,_Thuringia"
Volga_German_Autonomous_Soviet_Socialist_Republic,"Engels,_Saratov_Oblast"
Lithuanian–Byelorussian_Soviet_Socialist_Republic,Minsk
Alid_dynasties_of_northern_Iran,Amol
Mozambique,Maputo
County_of_Rieneck,Lohr_am_Main
Libya,Tripoli
Praetorian_prefecture_of_Illyricum,Sremska_Mitrovica
Fulda_monastery,Fulda
European_Economic_Community,Brussels
Augustów_Voivodeship,Łomża
Republic_of_Texas,Houston
Italian_Trans-Juba,Kismayo
Bremen-Verden,Stade
Pannonia,Szombathely
Canton_10,Livno
Saint_Paul_Charlestown_Parish,"Charlestown,_Saint_Kitts_and_Nevis"
Tagaung_Kingdom,"Tagaung,_Mandalay"
Kalingga_Kingdom,Pekalongan
Democratic_Republic_of_Madagascar,Antananarivo
Barony_of_Kalavryta,Kalavryta
Later_Silla,Gyeongju
Bishopric_of_Lebus,"Górzyca,_Lubusz_Voivodeship"
Free_Territory_of_Trieste,Trieste
Sanjak_of_Krka,Knin
Rwenzururu_region,Kasese_District
Duchy_of_Gascony,Bordeaux
Lordship_of_Brecknock,Brecon
State_of_Grão-Pará_and_Rio_Negro,Belém
Armenia,Yerevan
Han_dynasty,Xuchang
Méditerranée,Livorno
Zimbabwe,Harare
West_Florida,"Pensacola,_Florida"
Waikato_County,"Hamilton,_New_Zealand"
County_of_Buren,Buren
Duchies_of_Silesia,Opole
Kingdom_of_Gwynedd,Aberffraw
Adana_Eyalet,Adana
British_America,Kingdom_of_England
Turks_and_Caicos_Islands,Cockburn_Town
Ayutthaya_Kingdom,Mueang_Phitsanulok_District
Lika-Krbava_County,Gospić
Rajahnate_of_Butuan,Butuan
Brycheiniog,Talgarth
First_Austrian_Republic,Vienna
Republic_of_Genoa,Genoa
Principality_of_Stavelot-Malmedy,Stavelot
Cyprus,Nicosia
Sanjak_of_Avlona,Berat
Republic_of_China_(1912–49),Nanjing
South_Pacific_Mandate,Koror
Ostmark_(Austria),Vienna
Habesh_Eyalet,Jeddah
Honduras,Tegucigalpa
Sierra_Leone,Freetown
West_Ukrainian_People's_Republic,Lviv
Sovereign_Principality_of_the_United_Netherlands,Amsterdam
Aceh_Sultanate,Banda_Aceh
Pozsony_County,Bratislava
Minnesota,"Saint_Paul,_Minnesota"
Taungoo_Dynasty,Inwa
Florida_Territory,"St._Augustine,_Florida"
Almohad_Caliphate,Marrakesh
Durrani_Empire,Peshawar
Western_Guo,Sanmenxia
Buyid_dynasty,Baghdad
Karelian_Autonomous_Soviet_Socialist_Republic,Petrozavodsk
Trần_dynasty,Thanh_Hóa
Electorate_of_Saxony,Wittenberg
Eastern_Xia,"Kaiyuan,_Liaoning"
Solanki_dynasty,"Patan,_Gujarat"
Principality_of_Mingrelia,Zugdidi
Japanese_occupation_of_British_Borneo,Kuching
French_Equatorial_Africa,Brazzaville
Warsaw_Voivodeship_(1919–39),Warsaw
Zagreb_County_(former),Zagreb
Tsardom_of_Russia,Moscow
Republic_of_Formosa,Taipei
Yue_(state),Suzhou
Burgundian_Netherlands,Brussels
Principality_of_Tver,Tver
Eastern_Equatoria,Torit
Bagratid_Armenia,Kars
Bermuda,"Hamilton,_Bermuda"
Agnéby,Agboville
Wied-Neuwied,Neuwied
Galápagos_Islands,Puerto_Baquerizo_Moreno
Rumelia_Eyalet,Edirne
Shen_(state),"Nanyang,_Henan"
Békés_County_(former),"Gyula,_Hungary"
Herning_Municipality,Herning
Gurjara-Pratihara,Kannauj
Principality_of_Reuss-Gera,Gera
Francoist_Spain,Burgos
Kingdom_of_Sumedang_Larang,Sumedang
Colonial_Brazil,"Salvador,_Bahia"
Gau_Schleswig-Holstein,Kiel
Lagos_Colony,Lagos
Berbice,"New_Amsterdam,_Guyana"
Principality_of_Upper_Hungary,Košice
Chingleput_District_(Madras_Presidency),Saidapet
Cai_(state),Shangcai_County
Unity_State,Bentiu
Timurid_Empire,Samarkand
Bishopric_of_Speyer,Bruchsal
Nerbudda_Division,Hoshangabad
Mohéli,Fomboni
Białystok_Department,Białystok
Sultanate_of_Sulu,Palawan
Baghdad_Vilayet,Baghdad
Saxe-Marksuhl,Marksuhl
Principality_of_Kiev,Kiev
Republic_of_Serbia_(1992–2006),Belgrade
Gau_Pomerania,Szczecin
Azerbaijan,Baku
Louisiana_(New_France),"Mobile,_Alabama"
Principality_of_Grubenhagen,Einbeck
Mississippi_in_the_American_Civil_War,"Jackson,_Mississippi"
State_of_Lu,Qufu
Bhopal_State,"Islamnagar,_Bhopal"
Sanjak_of_Vučitrn,Vučitrn
Shang_dynasty,Yinxu
Liang_dynasty,Jiangling_County
Pahlavi_dynasty,Tehran
Western_Oblast,Smolensk
New_Navarre,Arizpe
Utah_Territory,Salt_Lake_City
Province_of_Brandenburg,Berlin
District_of_Velika_Kikinda,Kikinda
Jin_(Chinese_state),Quwo_County
West_Pakistan,Islamabad
Salm-Salm,Badonviller
County_of_Hoya,"Nienburg,_Lower_Saxony"
Hutt_County,Wellington
Shizuoka_Prefecture,"Shizuoka,_Shizuoka"
Tagalog_Republic,Manila
Kano_Emirate,Kano
Sanjak_of_Preveza,Preveza
Bishopric_of_Trent,Trento
Taifa_of_Granada,Granada
Imperial_Abbey_of_Kempten,Kempten
Thanjavur_Nayak_kingdom,Thanjavur
Free_and_Independent_State_of_Cundinamarca,Bogotá
Greco-Bactrian_Kingdom,Balkh
Sultanate_of_Rum,Nicaea
Gyaaman,"Sampa,_Ghana"
Kingdom_of_Burundi,Bujumbura
Viborg_and_Nyslott_County,Vyborg
Iran,Tehran
District_of_Potisje,Bečej
Khanate_of_Khiva,Khiva
Hüdavendigâr_Eyalet,Bursa
Oman,"Muscat,_Oman"
Nara_Prefecture,"Nara,_Nara"
Kingdom_of_Jerusalem,"Tyre,_Lebanon"
Kingdom_of_Mrauk_U,Mrauk_U
Thirteen_Colonies,London
Abbasid_Caliphate,Cairo
Morea_Eyalet,Corinth
Shimane_Prefecture,Matsue
Thracia,Plovdiv
Netherlands_Antilles,Willemstad
Cossack_Hetmanate,Hlukhiv
Prince-Bishopric_of_Augsburg,Augsburg
Wessex,Winchester
French_Upper_Volta,Ouagadougou
British_Military_Administration_(Malaya),Kuala_Lumpur
Province_of_Canada,Toronto
Deccan_sultanates,Achalpur
Province_of_Hanover,Hanover
Three_Leagues,Chur
Alabama_Territory,"St._Stephens,_Alabama"
Ghana,Accra
Altiplano_Cundiboyacense,Bogotá
Cao_Wei,Luoyang
Karystia,Karystos
Duchy_of_Limburg,Limbourg
Washington_Territory,"Olympia,_Washington"
Boagis_Island,Port_Moresby
Honorias,Bolu
Seljuk_Empire,Isfahan
Medang_Kingdom,Madiun
Adyghe_Autonomous_Oblast,Maykop
Kingdom_of_the_Two_Sicilies,Naples
Republic_of_Formosa,Tainan
Kristianstad_County,Kristianstad
Duchy_of_Mirandola,Mirandola
Tainan_County,Xinying_District
Gau_Württemberg-Hohenzollern,Stuttgart
Papua_New_Guinea,Port_Moresby
Vrbas_Banovina,Banja_Luka
Sikh_Empire,Lahore
Province_of_Canada,Ottawa
Republic_of_Texas,"West_Columbia,_Texas"
Dharmasraya,Dharmasraya_Regency
Weihaiwei_under_British_rule,Weihai
Principality_of_Iberia,Tbilisi
Royal_Lao_Government_in_Exile,"Gresham,_Oregon"
United_Nations_Transitional_Administration_in_East_Timor,Dili
Western_Equatoria,Yambio
Banovina_of_Croatia,Zagreb
Frankfurt_Constitution,Free_City_of_Frankfurt
Taifa_of_Algeciras,Spain
County_of_Württemberg,Stuttgart
Czech_Socialist_Republic,Prague
Kara-Khanid_Khanate,Kashgar
Emirate_of_Nejd_and_Hasa,Riyadh
Saint_George_Gingerland_Parish,"Market_Shop,_Saint_Kitts_and_Nevis"
Gau_Swabia,Augsburg
Trienio_Liberal,Madrid
Poland,Warsaw
Emirate_of_Granada,Granada
Maine,"Augusta,_Maine"
Trinidad_and_Tobago,Port_of_Spain
Principality_of_Anhalt,Dessau
Ikhshidid_dynasty,Fustat
Province_of_Canada,"Kingston,_Ontario"
Saxe-Meiningen,Meiningen
Podlaskie_Voivodeship_(1513–1795),Drohiczyn
Cheviot_County,"Cheviot,_New_Zealand"
Saint_Petersburg_Governorate,Saint_Petersburg
Yemen,Aden
Fukuoka_Prefecture,Fukuoka
Emirate_of_Crete,Heraklion
Anatolia_Eyalet,Ankara
Solomon_Islands,Honiara
Zamorin_of_Calicut,Kozhikode
Tabriz_Khanate,Tabriz
Ghurid_dynasty,Ghazni
Hanau-Münzenberg,Hanau
Turčianske_Teplice_District,Turčianske_Teplice
Little_Russia_Governorate_(1764–81),Kozelets
Transvaal_Colony,Pretoria
Duchy_of_Trakai,Senieji_Trakai
Duchy_of_Schleswig,Flensburg
Sultanate_of_Nejd,Riyadh
British_Solomon_Islands,Tulagi
Izmail_Oblast,Izmail
British_West_Florida,"Pensacola,_Florida"
Nanda_Empire,Pataliputra
Rhin-et-Moselle,Koblenz
Gujarat_Sultanate,Ahmedabad
Miyazaki_Prefecture,"Miyazaki,_Miyazaki"
Free_and_high_fief_of_Zuid-Polsbroek,Polsbroek
Artuqids,Hasankeyf
Sidon_Eyalet,Sidon
First_Hellenic_Republic,Nafplio
Nilambur_Kingdom,Nilambur
Rwanda,Kigali
Neo-Assyrian_Empire,Harran
State_of_Goshen,Rooigrond
Kingdom_of_Gwynedd,Rhuddlan
Ulu_(Island),Port_Moresby
Mahra_Sultanate,Socotra
Reichskommissariat_of_Belgium_and_Northern_France,Brussels
"Tong_Island,_Papua_New_Guinea",Port_Moresby
Straits_Settlements,Penang
Delaware,"Dover,_Delaware"
Saxe-Hildburghausen,Bad_Colberg-Heldburg
Kingdom_of_Great_Britain,London
Karelian_National_Okrug,Likhoslavl
Voronezh_Governorate,Voronezh
Serbian_Vojvodina,Zemun
Tahirid_dynasty,Nishapur
County_of_Kladsko,Kłodzko
Archbishopric_of_Salzburg,Salzburg
Aidin_Eyalet,İzmir
Duchy_of_Württemberg,Stuttgart
Belize,Belmopan
Korean_Empire,Seoul
Colony_of_Jamaica,Port_Royal
United_States_Military_Government_in_Cuba,Havana
Sint_Maarten,"Philipsburg,_Sint_Maarten"
Federal_State_of_Austria,Vienna
New_Kingdom_of_León,Monterrey
Powys_Wenwynwyn,Welshpool
Duchy_of_Brunswick-Lüneburg,Braunschweig
Kingdom_of_Tungning,Tainan
Zemplén_County,Sátoraljaújhely
Poznań_Voivodeship_(14th_century_to_1793),Poznań
Khmer_Empire,Mahendraparvata
American_Samoa,Pago_Pago
Lands_of_the_Bohemian_Crown,Prague
Chobanids_(beylik),Kastamonu
Crown_Colony_of_Labuan,"Victoria,_Labuan"
Early_Pagan_Kingdom,Thiri_Pyissaya
Dutch_Ceylon,Colombo
Hejaz_Vilayet,Mecca
Absaroka_(proposed_state),Wyoming
Ashburton_County,"Ashburton,_New_Zealand"
Tokugawa_shogunate,Edo
Norway_in_1814,Oslo
Soviet_occupation_zone,East_Berlin
Kuwait,Kuwait_City
Zhao_(Five_Dynasties_period),Zhengding_County
Isle_de_France_(Mauritius),Port_Louis
Sicilia_(Roman_province),"Syracuse,_Sicily"
Kingdom_of_Strathclyde,Dumbarton
Lands_of_the_Crown_of_Saint_Stephen,Budapest
Yeke_Kingdom,Bunkeya
Płock_Voivodeship_(1495–1793),Płock
Bishopric_of_Havelberg,Wittstock
Johor_Sultanate,Johor_Bahru
Northern_Wei,Dai_(Sixteen_Kingdoms)
Sanjak_of_Kruševac,Kruševac
Medang_Kingdom,Jombang_Regency
Bishopric_of_Cammin__Hochstift_Cammina__1,Wolin_(town)
Pskov_Viceroyalty,Pskov
Sundgau,Altkirch
Hafsid_dynasty,Tunis
Hohenzollern-Hechingen,Hechingen
Temeşvar_Eyalet,Ineu
Jubaland,Bu'ale
Aqaba_Governorate,Aqaba
Orange_River_Sovereignty,Bloemfontein
Diocese_of_Thrace,Plovdiv
Togo,Lomé
Dajabón_Province,Dajabón
Raetia_Curiensis,Chur
Wahidi_Haban,Habban_District
Danube_Banovina,Smederevo
Ciskei,Bhisho
Nassau-Saarbrücken,Saarbrücken
Serbian_Empire,Prizren
Garhwal_Kingdom,Kirtinagar
Nakhichevan_Khanate,Nakhchivan_(city)
Norway,Oslo
Schellenberg__Herrschaft_Schellenberg__1,Vaduz
Gugark,Ardahan
Slovakia,Bratislava
Saudi_Arabia,Riyadh
Soviet_occupation_of_Manchuria,Shenyang
Chola_dynasty,Gangaikonda_Cholapuram
Upper_Assam_Division,Sadiya
Phoenicia,Byblos
Indonesia,Jakarta
Utpala_dynasty,Awantipora
Prussia,Berlin
Van_Vilayet,"Van,_Turkey"
Bulgaria,Sofia
North_Borneo,Kota_Kinabalu
Adjara,Batumi
West_Francia,Paris
State_of_Burma,Yangon
Kingdom_of_Yugoslavia,Belgrade
Netherlands,Amsterdam
Ramazanids,Adana
Duchy_of_Perugia,Perugia
Demerara,"Georgetown,_Guyana"
Sloboda_Ukraine,Kharkiv
League_of_Nations,Switzerland
French_Dahomey,Porto-Novo
Guelders,Geldern
Kingdom_of_Corsica_(1736),"Corte,_Haute-Corse"
Costa_Rica,"San_José,_Costa_Rica"
United_Provinces_(1937–50),Allahabad
Anatolia_Eyalet,Kütahya
"Saint_Andrew_Parish,_Dominica","Wesley,_Dominica"
House_of_Henneberg,Römhild
Goryeo,Ganghwado
Haryanka_dynasty,Pataliputra
Mongnai_State,Mong_Nai
Free_State_of_Prussia,Berlin
Principality_of_Smolensk,Smolensk
East_Germany,East_Berlin
Myinsaing_Kingdom,Pinle
Despotate_of_Epirus,Ioannina
Gozo_(independent_state),"Victoria,_Gozo"
Kingdom_of_Livonia,Põltsamaa
Principality_of_Hungary,Székesfehérvár
Kingdom_of_England,Westminster
Kherson_Governorate,Mykolaiv
"Fief_of_Purmerend,_Purmerland_and_Ilpendam",Purmerend
Kingdom_of_Mysore,Mysore
Netze_District,Bydgoszcz
Ibaraki_Prefecture,"Mito,_Ibaraki"
Vargas_Era,Rio_de_Janeiro
Principality_of_Guria,Ozurgeti
Garhwal_Kingdom,Narendra_Nagar
Occupation_of_the_Falkland_Islands,"Stanley,_Falkland_Islands"
Virginia,"Richmond,_Virginia"
Kingdom_of_Majorca,Perpignan
Gau_Electoral_Hesse,Kassel
Reichsgau_Wien,Vienna
Sésia,Vercelli
Kingdom_of_Prussia,Berlin
Nanzan,Nanzan_Castle
Grande_Comore,"Moroni,_Comoros"
Republic_of_Ragusa,Dubrovnik
Lai_(state),Changle_County
Sanjak_of_Novi_Pazar,Novi_Pazar
Governorate_of_Cuba,Baracoa
Sasanian_Egypt,Alexandria
Dutch_Cape_Colony,Cape_Town
Idaho,"Boise,_Idaho"
Boys_Nation,"Washington,_D.C."
Taifa_of_Segura,Segura
Zanzibar,Zanzibar_City
Pridnestrovian_Moldavian_Soviet_Socialist_Republic,Tiraspol
Cai_(state),Fengtai_County
Oultrejordain,Montreal_(Crusader_castle)
Königsegg,Aulendorf
Western_Bahr_el_Ghazal,"Wau,_South_Sudan"
North_Carolina,"Raleigh,_North_Carolina"
Duchy_of_Carinthia,Sankt_Veit_an_der_Glan
South_Yemen,Aden
Trebizond_Eyalet,Trabzon
Ghaznavids,Ghazni
Republic_of_Pirates,"Nassau,_Bahamas"
Karamanids,"Ereğli,_Konya"
South_Prussia,Poznań
Revala,Tallinn
Kingdom_of_Asturias,Pravia
Nigeria,Abuja
Kingdom_of_Jolof,Linguère
Sultanate_of_Sambas,"Pontianak,_Indonesia"
Goguryeo,Pyongyang
Spanish_Florida,"St._Augustine,_Florida"
Realm_of_Stefan_Dragutin,Belgrade
Bahawalpur_(princely_state),Bahawalpur
Principality_of_Murom,Murom
Wuyue,Shaoxing
Connecticut,"Hartford,_Connecticut"
Fromager,Gagnoa
Great_Perm,"Cherdyn,_Perm_Krai"
León_Department,"León,_Nicaragua"
Ghaznavids,Lahore
Sheikhdom_of_Kuwait,Kuwait_City
Thailand,Bangkok
Cocollán,"Cocula,_Jalisco"
Government_of_South_Russia,Sevastopol
Kabul_Shahi,Kabul
Czechoslovak_Socialist_Republic,Prague
Empire_of_Brazil,Rio_de_Janeiro
Kamyshinsky_Uyezd,Kamyshin
Denmark–Norway,Copenhagen
Kingdom_of_León,"León,_Spain"
Gniezno_Voivodeship,Gniezno
Eastern_Wei,Luoyang
Socialist_Republic_of_Bosnia_and_Herzegovina,Sarajevo
Kurdistansky_Uyezd,Lachin
"Saint_Mark_Parish,_Dominica","Soufrière,_Dominica"
Kingdom_of_Artsakh,Principality_of_Khachen
Afsharid_dynasty,Mashhad
