Kresty_Prison,Saint_Petersburg
"Charodi,_Gujarat",Ahmedabad
Byodo-In_Temple,United_States
Casino_de_Madrid,Madrid
Palasport_Roberta_Serradimigni,Sassari
Estonia,Russia
"Core_Banks,_North_Carolina",United_States
"Petrivka,_Kiev",Kiev
Renmin_Bridge,Guangzhou
Bumin_Hospital_Group_of_Indang_Medical_Foundation,Seoul
Barrio_De_Analco_Historic_District,"Santa_Fe,_New_Mexico"
Damdari_Hay-e_Kazerun,Fars_Province
Yuhuatai_District,Nanjing
"Athens_County,_Ohio",Athens
"Fenton,_Missouri",United_States
Ankara_Arena,Ankara
"Golden_Crest,_New_Jersey",United_States
Qotbabad_Rural_District,Fars_Province
"Salem_Township,_Perry_County,_Missouri",United_States
Praça_Seca,Rio_de_Janeiro
"Trinidad,_Texas",Texas
"Towle,_California",California
"Old_Fortress,_Corfu",Corfu_(city)
Côte-d'Or,Dijon
"Oxford,_Kentucky",United_States
Taregana,Patna
Charles_Aznavour_Museum,Yerevan
Millenáris_Sporttelep,Budapest
"Albrae,_California",United_States
Belgrade_Fair_–_Hall_1,Belgrade
"Wexford_Township,_Michigan",United_States
Lincoln_Avenue_Viaduct,"Little_Rock,_Arkansas"
Centennial_Memorial_Samsung_Hall,Seoul
Derawal_Nagar,Delhi
Ambassador_Cinema,Dublin
57357_Hospital,Cairo
Bucharest_Motorway_Ring_Road,Bucharest
Palais_de_la_musique_et_des_congrès,Strasbourg
"Buckman,_New_Mexico",United_States
Estadio_Nacional_Julio_Martínez_Prádanos,Buenos_Aires
Sant_Josep_de_sa_Talaia_(Municipality),Spain
"Daulatpur,_Jhelum",Pakistan
"Hemlock,_Ohio",United_States
Ifa_Gallery,Brussels
Metropolitan_Building_(Detroit),Detroit
Ovča,Belgrade
Winfield_House,London
"Briers,_Mississippi",United_States
Las_Águilas,Madrid
Strašnice_Crematorium,Prague
Varnik,Bulgaria
Oosterpark_(Amsterdam),Amsterdam
Hinteregg,Switzerland
Tondiraba_Ice_Hall,Tallinn
Lazaretta,Crete
El_Portillo_Reservoir,Spain
Carreña,Spain
European_route_E411,City_of_Brussels
Yueliangdao,Changsha
Jewish_Orphanage_Berlin-Pankow,Berlin
Planina_Donja,Zagreb
"Aasu,_American_Samoa",United_States
Waidmannslust,Berlin
Al-Suwaira,Iraq
Prague_1,Prague
"Formoso,_Kansas",United_States
Oriente_(comarca),Cangas_de_Onís
"Roark,_Kentucky",United_States
"Al-Hijaz,_Damascus",Damascus
"Grafton,_Illinois",United_States
Conguillío_Lake,Chile
"Tower,_Minnesota",United_States
"Harlan_County,_Kentucky",United_States
Münsingen,Switzerland
Barra_da_Tijuca,Rio_de_Janeiro
"Bonny_Slope,_Oregon",United_States
Golghar,Patna
La_Llosa_de_Ranes,Spain
Roman_Catholic_Diocese_of_Rrëshen,Albania
Augustówka,Warsaw
"Hasanabad,_Tehran",Tehran
Griffith_Barracks,Dublin
Deji_Plaza,Nanjing
Mur-e_Deraz-e_Bon_Rud,Fars_Province
Vondelpark,Amsterdam
"Saylesville,_Dodge_County,_Wisconsin",United_States
Abdullah_Gul_Interchange,Lahore
"Lake_Como,_Mississippi",Mississippi
Dorcheh_Piaz,Isfahan
Muñosancho,Spain
"Mount_Washington,_Massachusetts",United_States
"Cherryvale,_South_Carolina",South_Carolina
"Arlington,_Nebraska",United_States
Dortmund,Cologne
"Clayton,_Winnebago_County,_Wisconsin",United_States
Mustamäe,Tallinn
Villagonzalo,Spain
"Bailey_County,_Texas",Texas
Museo_de_Arte_Moderno,Mexico_City
Affori,Milan
"Belmont,_Pennsylvania",United_States
"Paquetá,_Rio_de_Janeiro",Rio_de_Janeiro
Mount_Redoubt,United_States
"Cortland,_Ohio",United_States
"Girdallı,_Kastamonu",Kastamonu
Lorraine,Metz
"Elk,_Kansas",United_States
Parlavà,Spain
Arroyo_del_Ojanco,Spain
Amsterdam-Oost,Amsterdam
"Pae,_Tallinn",Tallinn
Stockberg,Switzerland
Spring_Creek_(Susquehanna_River),United_States
Tenerife–South_Airport,Spain
"Mallard,_California",California
Red_Line_(Jerusalem_Light_Rail),Jerusalem
Zdzisław_Krzyszkowiak_Stadium,Bydgoszcz
Visigothic_Kingdom,Gallia_Narbonensis
Zezë,Albania
"Ōme,_Tokyo",Tokyo
U.S._Route_60,Texas
Morodok_Techo_National_Sports_Complex,Phnom_Penh
Kirari_Suleman_Nagar,Delhi
"Buckeye,_Iowa",United_States
Pankow_(locality),Berlin
Museu_Paraense_Emílio_Goeldi,Belém
La_Nou_de_Gaià,Spain
U.S._Route_40,West_Virginia
"Smithton,_Illinois",United_States
Nalatawad,"Bijapur_district,_Karnataka"
Amsteldorp,Amsterdam
Arrondissement_of_Dendermonde,Belgium
Baghan_Rural_District,Fars_Province
"Surinamestraat_20,_The_Hague",The_Hague
Berlin-Hohenschönhausen_station,Berlin
"Groton,_New_Hampshire",United_States
"Oak_Valley,_Texas",United_States
"Point_Marion,_Pennsylvania",United_States
Profesor_Zlatarski,Bulgaria
Lajedão,Brazil
"Verin_Jrashen,_Yerevan",Yerevan
Black_Rock_Harbor_Light,United_States
"Magpet,_Cotabato",Davao_City
"National_Archaeological_Museum,_Athens",Athens
Cortes_(Madrid),Madrid
Kalchovtsi,Bulgaria
Vitosha_Boulevard,Sofia
Prague_21,Prague
"Canaan,_Maine",United_States
"Ward,_Arkansas",United_States
Millennium_Bridge_(Dublin),Dublin
Watermael-Boitsfort,City_of_Brussels
Tolworth__Tower__1,London
Intersection_for_the_Arts,California
"DeWitt,_Arkansas",United_States
Poznań_Town_Hall,Poznań
Almadrones,Spain
Eggersriet,Switzerland
"Metropole,_Jakarta",Jakarta
"Winfield,_Wisconsin",United_States
Angostura_River,Chile
Alaska_Steam_Laundry,"Juneau,_Alaska"
Bahrenfeld,Hamburg
Eccleston_Square_Hotel,London
Waitematā_Local_Board,New_Zealand
Lake_Sárkány,Székesfehérvár
Spanish_Sahara,Francoist_Spain
"Palo_Pinto,_Texas",Texas
"Ganeer_Township,_Kankakee_County,_Illinois",United_States
Ban_Dara,Thailand
"Quality,_California",California
Capilla_de_Santa_Ana_(Llanes),Spain
"Kalush,_Ukraine",Halych
Adana_Dârüleytâm,Adana
"Tioga,_Wisconsin",United_States
"Rochelle_Riviera,_Arkansas",United_States
Pinaglabanan_Shrine,Manila
Shenglong_Global_Center,Fuzhou
"Decatur_Township,_Mifflin_County,_Pennsylvania",United_States
Nightwood_Theatre,Toronto
Edificio_Grassy,Madrid
Cima_di_Jazzi,Switzerland
Cibola_National_Wildlife_Refuge,California
Little_San_Bernardino_Mountains,California
"Johnson_County,_Wyoming",Wyoming
"Ahmadabad,_Farashband",Fars_Province
Fort_de_Loncin,Belgium
"McAdams,_Mississippi",Mississippi
"Milltown,_Dublin",Dublin
Esguevillas_de_Esgueva,Spain
Castle_of_Almansa,Spain
"Bedford_County,_Tennessee",Tennessee
Isaías_Coelho,Brazil
Darorra,Pakistan
"Baltalı,_Bolu",Bolu
"Adams_County,_Indiana",United_States
Mariinsky_Park,Kiev
Donja_Gata,Bihać
"Glen_Park,_Toronto",Toronto
"Detroit,_Kansas",United_States
Sultan_Pur_Majra,Delhi
"Alburtis,_Pennsylvania",United_States
Jura-Nord_vaudois_District,Switzerland
M-2_motorway_(Republic_of_Macedonia),Skopje
"Royal_Library,_Denmark",Copenhagen
Tokyo_Metropolitan_Museum_of_Photography,Tokyo
Ten_Mile_House,"Little_Rock,_Arkansas"
Turbat_Tehsil,Pakistan
"Fairmont_City,_Illinois",United_States
876_Scott,Vienna
Urueñas,Spain
Thatta_District,Pakistan
McClelland_Lake,United_States
"Kızılcaşehir,_Alanya",Alanya
Perimeter_Mall,United_States
"Veterans_Memorial_Coliseum_(Portland,_Oregon)",Moscow
Russian_Society_of_Appraisers,Moscow
Palomas_(Madrid),Madrid
"Bassett,_Virginia",United_States
La_Tsavre,Switzerland
"Cheyenne_Valley,_West_Virginia",United_States
Albox,Andalusia
European_route_E251,Berlin
"Nubieber,_California",United_States
Blackbeard's_Castle,"Charlotte_Amalie,_U.S._Virgin_Islands"
Milnerton_Racecourse_Nature_Reserve,Cape_Town
"Otter_Creek_Township,_Crawford_County,_Iowa",United_States
"Keyser,_West_Virginia",West_Virginia
"Fort_Bidwell,_California",California
Georgia_State_Route_204,"Savannah,_Georgia"
St._La_Salle_Hall,Manila
Pasay,Manila
"Georgetown_Township,_Michigan",United_States
Nové_Spojení,Prague
Sontra,Kassel
Santa_Clara_River_(Utah),United_States
UpGround,Bucharest
Wandsbek,Hamburg
Whipple_Cast_and_Wrought_Iron_Bowstring_Truss_Bridge,"Albany,_New_York"
Warm_Springs_Creek_(California),California
"Rock_Creek_Park,_Colorado",United_States
European_route_E75,Budapest
"Taquara,_Rio_de_Janeiro",Rio_de_Janeiro
"Water_Valley,_Texas",Texas
"Leighton,_Alabama",United_States
Campello_Alto,Perugia
"Ferguson_Township,_Clearfield_County,_Pennsylvania",United_States
"National_Stadium,_Abuja",Seoul
"Seven_Points,_Texas",United_States
European_route_E40,Kiev
"Biendorf,_Saxony-Anhalt",Bernburg
Rudozem,Bulgaria
Ribadeo,Spain
Dagens_Nyheter_Tower,Stockholm
1428_Mombasa,Mombasa
"Central_Lakes,_Minnesota",United_States
"Kasa-Vubu,_Kinshasa",Kinshasa
Cass_Avenue_Methodist_Episcopal_Church,Detroit
Adralés,Spain
"Florence_Mill_(Omaha,_Nebraska)","Omaha,_Nebraska"
Hiendelaencina,Spain
"Ribeira,_Rio_de_Janeiro",Rio_de_Janeiro
"William,_West_Virginia",West_Virginia
M1_highway_(Russia),Moscow
Veliki_Borak,Belgrade
Burleigh_County_Courthouse,"Bismarck,_North_Dakota"
Japanese_20mm_Cannon_Blockhouse,Saipan
China_Zun,Beijing
"Porterville,_California",United_States
"Albania_(Edenton,_North_Carolina)","Edenton,_North_Carolina"
"Joy,_West_Virginia",West_Virginia
Koblenz_Dorf_railway_station,Switzerland
Zhelyazovo,Bulgaria
Arkansas_Arboretum,United_States
Royal_Tapestry_Factory,Madrid
Oberschöneweide,Berlin
"Samburg,_Tennessee",United_States
"Guardian,_West_Virginia",West_Virginia
"St_Martin_le_Grand,_York",York
Driebes,Spain
"Pollard,_Alabama",United_States
Arres,Spain
Narowal_District,Pakistan
Harbanspura_Interchange,Lahore
Poncione_di_Braga,Switzerland
Lake_Havasu,California
New_Hampshire_Route_27,"Exeter,_New_Hampshire"
"Campo_dos_Afonsos,_Rio_de_Janeiro",Rio_de_Janeiro
"Brookfield,_Missouri",United_States
Cacimbas,Brazil
"Burlington,_Pennsylvania",United_States
Croydon_Mosque,London
"Warren,_Utah",United_States
Independencia_Province,Dominican_Republic
Akhmat-Arena,Grozny
"Perdicaris,_Trenton,_New_Jersey",United_States
Tall_Mahtabi,Fars_Province
"Kohali,_Faisalabad",Pakistan
Tashkent_International_Airport,Tashkent
Ligovsky_Pond,Saint_Petersburg
Città_Studi,Milan
"St._Mary's_Cathedral,_Hamburg",Hamburg
Kienersrüti,Switzerland
"Greenfield,_Mississippi",Mississippi
East_Azerbaijan_Province,Tabriz
Jeddah_TV_Tower,Jeddah
Lohfelden,Kassel
Kagetsu-en_Velodrome,Yokohama
LG_Gangnam_Tower,Seoul
"Preble_County,_Ohio",United_States
"Grand_River_Township,_Bowman_County,_North_Dakota",United_States
Rembertów,Warsaw
Seftigen,Switzerland
Mohammadpur_Umri,Allahabad
North_York_Central_Library,Toronto
Rubena,Spain
"Storden,_Minnesota",United_States
Estadio_Olímpico_(Caracas),Caracas
Battersea_Park,London
LG_Gangnam_Tower,Seoul
"St._Michael's_Cathedral,_Belgrade",Belgrade
"Meridian,_Kern_County,_California",California
Choristi,"Drama,_Greece"
ToonSeum,United_States
Żagań_County,Żagań
Higashi-Meihan_Expressway,Nagoya
The_Cartoon_Museum,London
"Doon,_Iowa",United_States
Shrawley,Worcester
Generali_Foundation,Vienna
Phang_Nga,Thailand
Interstate_530,"Little_Rock,_Arkansas"
"Danleys_Crossroads,_Alabama",United_States
Ulrichshorn,Switzerland
Nanyue,Vietnam
"Ursus,_Warsaw",Warsaw
Loring-Wyle_Parkette,Toronto
Cruzeiro_do_Iguaçu,Brazil
Saybagh_District,Ürümqi
Gumiel_de_Mercado,Spain
River_Styx_(Georgia),United_States
Xinyi_Anhe_Station,Taipei
"Gibson_County,_Tennessee",United_States
Rockport_State_Park_(Michigan),United_States
Congost_(river),Spain
Dalgi_Del,Bulgaria
Tacubaya__Tacubaya__1,Mexico_City
East_Gallatin_River,United_States
Quake_Lake,United_States
"Normandie,_New_Jersey",United_States
Shahid_Kazemi_Stadium,Tehran
Roman_Catholic_Archdiocese_of_Lima,Lima
Metropolitanate_of_Skopje,Skopje
Peene,Demmin
"La_Paternal,_Buenos_Aires",Buenos_Aires
SunTrust_Building_(Nashville),"Nashville,_Tennessee"
"Rock,_Wood_County,_Wisconsin",United_States
Wiss_Platte,Switzerland
Gettnau,Switzerland
"Prairie,_Alabama",United_States
Children's_University_Hospital_-_Damascus,Damascus
El_Pobo_de_Dueñas,Spain
Performing_Arts_Center_(Manhattan),New_York_City
"New_Milford_Township,_Susquehanna_County,_Pennsylvania",United_States
Joseph_J._O'Donnell_Field,United_States
Namhae_Expressway_Branch_2,Busan
New_Aleppo_Neighborhood,Aleppo
"Dalzell,_South_Carolina",South_Carolina
West_Region_(Cameroon),Haut-Nkam
"Flat_Fork,_Kentucky",United_States
Belasitsa_Nature_Park,Bulgaria
Adelaide_House,London
"Yorktown,_Texas",Texas
Mount_Morrison_(California),California
Senador_Salgado_Filho,Brazil
Sasamón,Spain
"Adams,_Texas",United_States
Gulbenkian_Park,Lisbon
"Stoneyford,_County_Kilkenny",Kilkenny
"Jamestown,_Missouri",United_States
San_Giacomo_di_Rialto,Venice
Jewish_Museum_of_Greece,Athens
EYE_Film_Institute_Netherlands,Amsterdam
Quebec_Route_175,Quebec_City
Cobb_Center,United_States
Georgian_National_Opera_Theater,Tbilisi
Iglesia_de_Santa_Bárbara_(Llaranes),Spain
"Midway,_Clay_County,_Tennessee",United_States
Garden_of_Five_Senses,Delhi
AH1,Taipei
"Jahadabad,_Firuzabad",Fars_Province
Novi_dvor,Belgrade
Ragged_Mountain_Resort,United_States
"Arakawa,_Tokyo",Tokyo
Mediterranean_Sea,Algiers
Camberwell,London
Wilson_Cottage,United_States
"Sabinsville,_Pennsylvania",United_States
"Rosy,_Minnesota",United_States
A.J._Williamson_House,"Hilo,_Hawaii"
"Watters,_Pennsylvania",United_States
Espino_de_la_Orbada,Spain
Mendrisio,Switzerland
Bielsa,Spain
Czerniaków,Warsaw
"Barak,_Jahrom",Fars_Province
North_Nazimabad_Town,Karachi
Chapirevula,Kurnool
Edward_Sewall_Garrison,"Exeter,_New_Hampshire"
Kokalyane,Sofia
Saint_Pierre_and_Miquelon,France
Senés_de_Alcubierre,Spain
"Crown,_Logan_County,_West_Virginia",West_Virginia
N4_road_(South_Africa),Pretoria
Xerta,Spain
Rudovci,Belgrade
Alcalá_la_Real,Spain
"Enid,_Oklahoma",United_States
Baku_Ferris_Wheel,Baku
Schloss_Wilhelmshöhe,Kassel
"Toivola,_Michigan",United_States
"Santa_Clarita,_California",United_States
"Monroe_Township,_Delaware_County,_Indiana",United_States
Brønnum_House,Copenhagen
Church_of_Santa_Engrácia,Lisbon
China_National_Highway_102,Beijing
Orbe,Switzerland
"Union_Grove,_Iredell_County,_North_Carolina",United_States
"Ralumco,_West_Virginia",United_States
"Galisteo,_Cáceres",Spain
"White_Ash,_Kentucky",United_States
Green_Bridge_(Vilnius),Vilnius
"Beaver_Springs,_Pennsylvania",United_States
"Brandon_Corner,_California",United_States
100_East_Pratt_Street,United_States
Šodolovci,Osijek
Model_Land_Company_Historic_District,"St._Augustine,_Florida"
"Morganville,_New_Jersey",United_States
Nakhon_Pathom_Province,Bangkok
Ibaretama,Brazil
"Krollitz,_West_Virginia",United_States
"Kirenli,_Kastamonu",Kastamonu
Grand_Hotel_(Mackinac_Island),United_States
Roman_Catholic_Diocese_of_Coari,Brazil
Farglory_Ocean_Park,Taiwan
Bobbie_Rosenfeld_Park,Toronto
Abdalian_Cooperative_Housing_Society,Lahore
Twelvepole_Creek,West_Virginia
Mokotów_Field,Warsaw
Shortepa_District,Afghanistan
U.S._Route_1_in_Massachusetts,Boston
White_Hart_Lane,London
"North_Star,_Ohio",United_States
Nikhom_Kham_Soi_District,Thailand
DN6,Bucharest
"Thornton,_Colorado",United_States
"Fox_Hall,_West_Virginia",West_Virginia
Brnjica_(Pale),"Pale,_Bosnia_and_Herzegovina"
Threadneedles_Hotel,London
Wolfhagen,Kassel
"Covington,_Washington",United_States
Bohemia,Prague
"Oak_Acres,_West_Virginia",West_Virginia
Branco_River_(Bahia),Brazil
"Rocky_Ford,_West_Virginia",United_States
Arena_Zagreb,Kraków
"Leadfield,_California",California
Titcomb_Mountain,United_States
Margaritaville_Resort_Biloxi,"Biloxi,_Mississippi"
"Krivodol,_Bulgaria",Bulgaria
Bad_Mergentheim,Stuttgart
North_Central_Oklahoma_Cactus_Botanical_Garden,United_States
"Sharon_(CDP),_Massachusetts",United_States
Grunewald,Berlin
"Brown_Township,_Washington_County,_Indiana",United_States
Sands_End,London
Coulée_verte_René-Dumont,Paris
Autostrada_A12_(Italy),Rome
Bodeok-dong,Gyeongju
"Heppner,_Oregon",United_States
Table_Bay_Nature_Reserve,Cape_Town
1517_Beograd,Belgrade
"Ghent,_Kentucky",United_States
Collegium_Maius,Kraków
Valdastillas,Spain
Tropicana_Field,Stuttgart
Ў_gallery,Minsk
Louisiana_Highway_37,"Baton_Rouge,_Louisiana"
National_Highway_48_(India),Delhi
Dasarath_Rangasala_Stadium,Kathmandu
"Holy_Trinity,_Brook_Green",London
Maraú,Brazil
Meymand,Fars_Province
Carabanchel,Spain
Mexican_Federal_Highway_113,Mexico_City
Zegama,Spain
Olimpiyskiy_National_Sports_Complex,Paris
"Vineland,_Alabama",United_States
A15_highway_(Lithuania),Vilnius
Lake_Rusałka,Poznań
Temple_Cemetery,"Nashville,_Tennessee"
"Eaton,_Manitowoc_County,_Wisconsin",United_States
Puebla_de_la_Sierra,Spain
Maryland_Route_435,"Annapolis,_Maryland"
"Senyera,_Valencia",Spain
Renningen,Stuttgart
Íllora,Andalusia
Freedom_Center_(Omaha),"Omaha,_Nebraska"
Palazzo_Ghisilardi_Fava,Bologna
Bétera,Spain
"Highland_Hills,_Ohio",United_States
"High_Forest_Township,_Olmsted_County,_Minnesota",United_States
Queen_Emma_Bridge,Willemstad
"Hampshire,_West_Virginia",West_Virginia
King_Khalid_International_Airport,Riyadh
Haiti,First_Empire_of_Haiti
Palacio_de_Correos_de_Mexico,Mexico_City
"Apriltsi,_Kardzhali_Province",Bulgaria
Quail_Mountains,California
"Abrams,_Wisconsin",United_States
Głogów_County,Głogów
Manila_City_Hall,Manila
"Çubuk,_Ankara",Ankara
Lake_Phalen,"Saint_Paul,_Minnesota"
"Five_Forks,_Fairfax_County,_Virginia",United_States
"St._Florian,_Alabama",United_States
Acre_(state),Brazil
Madame_Walker_Theatre_Center,Indianapolis
Jamek_Mosque,Kuala_Lumpur
Mount_Scopus,Jerusalem
University_of_Santo_Tomas_Field,Manila
Britz,Berlin
"Prunedale,_California",California
"Ditch_Camp_Five,_California",United_States
Stadion_Juliska,Prague
Purdon_Conservation_Area,Ottawa
Seward_Park_(Manhattan),New_York_City
Mount_Humphreys,California
"La_Victoria,_Spain",Spain
Armenite,Bulgaria
Trinity—Spadina,Toronto
Lü_(state),China
Highland_Creek_(Toronto),Toronto
"Love,_Illinois",United_States
Ipanema_River,Alagoas
Tianhe_District,Guangzhou
House_of_Kyburg,Duchy_of_Swabia
Rose_Blumkin_Performing_Arts_Center,"Omaha,_Nebraska"
Zosimades_Stadium,Ioannina
"Lasco,_California",California
Horvati,Zagreb
Clay_Hill_Historic_District,"Hartford,_Connecticut"
Bethlem_Royal_Hospital,London
"Pickerel_Lake_Township,_Freeborn_County,_Minnesota",United_States
"Charlton_Township,_Michigan",United_States
Motorway_8_(Greece),Corinth
Pla_de_l'Estany,Spain
"Madison,_California",California
Stalag_III-D,Berlin
Renwick_Gallery,"Washington,_D.C."
Düsseldorf-Unterrath_station,Düsseldorf
Seaton_Park_(Washington_D.C.),"Washington,_D.C."
Cosmopolitan_Church,Manila
Saugeen–Maitland_Hall,London
Shuangxi_Park_and_Chinese_Garden,Taipei
"Milligan_District,_California",United_States
Oregon_State_Savings_Bank_Building,United_States
Eleftheria_Indoor_Hall,Belgrade
Sport-kompleksi_Shatili,Tbilisi
Mount_Ilgaz_National_Park,Kastamonu
Quinchía,Bogotá
Geisshorn,Switzerland
Lew_M._Meder_House,"Carson_City,_Nevada"
W.H._Jones_Mansion,"Columbus,_Ohio"
Calcasieu_River,United_States
Castellnou_de_Bages,Spain
La_Fresneda,Spain
"Pike,_West_Virginia",West_Virginia
Dominguez-Escalante_National_Conservation_Area,United_States
Convent_of_the_Salesas_Reales,Madrid
"Grassland,_Texas",Texas
Hospital_for_Tropical_Diseases,London
"Elders_Corner,_California",United_States
Feriye_Palace,Istanbul
Salvadiós,Spain
Yugoslav_Drama_Theatre,Belgrade
CHRISTUS_St._Vincent_Regional_Medical_Center,"Santa_Fe,_New_Mexico"
National_Metropolitan_Bank_Building,"Washington,_D.C."
South_Hampstead,London
Amaraji,Brazil
Behesht_Makan,Fars_Province
Southwest_Plaza,United_States
Moraine_Hills_State_Park,United_States
"Esmailabad,_Zarqan",Fars_Province
Suzhou_Ferris_Wheel,Suzhou
Dorsch's_White_Cross_Bakery,"Washington,_D.C."
Undués_de_Lerda,Spain
"Varsity_Field_(Albany,_New_York)","Albany,_New_York"
Melsbroek_Air_Base,Brussels
"Kayalı,_Kastamonu",Kastamonu
Museum_of_Roman_Civilization,Rome
Diego_Portales_Airport,Chile
"Brown_Township,_Franklin_County,_Ohio",United_States
"Escanaba_Township,_Michigan",United_States
Sida_District,Thailand
Žrnovnica,"Split,_Croatia"
"Rojas,_Province_of_Burgos",Spain
Georgia_State_Route_71,Tennessee
"Johnsons_Station,_Texas",United_States
"Bennington,_Oklahoma",United_States
Abbey_Theatre,Dublin
"Toddville,_Iowa",United_States
Gazi_Hajdar_Kadi_Mosque,Bitola
Tostón_Lighthouse,Spain
Alan_B._Miller_Hall,"Williamsburg,_Virginia"
Wembley_Stadium,Madrid
"Cornish,_Utah",United_States
"Mount_Hermon,_Alamance_County,_North_Carolina",United_States
M7_highway_(Belarus),Minsk
Hadwala_Gujaran,Pakistan
"Lyndon,_Kentucky",United_States
"North_Prosser,_Washington",United_States
Figure_Eight_Island,United_States
Bhimber,Pakistan
Greek_National_Road_1,Larissa
Maakri,Tallinn
Saint_Kitts,Basseterre
Wenham_Lake,United_States
"Bardos,_Pyrénées-Atlantiques",Bidache
Konradsberg,Stockholm
Shepherd's_Bush,London
"Navarino_(CDP),_Wisconsin",United_States
Stade_du_5_Juillet_1962,"Split,_Croatia"
"Broxton,_Georgia",United_States
Cheonho_Bridge,Seoul
"Shady_Grove,_Knox_County,_Tennessee",United_States
Benazir_Bhutto_International_Airport,Islamabad
"Hailey,_Idaho",United_States
Nakhon_Si_Thammarat_Provincial_Administrative_Organization_Stadium,Thailand
Manguinhos_Airport,Rio_de_Janeiro
Caffé_Vittoria,Boston
Sreeparru,Eluru
Gorno_Trape,Bulgaria
"Lepanto,_Arkansas",United_States
"Madison_County,_Mississippi",United_States
Apollon_Patras_Indoor_Hall,Patras
Staatstheater_Darmstadt,Darmstadt
"Old_Parliament_House,_Athens",Athens
"Sutton,_London",London
"Phil,_Kentucky",United_States
Pacuma_River,Brazil
Creighton_Stadium,"Omaha,_Nebraska"
German_Federal_Archives,Koblenz
"Lakeside,_Nebraska",United_States
Massachusetts_Route_99,Boston
Agua_Chinon_Creek,California
Khoy_County,Khoy
Doshan_Tappeh_Air_Base,Tehran
"Emma,_Missouri",United_States
"Dames_Quarter,_Maryland",United_States
Keelung_Fort_Commander's_Official_Residence,Keelung
"Zarich,_Khwahan",Afghanistan
"Peyton,_Mississippi",Mississippi
"Jaunciems,_Riga",Riga
Tiger_Park,United_States
Senedd,Cardiff
Bridge_of_Segovia_(Madrid),Madrid
Bilal_Town,Pakistan
Chocoyero-El_Brujo_Natural_Reserve,Managua
"Tsoukalaiika,_Achaea",Patras
671_Carnegia,Vienna
"Eastern_Market,_Detroit",United_States
The_Met_(skyscraper),Bangkok
Punt_Muragl_Staz_(Rhaetian_Railway_station),Switzerland
"Stanford,_California",United_States
Quintanilla_San_García,Spain
"Lake_Sumner,_New_Mexico",United_States
Monument_to_Vojvoda_Vuk,Belgrade
Lexington_(RIRTR_station),United_States
Rafayel_on_the_Left_Bank,London
"Glen_Ridge,_Florida",United_States
Bengo_Province,Angola
Western_coast_of_Cantabria,Spain
Stadionul_Steaua,Bratislava
"Blythe,_California",United_States
South_Park_Mall_(San_Antonio),United_States
Desert_West_Lake,United_States
Miguel_Esteban,Spain
Roundhouse_(venue),London
Rujan_(Široki_Brijeg),Široki_Brijeg
"Mendon,_Vermont",United_States
Fishhawk_Glacier,United_States
"Federalsburg,_Delaware",United_States
Duiyue_Gate,Taiwan
Jardines_del_Hipódromo_Stadium,Montevideo
"Stamps,_Arkansas",United_States
The_Barfly,London
University_Neuropsychiatric_Institute,Salt_Lake_City
"Summit_Township,_Butler_County,_Pennsylvania",United_States
Nevada_State_Route_28,"Carson_City,_Nevada"
"Little_Caney_Township,_Chautauqua_County,_Kansas",United_States
Ringgau,Kassel
Olympiahalle,Barcelona
Rheinwaldhorn,Switzerland
"Campbell_County,_Tennessee",United_States
Carutapera,Brazil
Escañuela,Andalusia
NRG_Stadium,Houston
PMRL_Stadium,Port_Moresby
"Kinsley,_Kansas",United_States
"Shalimar_Bagh,_Delhi",Delhi
"Harwood,_Washington",United_States
Dormagen,Düsseldorf
"Terziköy,_Kastamonu",Kastamonu
Triborough_Bridge,New_York_City
International_Finance_Center_Seoul,Seoul
"Claypool,_Summers_County,_West_Virginia",West_Virginia
Rae_Lakes,California
"Ann_Arbor_Charter_Township,_Michigan",United_States
428_Monachia,Munich
"Russellville,_Illinois",United_States
Pyramid_Glacier,United_States
Cochrane_Theatre,London
Bizani,Ioannina
"Tupman,_California",United_States
996_Hilaritas,Vienna
Grosvenor_Bridge,London
"Kossuth,_Wisconsin",United_States
"Niehl,_Cologne",Cologne
Tractor_Stadium,Tabriz
"Francisco,_Alabama",United_States
"Lakeview,_Alamance_County,_North_Carolina",United_States
Malecon_Center,Santo_Domingo
Bang_Phlat_District,Bangkok
Angakban,Fars_Province
"Church_of_Resurrection_of_Christ,_Kumanovo",Kumanovo
Qalacha,Afghanistan
Fuentesecas,Spain
Künzelsau,Stuttgart
Kraków_County,Kraków
"Valliant,_Oklahoma",United_States
"Butler_Township,_Scott_County,_Iowa",United_States
"West_Park,_California",California
Chauveau_(electoral_district),Quebec_City
"Lincoln_County_Courthouse_(Kemmerer,_Wyoming)",Wyoming
Cluj_Arena,Cluj-Napoca
"Fairview,_Marshall_County,_West_Virginia",West_Virginia
China_National_Highway_104,Fuzhou
Pordim,Bulgaria
Cuartel_del_Conde-Duque,Madrid
"Garstin_Bastion_Road,_New_Delhi",Delhi
Mövenpick_Resort_Petra,Petra
New_York_Free_Circulating_Library,United_States
Sampson_House,London
"Józef_Piłsudski_Monument,_Warsaw",Warsaw
Ada_Ciganlija__Lake_Sava__1,Belgrade
"Alberhill,_California",California
"Mixon,_Texas",Texas
San_Bernard_National_Wildlife_Refuge,United_States
Baku_Turkish_Martyrs'_Memorial,Baku
"Wahlsten,_Minnesota",United_States
Guriševci,Topola
Sobradinho_Reservoir,Brazil
Watkin's_Tower,London
