Thiri_Maha_Sanda_Dewi_of_Toungoo,Mingyi_Nyo
Elena_Varzi,Raf_Vallone
Kublai_Khan,Nambui
Lolita_Rodriguez,Eddie_Arenas
Ingrid_Wendt,Ralph_Salisbury
Liutgard_of_Saxony,"Burchard_I,_Duke_of_Swabia"
Robbie_Waterhouse,Gai_Waterhouse
George_Wald,Ruth_Hubbard
Nena_von_Schlebrügge,Robert_Thurman
Mehdi_Karroubi,Fatemeh_Karroubi
Edie_Adams,Ernie_Kovacs
Nancy_Travis,Robert_N._Fried
Sylvana_Tomaselli,"George_Windsor,_Earl_of_St_Andrews"
Shirley_Temple,John_Agar
Cornelius_Vanderbilt_Whitney,Eleanor_Searle
Virginia_Henry_Curtiss_Heckscher,August_Heckscher
Ashley_Judd,Dario_Franchitti
Tony_Blair,Cherie_Blair
Brian_Blessed,Hildegarde_Neil
Brian_Oulton,Peggy_Thorpe-Bates
Pyrrhus_of_Epirus,Bircenna
Kirstyn_McDermott,Jason_Nahrung
Wanda_Curtis,Herschel_Savage
Juan_Ramón_Jiménez,Zenobia_Camprubí
Rudy_Giuliani,Donna_Hanover
John_Stamos,Rebecca_Romijn
Katarina_Zrinska,Petar_Zrinski
Stephen_Mangan,Louise_Delamere
Linda_E._Ginzel,Boaz_Keysar
Julie_McWhirter,Rick_Dees
Sarla_Birla,Basant_Kumar_Birla
César_Ramírez_(actor),Alicia_Vergel
Carroll_Dunham,Laurie_Simmons
Élisabeth_Badinter,Robert_Badinter
Mary_Sue_Hubbard,L._Ron_Hubbard
Aarón_Díaz,Kate_del_Castillo
Valdemar_the_Young,"Eleanor_of_Portugal,_Queen_of_Denmark"
Kaumualii,Deborah_Kapule
Leslie_Moonves,Julie_Chen
Shweta_Tiwari,Raja_Chaudhary
"Geoffrey_I,_Duke_of_Brittany",Hawise_of_Normandy
"Franz_Joseph,_9th_Prince_of_Thurn_and_Taxis",Princess_Isabel_Maria_of_Braganza
Gunnel_Fred,Peter_Dalle
Sahib-i-Jamal_Begum,Jahangir
Henry_Koster,Peggy_Moran
"Katherine_Hastings,_Countess_of_Huntingdon","Henry_Hastings,_3rd_Earl_of_Huntingdon"
Rick_Edwards,Emer_Kenny
Paul_C._Yang,Sun-Yung_Alice_Chang
Gordon_Jackson_(actor),Rona_Anderson
Anna_Mahler,Ernst_Krenek
"Elizabeth_Cavendish,_Duchess_of_Devonshire","William_Cavendish,_5th_Duke_of_Devonshire"
Sukjong_of_Joseon,Queen_Inhyeon
Anne_Wexler,Joseph_Duffey
Perry_Lopez,Claire_Kelly
Donald_Trump,Marla_Maples
Madhu_Trehan,Naresh_Trehan
Rebecca_De_Mornay,Bruce_Wagner
"Victor_Amadeus_I,_Prince_of_Carignano",Maria_Vittoria_of_Savoy
Dirk_Kempthorne,Patricia_Kempthorne
Selena,Chris_Pérez
Salim_Khan,Helen_(actress)
Pattabhirama_Reddy_Tikkavarapu,Snehalata_Reddy
Princess_Christa_of_Thurn_and_Taxis,Prince_Max_Emanuel_of_Thurn_and_Taxis_(b._1935)
Maria_Christina_of_Austria,Alfonso_XII_of_Spain
Hans_Fränkel,Chang_Ch'ung-ho
Concha_Alós,Baltasar_Porcel
"Robert_of_Bar,_Count_of_Marle_and_Soissons","Jeanne_de_Béthune,_Viscountess_of_Meaux"
Robin_Scherbatsky,Barney_Stinson
Kamaladevi_Chattopadhyay,Harindranath_Chattopadhyay
Holmes_Herbert,Elinor_Kershaw
Robyn_Butler,Wayne_Hope
"Louis_Alexandre,_Count_of_Toulouse",Marie_Victoire_de_Noailles
Terry_Finn,David_Snyder
Nicolette_Grant,Barbara_Henrickson
William_Stafford_(courtier),Mary_Boleyn
Rona_Anderson,Gordon_Jackson_(actor)
Princess_Helena_of_Waldeck_and_Pyrmont_(1899–1948),"Nikolaus,_Hereditary_Grand_Duke_of_Oldenburg"
Urszula_Dudziak,Michał_Urbaniak
Walter_Devereux_(1411–1459),Elizabeth_Merbury
Emily_C._Hewitt,Eleanor_D._Acheson
"Henry,_Duke_of_Saxe-Römhild",Marie_Elisabeth_of_Hesse-Darmstadt
Frederick_IV_of_Denmark,Elisabeth_Helene_von_Vieregg
Vrajesh_Hirjee,Rohini_Banerjee
Tara_Knowles,Jax_Teller
"Beatrice_of_Savoy,_Marchioness_of_Saluzzo","Manfred_III,_Marquess_of_Saluzzo"
John_Frederick_Mowbray-Clarke,Mary_Horgan_Mowbray-Clarke
Katey_Sagal,Kurt_Sutter
Sidney_Luft,Lynn_Bari
Delfina_Ortega_Díaz,Porfirio_Díaz
Bette_MacDonald,Maynard_Morrison
Susan_Lewis,List_of_secondary_nurses_in_ER
Elisabeth_von_Gutmann,"Franz_I,_Prince_of_Liechtenstein"
Muriel_Vanderbilt,"Frederic_Cameron_Church,_Jr."
Eveline_Herfkens,Ed_van_Thijn
Floyd_Odlum,Hortense_Odlum
Kenan_Doğulu,Beren_Saat
Arwa_bint_Kurayz,Affan_ibn_Abi_al-'As
"George_Curzon,_1st_Marquess_Curzon_of_Kedleston","Mary_Curzon,_Baroness_Curzon_of_Kedleston"
Carolyn_Thompson_Taylor,Stratton_Taylor
McKey_Sullivan,Sam_Alvey
Judith_Trim,Roger_Waters
"Molly_Meacher,_Baroness_Meacher",Michael_Meacher
"Nicholas_Francis,_Duke_of_Lorraine",Claude_Françoise_de_Lorraine
Meera_Syal,Sanjeev_Bhaskar
Jamie_Bell,Evan_Rachel_Wood
Remi_Abiola,Moshood_Abiola
Brad_Pitt,Angelina_Jolie
Ed_Harris,Amy_Madigan
Lạc_Long_Quân,Âu_Cơ
Anna_Maria_Corazza_Bildt,Carl_Bildt
Maren_Juel,Ole_Christopher_Wessel
Elizabeth_Daily,Rick_Salomon
Maria_Fitzherbert,George_IV_of_the_United_Kingdom
"John_Segrave,_4th_Baron_Segrave","Margaret,_Duchess_of_Norfolk"
Kim_Pegula,Terrence_Pegula
Helen_Skelton,Richie_Myler
Missy_(actress),Mickey_G.
David_Peterson,Shelley_Peterson
Yaroslav_of_Tver,Xenia_of_Tarusa
Courtney_Love,Kurt_Cobain
Peter_I_of_Portugal,Inês_de_Castro
Catherine_Hickland,David_Hasselhoff
"Catherine_Woodville,_Duchess_of_Buckingham",Richard_Wingfield
Bridget_Christie,Stewart_Lee
Mirette_Seireg,Michael_A._Levine
Nieves_Navarro,Luciano_Ercoli
Debbe_Leftwich,Keith_Leftwich
Athole_Shearer,Howard_Hawks
Pamela_Anderson,Rick_Salomon
"Sarah,_Duchess_of_York","Prince_Andrew,_Duke_of_York"
Eveleen_Mary_Weldon_Severn,Charles_Esterly_Severn
"Frederick_VIII,_Duke_of_Schleswig-Holstein",Princess_Adelheid_of_Hohenlohe-Langenburg
Niven_Busch,Teresa_Wright
Anabella_Drummond,Robert_III_of_Scotland
Varvara_Tereshchenko,Bogdan_Khanenko
"Charles_Eugene,_Duke_of_Württemberg",Franziska_von_Hohenheim
Saba_Waseem_Abbas,Waseem_Abbas
Paul_Anka,Anna_Anka
Khalilah_Ali,Muhammad_Ali
Pedro_Montt,Sara_del_Campo
Caroline_Duby_Glassman,Harry_P._Glassman
Jeff_Bate,Thelma_Bate
Nura_Woodson_Ulreich,Edward_Buk_Ulreich
"Ernest_Frederick_III,_Duke_of_Saxe-Hildburghausen",Princess_Ernestine_of_Saxe-Weimar
Jacky_Cheung,May_Lo
Margo_MacDonald,Jim_Sillars
Louise_Brooks,A._Edward_Sutherland
Hortensia_Herrero,Juan_Roig
Emil_Artin,Natascha_Artin_Brunswick
Meg_Campbell,Alistair_Campbell_(poet)
Diana_Hoddinott,Harry_Towb
George_Vasiliou,Androulla_Vassiliou
Brenda_Leigh_Johnson,Fritz_Howard
Nigel_Kneale,Judith_Kerr
Lydia_Dan,Fyodor_Dan
Kalolaa-kumukoa,Kamehameha_I
James_Finn,Elizabeth_Anne_Finn
Mary_Malcolm,Basil_Bartlett
Pleasance_Smith,James_Edward_Smith
Friede_Springer,Axel_Springer
Naratheinga_Uzana,Shin_Saw_of_Pagan
Ben_Kingsley,Angela_Morant
George_Whitelock,Kayla_Whitelock
Leanza_Cornett,Mark_Steines
"Ferdinand_III,_Grand_Duke_of_Tuscany",Princess_Maria_Ferdinanda_of_Saxony
Larry_Klein,Luciana_Souza
Puduhepa,Hattusili_III
Sonia_(actress),Bose_Venkat
Richard_Sennett,Saskia_Sassen
Jaime_Bravo,Ann_Robinson
George_Dunton_Widener,Eleanor_Elkins_Widener
Jennifer_DeLonge,Tom_DeLonge
Enver_Hoxha,Nexhmije_Hoxha
Candice_Yu,Henry_Lee_Junior
Ada_of_Huntingdon,"Floris_III,_Count_of_Holland"
Marc_Horowitz,Petra_Cortright
Frances_Adeline_Seward,William_H._Seward
Laura_Ziskin,Alvin_Sargent
Katherine_Kessey,Bill_Treacher
Tseng_Wen-hui,Lee_Teng-hui
Pen_Tennyson,Nova_Pilbeam
Andrea_Pason,Greg_Pason
Jeremy_Young,Kate_O'Mara
"Peter_I,_Grand_Duke_of_Oldenburg",Duchess_Frederica_of_Württemberg
Marsha_Hunt_(actress),Jerry_Hopper
Moran_family,Judy_Moran
Arcadia_Bandini_de_Stearns_Baker,Robert_Symington_Baker
M._Jean_McLane,John_Christen_Johansen
Aleister_Crowley,Rose_Edith_Kelly
William_R._Moses,Tracy_Nelson_(actress)
Julie_Atlas_Muz,Mat_Fraser
Nguyễn_Khánh,Madame_Khánh
Ayub_Khan_(actor),Niharika_Khan
"John,_King_of_England",Isabella_of_Angoulême
Ralph_Fiennes,Alex_Kingston
Teriitaria_II,Pōmare_II
Winnie_Holzman,Paul_Dooley
Madelyn_Pugh,Quinn_Martin
"Victoria,_Princess_Royal","Frederick_III,_German_Emperor"
Roger_Livesey,Ursula_Jeans
Adele_Duttweiler,Gottlieb_Duttweiler
Christine_of_Saxony,"Philip_I,_Landgrave_of_Hesse"
Kerry_Stokes,Peta_Toppano
Warren_Cowan,Barbara_Rush
John_Connally,Nellie_Connally
Vidya_Balan,Siddharth_Roy_Kapur
"Francis_Ingram-Seymour-Conway,_2nd_Marquess_of_Hertford","Isabella_Ingram-Seymour-Conway,_Marchioness_of_Hertford"
Prince_Franz_de_Paula_of_Liechtenstein,Ewa_Józefina_Julia_Potocka
"Dione_Grimston,_Countess_of_Verulam","John_Grimston,_7th_Earl_of_Verulam"
Margaret_Matzenauer,Edoardo_Ferrari-Fontana
Robert_W._Scott,Jessie_Rae_Scott
Tyler_Christopher_(actor),Brienne_Pedigo
Jon_Hensley,Kelley_Menighan_Hensley
Arianna_Huffington,Michael_Huffington
Graça_Machel,Samora_Machel
Christian_Slater,Ryan_Haddon
Vladimir_Gribunin,Vera_Pashennaya
Robin_Chandler_Duke,Angier_Biddle_Duke
Mozelle_Britton,Alan_Dinehart
Benjamin_B._Hotchkiss,Maria_Bissell_Hotchkiss
Countess_Friederike_of_Schlieben,"Friedrich_Karl_Ludwig,_Duke_of_Schleswig-Holstein-Sonderburg-Beck"
Mark_Falzone,Robin_N._Hamilton
"Maria_Vladimirovna,_Grand_Duchess_of_Russia",Prince_Franz_Wilhelm_of_Prussia
Anirul,Shaddam_IV
Sacagawea,Toussaint_Charbonneau
Chyavana,Sukanya
Kelly_Kruger,Darin_Brooks
Mark_Gatiss,Ian_Hallard
Princess_Elisabeth_Helene_of_Thurn_and_Taxis,"Friedrich_Christian,_Margrave_of_Meissen"
Dilruba_Yasmeen_Ruhee,Munsur_Ali
"Ferdinando_Carlo_Gonzaga,_Duke_of_Mantua_and_Montferrat",Anna_Isabella_Gonzaga
Rubén_Moreira_Valdez,Carolina_Viggiano
List_of_My_Fair_Princess_characters,"Yongqi,_Prince_Rong"
Esther_Szekeres,George_Szekeres
John_Derek,Pati_Behrs
Bryan_Forbes,Constance_Smith
George_O'Brien_(actor),Marguerite_Churchill
"Adolph,_Prince_of_Nassau-Schaumburg","Elisabeth_Charlotte,_Countess_of_Holzappel"
Bob_Murawski,Chris_Innis
Hieronim_Mikołaj_Radziwiłł,Archduchess_Renata_of_Austria
George_Jessel_(actor),Norma_Talmadge
Sarah_Bellamy,James_Bloodsworth
Arthur_F._H._Mills,Lady_Dorothy_Mills
Don_Johnson,Melanie_Griffith
Macrinus,Nonia_Celsa
Charlotte_Godley,John_Robert_Godley
Soumaya_Akaaboune,Peter_Rodger
Kyle_Jarrow,Lauren_Worsham
Antonio_Sabàto_Jr.,Tully_Jensen
N._Sankaran_Nair,Usharani
Prince_Karl_Borromäus_of_Liechtenstein,Eleonore_of_Liechtenstein
Michael_Chow_(restaurateur),Grace_Coddington
Paulo_Betti,Eliane_Giardini
Jes_Macallan,Jason_Gray-Stanford
Gladys_Yang,Yang_Xianyi
Tōru_Nakamura_(actor),Isako_Washio
Alfonso_VIII_of_Castile,"Eleanor_of_England,_Queen_of_Castile"
Drew_Arellano,Iya_Villania
Robbie_Amell,Italia_Ricci
Navid_Kermani,Katajun_Amirpur
Ramil_Rodriguez,Miguel_Rodriguez_(actor)
Robert_F._Kennedy,Ethel_Kennedy
Hilda_Hewlett,Maurice_Hewlett
Herbert_Fisk_Johnson_Jr.,Irene_Purcell
Frederick_I_of_Liegnitz,Ludmila_of_Poděbrady
Emperor_Meiji,Empress_Shōken
Próspero_Morales,Natalia_Górriz
Margaret_Leijonhufvud,Gustav_I_of_Sweden
Peter_Adams_(actor),Kirsty_Child
Erica_Boyer,Derrick_Jensen_(American_football)
Ann_Beach,Francis_Coleman
Peter_McCauley,Catherine_Wilkin
Ermengarde_of_Hesbaye,Louis_the_Pious
Evelina_de_Rothschild,Ferdinand_de_Rothschild
Sam_Marx,Minnie_Marx
Neve_Campbell,John_Light_(actor)
John_Flint_Kidder,Sarah_Kidder
Elizabeth_of_Rhuddlan,"Humphrey_de_Bohun,_4th_Earl_of_Hereford"
Sophia_Dorothea_of_Schleswig-Holstein-Sonderburg-Glücksburg,"Christian_Louis,_Duke_of_Brunswick-Lüneburg"
Harald_Bluetooth,Tove_of_the_Obotrites
Zohra_Lampert,Jonathan_Schwartz_(radio)
Seweryn_Rzewuski,Konstancja_Małgorzata_Lubomirska
Shirley_Knight,Gene_Persson
John_D._Rockefeller_III,Blanchette_Ferry_Rockefeller
Rene_Russo,Dan_Gilroy
Jeyaraj_Fernandopulle,Sudarshani_Fernandopulle
Sheila_Ryan,Pat_Buttram
Lysimachus,Nicaea_of_Macedon
Celia_Kaye,John_Milius
Diana_Ser,James_Lye
Tahyna_Tozzi,Tristan_MacManus
Roja_(actress),R._K._Selvamani
Bertrade_de_Montfort,Philip_I_of_France
"Patricia_Lascelles,_Countess_of_Harewood",Athol_Shmith
Anne_Applebaum,Radosław_Sikorski
Şayan_Kadınefendi_(wife_of_Abdülmecid_I),Abdülmecid_I
Puyi,Wenxiu
Ruhollah_Khomeini,Khadijeh_Saqafi
Jovanka_Broz,Josip_Broz_Tito
Ava_Lowle_Willing,"Thomas_Lister,_4th_Baron_Ribblesdale"
Cecilia_Galliano,Sebastián_Rulli
"Prince_Robert,_Duke_of_Chartres",Princess_Françoise_of_Orléans_(1844–1925)
Sean_Covel,Alexa_Vega
Elizabeth_Bogush,Lukas_Reiter
Jean_Willes,Gerard_Cowhig
Tom_Keene_(actor),Grace_Stafford
Kent_Williams_(actor),Robin_Curtis
Tichina_Arnold,Rico_Hines
Sidney_Lumet,Rita_Gam
Abiye_Abebe,Princess_Tsehai
Ntfombi_of_Swaziland,Sobhuza_II
Harold_Turner_(dancer),Gerd_Larsen
Annie_Hall_Cudlip,Pender_Hodge_Cudlip
Salli_Richardson,Dondre_Whitfield
Fanny_Stevenson,Robert_Louis_Stevenson
Viorica_Cucereanu,Petru_Bogatu
Gwendolyn_Osborne,Kenny_Smith
Hans_Hollmann_(director),Reinhild_Solf
Uma_Thurman,Gary_Oldman
"William_Cavendish-Bentinck,_6th_Duke_of_Portland","Winifred_Cavendish-Bentinck,_Duchess_of_Portland"
Judith_of_Swabia,Władysław_I_Herman
Avril_Elgar,James_Maxwell_(actor)
Alice_Guy-Blaché,Herbert_Blaché
Lisa_Joyner,Jon_Cryer
David_B._Wake,Marvalee_Wake
Lorna_Tolentino,Rudy_Fernandez_(actor)
Kirk_Douglas,Anne_Buydens
Tudi_Roche,Richard_Karn
Korak_(character),"Meriem,_wife_of_Korak"
Joan_Dillon,Prince_Charles_of_Luxembourg
Michael_Bell_(actor),Victoria_Carroll
"Anne_Morgan,_Baroness_Hunsdon","Henry_Carey,_1st_Baron_Hunsdon"
Frank_Howson,Terri_Garber
Prince_Ernest_Augustus_of_Hanover_(1914–1987),"Monika,_Princess_of_Hanover"
Lea_Grundig,Hans_Grundig
Elżbieta_Czyżewska,David_Halberstam
Belisario_Betancur,Rosa_Helena_Álvarez_Yepes
Deborah_Porter,Nicholas_Negroponte
"Theresa_of_Portugal,_Countess_of_Flanders","Philip_I,_Count_of_Flanders"
Kenneth_C._Griffin,Anne_Dias-Griffin
John_Justin,Barbara_Murray
Dave_Konig,Susan_Konig
"Maud,_Countess_of_Huntingdon",David_I_of_Scotland
Grace_Hightower,Robert_De_Niro
"Constance_of_Sicily,_Queen_of_Cyprus",John_of_Lusignan
Jimmy_Sangster,Mary_Peach
Joan_Taylor,Walter_Grauman
Marcellus_Hartley_Dodge_Sr.,Geraldine_Rockefeller_Dodge
Jeremy_Child,Elizabeth_Morgan_(actress)
Hernán_Larraín,Magdalena_Matte
Gwendolyn_Watts,Gertan_Klauber
Donald_Trump,Melania_Trump
Sangay_Choden,Jigme_Singye_Wangchuck
Princess_Maria_Theresia_of_Thurn_and_Taxis_(1794–1874),"Paul_III_Anton,_Prince_Esterházy"
Margaret_of_Joinville,"Frederick_I,_Count_of_Vaudémont"
Ferenc_Batthyány,Katalin_Bánffy
Karla_Homolka,Paul_Bernardo
Naseeruddin_Shah,Ratna_Pathak
Rosi_Wolfstein,Paul_Frölich
Chan_Hung-lit,Angela_Pan
Lin_Biao,Ye_Qun
Anne_McElvoy,Martin_Ivens
Herman_Munster,Lily_Munster
Dougray_Scott,Claire_Forlani
Duff_Cooper,Lady_Diana_Cooper
Meredith_Eaton,Michael_Gilden
Farheen,Manoj_Prabhakar
Dennis_Hopper,Michelle_Phillips
Morfydd_Llwyn_Owen,Ernest_Jones
Eleanor_Dodson,Guy_Dodson
Nazikeda_Kadın,Abdul_Hamid_II
Denise_Nicholas,Bill_Withers
"Charles_III,_Duke_of_Bourbon","Suzanne,_Duchess_of_Bourbon"
Malka_Rokeach,Sholom_Rokeach
Robert_Gordon-Canning,Mary_Maguire
Luis_Fortuño,Lucé_Vela
Vogue_Williams,Brian_McFadden
Princess_Anna_of_Saxony_(1836–1859),"Ferdinand_IV,_Grand_Duke_of_Tuscany"
Pōmare_II,Teriitaria_II
Murad_V,Reftarıdil_Kadın
Prince_Frederick_of_Schaumburg-Lippe,Princess_Antoinette_of_Anhalt
Majandra_Delfino,Devon_Gummersall
Val_Butnaru,Valentina_Butnaru
Peleuli,Kamehameha_I
Lady_Augusta_Murray,"Prince_Augustus_Frederick,_Duke_of_Sussex"
Alphonso_Taft,Louise_Taft
Pavel_Gubarev,Ekaterina_Gubareva
Robert_William_Honner,Maria_Honner
John_Dickinson,Mary_Norris_Dickinson
"Ferdinand_III,_Holy_Roman_Emperor",Maria_Anna_of_Spain
Bernard_Miles,Josephine_Wilson
Dugu_Qieluo,Emperor_Wen_of_Sui
Bobby_Simha,Reshmi_Menon
Marietta_Peabody_Tree,Desmond_Fitzgerald_(CIA_officer)
Blanche_Ames_Ames,Oakes_Ames_(botanist)
Sari_Wilson,Josh_Neufeld
Robert_K._Merton,Harriet_Zuckerman
"Philip,_Duke_of_Parma",Louise_Élisabeth_of_France
Peter_Hall_(director),Leslie_Caron
George_Sanders,Magda_Gabor
Kaykhusraw_I,Manuel_Maurozomes
Juan_Carlos_I_of_Spain,Queen_Sofía_of_Spain
Fergus_Barrowman,Elizabeth_Knox
Mouza_bint_Suhail_Al_Khaili,Zayed_bin_Sultan_Al_Nahyan
Alun_Lewis_(actor),Annette_Ekblom
Stephanie_Edwards_(TV_personality),Murray_MacLeod
Rikako_Aikawa,Mitsuo_Iwata
Mamah_Borthwick,Edwin_Cheney
Fatma_Sultan_(daughter_of_Selim_I),Kara_Ahmed_Pasha
James_I_of_Cyprus,Helvis_of_Brunswick-Grubenhagen
Cheryl_Moana_Marie_Nunes,Antonio_Sabàto_Jr.
Elizabeth_Paulet,Henry_Ughtred
Prince_Welf_Henry_of_Hanover,Alexandra_Prinzessin_von_Hannover
Princess_Eleonore_Erdmuthe_of_Saxe-Eisenach,"John_George_IV,_Elector_of_Saxony"
Tony_Álvarez,Astrid_Carolina_Herrera
Geordie_Hormel,Leslie_Caron
Wilfried_Martens,Miet_Smet
Robert_Oxnam,Vishakha_N._Desai
Clay_Morrow,Gemma_Teller_Morrow
Leïla_Bekhti,Tahar_Rahim
Uzana_I_of_Pinya,Atula_Maha_Dhamma_Dewi_of_Pinya
King_Moody,Rachel_Rosenthal
Shelley_Hack,Harry_Winer
Meir_Zarchi,Camille_Keaton
Beatrice_of_Silesia,"Louis_IV,_Holy_Roman_Emperor"
Sadie_Frost,Jude_Law
Constantine_V,"Maria,_wife_of_Constantine_V"
Marie_Stopes,Reginald_Ruggles_Gates
Margaret_of_Hungary,Isaac_II_Angelos
Annie_Parisse,Paul_Sparks
Paula_Duncan,John_Orcsik
Anna_Maria_Komorowska,Patrick_d'Udekem_d'Acoz
Gail_Omvedt,Bharat_Patankar
"Alexander,_Prince_of_Erbach-Schönberg",Princess_Elisabeth_of_Waldeck_and_Pyrmont
Karen_Carlson,David_Soul
Diana_Gould_(dancer),Yehudi_Menuhin
Stone_Cold_Steve_Austin,Lady_Blossom
Margo_(actress),Francis_Lederer
Thomas_Gage,Margaret_Kemble_Gage
Kamehameha_I,Peleuli
Sunday_Reed,John_Reed_(art_patron)
Scott_Stuber,Molly_Sims
Michelle_Vieth,Héctor_Soberón
Wang_Yanxi,Empress_Li_(Wang_Yanxi)
Kalola_Pupuka,Keōua
John_Sanford_(author),Marguerite_Roberts
Leo_Gordon,Lynn_Cartwright
Laura_Dave,Josh_Singer
Fatimah_el-Sharif,Idris_of_Libya
Bhabananda_Deka,Nalini_Prava_Deka
George_II_of_Great_Britain,Caroline_of_Ansbach
Amelia_Heinle,Michael_Weatherly
LuAnn_Bennett,Jim_Moran
Alma_Powell,Colin_Powell
Marian_Ilitch,Mike_Ilitch
Katarzyna_Ostrogska_(1560–1579),Krzysztof_Mikołaj_%22the_Thunderbolt%22_Radziwiłł
Terry_Hands,Ludmila_Mikaël
Lucy_of_Bolingbroke,"Ranulf_le_Meschin,_3rd_Earl_of_Chester"
Catherine_Hicks,Kevin_Yagher
"Baldwin_IV,_Count_of_Hainaut",Alice_of_Namur
Stephen_G._Davies,Kay_Davies
Azlan_Shah_of_Perak,Tuanku_Bainun
James_Bolam,Susan_Jameson
Texas_Jack_Omohundro,Giuseppina_Morlacchi
JoAnna_Garcia,Nick_Swisher
Lord_Peter_Wimsey,Harriet_Vane
"Raine_Spencer,_Countess_Spencer","Gerald_Legge,_9th_Earl_of_Dartmouth"
Scott_Campbell_(tattoo_artist),Lake_Bell
Edwin_Schlossberg,Caroline_Kennedy
Prem_Nath,Bina_Rai
James_Fisher_(naturalist),Margery_Fisher
Alan_Ruck,Mireille_Enos
"Sarah_Lyttelton,_Baroness_Lyttelton","William_Lyttelton,_3rd_Baron_Lyttelton"
Abdul_Razak_Hussein,Rahah_Noah
"Frances_Carr,_Countess_of_Somerset","Robert_Carr,_1st_Earl_of_Somerset"
"Henri_de_La_Tour_d'Auvergne,_Duke_of_Bouillon",Charlotte_de_La_Marck
John_Gregory_Dunne,Joan_Didion
Ray_Hnatyshyn,Gerda_Hnatyshyn
Sophia_Olelkovich_Radziwill,Janusz_Radziwiłł_(1579–1620)
Ursula_Jeans,Robin_Irvine
Constance_of_Béarn,Aymon_II_of_Geneva
Stanisława_Perzanowska,Zygmunt_Chmielewski
"Prince_Bernhard_of_Orange-Nassau,_van_Vollenhoven","Princess_Annette_of_Orange-Nassau,_van_Vollenhoven-Sekrève"
"Josias,_Hereditary_Prince_of_Waldeck_and_Pyrmont__Prince_Josias__1",Duchess_Altburg_of_Oldenburg
"Anna_of_Veldenz,_Countess_Palatine_of_Simmern-Zweibrücken","Stephen,_Count_Palatine_of_Simmern-Zweibrücken"
Amata_Kabua,Emlain_Kabua
Isabella_of_Angoulême,"John,_King_of_England"
Hussein_of_Jordan,Alia_al-Hussein
Juliet_Rylance,Christian_Camargo
Charles_XV_of_Sweden,Louise_of_the_Netherlands
"George_Child_Villiers,_5th_Earl_of_Jersey","Sarah_Villiers,_Countess_of_Jersey"
Charlotte_Zolotow,Maurice_Zolotow
Glenn_Falkenstein,Frances_Willard_(magician)
Frank_L._Roberts,Barbara_Roberts
Jonathan_Myerson,Julie_Myerson
Louis_XII_of_France,"Joan_of_France,_Duchess_of_Berry"
Ahmed_Rubel,Tarana_Halim
Ursula_Thiess,Robert_Taylor_(actor)
Linda_Kozlowski,Paul_Hogan
Bonita_Mabo,Eddie_Mabo
Marc_Andreessen,Laura_Arrillaga-Andreessen
Sheila_Johnson,Robert_L._Johnson
Darin_Strauss,Susannah_Meadows
Eleanor_Wilson_McAdoo,William_Gibbs_McAdoo
Enrichetta_d'Este,"Antonio_Farnese,_Duke_of_Parma"
"Ameli,_Duchess_of_Oldenburg","Anton-Günther,_Duke_of_Oldenburg"
Harriet_Hemenway,Augustus_Hemenway
Judith_Cutler,Keith_Miles
Catherine_Howard,Henry_VIII_of_England
Richard_Bache,Sarah_Franklin_Bache
Sally_Grossman,Albert_Grossman
Margaret_Karcher,Carl_Karcher
Anthony_Caro,Sheila_Girling
Lauren_Shuler_Donner,Richard_Donner
Marian_Wyrzykowski,Elżbieta_Barszczewska
Melody_Gudzowaty,Tomasz_Gudzowaty
Trader_Faulkner,Bobo_Faulkner
Angelica_Schuyler_Church,John_Barker_Church
Sukjong_of_Joseon,Queen_Ingyeong
Abimael_Guzmán,Augusta_la_Torre
"Matilda_of_Brabant,_Countess_of_Holland","Floris_IV,_Count_of_Holland"
Robert_Mosbacher,Mica_Mosbacher
Jane_Dormer,"Gómez_Suárez_de_Figueroa_y_Córdoba,_1st_Duke_of_Feria"
Lowell_Goddard,Christopher_Hodson
Estelle_Lefébure,Arthur_(TV_presenter)
Addison_Randall,Barbara_Bennett
Ludovico_Sforza,Beatrice_d'Este
Susanna_Wesley,Samuel_Wesley_(poet)
Girvan_Yuddha_Bikram_Shah,Gorakshya_Rajya_Laxmi_Devi
Felix_Jackson,Deanna_Durbin
"Henri,_Prince_of_Condé_(1588–1646)",Charlotte_Marguerite_de_Montmorency
Honoré_de_Balzac,Ewelina_Hańska
Lanna_Saunders,Lawrence_Pressman
Consort_Jin,Guangxu_Emperor
"Charles_Frederick,_Grand_Duke_of_Baden",Landgravine_Caroline_Louise_of_Hesse-Darmstadt
Scott_Silveri,Shana_Goldberg-Meehan
Jacqueline_Schultz,Larry_Bryggman
Maria_Theresa_of_Austria_(1801–1855),Charles_Albert_of_Sardinia
Emily_Deschanel,David_Hornsby
Guy_Hibbert,Lia_Williams
Michael_Horovitz,Frances_Horovitz
John_Cornforth,Rita_Harradence
Ali_Bongo_Ondimba,Sylvia_Bongo_Ondimba
Herbert_Allen_Jr.,Ann_Reinking
Marsha_Vadhanapanich,Amphol_Lumpoon
Araceli_Gilbert,Rolf_Blomberg
Mabel_Ballin,Hugo_Ballin
Juliana_of_Hesse-Darmstadt,"Ulrich_II,_Count_of_East_Frisia"
Henry_Morgenthau_Jr.,Elinor_Morgenthau
Anna_of_Mecklenburg,Gotthard_Kettler
Sunil_Kumar_Mahato,Suman_Mahato
Ululani,Keawe-a-Heulu
